,gid,TL_cnt
509,다사583477,4
510,다사584413,2
511,다사584415,2
512,다사584416,5
513,다사584417,5
514,다사584428,8
515,다사584429,4
516,다사584430,3
517,다사584434,4
518,다사584436,2
519,다사584438,30
520,다사584439,2
521,다사584463,4
522,다사584464,3
523,다사584465,1
524,다사584469,2
525,다사584477,6
526,다사585414,10
527,다사585417,7
528,다사585434,16
529,다사585436,14
530,다사585437,2
531,다사585444,4
532,다사585445,8
533,다사585453,2
534,다사585461,8
535,다사585462,4
536,다사585468,2
537,다사585469,1
538,다사585477,2
539,다사586413,4
540,다사586415,1
541,다사586418,6
542,다사586431,4
543,다사586432,10
544,다사586434,10
545,다사586435,3
546,다사586439,4
547,다사586441,4
548,다사586443,4
549,다사586445,1
550,다사586453,4
551,다사586458,4
552,다사586469,3
553,다사587411,3
554,다사587417,2
555,다사587429,8
556,다사587431,10
557,다사587432,1
558,다사587435,4
559,다사587439,12
560,다사587445,2
561,다사587446,1
562,다사587454,5
563,다사587455,2
564,다사587456,4
565,다사587462,4
566,다사587469,2
567,다사587470,4
568,다사587471,2
569,다사587472,2
570,다사587474,1
571,다사587475,3
572,다사587476,2
573,다사587478,9
574,다사588404,2
575,다사588408,4
576,다사588410,12
577,다사588417,9
578,다사588429,8
579,다사588435,4
580,다사588436,3
581,다사588437,3
582,다사588438,3
583,다사588440,1
584,다사588451,2
585,다사588452,3
586,다사588453,1
587,다사588454,7
588,다사588468,6
589,다사588469,4
590,다사588470,6
591,다사588477,2
592,다사588478,9
593,다사588485,4
594,다사589402,16
595,다사589403,1
596,다사589404,1
597,다사589405,9
598,다사589419,4
599,다사589426,5
600,다사589427,1
601,다사589435,2
602,다사589436,1
603,다사589440,3
604,다사589449,1
605,다사589450,3
606,다사589451,2
607,다사589455,1
608,다사589460,4
609,다사589463,16
610,다사589466,6
611,다사589470,4
612,다사589478,4
613,다사589484,3
614,다사590402,2
615,다사590403,4
616,다사590404,1
617,다사590412,4
618,다사590418,1
619,다사590420,4
620,다사590426,7
621,다사590427,1
622,다사590436,4
623,다사590440,4
624,다사590446,5
625,다사590447,11
626,다사590448,4
627,다사590455,3
628,다사590457,2
629,다사590458,2
630,다사590471,1
631,다사590478,5
632,다사591403,1
633,다사591414,2
634,다사591416,2
635,다사591417,1
636,다사591418,2
637,다사591421,5
638,다사591422,1
639,다사591431,3
640,다사591433,2
641,다사591441,4
642,다사591443,2
643,다사591444,2
644,다사591455,3
645,다사591456,1
646,다사591464,1
647,다사591471,3
648,다사591477,2
649,다사591478,3
650,다사592411,1
651,다사592412,8
652,다사592413,3
653,다사592415,2
654,다사592416,4
655,다사592417,3
656,다사592419,1
657,다사592421,6
658,다사592422,7
659,다사592437,4
660,다사592441,16
661,다사592455,5
662,다사592456,3
663,다사592458,2
664,다사592463,2
665,다사592464,3
666,다사592471,6
667,다사592472,6
668,다사592477,4
669,다사593411,6
670,다사593419,2
671,다사593434,1
672,다사593437,3
673,다사593438,2
674,다사593439,4
675,다사593440,3
676,다사593442,4
677,다사593447,1
678,다사593448,4
679,다사593454,4
680,다사593456,4
681,다사593467,3
682,다사593468,1
683,다사593469,3
684,다사593470,4
685,다사593471,2
686,다사593472,2
687,다사593473,4
688,다사593474,4
689,다사593476,2
690,다사593477,2
691,다사594406,2
692,다사594407,2
693,다사594412,6
694,다사594414,4
695,다사594418,2
696,다사594419,5
697,다사594423,2
698,다사594424,2
699,다사594429,6
700,다사594430,22
701,다사594431,1
702,다사594434,7
703,다사594436,1
704,다사594437,5
705,다사594438,3
706,다사594451,2
707,다사594464,2
708,다사594465,16
709,다사594467,1
710,다사594472,2
711,다사594476,4
712,다사594477,8
713,다사595407,14
714,다사595408,6
715,다사595413,1
716,다사595420,7
717,다사595423,6
718,다사595425,4
719,다사595426,12
720,다사595428,8
721,다사595438,4
722,다사595443,4
723,다사595448,3
724,다사595449,7
725,다사595451,2
726,다사595461,3
727,다사595462,1
728,다사595463,5
729,다사595464,2
730,다사595472,2
731,다사595480,2
732,다사596408,8
733,다사596413,2
734,다사596414,1
735,다사596417,4
736,다사596424,2
737,다사596425,4
738,다사596426,4
739,다사596443,3
740,다사596444,1
741,다사596446,4
742,다사596448,2
743,다사596449,4
744,다사596457,10
745,다사596459,1
746,다사596460,3
747,다사596465,3
748,다사596471,1
749,다사596476,1
750,다사597405,1
751,다사597414,4
752,다사597420,4
753,다사597421,8
754,다사597422,16
755,다사597427,2
756,다사597428,6
757,다사597431,3
758,다사597438,1
759,다사597439,4
760,다사597444,12
761,다사597457,6
762,다사597465,2
763,다사597466,2
764,다사597472,4
765,다사597476,3
766,다사597477,2
767,다사598403,4
768,다사598404,3
769,다사598405,7
770,다사598415,3
771,다사598419,2
772,다사598420,4
773,다사598429,4
774,다사598430,3
775,다사598431,2
776,다사598439,2
777,다사598441,4
778,다사598442,4
779,다사598449,4
780,다사598450,3
781,다사598454,1
782,다사598455,3
783,다사598458,3
784,다사598465,1
785,다사598466,2
786,다사598475,4
787,다사599399,1
788,다사599401,3
789,다사599402,1
790,다사599404,1
791,다사599415,2
792,다사599419,8
793,다사599422,5
794,다사599427,2
795,다사599428,1
796,다사599429,5
797,다사599437,1
798,다사599439,10
799,다사599440,4
800,다사599445,4
801,다사599453,3
802,다사599454,3
803,다사599458,1
804,다사599466,7
805,다사599472,1
806,다사599473,3
807,다사600416,5
808,다사600417,4
809,다사600422,4
810,다사600427,1
811,다사600437,1
812,다사600440,2
813,다사600449,3
814,다사600451,5
815,다사600452,4
816,다사600458,2
817,다사600459,2
818,다사600466,4
819,다사600470,1
820,다사600471,3
821,다사600472,5
822,다사600473,3
823,다사601403,4
824,다사601416,2
825,다사601417,6
826,다사601422,4
827,다사601433,7
828,다사601440,2
829,다사601446,4
830,다사601449,6
831,다사601450,4
832,다사601451,13
833,다사601459,2
834,다사601468,3
835,다사601469,2
836,다사601470,2
837,다사602395,4
838,다사602396,1
839,다사602403,1
840,다사602414,4
841,다사602423,4
842,다사602430,1
843,다사602433,9
844,다사602441,4
845,다사602446,5
846,다사602447,1
847,다사602449,6
848,다사602459,2
849,다사602466,5
850,다사602467,7
851,다사602468,1
852,다사602473,4
853,다사603394,7
854,다사603414,3
855,다사603415,1
856,다사603418,2
857,다사603428,2
858,다사603430,1
859,다사603432,7
860,다사603444,6
861,다사603445,1
862,다사603446,3
863,다사603447,3
864,다사603459,2
865,다사603460,2
866,다사603464,7
867,다사603465,1
868,다사603477,2
869,다사604390,9
870,다사604395,2
871,다사604418,4
872,다사604424,1
873,다사604427,5
874,다사604430,2
875,다사604431,2
876,다사604432,2
877,다사604433,10
878,다사604434,1
879,다사604435,2
880,다사604441,4
881,다사604442,8
882,다사604443,4
883,다사604447,4
884,다사604452,6
885,다사604460,3
886,다사604462,3
887,다사604463,1
888,다사604467,4
889,다사604473,3
890,다사605390,7
891,다사605391,7
892,다사605392,7
893,다사605401,3
894,다사605419,3
895,다사605424,4
896,다사605425,12
897,다사605431,10
898,다사605432,4
899,다사605434,1
900,다사605438,2
901,다사605440,4
902,다사605447,3
903,다사605448,1
904,다사605460,9
905,다사605473,1
906,다사605474,4
907,다사606388,4
908,다사606389,7
909,다사606390,5
910,다사606391,1
911,다사606400,1
912,다사606420,1
913,다사606426,6
914,다사606435,4
915,다사606436,3
916,다사606438,2
917,다사606441,1
918,다사606442,8
919,다사606448,1
920,다사606457,2
921,다사606458,2
922,다사606471,1
923,다사606472,2
924,다사606473,3
925,다사606474,5
926,다사607386,6
927,다사607387,18
928,다사607388,5
929,다사607389,2
930,다사607392,3
931,다사607400,3
932,다사607420,1
933,다사607434,4
934,다사607436,6
935,다사607443,4
936,다사607448,5
937,다사607453,8
938,다사607454,1
939,다사607455,10
940,다사607460,1
941,다사607461,5
942,다사607470,6
943,다사607471,4
944,다사607472,2
945,다사607474,2
946,다사607476,2
947,다사608384,2
948,다사608385,6
949,다사608386,1
950,다사608387,3
951,다사608388,10
952,다사608391,8
953,다사608396,1
954,다사608400,1
955,다사608421,1
956,다사608427,3
957,다사608428,3
958,다사608431,4
959,다사608448,2
960,다사608452,4
961,다사608453,9
962,다사608454,4
963,다사608459,7
964,다사608461,2
965,다사608467,6
966,다사608468,15
967,다사608469,6
968,다사608471,3
969,다사609383,1
970,다사609391,1
971,다사609396,1
972,다사609397,1
973,다사609419,14
974,다사609422,1
975,다사609423,1
976,다사609429,16
977,다사609437,4
978,다사609444,3
979,다사609449,8
980,다사609450,1
981,다사609451,3
982,다사609456,4
983,다사609457,6
984,다사609461,5
985,다사609468,6
986,다사609469,2
987,다사610394,5
988,다사610395,5
989,다사610396,6
990,다사610397,12
991,다사610398,8
992,다사610419,5
993,다사610427,3
994,다사610428,1
995,다사610438,3
996,다사610441,2
997,다사610443,1
998,다사610444,3
999,다사610447,4
1000,다사610449,4
1001,다사610454,16
1002,다사610455,5
1003,다사610456,2
1004,다사610461,2
1005,다사610462,2
1006,다사611395,10
1007,다사611396,2
1008,다사611417,2
1009,다사611426,4
1010,다사611438,1
1011,다사611439,4
1012,다사611444,3
1013,다사611445,6
1014,다사611450,1
1015,다사611461,10
1016,다사611462,10
1017,다사611469,2
1018,다사612395,6
1019,다사612425,2
1020,다사612426,5
1021,다사612432,4
1022,다사612435,5
1023,다사612438,2
1024,다사612442,2
1025,다사612443,2
1026,다사612444,4
1027,다사612450,5
1028,다사612458,5
1029,다사612459,3
1030,다사612462,4
1031,다사612470,1
1032,다사613376,5
1033,다사613395,5
1034,다사613396,1
1035,다사613424,5
1036,다사613432,4
1037,다사613439,4
1038,다사613440,6
1039,다사613441,4
1040,다사613445,4
1041,다사613450,2
1042,다사613455,6
1043,다사613456,8
1044,다사614395,4
1045,다사614396,1
1046,다사614422,5
1047,다사614423,1
1048,다사614424,1
1049,다사614427,1
1050,다사614433,2
1051,다사614437,2
1052,다사614439,2
1053,다사614440,4
1054,다사614451,4
1055,다사614455,4
1056,다사614456,2
1057,다사614462,3
1058,다사615396,5
1059,다사615422,4
1060,다사615423,11
1061,다사615429,2
1062,다사615436,3
1063,다사615437,2
1064,다사615446,4
1065,다사615451,11
1066,다사615452,12
1067,다사615462,1
1068,다사615466,2
1069,다사616373,4
1070,다사616396,1
1071,다사616433,4
1072,다사616434,6
1073,다사616441,3
1074,다사616451,2
1075,다사616452,1
1076,다사616456,4
1077,다사616457,7
1078,다사616459,4
1079,다사616462,5
1080,다사616463,11
1081,다사617430,10
1082,다사617431,2
1083,다사617434,4
1084,다사617441,2
1085,다사617446,7
1086,다사617447,12
1087,다사617452,2
1088,다사617454,6
1089,다사617455,4
1090,다사617456,1
1091,다사617457,6
1092,다사617460,1
1093,다사617463,7
1094,다사618397,1
1095,다사618398,2
1096,다사618428,4
1097,다사618434,3
1098,다사618436,2
1099,다사618444,3
1100,다사618446,2
1101,다사618447,5
1102,다사619397,2
1103,다사619398,1
1104,다사619407,2
1105,다사619426,1
1106,다사619434,6
1107,다사619441,5
1108,다사619442,8
1109,다사619444,2
1110,다사620398,4
1111,다사620426,2
1112,다사620431,1
1113,다사620432,1
1114,다사620435,2
1115,다사620442,5
1116,다사621398,3
1117,다사621399,1
1118,다사621436,1
1119,다사622436,12
1120,다사622442,1
1121,다사622443,3
1122,다사623433,12
1123,다사623435,1
1124,다사624430,8
1125,다사624431,2
1126,다사624434,1
1127,다사624437,4
1128,다사625387,1
1129,다사625437,8
1130,다사625438,7
1131,다사625444,4
1132,다사626435,2
1133,다사626438,4
1134,다사626439,2
1135,다사626440,1
1136,다사627440,3
1137,다사628400,3
1138,다사628401,5
1139,다사628402,1
1140,다사628425,3
1141,다사628426,6
1142,다사628427,8
1143,다사628438,6
1144,다사628439,6
1145,다사628445,3
1146,다사629402,1
1147,다사629429,1
1148,다사629433,1
1149,다사629435,3
1150,다사629436,10
1151,다사629439,2
1152,다사629445,6
1153,다사630401,1
1154,다사630402,3
1155,다사630403,2
1156,다사630405,3
1157,다사630429,1
1158,다사630433,7
1159,다사630434,3
1160,다사630436,6
1161,다사630439,1
1162,다사630440,1
1163,다사631402,1
1164,다사631427,3
1165,다사631429,8
1166,다사631430,4
1167,다사631431,10
1168,다사631440,2
1169,다사631444,1
1170,다사632425,3
1171,다사632427,9
1172,다사632440,4
1173,다사633403,6
1174,다사633425,4
1175,다사633430,1
1176,다사633441,5
1177,다사634425,2
1178,다사634427,6
1179,다사634428,6
1180,다사634430,8
1181,다사634438,1
1182,다사634439,1
1183,다사634441,6
1184,다사635430,1
1185,다사635435,6
1186,다사635436,6
1187,다사635437,3
1188,다사635438,1
1189,다사636425,5
1190,다사636428,4
1191,다사636435,3
1192,다사637403,2
1193,다사637405,11
1194,다사638412,3
1195,다사638436,2
1196,다사639412,3
1197,다사639413,5
1198,다사639414,1
1199,다사639425,5
1200,다사639428,1
1201,다사639429,1
1202,다사640406,1
1203,다사640410,6
1204,다사640428,7
1205,다사641407,1
1206,다사641409,12
1207,다사641414,1
1208,다사641415,5
1209,다사641425,5
1210,다사641426,5
1211,다사641427,5
1212,다사641428,7
1213,다사642407,8
1214,다사642415,3
1215,다사642437,1
1216,다사643415,3
1217,다사643435,2
1218,다사644430,8
1219,다사644433,2
1220,다사645433,1
1221,다사645438,4
1222,다사646415,11
1223,다사646416,7
1224,다사646431,5
1225,다사646433,4
1226,다사647407,19
1227,다사647409,10
1228,다사647431,3
1229,다사647432,3
1230,다사647435,2
1231,다사647436,2
1232,다사648407,4
1233,다사648416,6
1234,다사648431,4
1235,다사648432,5
1236,다사648433,2
1237,다사649411,2
1238,다사649417,4
1239,다사649428,2
1240,다사649430,2
1241,다사649431,2
1242,다사649435,1
1243,다사650418,8
1244,다사650426,11
1245,다사650427,6
1246,다사650428,2
1247,다사650430,4
1248,다사650431,4
1249,다사651406,2
1250,다사651407,2
1251,다사651413,5
1252,다사651414,1
1253,다사651418,5
1254,다사651419,3
