,gid,TL_cnt
355,다사587470,1
356,다사587471,1
357,다사587474,1
358,다사587475,1
359,다사588402,1
360,다사588405,1
361,다사588407,1
362,다사588410,1
363,다사588427,1
364,다사588428,1
365,다사588439,2
366,다사588452,2
367,다사588454,2
368,다사588463,1
369,다사588470,1
370,다사588479,2
371,다사589402,1
372,다사589404,1
373,다사589419,1
374,다사589420,2
375,다사589426,1
376,다사589427,5
377,다사589429,2
378,다사589436,1
379,다사589446,1
380,다사589461,1
381,다사589462,1
382,다사589465,2
383,다사589470,1
384,다사590401,2
385,다사590404,1
386,다사590421,1
387,다사590426,1
388,다사590429,3
389,다사590447,1
390,다사590448,1
391,다사590458,2
392,다사590463,2
393,다사590478,2
394,다사591412,2
395,다사591413,1
396,다사591416,1
397,다사591417,1
398,다사591421,1
399,다사591422,2
400,다사591423,3
401,다사591429,2
402,다사591444,1
403,다사591455,1
404,다사591471,2
405,다사592399,1
406,다사592411,1
407,다사592412,1
408,다사592414,1
409,다사592416,2
410,다사592421,1
411,다사592422,1
412,다사592437,2
413,다사592443,1
414,다사592447,2
415,다사592455,1
416,다사592477,2
417,다사593440,2
418,다사593442,1
419,다사593454,1
420,다사593456,2
421,다사593464,2
422,다사593469,1
423,다사593470,1
424,다사593473,2
425,다사593477,1
426,다사594400,1
427,다사594412,2
428,다사594415,1
429,다사594423,1
430,다사594424,1
431,다사594430,1
432,다사594431,2
433,다사594434,1
434,다사594435,1
435,다사594436,1
436,다사594438,1
437,다사594442,1
438,다사594451,1
439,다사594466,2
440,다사595395,2
441,다사595413,1
442,다사595425,2
443,다사595427,4
444,다사595438,2
445,다사595451,1
446,다사595457,1
447,다사595460,1
448,다사595463,2
449,다사595465,1
450,다사596408,2
451,다사596417,1
452,다사596426,1
453,다사596427,1
454,다사596444,2
455,다사596446,1
456,다사596449,1
457,다사596457,1
458,다사596460,1
459,다사596465,1
460,다사596476,1
461,다사597405,1
462,다사597406,1
463,다사597420,1
464,다사597422,2
465,다사597428,1
466,다사597430,3
467,다사597438,1
468,다사597443,1
469,다사597444,1
470,다사597445,1
471,다사597449,1
472,다사597456,2
473,다사597472,3
474,다사598402,2
475,다사598415,3
476,다사598420,2
477,다사598428,2
478,다사598429,1
479,다사598439,1
480,다사598441,1
481,다사598442,1
482,다사598458,2
483,다사598475,2
484,다사599399,1
485,다사599411,2
486,다사599422,2
487,다사599438,1
488,다사599439,1
489,다사599440,1
490,다사599445,1
491,다사599458,1
492,다사600398,1
493,다사600417,3
494,다사600422,2
495,다사600440,2
496,다사600445,1
497,다사600452,2
498,다사600458,1
499,다사600466,2
500,다사600471,1
501,다사600472,1
502,다사601403,3
503,다사601413,1
504,다사601420,2
505,다사601422,2
506,다사601432,3
507,다사601468,1
508,다사601473,1
509,다사602395,2
510,다사602414,2
