newsname
아파트에서 충전하던 전동킥보드에서 갑자기 불났다
늘어난 전동킥보드 화재…“충전 주의하세요”
13일부터 전동킥보드 헬멧 의무화... 다른 나라는?
부천시, 전동킥보드 안전홍보 캠페인 “음주운전 안돼”
빔모빌리티, 공유킥보드 안전 주차 캠페인 실시
전동킥보드 등 개인형 이동장치 안전수칙 강화
부천시, 자전거 킥보드 안전사고 예방 캠페인 실시
세입자 우선변제권 한도 상향…전동킥보드 운전면허 의무화
13일부터 킥보드 헬멧 의무화…"공용이냐, 개인용이냐" 업계 '딜레마'
전동 킥보드 안전모 안 쓰면 20만 원...실효성 논란 여전
지디넷-SPMA-모범PM, 공유킥보드 안전 이용 캠페인 전개
공유킥보드 '씽씽', 위례지구 공유 모빌리티 시범사업 운영사 선정
[도로위 무법자] ① 시속 90㎞까지 쌩쌩…전동킥보드의 위험한 질주
도로교통공단, 전동킥보드 등 개인형 이동장치 교통안전 캠페인
행인 폭행 뒤 ‘킥보드로 도주’…잡고 보니 20대 미군
부천시, 자전거 킥보드 안전사고 예방 캠페인 실시
팅크웨어, 전동 킥보드 '아이나비 스포츠 로드 기어 GT' 2종 출시
"킥보드, 안전 또 안전"...업계·지자체·경찰, 환경개선 총력
카카오T, 공유킥보드 지쿠터·씽씽 태운다
5月 전동킥보드 대란 막자…자치구, PM 관리대책 속속 강화
충북경찰, 전동킥보드·개인형 이동장치(PM) 법규 위반 집중단속
빔모빌리티-부산교통공사, 부산 지역 공유킥보드 활성화 맞손
팅크웨어, 중장거리형 전동 킥보드 2종 신규 출시
"헬멧·면허 필수"…뉴런 모빌리티, 달라진 전동킥보드 규정 알린다
카카오 T앱으로 전동킥보드도 탄다
수원시, 광교에 전동킥보드 등 '개인이동 장치 시범지구 조성'
규제 적용 전부터 난항...'전동킥보드' 위험성 방지 방안은? - 오시영 변호사
전동 킥보드 탈 때 헬맷... 업계 '이러지도 저러지도'
파주시, 5월부터 무단방치 전동킥보드 단속
위례신도시, 전동킥보드 달린다…공유PM 1년간 시범운행
[단독]정부 국산 킥보드 실증사업 논란…네이버 특혜?
씽씽, 연내 카카오 T 통해 공유킥보드 대여 서비스 출시
헬멧 안 쓰고 인도로 전동 킥보드 타고 '쌩'…"10명중 9명 위법"
전동킥보드 규제 도로교통법 5월13일 시행…실효성 의문
공유킥보드 씽씽, 대중교통 환승혜택 받는다…200원 적립
뉴런 모빌리티, 안실련과 전동 킥보드 안전 지킨다
전동킥보드, '횡단보도 주행 금지'
전동킥보드, '동승자 탑승 안돼요'
전동킥보드 운전 중 '여친'만 떨군 남친이 보인 재빠른 판단력 (영상)
네이버도 공유킥보드 시장 진출한다…산업부 실증사업 참여
"전동킥보드 헬멧?…잠깐 타는데 누가 들고 다니겠나"
[B tv 한빛뉴스][기획1,2,3] 공유 킥보드 사고 급증...단속 강화
킥보드 헬멧 안쓰면 벌금 2만원…“그래도 안 쓰실 건가요?”
보행자 충돌만이 아니다…범죄 흉기가 된 전동 킥보드, 英 '골머리'
[마켓인]공유 전동킥보드 스타트업, 잇달아 투자유치 성공
청주권 전동킥보드(PM) 2000여대…경찰 집중단속
전동킥보드 안전은 빼고 탑승
[초점] '날 풀리니 달려볼까' 전동킥보드, 보장 사각지대 속 아찔한 질주
전동킥보드 관련 개정 도로교통법 시행… '주차는 어디에'
세종시, 자전거·전동킥보드 안전교육…이론·실습 모두
팅크웨어, 중장거리형 전동 킥보드 '아이나비 스포츠 로드 기어 GT' 2종 출시
전동킥보드 운행 규제한다고 사고 줄어들까
