newsname
아파트에서 충전하던 전동킥보드에서 갑자기 불났다
늘어난 전동킥보드 화재…“충전 주의하세요”
공유킥보드 '주차논란'…"지정공간에 대야" vs "그럴거면 왜 타나"
13일부터 전동킥보드 헬멧 의무화... 다른 나라는?
메시 '프리킥의 마술사'...바르사에서만 50골 넣었다
빔모빌리티, 공유킥보드 안전 주차 캠페인 실시
대구시, '주민연합형' 대학 육성사업 킥오프 … 8개팀 선정
부천시, 전동킥보드 안전홍보 캠페인 “음주운전 안돼”
씽씽, 위례지구 공유킥보드 안전환경 마련한다
전동킥보드 등 개인형 이동장치 안전수칙 강화
세입자 우선변제권 한도 상향…전동킥보드 운전면허 의무화
지디넷-SPMA-모범PM, 공유킥보드 안전 이용 캠페인 전개
전동 킥보드 안전모 안 쓰면 20만 원...실효성 논란 여전
서울시킥복싱협회, 우정합동법률사무소 법률자문 위촉
"배터리 충전 중 폭발"…부산서 전동킥보드 화재｜뉴스브리핑
메시, 발렌시아 쐐기골은 바르셀로나 통산 50번째 직접 프리킥 득점
공유킥보드 '씽씽', 위례지구 공유 모빌리티 시범사업 운영사 선정
‘최진수 프리킥 골’ 천안시축구단, 대전과 1-1 무승부
‘PK보다 프리킥이 쉬웠어요’ 메시, 바르사에서 50번째 프리킥 골
[도로위 무법자] ① 시속 90㎞까지 쌩쌩…전동킥보드의 위험한 질주
행인 폭행 뒤 ‘킥보드로 도주’…잡고 보니 20대 미군
부천시, 자전거 킥보드 안전사고 예방 캠페인 실시
최두호에 첫 패배 안긴 스완슨, 킥 한 방에 와르르 무너졌다
‘빨대퀸’ 홍현희, 방전된 킥보드 찾아 삼만리
카카오T, 공유킥보드 지쿠터·씽씽 태운다
"킥보드, 안전 또 안전"...업계·지자체·경찰, 환경개선 총력
푸르밀, '초코 바나나킥 우유' RTD 선봬
빔모빌리티-부산교통공사, 부산 지역 공유킥보드 활성화 맞손
도로교통공단, 전동킥보드 등 개인형 이동장치 교통안전 캠페인
팅크웨어, 전동 킥보드 '아이나비 스포츠 로드 기어 GT' 2종 출시
나상호 '패널티킥이라지'
5月 전동킥보드 대란 막자…자치구, PM 관리대책 속속 강화
충주 이백장돈가스, 결손가정 어린이에게 킥보드 지원
대구시, 빅데이터 활성화 협의체 킥오프 회의 개최
충북경찰, 전동킥보드·개인형 이동장치(PM) 법규 위반 집중단속
'기가 킥' 치카제, UFC 2경기 연속 킥 TKO승…스완슨 격파
[단독]정부 국산 킥보드 실증사업 논란…네이버 특혜?
팅크웨어, 중장거리형 전동 킥보드 2종 신규 출시
"헬멧·면허 필수"…뉴런 모빌리티, 달라진 전동킥보드 규정 알린다
[포토] 킥이 살아있는 캡틴 임선주
카카오 T앱으로 전동킥보드도 탄다
씽씽, 연내 카카오 T 통해 공유킥보드 대여 서비스 출시
수원시, 광교에 전동킥보드 등 '개인이동 장치 시범지구 조성'
