,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
496,중랑역,37.5948317972278,127.075662270251,151,2,5982,559,9197,1900,22188,2982,20262,5771,14048,4625,9095,4133,7817,4487,7784,5674,7748,6027,6870,6409,6515,8854,6422,10542,6607,14713,6792,22220,4504,15405,3055,9919,3125,7683,2303,9453,599,3615,11,219,0,0,0,0,0,0
498,중앙보훈병원역,37.5283953876669,127.148407138571,7,1,2524,565,11216,6131,36059,10766,35109,18977,22082,12852,16184,12040,15472,7714,12862,9949,9416,12883,13993,10160,15684,9431,14992,8965,17955,13627,12498,24786,4731,21669,3204,11612,2897,11457,2205,13808,446,4252,1,430,0,0,0,0,0,0
499,중화역,37.6025418946255,127.079293906515,5,0,9032,892,15290,4050,37494,8317,47104,23720,25677,11435,15751,8439,13984,8678,14752,10052,13950,11154,12596,11693,12134,14661,13874,18143,16280,23360,18347,36893,10964,35211,6917,19300,6919,17200,5239,19319,1497,8344,6,584,0,0,0,0,0,0
500,증미역,37.5581213429662,126.860633381512,0,0,2104,819,7304,3229,20720,8457,20652,33979,10608,11403,7852,7067,8027,5777,8288,6795,8492,7450,8187,7464,9078,9202,10057,9386,14539,11212,29480,19828,8754,17601,5731,8799,4741,7987,3285,8116,1009,3837,0,54,0,0,0,0,0,0
501,증산역,37.5837391279813,126.909472356624,8,0,7180,632,15116,3393,39704,5133,47882,10086,24474,7458,15832,7089,13329,8047,13503,9293,13138,10842,11830,11501,10837,14319,11955,17755,12431,23767,12372,41952,7521,32955,5073,19050,4439,18255,3827,19321,1056,8632,2,799,0,0,0,0,0,0
502,창동역,37.653320494324,127.047640454654,1722,10,15576,3120,36374,12249,93115,18492,79955,37803,49037,27716,38146,24937,34900,26764,36208,30200,35618,34305,32952,37966,34246,42082,38916,50230,39796,60654,40313,93969,23841,81411,18541,45788,18716,39368,15506,40154,3743,19680,201,2682,0,1,0,0,0,0
503,창동역,37.653320494324,127.047640454654,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
506,창신역,37.5794120427143,127.015283298946,5,0,2239,274,5182,1989,14857,6183,16403,6755,8401,2978,4921,2205,4178,2406,4246,3006,3993,3046,3407,2898,3767,3581,6452,4173,5031,5826,4499,9263,2631,7927,2242,4726,1545,4777,1413,5533,415,2290,0,31,0,0,0,0,0,0
507,천왕역,37.4868420352704,126.838581632594,13,3,6996,1351,16818,4651,49985,7911,60516,14281,30570,7803,15279,6841,12329,7818,12850,9754,12803,10120,11595,10797,11677,13274,13788,16856,14013,24246,12878,46297,7081,38801,4601,21088,3945,17725,3105,17655,833,8265,11,671,0,0,0,0,0,0
508,천호역,37.5384968055586,127.123919374783,6,1,6582,1670,11125,11886,27281,18619,34250,35999,20476,31687,18910,23691,21569,24400,25418,25425,26429,26458,27131,28269,31370,29525,35530,32407,41851,40515,47999,55362,35088,40449,32113,20023,27347,17891,23694,17762,3865,8240,18,564,0,0,0,0,0,0
509,천호역,37.5384968055586,127.123919374783,27,0,10940,1838,17053,10879,40966,13533,55446,26106,30904,22205,17735,17209,16713,16897,18334,19540,19248,21501,18147,21328,18820,26185,21173,30854,25333,41176,27522,66351,18730,47765,16210,24470,14001,21743,11855,21748,2262,9984,12,1051,0,0,0,0,0,0
512,청구역,37.5602029883938,127.013921207826,2,0,1556,273,3066,1593,7054,4162,10587,15521,6034,6453,4803,4218,4280,3387,4450,3675,5081,4208,4932,4222,4884,4218,6219,5121,7633,6660,13492,10053,7994,7216,4849,4426,4265,4236,3803,5408,1117,1889,3,111,0,0,0,0,0,0
513,청구역,37.5602029883938,127.013921207826,4,0,1566,444,2868,2544,6914,7233,9618,25268,5626,10449,4248,4784,3901,3828,3925,3654,4259,4136,4052,3833,4433,4449,5324,4892,6908,5687,13087,7382,8628,5467,5096,3534,4691,3329,4274,3776,1160,1650,4,202,0,0,0,0,0,0
516,청담역,37.5194483760543,127.053708883222,11,0,1987,3667,5986,27050,10050,59048,12956,146644,10841,95240,10384,36640,13081,20701,15333,19390,17661,21600,19992,18330,28768,16284,37422,15877,60125,17453,109758,19262,56399,12766,31124,8168,28626,7744,26384,6244,4014,2725,4,1252,0,0,0,0,0,0
517,청량리역,37.5807185198462,127.048499848096,1039,35,9934,4182,14336,20446,36061,17822,44330,35547,31593,32972,30505,34110,32512,37508,36952,37808,38987,39268,40716,42791,43630,41866,50976,37809,46993,38071,42166,47049,23425,31119,16683,17988,12712,16774,8794,18519,1932,6710,12,829,2,0,0,0,0,0
518,청량리역,37.5807185198462,127.048499848096,1316,15,5746,1347,8715,9875,27172,13759,39017,21723,20974,28459,25564,27370,20452,29022,23983,26227,28552,27922,25431,31034,29472,31962,30535,32044,27945,30024,32291,46496,20492,31966,22786,17045,14216,16478,7961,12461,2699,5347,28,1828,0,1,0,0,0,0
525,총신대입구역,37.4867887823399,126.982202828739,75,2,5727,839,15463,11117,46534,18108,57006,42121,33787,31841,24825,23039,23646,21730,26450,23841,27033,26351,25689,28516,26221,32448,28848,37755,34054,49837,42340,73316,25454,48034,21114,26174,21143,21956,18114,23230,2334,9272,1,46,0,0,0,0,0,0
526,충무로역,37.5613929793562,126.994137154178,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,2,0,1,0,1,0,2,0,3,0,4,0,4,0,4,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0
527,충무로역,37.5613929793562,126.994137154178,44,6,2509,2790,3810,18065,8454,54842,11663,176455,12204,93962,12862,46314,16692,35855,21260,32586,25173,33046,31981,28895,36461,24897,46154,24804,82795,27346,144567,31330,66572,17688,43908,8917,47916,8407,38097,9297,6168,4201,7,423,0,0,0,0,0,0
530,충정로역,37.5597479688989,126.964484159441,27,1,3100,988,6007,5566,15526,20771,20862,59434,13389,26787,9395,12168,10222,9565,10787,9943,12267,11535,12013,10219,13068,10267,16120,11258,24945,14556,46842,20617,15378,14846,9409,9257,9282,9548,8067,10957,1223,3982,1,64,1,2,0,0,0,0
531,충정로역,37.5597479688989,126.964484159441,16,0,997,204,2334,1615,6572,9816,9086,33682,4588,16864,3845,4462,3920,3551,4557,3931,5032,4377,5591,3743,5476,3697,6306,4071,14103,5613,29349,9040,8168,6082,5327,4047,5039,4009,3931,4923,582,1868,1,139,1,2,0,0,0,0
534,태릉입구역,37.6184559179347,127.075391704694,8,1,3943,910,6948,2823,18526,3946,21015,7673,10517,6096,7034,4863,6636,5596,7041,5796,7230,6391,6816,6853,6734,7775,6861,9648,8510,12982,7919,22217,5596,18975,4044,9817,3747,9693,3507,10506,1103,5905,2,662,0,0,0,0,0,0
535,태릉입구역,37.6184559179347,127.075391704694,146,1,6607,1402,7843,5060,21289,8511,24862,16669,16406,10104,11772,8119,10075,8024,11081,8869,11132,9459,11054,9607,11893,10342,13644,12516,17276,16042,17544,22621,10765,20997,7254,11751,7615,11506,6225,13326,1769,5715,6,1826,0,0,0,0,0,0
538,하계역,37.6364621312659,127.067977670097,12,0,7987,1202,23972,6414,68615,17138,70223,23331,36642,17783,25045,13846,23224,14558,24197,17846,22593,20550,21428,19800,23640,22285,27010,25651,26684,33007,23345,54723,13677,55780,9954,29666,10070,26114,8869,28438,1998,14217,2,822,0,0,0,0,0,0
539,학동역,37.5143566006166,127.031897380783,3,0,1778,2439,4272,25517,8265,53770,10957,188240,10233,138279,9859,44886,12375,24277,15431,20097,18370,22625,22877,19427,29180,16582,37943,16380,69856,16691,165498,18876,74654,11814,36578,7097,36915,6457,30919,6101,5617,2679,10,171,0,0,0,0,0,0
540,학여울역,37.4968779978912,127.071153022687,1,0,539,286,1783,1764,3740,3346,4089,7762,2580,5418,2073,4995,2646,3717,3500,3755,3728,4073,3901,4080,4886,3706,5674,3119,7139,3333,6960,4395,3112,3140,1831,2007,1762,1693,1176,2163,193,817,0,2,0,0,0,0,0,0
541,한강진역,37.5397871707134,127.001742505154,5,0,557,566,1262,7198,2826,18842,4650,34874,3761,26407,2759,14263,3449,14258,4438,13421,5763,18501,7344,12850,11477,13160,18127,14091,27425,17092,32567,22645,22246,11329,16150,3063,20719,2722,30658,2976,1973,1218,5,756,0,0,0,0,0,0
542,한남역,37.5294253166994,127.009186483335,76,1,1650,670,2566,3871,4546,10514,5797,14358,4518,10793,4521,5362,4437,4298,4712,4576,4654,4974,5395,4402,6687,4795,7828,5596,13628,6468,14546,7146,7093,6015,5075,2722,5323,3012,5904,2678,933,1260,17,361,0,0,0,0,0,0
543,한성대입구역,37.5884047925683,127.006000831773,55,5,6439,1002,12289,6873,30879,19102,37991,30762,23975,22084,17999,16117,17015,15282,19710,17112,20086,18505,19088,17474,20824,18258,28030,21340,30161,27797,31642,36878,16936,29953,12824,17856,12842,16282,11285,19380,2246,9441,1,1908,0,0,0,0,0,0
544,한성백제역,37.5165199821667,127.116440092824,0,0,725,195,2549,1104,6621,1715,7388,5754,4481,3755,2916,2426,2800,2498,2985,2468,3215,2675,3093,3213,3535,2799,4650,3462,5067,4078,6768,6705,2930,5708,2288,3171,2074,2848,1540,3281,299,1522,0,12,0,0,0,0,0,0
545,한양대역,37.5557087864257,127.04361716382,4,0,840,236,2153,5334,4859,11751,7959,41587,6399,33381,5698,21139,8379,13240,10835,16216,12114,16597,12347,13658,14120,9031,20717,8280,30740,9711,29600,9992,14323,6101,10089,4167,11453,4233,9798,5267,3238,2224,1,18,0,0,0,0,0,0
546,한티역,37.496274896741,127.052900695072,19,3,1911,1034,7008,9303,19990,25343,22904,44301,13815,37652,11317,22198,13002,17470,15426,19336,16139,24015,16372,17407,20440,17155,25144,21984,34325,28083,42359,32604,27005,23379,28092,12170,20743,10816,23042,12176,3065,4300,59,231,0,0,0,0,0,0
547,합정역,37.549901442065,126.914447288631,52,2,6741,2975,15993,13832,42669,31935,55140,88758,34808,72499,23959,39428,24407,38836,29208,41676,33310,47127,35203,44564,37541,44168,44862,51128,63799,68010,106312,103825,68586,67338,50862,32140,65656,27310,67329,29887,10528,13191,2,285,0,0,0,0,0,0
548,합정역,37.549901442065,126.914447288631,6,0,3361,1277,5477,6013,13323,16209,19900,41778,13111,26600,10590,15193,11488,15790,13415,16715,15403,19047,16384,17214,18416,18105,21855,21019,28004,26357,45291,38599,28311,24517,23858,11465,31532,10400,31027,12174,5120,5674,0,44,0,0,0,0,0,0
551,행당역,37.5573529744311,127.029493728053,2,0,3861,731,10913,2574,32588,5302,43038,9737,19704,6494,12146,5204,10720,5659,10732,7135,9909,7794,8753,8257,8894,10437,8601,12261,9236,17556,9956,31811,6053,21835,4623,12989,4075,11573,3820,13851,926,4421,12,217,0,0,0,0,0,0
552,혜화역,37.5820258983338,127.00192463086,25,0,2525,2706,6622,21125,16545,48170,20583,116948,22307,74935,28004,49805,31765,44067,32368,50308,34990,63612,43117,58537,59946,43234,67778,41897,88153,49565,108881,60916,57317,45021,52891,16093,79302,15653,62063,16540,8579,8023,0,157,0,0,0,0,0,0
553,홍대입구역,37.5568635281461,126.923764988566,231,3,10276,2834,20110,13400,57032,33855,73116,95058,45709,101760,33555,67649,38062,72394,47253,90740,56454,101962,59631,99572,70667,100412,90563,107648,114981,132990,146843,176653,111473,114518,106450,51829,149997,38117,154158,42689,19950,21089,112,1937,0,0,0,0,0,0
554,홍대입구역,37.5568635281461,126.923764988566,3,1,274,98,570,671,1339,2308,1706,5554,1206,3669,860,2569,1050,2280,1381,3033,1697,3182,2062,3413,2109,2907,2853,3813,4300,3822,5545,5054,3655,3494,3463,1471,4852,1508,5265,1597,1021,723,10,79,0,0,0,0,0,0
555,홍대입구역,37.5568635281461,126.923764988566,86,1,2192,333,3398,2634,8484,6562,10607,20349,6829,18985,5667,12956,6277,13349,8383,16288,9830,17986,11181,15868,13657,16273,16745,17940,22560,20726,28110,28676,21660,17368,20466,7848,27370,6825,27500,7760,5085,3918,219,814,0,0,0,0,0,0
562,홍제역,37.5887881726718,126.944158013369,31,3,8679,1370,22852,9581,61294,12112,68434,24615,39755,20062,27586,17749,24766,15624,26915,17818,24735,19499,22770,20999,23523,24973,26003,29838,27768,37860,26257,59355,14232,49249,10662,27797,8825,25513,6838,25064,1251,11701,2,0,0,0,0,0,0,0
563,화계역,37.6340837961475,127.017492363882,4,1,1932,624,3812,1272,12217,2000,14004,4371,7846,3267,5591,3442,5143,3578,5455,3822,5037,4368,4463,4355,4370,5058,4927,6089,4185,6574,3523,9996,2811,9182,1654,5189,1194,4603,902,4219,285,2223,0,2,0,0,0,0,0,0
564,화곡역,37.5416435540232,126.840432411284,79,0,21209,1575,40023,10087,113616,14943,144380,28296,66135,22576,40614,16875,35711,18224,37026,21143,35320,24984,30308,27258,28690,34302,32503,45217,35201,61138,34773,116077,21442,94169,14711,53084,12876,46689,10484,49239,2468,23387,1,979,1,0,0,0,0,0
565,화랑대역,37.6198379616943,127.083525948283,10,0,5097,965,20347,2644,59859,7061,53236,13024,23464,7971,14612,6453,12940,6602,13720,7240,12734,8611,10810,8640,11354,10354,14728,12624,14337,19576,12074,34027,6627,31736,4434,17708,3748,15529,2957,15819,1023,8194,4,554,0,0,0,0,0,0
566,회기역,37.5897782042758,127.058039297256,656,5,10947,3223,20104,10886,53751,28346,67941,50740,42723,32041,33705,26742,33031,24913,36602,28383,34566,33705,35295,29529,38799,31468,43155,35371,55205,46869,46267,70163,26475,54947,22009,32512,24330,33096,24753,43012,5839,17355,117,2237,2,2,0,0,0,0
569,회현역,37.5587602432284,126.978428202919,44,0,1675,697,3040,17892,4669,50452,7318,131313,8291,94357,12753,68776,21767,58351,30331,46821,36844,41502,44768,36777,53262,30222,67579,21802,89893,16452,117077,14113,44231,7707,40414,4275,19591,4872,13030,4209,2121,1688,0,251,1,1,0,0,0,0
570,효창공원앞역,37.5392943328525,126.961393582224,11,0,2010,533,4750,2918,15631,6650,23555,21937,13220,12169,8807,6999,8089,6405,8712,7205,8799,7703,8400,7597,8735,7898,10738,9450,13766,11515,21286,18069,9725,13379,5771,7853,5669,7335,4797,8187,1170,3075,4,285,0,0,0,0,0,0
571,효창공원앞역,37.5392943328525,126.961393582224,2,0,563,217,1950,2037,4909,4903,6730,15508,4223,10069,2789,3224,2645,3067,2959,2893,3179,3228,3039,3009,3242,3085,4348,3784,6604,4753,13918,7441,5769,5689,2966,3666,2767,3707,2381,3965,641,1806,2,132,0,0,0,0,0,0
574,흑석역,37.5091654663414,126.96344496646,2,0,3105,1170,5851,6290,16257,10371,20950,14623,12790,11577,10307,9672,10287,7784,10574,9475,10353,10944,11011,9211,11632,11443,14254,12561,18801,16487,14923,25277,8400,17345,7125,11047,7241,9581,7515,11117,1498,4705,0,16,0,0,0,0,0,0
