,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
265,상월곡역,37.6065408142226,127.048811061085,23,1,4644,546,8977,1661,24557,3413,28401,12625,14031,6608,8845,4711,7760,4752,7778,5287,7547,5602,6791,6020,6457,7327,7329,8923,7850,12229,9701,18222,6641,16574,3106,9977,2567,9030,2131,10179,1016,5125,0,91,0,0,0,0,0,0
266,상일동역,37.5566634789051,127.165892145281,12,0,8820,782,31963,5380,90967,11721,60416,18101,30853,9939,21753,8422,18419,9411,18869,12520,17643,13612,15488,14158,16405,18364,18436,21809,19440,31087,19334,52954,10259,55464,7119,29594,5392,24032,4047,24464,1353,14719,8,1828,0,0,0,0,0,0
267,새절역,37.5908600347313,126.913562546888,3,0,9600,645,19907,4653,54764,7799,62501,15426,29871,9485,18332,8666,16407,9445,17910,11608,16639,13058,14407,13900,13778,17785,16846,20284,15640,27988,14810,48766,9193,41457,6204,23456,5623,20120,4851,22414,1116,11210,1,1812,0,0,0,0,0,0
268,샛강역,37.517366563071,126.92837506516,3,0,969,896,1872,4245,4537,15136,5925,37791,4143,13792,4156,6974,4869,6545,5056,5832,5942,5842,6449,6234,7671,5253,10128,6042,17610,7667,30612,11576,11278,6237,7807,3754,8344,2847,8596,3329,1475,1403,0,10,0,0,0,0,0,0
269,서강대역,37.5521312710891,126.93549404719,17,0,359,84,1357,1143,3214,2681,3925,7415,2751,5324,2315,2838,2302,2570,2612,2582,2594,2808,2656,2835,3140,2591,3976,3213,4930,3558,5722,4188,3245,2873,2843,1783,3658,2137,3097,1874,873,935,7,49,0,0,0,0,0,0
270,서대문역,37.5657492320378,126.966631900266,7,0,2665,1320,5841,14411,16890,68232,21945,157539,15116,41107,14449,18786,16354,14524,16659,14006,16356,19064,19131,14988,24145,12991,33187,12875,58383,16188,114351,23465,31049,13451,22606,8577,20445,8558,15433,9334,2183,3431,2,211,0,0,0,0,0,0
271,서빙고역,37.5195501176669,126.988393978303,38,0,779,585,2051,2560,3226,4235,2921,8390,2835,2937,2344,1853,2068,1621,2311,1809,2588,1973,2466,2038,3173,2333,4415,2215,6223,2567,6586,3599,2708,2737,1837,1591,1479,1615,1085,1640,248,716,26,190,0,0,0,0,0,0
272,서울대입구역,37.4812845008265,126.952695107942,3597,15,27641,2305,42338,12828,123151,30814,181999,64154,113655,59231,60875,47282,53691,42891,58562,46323,59896,51262,55223,54322,61118,59288,66678,70945,75372,101642,85900,172349,51454,141217,42056,80822,49865,72944,45059,91991,9026,32725,0,6399,0,0,0,0,0,0
273,서울숲역,37.5436349863299,127.044741683677,120,0,2592,473,5064,4738,13450,19640,21113,41419,14498,26333,8062,16717,7985,18155,10121,20849,12259,25847,15405,27096,21188,26935,29476,22860,39859,21235,51933,27439,27547,17789,17841,9146,16513,7670,11206,8894,1581,3147,23,538,0,0,0,0,0,0
274,서울역,37.5533163107152,126.969738305903,746,16,9151,6038,11560,33958,36079,87958,57500,181615,41250,118758,39862,58244,46185,49543,54505,49638,57758,51064,50662,47737,64574,51264,74463,52639,120907,62540,182945,70761,86590,46397,57287,29311,63411,25836,42161,21304,10028,7638,13,570,0,0,0,0,0,0
278,서초역,37.491835518946,127.007644026196,25,0,1260,4502,8928,19044,15581,48376,23456,122231,23348,86755,17766,35816,23052,25527,22488,20399,27650,24827,29408,21677,34352,19327,39811,19912,68076,20355,103262,22025,42410,14694,25840,8999,26887,8370,19746,10426,3614,3206,0,0,0,0,0,0,0,0
279,석계역,37.6150019340823,127.065670206166,807,5,7940,1812,19548,4163,49277,7593,53124,13172,27202,9927,18181,9280,15393,10481,15996,12450,15995,13231,13917,13983,13275,17771,14518,22309,14838,29218,13571,50274,10329,43769,7337,23244,7607,19919,6525,22490,2073,11053,20,608,0,0,0,0,0,0
280,석계역,37.6150019340823,127.065670206166,1282,32,6199,1670,10693,3762,24494,5218,27669,8455,18755,6547,14596,6808,12357,8225,12434,9492,11911,9954,10729,11881,10783,15309,10400,19195,11664,24236,10387,38290,8060,27081,6100,17212,6449,14292,5170,15244,1139,6243,41,755,0,0,0,0,0,0
283,석수역,37.4350857189035,126.90230723405,400,1,7439,2879,15938,6347,39236,11851,38534,17703,20608,11440,13088,9924,10960,6557,11461,7660,11232,8260,10592,8221,12167,10085,14181,12059,17224,18555,18953,31275,9804,27495,6307,14433,5307,15533,3937,15029,1116,6246,28,222,0,0,0,0,0,0
284,석촌고분역,37.5024642758104,127.096491224145,4,0,2324,307,5038,1965,14663,4607,23938,12159,15085,8721,8052,4871,6979,4551,7416,5389,7444,5856,6550,5871,6691,7258,8401,8145,8881,11437,12455,20678,6186,16388,4347,10451,4420,9044,3855,10017,738,4558,0,10,0,0,0,0,0,0
285,석촌역,37.5054105299706,127.106990485844,3,0,2862,625,5589,3780,15447,8108,22565,21271,12390,16605,9207,10438,8841,10808,9677,11852,9909,12267,9797,11981,10655,13602,12226,14406,14940,19979,19217,27276,10818,19570,8597,10529,9508,9906,9236,10017,1665,4372,6,456,0,0,0,0,0,0
286,석촌역,37.5054105299706,127.106990485844,1,0,2892,96,7754,1936,22534,4681,28410,9995,18793,9710,10809,6768,9723,7177,10453,7246,10606,8622,9927,8087,9979,9179,11822,11552,13137,15606,14863,25846,8850,21710,7510,11816,8256,11761,7478,13369,1361,4253,0,32,0,0,0,0,0,0
289,선릉역,37.5044937750958,127.048948120105,32,2,3144,6049,9898,36424,19806,105314,29609,269806,27524,204862,30445,90247,40952,62140,47695,53611,58483,59485,68070,53772,84504,45868,112112,43422,165894,48615,280251,53967,133512,31981,82047,17590,86659,15775,76931,18037,10552,6373,0,88,0,0,0,0,0,0
290,선릉역,37.5044937750958,127.048948120105,14,1,1081,1334,2074,10015,4522,41326,6574,127495,5337,81918,6544,34323,8605,22889,9987,19163,11376,21315,13256,17358,16195,14638,24891,16393,42669,19331,76154,23203,33655,13525,19583,6004,21337,5178,19395,5675,1930,2409,59,445,0,0,0,0,0,0
293,선유도역,37.5381532418967,126.89332482044,1,0,1594,1038,5051,3716,19089,11207,22254,39162,9760,16944,6765,6737,7039,7448,7947,6800,7997,8428,8244,8511,9172,8506,11748,9119,17959,11148,36431,19905,13216,15912,7452,7928,6714,6654,5345,7939,1283,3196,0,24,0,0,0,0,0,0
294,선정릉역,37.5109290398758,127.043613714302,4,0,1046,1211,3697,6261,8537,16233,9369,57574,6973,44776,5979,18054,6756,11084,7649,10336,9043,11123,10075,10414,11675,9150,15275,9743,25738,11244,50419,14021,27750,10043,13843,6287,13383,6176,11884,7174,1627,2021,0,29,0,0,0,0,0,0
295,선정릉역,37.5109290398758,127.043613714302,16,2,931,962,1923,5035,4819,12554,7282,53893,6204,41879,5200,14718,6056,8425,6662,7902,7667,8378,9219,7953,9960,7014,12542,7743,22862,8808,46463,10565,24017,6974,11205,3930,10896,3648,9179,4518,1530,1685,16,314,0,1,0,0,0,0
298,성수역,37.5445852156774,127.056057944077,34,1,5091,3582,9043,26496,23439,74257,30166,264973,22793,138959,19012,45732,19822,34927,23832,36401,28422,40953,31996,38086,37313,37874,49046,38513,97921,42886,221331,54660,96942,33425,55148,16456,60794,13423,45189,15150,5403,8272,3,1944,0,0,0,0,0,0
299,성신여대입구역,37.5929627242628,127.017120398018,48,5,5270,1587,17451,6010,45798,16404,54373,33132,33487,25227,23714,20148,23295,21178,27315,23750,27805,25192,26356,26725,29574,27705,33686,32322,37973,43038,42349,64501,27753,50023,24141,28121,28276,25328,25834,28301,4322,13001,1,6,3,3,0,0,0,0
300,성신여대입구역,37.5929627242628,127.017120398018,0,0,823,321,1223,1114,3408,3726,5990,7800,4058,6146,3829,5411,3769,5008,4491,5697,4903,6118,4734,6018,5351,6083,5852,6858,6458,8350,8242,10152,5499,6542,4899,3353,6241,2537,5241,2583,949,1075,1,8,0,0,0,0,0,0
303,솔밭공원역,37.655978257268,127.013259115174,1,1,1544,267,3692,1114,9275,1460,9362,2719,5894,2124,4131,2225,3561,2447,3759,3175,3496,3455,3468,3609,3118,3731,3502,4326,2901,4713,2422,7186,1728,7183,1027,4374,736,3393,602,3112,275,1950,2,35,0,0,0,0,0,0
304,솔샘역,37.6202451573205,127.013569926861,2,1,2573,220,9161,1156,28398,2945,27329,4527,13991,3129,8645,3121,7367,3551,7877,4263,7004,4772,5808,5513,5660,7118,6038,9281,5162,11821,4465,21875,2737,20645,2072,11412,1589,9860,1310,9650,460,4406,1,1,0,0,0,0,0,0
305,송정역,37.5611540020654,126.812412256202,31,2,3635,1264,7832,4230,21001,7678,22050,13449,13344,8026,10129,6928,9250,7086,9294,7868,9368,8163,8722,8242,9508,9526,10755,10688,12765,12753,13486,19248,7394,15741,5064,10262,4851,8778,4175,9973,962,4650,5,318,0,0,0,0,0,0
306,송파나루역,37.5110095122823,127.112653785965,0,0,1767,132,3431,1473,11085,3628,15264,9163,9752,7369,5385,4207,5363,5660,5333,5881,5969,7091,5435,6041,5640,6728,6479,8437,7687,11143,11030,18392,5909,15021,5397,6279,6511,5832,5357,6597,651,3156,1,20,0,0,0,0,0,0
307,송파역,37.4997113580808,127.112184453853,4,0,2225,538,8457,4536,23950,11038,28701,18189,15773,9318,11042,7232,10217,7228,10086,7932,9931,8863,9551,9145,11580,10179,13894,12533,12081,16482,15174,25626,7955,20832,5589,10745,4414,10761,3446,10392,826,4370,2,392,0,0,0,0,0,0
308,수락산역,37.6778778660233,127.055341897382,31,0,9149,651,21472,5030,53412,8885,47831,17764,26736,15960,18181,16633,16610,14727,17721,14984,18355,13835,17555,14006,18048,16686,18917,20939,18636,26079,18837,41100,11843,44162,7645,24715,6658,19888,4691,20987,1111,10879,15,1208,0,0,0,0,0,0
309,수색역,37.5808084927877,126.895641436132,0,0,788,650,1966,4429,3910,6112,4084,16825,3058,9373,2472,3150,2371,2287,2331,2241,2455,2962,2548,2451,2786,2384,4850,2939,8682,3760,12943,3585,6134,3169,3110,1894,2404,1334,1713,1740,404,947,9,95,0,0,0,0,0,0
310,수서역,37.4852843181606,127.10445168236,261,6,4332,1881,11863,14902,32622,32748,40821,52937,26520,30325,23984,21475,20269,16592,25966,20519,23627,20663,19173,20324,27528,23229,33690,26636,40138,32113,50407,46053,22834,34840,21394,22100,14469,18354,13539,21419,2851,6563,3,540,0,0,0,0,0,0
311,수서역,37.4852843181606,127.10445168236,69,1,3231,2692,6257,11874,22986,25653,34205,45221,21475,24363,19898,18077,16410,13192,20046,16350,18790,17047,14197,16468,21598,18253,25151,21980,34050,26933,40977,37460,17830,28031,18231,17380,12699,14763,13028,15954,4058,4822,8,458,0,0,0,0,0,0
314,수유역,37.6378664771973,127.025492107399,85,4,18995,3232,45694,11960,113560,20019,125789,56038,72932,36802,49651,28606,44992,28775,46513,32569,45439,35785,42488,40150,41791,47572,46709,59542,52769,75444,58036,125214,34256,108567,24710,61130,24663,55033,21942,53171,5153,29190,1,15,0,0,0,0,0,0
315,숙대입구역,37.5445952301115,126.972118127372,10,0,2695,665,7141,6370,16549,22450,24758,51287,16318,27200,12879,15642,13465,14944,15614,15179,16062,15522,16041,15930,18498,15666,25617,18050,32530,23175,47260,30579,22754,21333,16453,12210,18857,11573,16891,12787,2434,4821,0,1,1,1,0,0,0,0
316,숭실대입구역,37.4963136741799,126.953612918928,11,0,5276,574,12154,3270,36247,8466,50424,20299,27230,16057,16112,13404,14559,12946,15329,13788,16172,14775,14929,15817,15090,17363,17874,20775,21345,27290,19717,45578,11875,34866,10320,20104,11092,18977,10071,21252,2720,8793,3,515,0,0,0,0,0,0
317,시청역,37.5653372841193,126.977181235023,29,0,1711,3796,2774,19145,6323,61361,7526,163028,7875,72526,8998,29275,13448,28500,14924,24614,18213,24752,23570,20324,31035,17898,37855,15466,68024,16399,134734,16486,47318,7961,37477,4567,37770,3886,26507,3391,3808,1308,5,86,0,0,0,0,0,0
318,시청역,37.5653372841193,126.977181235023,12,0,798,1483,1913,14072,4621,64430,6556,202077,8281,78333,10999,23743,16577,20093,16496,19145,20447,20278,25439,18176,29786,16897,34204,13434,75797,14656,165474,14751,51800,6962,34558,3538,34195,3388,24317,3505,2547,1410,1,33,0,0,0,0,0,0
321,신금호역,37.5544716890745,127.020484110799,5,0,2757,269,6705,2929,20802,8281,27880,14839,14172,6831,8640,5532,7442,5471,7917,6120,7698,6843,6913,7152,7452,8719,10422,10867,10651,14390,9755,23956,6760,17060,4814,10215,3811,8976,3032,10496,784,4042,8,283,0,0,0,0,0,0
322,신길역,37.5167834187845,126.918353640838,56,1,1690,424,3473,2022,12759,4973,19766,15658,6974,6434,3823,2736,3678,2754,4059,3144,4088,3796,3388,3377,3622,3705,4637,5016,7124,8877,13937,17015,4495,10205,2745,6842,3388,7638,2773,9358,808,2948,0,25,0,0,0,0,0,0
323,신길역,37.5167834187845,126.918353640838,899,8,10233,1750,11133,5558,24500,16735,31611,29409,17489,10612,10626,6442,9751,6245,11645,7278,10163,8034,9532,7749,10443,8873,13490,11134,18492,16725,30165,23355,11764,16805,8026,11013,7541,11708,5722,12324,1423,4731,19,561,0,0,0,0,0,0
326,신내역,37.612487415788,127.104266904089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,신내역,37.612487415788,127.104266904089,10,0,771,610,1916,4254,5484,4974,4724,5536,2639,1671,2086,1580,1879,1346,2049,1323,2116,1867,1976,1665,2429,2422,4300,2297,4411,3408,4087,4368,1625,3365,931,1710,794,1425,753,1328,285,744,3,94,0,0,0,0,0,0
330,신논현역,37.5048075124198,127.025469415506,31,1,2782,1739,12190,14573,31150,41755,42132,90326,27545,99339,22978,53548,28018,39753,33374,38446,36737,44874,39148,40805,44692,39709,53981,45008,73748,56988,107131,89588,76376,51739,55307,23870,66788,19982,67879,20561,7760,7767,6,571,0,0,0,0,0,0
331,신답역,37.5698350860798,127.04706653169,2,1,941,97,1652,422,6409,1036,9505,1721,3929,1043,2238,920,1858,1199,1747,1329,1808,1376,1626,1574,1628,2378,1566,2989,1807,4107,2192,9079,925,6927,572,3069,482,3390,433,3281,105,1504,0,9,0,0,0,0,0,0
332,신당역,37.5656622427144,127.019468475358,29,2,5767,1123,11158,8960,26752,17797,41495,36414,24942,22249,17231,17468,16307,17345,18012,17986,19447,19427,19269,19649,20502,20627,23571,23752,27688,30102,33194,42831,20935,29229,15222,17339,14295,17116,13200,19191,2940,7602,0,72,0,0,0,0,0,0
333,신당역,37.5656622427144,127.019468475358,114,2,7241,945,5565,6181,7128,16042,9724,38916,8310,21097,8064,12638,9358,9560,10606,8253,9162,9446,9286,7392,11660,6953,15325,8504,18309,10387,25121,15258,14235,17620,11789,8774,11601,6186,17122,8162,2916,8518,3,803,0,0,0,0,0,0
336,신대방삼거리역,37.4997428128212,126.928210959471,19,0,10028,1052,17610,7341,50414,13774,76371,30652,41555,18471,22699,12935,19672,12263,20595,13682,19106,15798,17374,16808,17696,19087,20184,24072,22786,33376,28804,60420,15212,47589,11368,27486,9891,24952,8589,25556,2204,11857,5,548,0,0,0,0,0,0
337,신대방역,37.487641446009,126.913500702287,127,1,24894,1612,36684,8705,87923,17888,127476,32590,75807,20969,40338,17353,32108,18061,32610,21397,31966,24153,27814,27175,27342,37055,30121,42781,34166,61560,41087,94152,21984,80570,15268,50793,12851,54315,10599,61124,2876,24884,0,10,0,0,0,0,0,0
338,신도림역,37.5089048744726,126.891307981962,3533,21,34844,4478,48583,16994,131342,39340,132892,109953,81823,66259,54502,56722,51764,53061,60138,56626,60935,59933,59270,57398,62499,64393,71345,74414,87917,102071,122852,167698,69468,120974,57102,66168,64635,62356,53968,77621,8335,31482,20,6274,0,0,0,0,0,0
339,신도림역,37.5089048744726,126.891307981962,534,1,2450,622,3477,2461,9995,7327,11308,16130,6537,6879,4725,4759,4335,4075,4733,4286,4774,4940,4651,4286,4864,5187,5646,5953,8541,9217,15673,13930,6132,8352,4671,4285,5227,4294,4085,4103,814,1657,13,873,0,0,0,0,0,0
342,신림역,37.4842644294274,126.929740854865,244,17,38964,3517,74981,19195,200062,34271,305689,62385,176604,49278,91241,40127,74800,41835,79789,48802,75849,56222,66593,63209,65906,79785,73228,94496,81370,141424,83844,245572,52325,212820,42400,126442,46537,119185,45549,135595,9630,58998,6,147,0,0,0,0,0,0
343,신목동역,37.5442703452459,126.883086765892,2,0,1906,312,5810,1883,17790,2933,17477,5771,8118,2410,4813,2380,4587,2868,4675,3009,4535,3682,3846,3798,4343,3887,5079,5541,5894,7607,5809,13744,2769,11502,1805,5998,1729,6276,1587,6718,481,2676,1,27,0,0,0,0,0,0
344,신반포역,37.5034947245635,126.996064297745,0,0,368,806,1846,6615,5482,7147,6576,8968,4349,5367,3249,3962,3179,3275,3768,3709,4303,4715,4230,4239,5646,4722,10515,4542,10322,5233,8889,7799,5081,5253,3468,2858,2994,2792,2602,3339,512,1393,0,11,0,0,0,0,0,0
345,신방화역,37.567486525915,126.817218331242,4,0,4563,581,11093,3049,27506,4613,25801,10994,13414,5861,9438,5203,8202,5997,8990,7405,9298,7433,8176,7066,8516,10129,9746,10888,8972,13622,9565,23619,5112,20328,4283,11439,3375,10238,2820,10819,802,5238,0,56,0,0,0,0,0,0
346,신사역,37.5164314730183,127.02029272549,35,4,2420,1467,5240,19804,10197,44201,17155,114242,13267,136267,16834,65990,21617,43271,25333,43825,29407,46811,36419,45270,43723,41770,55219,42495,84284,49665,135887,66628,93050,33281,59376,12626,75070,9289,68525,9166,6107,3801,0,92,0,0,0,0,0,0
347,신설동역,37.5760227613002,127.024452169845,270,10,8305,3003,7977,10434,17091,25832,24043,63325,15861,33302,14125,19803,16291,17286,17418,17570,20093,18026,19905,16474,21287,16554,28386,17789,38989,20608,57243,25423,21511,17926,13798,11004,14090,10231,10136,11666,2167,5136,9,294,0,0,0,0,0,0
348,신설동역,37.5760227613002,127.024452169845,35,0,1063,418,1366,2416,3682,5749,6043,13534,3801,8138,3637,6126,4611,6153,5786,6073,6366,6499,6979,5823,7946,5062,8722,4239,11074,4958,11365,5846,4529,4063,2748,2444,2571,2127,1816,2711,383,1221,1,236,0,0,0,0,0,0
349,신설동역,37.5760227613002,127.024452169845,5,0,966,716,1262,2126,1345,5149,1997,13664,1563,7132,1848,3840,2193,2823,2488,2726,2791,3213,3165,2609,4107,2079,4949,2016,6608,2288,10148,2029,4646,1348,2657,859,2583,659,2259,891,504,624,0,217,0,0,0,0,0,0
356,신용산역,37.5292591477099,126.967960513832,0,0,1275,770,3676,8824,10770,32654,15605,89809,11687,59758,9618,24098,12877,17902,13320,17177,15783,18843,16524,17209,19818,17175,25242,17970,47471,21876,85455,28544,38721,17863,25239,9567,24857,7856,18083,8094,3003,2341,1,0,0,0,0,0,0,0
357,신이문역,37.6017744461345,127.067379878325,1324,22,8942,990,14218,2136,37255,4230,38393,7708,20565,4640,14028,5580,11677,6716,11520,8044,11590,8177,9828,9492,9146,12340,8806,15796,8771,20152,8108,32097,5688,24737,3452,15405,2802,12566,2375,15214,825,5783,40,679,0,0,0,0,0,0
358,신정네거리역,37.5202158982635,126.852876007423,41,0,8373,1199,16685,3982,50001,5123,45249,11957,23024,7779,15188,7014,13308,8329,13699,9524,12477,11359,10919,11589,10638,15048,12133,18290,12954,27309,11853,46400,6988,37778,5215,19210,4257,16937,3891,18358,834,8885,10,511,0,0,0,0,0,0
359,신정역,37.5250131753674,126.856079401594,57,0,11760,554,23273,3879,67381,7675,81624,13046,35532,8458,18734,6520,15957,7372,15490,8847,14929,9783,12240,11212,11111,15090,12372,19385,14970,27111,14884,47130,7879,37697,5368,23089,4805,20381,4283,23997,1059,9742,1,112,0,0,0,0,0,0
360,신촌역,37.5551954567089,126.936962654548,51,3,4664,2490,11989,15914,32222,34527,45662,77093,31173,82694,29001,50145,34708,46268,42175,48947,43762,57233,45303,50258,52354,47299,63299,48992,80892,66012,81845,95031,56366,61017,56312,30120,68348,25838,67511,29186,10201,13208,2,36,0,0,0,0,0,0
361,신촌역,37.5551954567089,126.936962654548,0,0,153,5,386,1056,811,4116,514,4746,523,3049,498,1535,603,1009,788,938,616,2004,804,951,1150,800,1857,650,3171,1203,3193,1349,2072,1086,955,615,1154,283,1269,136,305,322,1,30,0,0,0,0,0,0
364,신풍역,37.5001085601918,126.909731743281,31,0,10110,1113,17093,4719,41922,11402,52217,20899,28761,10349,16147,8986,13385,9336,15015,10339,13982,11238,12498,11616,13167,14695,14555,18485,16375,27494,19080,42857,10515,32686,7324,18531,6414,17961,5058,19347,1345,7593,4,985,0,0,0,0,0,0
365,쌍문역,37.6485317952362,127.034651559958,109,1,22391,1017,52262,9134,124578,15059,131755,27599,72639,19627,46771,18709,38568,19535,38304,24196,35835,25543,31794,28330,30324,37253,33338,46410,34122,62135,33164,103459,21051,98817,14420,57606,12453,51672,9818,50303,2965,27069,2,402,0,0,0,0,0,0
366,아차산역,37.5522410643204,127.089561549724,0,0,8629,1445,15771,5146,43568,12984,58248,25206,29311,18886,19330,21088,17603,20011,21023,20675,22483,21601,23196,20212,23219,22235,28916,25734,27727,33940,26525,55427,16026,40233,11387,22464,13514,19115,13494,20750,1668,8663,2,280,0,0,0,0,0,0
367,아현역,37.5574025689432,126.956132861047,20,1,4375,1038,10956,7647,27341,12694,37235,22884,20691,11673,14690,9712,13796,9581,14739,10749,14451,11809,13043,12121,14037,13740,22281,15609,18521,21054,20232,31737,11891,24454,7973,14976,7064,14959,5111,17032,1346,6622,0,9,0,0,0,0,0,0
368,안국역,37.5764929103816,126.985419169939,21,0,1485,1592,2945,19314,5684,90652,7977,97038,7498,55401,8821,33202,12239,32587,17133,30811,19297,32531,24684,30266,35677,23515,47745,20282,91999,19577,99642,19419,41424,9428,30478,4834,29639,4193,18832,4302,2165,1926,0,18,0,0,0,0,0,0
369,안암역,37.5862930020861,127.02923341461,7,0,1346,1154,3018,5035,7522,16587,10413,36621,8700,29554,9882,18237,11585,12690,12860,14583,12433,17327,14334,13704,18204,11336,22306,11160,34732,13782,30205,18147,16623,13481,13912,8415,17547,8709,17932,11503,4954,5532,0,534,0,0,0,0,0,0
370,암사역,37.550133857734,127.127537293281,32,0,14545,844,26245,6456,79805,8661,102508,19087,46914,13586,25441,11472,22326,12705,23158,16450,22081,15627,18617,18286,18227,24303,20030,27422,20397,39922,21994,72362,12383,57296,9596,30172,8064,29346,6055,29635,1653,12925,3,1180,0,0,0,0,0,0
371,압구정로데오역,37.5275085746723,127.040591450907,55,0,1187,724,3231,10528,5097,22995,6999,70720,6260,104489,7785,46994,12406,35455,15742,32164,17650,32010,22462,29437,29188,27584,37680,29078,56617,34399,83310,42941,62562,21694,50179,7062,41781,4583,40926,4442,3363,1708,29,317,0,0,0,0,0,0
372,압구정역,37.5264849726148,127.028486030642,49,3,2827,1977,7469,21563,14969,44514,22818,134161,17748,154460,22024,70970,27816,51609,32146,45226,35433,48774,42684,46581,50714,38770,61391,41940,87196,47398,129862,55275,93332,30415,69986,13987,57848,10463,43851,11294,4803,3777,5,844,0,0,0,0,0,0
373,애오개역,37.553402332792,126.956655789028,0,0,2089,381,4999,3665,17328,10207,23742,30479,11102,12110,7805,6561,8008,6003,8132,6394,8768,7396,8076,7368,8882,7666,10555,8720,13346,11604,23367,20397,8112,13244,5307,7606,4866,7153,4070,8301,850,3446,2,1105,0,0,0,0,0,0
374,약수역,37.5544909839515,127.010887137982,88,1,5837,910,9881,5349,25175,15425,36893,34304,24790,20359,17662,13750,16028,13402,17579,13661,18295,14422,17172,15469,17353,16996,20670,20918,24163,26340,32329,39880,17226,25966,13595,16835,14386,15266,11969,17376,2065,5782,3,1125,1,3,0,0,0,0
375,약수역,37.5544909839515,127.010887137982,2,0,1198,236,1753,1789,4447,6276,6678,16753,4740,8182,4098,4887,4101,4304,4374,3983,4603,4754,4717,4433,5174,4730,6130,4976,8213,6050,12288,7867,6014,5367,4274,2855,4756,2629,4107,2968,813,1170,0,85,0,0,0,0,0,0
378,양재역,37.4845687081114,127.034146039501,67,1,4876,2382,13042,38771,34576,105902,43510,240644,31103,126230,28111,52654,31854,41024,35532,36816,38803,44287,42043,39054,50732,38228,65197,40772,121602,53458,201266,72799,88697,48225,56754,28751,56461,25197,43439,25136,4743,9860,5,740,0,0,0,1,0,0
