ARS-ID,표준ID,정류소명,X좌표,Y좌표,18시하차총승객수,19시하차총승객수,20시하차총승객수,21시하차총승객수
22656,121900306,LH3.4단지,127.0227582964,37.4579823246,1.0,1.1666666666666667,1.9166666666666667,0.25
22657,121900305,서초힐스아파트,127.0173745935,37.4560846264,4.0,3.4166666666666665,2.4166666666666665,4.416666666666667
22667,121000960,성촌마을입구,127.0252094722,37.464767977,425.2361111111111,539.7361111111111,346.80555555555554,320.43055555555554
22694,121900217,2호선교대역7번출구,127.0145718191,37.4940683559,52.5,45.25,26.166666666666668,27.541666666666668
22742,121900216,서초경찰서,127.0058991551,37.4956521739,72.08333333333333,38.708333333333336,30.583333333333332,33.333333333333336
22743,121900291,원불교,127.0420829129,37.4834215426,291.44444444444446,234.19444444444446,142.38888888888889,126.22222222222223
22759,121900215,남부터미널.기쁨병원,127.01776941,37.4819273925,93.66666666666667,64.0,44.5,39.416666666666664
22771,121000481,일동제약사거리,127.0379505958,37.4798737384,,,,
22774,121001309,삼성전자서울R&D,127.0226889769,37.4658923474,65.58333333333333,59.75,47.833333333333336,42.916666666666664
22776,121900214,대교방송,126.9831137461,37.4770625399,392.2083333333333,245.58333333333334,136.83333333333334,128.91666666666666
22777,121001308,KT연구개발센터,127.0301237938,37.4704850599,12.916666666666666,12.416666666666666,6.333333333333333,7.416666666666667
22779,121001313,네이처힐.LH서초아파트,127.0239328482,37.4603377699,379.6666666666667,388.0833333333333,349.5833333333333,371.1666666666667
22785,121900304,서초호반써밋,127.0153000747,37.4564103167,9.25,6.833333333333333,3.6666666666666665,14.416666666666666
22807,121900213,한신2차후문,127.0052307391,37.5120628722,140.25,121.66666666666667,75.5,67.5
22812,121000520,서초아트자이아파트,127.0109670976,37.4850891091,,,,
22819,121900314,방배반딧불센터,126.9895290018,37.4782532882,81.75,65.5,52.5,36.916666666666664
22822,122000631,신사동.더리버사이드호텔,127.0189675912,37.5177519696,,,,
22825,121000929,교대역,127.0156755717,37.4941827082,,,,
22832,121900212,서초고후문,127.0045331042,37.4892605223,138.66666666666666,135.91666666666666,88.91666666666667,82.16666666666667
22835,121900277,우성아파트,127.0320120448,37.4745961059,499.3333333333333,582.2777777777778,402.6111111111111,366.77777777777777
22836,121900211,내방역1번출구,126.9949938871,37.4880700117,707.2083333333334,370.9583333333333,209.125,167.41666666666666
22838,121900210,교보타워앞,127.0249422089,37.5032488797,1657.8333333333333,1320.4166666666667,778.25,739.5
22840,121900243,잠원역,127.0115159384,37.5129361177,0.18181818181818182,0.09090909090909091,0.0,0.0
22841,121900293,동원산업,127.0454282498,37.4765875305,1042.3541666666667,984.8125,677.3541666666666,585.9375
22842,121900225,서울시인재개발원,127.0216620306,37.4827225682,99.83333333333333,77.83333333333333,57.083333333333336,37.5
22843,121900209,한신2차정문,127.0030087516,37.5085805496,24.75,23.666666666666668,20.166666666666668,23.916666666666668
22844,121900208,미켈란아파트,127.0040271202,37.486203792,302.4166666666667,321.9166666666667,246.33333333333334,194.58333333333334
22845,121900207,롯데칠성,127.0248548876,37.4954180779,66.83333333333333,38.333333333333336,23.25,14.833333333333334
22847,121900206,kt연구소,127.0306110679,37.4716814839,12.75,12.0,8.25,4.0
22848,121900205,오거리,126.9968192433,37.4886009585,125.5,99.66666666666667,77.25,74.58333333333333
22849,121900204,사당역,126.9827358035,37.47650103,2247.5,978.8333333333334,621.25,601.8333333333334
22850,121900203,강남역.서초초교앞,127.0265689593,37.4998028689,1447.0,1060.8333333333333,575.25,539.0833333333334
22851,121001325,사당역14번출구,126.9829132259,37.4766633346,,,,
22852,121900244,경원중학교,127.009346265,37.5119099928,1.0,0.6363636363636364,0.09090909090909091,0.18181818181818182
22854,121900202,외교안보연구원.서초구청,127.0305036887,37.4839745605,329.9583333333333,193.54166666666666,109.95833333333333,119.5
22855,121900201,호남고속.신세계,127.0033421421,37.5057468023,348.0833333333333,281.2916666666667,224.0,206.25
22856,121900200,서울고사거리,127.0042229484,37.4830657705,269.5,230.66666666666666,179.75,119.91666666666667
22858,121900199,문화예술공원,127.0320862499,37.4701258625,28.833333333333332,26.5,15.583333333333334,15.75
22859,121900198,강남역.삼성전자,127.0278811796,37.497012435,1121.3333333333333,775.4166666666666,410.0,354.125
22860,121900332,반포종합운동장,126.9964610324,37.5003955914,60.416666666666664,20.5,13.5,14.75
22861,121900253,반포종합운동장,126.9962557409,37.4993812147,333.51063829787233,329.0,195.5531914893617,191.53191489361703
22862,121900197,언남중고교,127.0456724745,37.4720362009,1322.5416666666667,1265.125,870.1666666666666,843.375
22863,121900196,서초구청,127.03236501,37.4842369223,1841.5,837.75,531.9166666666666,510.5833333333333
22864,121900195,경남상가,126.9998547985,37.5046317823,39.875,40.791666666666664,28.916666666666668,25.833333333333332
22865,121900228,제약회관,127.0018175259,37.4822575415,275.8333333333333,167.5,100.45833333333333,91.29166666666667
22866,121900239,진흥아파트,127.0227218209,37.4964907471,42.333333333333336,39.416666666666664,32.833333333333336,25.916666666666668
22867,121900194,더케이호텔정문,127.0343723441,37.4677290841,151.83333333333334,153.75,116.5,107.66666666666667
22868,121900193,황실자이아파트,126.9985478943,37.4891987613,239.58333333333334,224.08333333333334,157.08333333333334,150.58333333333334
22869,121900192,우성아파트사거리,127.0294802718,37.4936636414,450.625,422.5,223.79166666666666,181.0
22870,121900191,서초역4번출구,127.0067758236,37.4914936681,337.0833333333333,161.25,115.25,102.66666666666667
22871,121900190,매헌초교,127.0422487409,37.4704958595,737.9166666666666,567.5833333333334,385.25,394.3333333333333
22872,121900189,반포2동주민센터,126.9970088793,37.5039567762,46.083333333333336,55.708333333333336,40.5,34.208333333333336
22873,121900188,방배(백석예술대)역2번출구,126.998026599,37.4806562265,876.0,523.5,288.0833333333333,223.33333333333334
22874,121900187,무지개아파트후문,127.0276681292,37.4894036716,82.0,64.58333333333333,46.708333333333336,37.25
22875,121900240,유원아파트,127.0197109551,37.4956294926,147.5,129.91666666666666,82.66666666666667,88.41666666666667
22876,121900186,더케이호텔후문,127.0340191236,37.4653449682,164.95833333333334,179.58333333333334,140.16666666666666,132.0
22877,121900178,오거리,126.9970312162,37.4887545073,98.25,86.83333333333333,51.5,47.25
22878,121900139,현대렉시온오피스텔.파이낸셜뉴스,127.0307566261,37.490958226,333.9583333333333,303.6666666666667,189.58333333333334,174.125
22879,121900125,서초역.3번출구,127.007896941,37.4911171449,555.25,379.1388888888889,234.36111111111111,291.6388888888889
22880,121900124,양재근린공원,127.0414779823,37.4724362118,180.08333333333334,227.08333333333334,165.33333333333334,193.25
22883,121900127,방배누리시아웨딩홀,126.9991879378,37.4788989601,92.83333333333333,77.75,63.75,54.25
22884,121900128,무지개아파트정문,127.0265405669,37.4880533432,124.25,139.58333333333334,120.91666666666667,98.08333333333333
22885,121900129,강남역.10번출구,127.0264184389,37.4992553704,199.0,163.75,78.25,54.75
22887,121900130,뱅뱅사거리,127.0303123754,37.4892164127,289.1666666666667,280.6666666666667,186.16666666666666,168.33333333333334
22889,121900131,언남고,127.0432952577,37.473649288,88.66666666666667,121.58333333333333,93.75,74.0
22890,121900230,남부터미널.기쁨병원,127.0169997092,37.4818760399,110.79166666666667,73.0,28.083333333333332,19.541666666666668
22891,121900271,경남아파트,127.0003402766,37.4771493982,171.16666666666666,153.33333333333334,111.33333333333333,107.0
22892,121900132,풍림아이원,127.0238598367,37.4872039921,114.83333333333333,121.25,107.16666666666667,101.33333333333333
22893,121900133,하이브랜드.코스트코.이마트,127.0361648291,37.4623551817,234.20833333333334,232.45833333333334,137.83333333333334,63.791666666666664
22894,121900134,서초유스센터,127.0102265058,37.4861915706,69.5,58.125,40.5,47.416666666666664
22895,121900231,예술의전당,127.0140681871,37.4810423882,559.125,392.1666666666667,114.625,88.79166666666667
22897,121900135,교대역6번출구,127.0136534158,37.4941601236,96.08333333333333,81.91666666666667,57.47222222222222,57.611111111111114
22899,121900232,신중초등학교,127.0107263624,37.4796088883,273.125,181.33333333333334,141.58333333333334,136.375
22900,121900136,동덕여고,126.9929333382,37.474014966,640.75,566.5,412.8333333333333,412.25
22901,121900137,국제전자센터,127.0179388186,37.4853794592,465.25,306.75,229.58333333333334,184.5
22903,121000970,양재역9번출구,127.035647344,37.4827236906,,,,
22904,121900138,국립국악원,127.0073884243,37.4779343478,134.66666666666666,120.79166666666667,80.5,80.58333333333333
22905,121000920,래미안아파트.파이낸셜뉴스,127.0303885888,37.4917168046,,,,
22906,121900140,삼호아파트,126.9873956645,37.4973520908,203.66666666666666,184.41666666666666,122.66666666666667,101.0
22907,121900141,성지마을입구,126.99267,37.47387,22.25,10.5,7.25,15.25
22908,121900233,남부터미널.한일시멘트,127.0144161089,37.4846904158,252.5,243.41666666666666,191.5,194.83333333333334
22909,121000969,양재역엘타워빌딩,127.0357402082,37.4826294822,,,,
22910,121900222,서초1동사무소,127.0196535904,37.4903486546,180.75,184.16666666666666,135.83333333333334,135.66666666666666
22911,121900323,양재시민의숲매헌역입구,127.03763912,37.4693783489,23.416666666666668,17.916666666666668,6.5,7.833333333333333
22912,121900234,방배빌딩,127.0066736761,37.4781140648,235.70833333333334,221.95833333333334,137.45833333333334,134.91666666666666
22913,121900142,서래초등학교,126.9884201694,37.4957550614,160.5,123.41666666666667,103.83333333333333,91.91666666666667
22915,121900143,복지관,127.016712207,37.4916267279,232.41666666666666,140.33333333333334,93.83333333333333,89.16666666666667
22916,121900235,삼환아파트,127.0057881354,37.4799796793,157.125,168.08333333333334,123.08333333333333,91.875
22917,121001321,세빛섬,126.9980502351,37.5105476862,,,,
22918,121001319,세빛섬,126.9945841654,37.508707442,,,,
22919,121000971,양재역커피빈앞,127.0354616934,37.482912028,,,,
22920,121900144,교육개발원입구사거리,127.03941732,37.4782829062,313.0,316.5833333333333,246.83333333333334,249.33333333333334
22921,121001320,교대역.법원검찰청,127.012784224,37.4932967685,,,,
22922,121900145,서초고후문,127.0046592344,37.4893858914,122.125,84.20833333333333,52.25,54.25
22923,121900236,상문고등학교.수표교교회,127.0049104813,37.4818284542,101.16666666666667,88.875,52.208333333333336,51.958333333333336
22924,121900146,빛교회.이수중앙시장,126.9890026992,37.4923316429,306.19444444444446,267.94444444444446,182.41666666666666,185.97222222222223
22925,121900147,현대캐피탈,127.0409960952,37.4797730609,225.25,228.41666666666666,133.41666666666666,132.91666666666666
22926,121900326,본마을노인복지센터,127.0542431006,37.4537194804,18.25,26.416666666666668,18.166666666666668,19.916666666666668
22927,121900325,본마을노인복지센터,127.0544917792,37.4540205465,1.6666666666666667,1.25,0.5,0.16666666666666666
