,gid,2030val,layer,geometry
602,ㅼ궗618437,54.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.067873320678 37.49176150141282, 127.0678681277946 37.49266284357202, 127.0689993337245 37.49266697592569, 127.0690045130153 37.49176563363273, 127.067873320678 37.49176150141282)))"
603,ㅼ궗604447,7.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0519828099457 37.50071590938354, 127.0519774243695 37.5016172482479, 127.0531087629633 37.50162153362165, 127.0531141349411 37.50072019461858, 127.0519828099457 37.50071590938354)))"
604,ㅼ궗592447,18.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0384069288842 37.50066364150976, 127.0384013801275 37.50156497868228, 127.0395327158027 37.50156939406828, 127.0395382509612 37.50066805675284, 127.0384069288842 37.50066364150976)))"
605,ㅼ궗587470,8.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0326210736921 37.52137210613088, 127.0326154511867 37.52227343939564, 127.0337470985473 37.52227791228142, 127.0337527074405 37.52137657887192, 127.0326210736921 37.52137210613088)))"
606,ㅼ궗635428,94.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0871482677057 37.48371817048066, 127.087143307886 37.48461951611199, 127.0882743953425 37.48462346318777, 127.088279341575 37.48372211742866, 127.0871482677057 37.48371817048066)))"
607,ㅼ궗654414,43.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1087045095566 37.47117242445088, 127.1086998108278 37.47207377438698, 127.1098307121971 37.4720775140352, 127.1098353973468 37.47117616397802, 127.1087045095566 37.47117242445088)))"
608,ㅼ궗647405,112.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.100831435346 37.46303379678787, 127.1008266434856 37.46393514711182, 127.1019574211885 37.46393896141034, 127.1019621994754 37.46303761096287, 127.100831435346 37.46303379678787)))"
609,ㅼ궗596426,34.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0430475437881 37.4817531128889, 127.0430420545614 37.4826544535405, 127.0441731057807 37.48265882261813, 127.0441785814217 37.48175748182508, 127.0430475437881 37.4817531128889)))"
610,ㅼ궗609440,137.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0576766537651 37.49442784645899, 127.057671337839 37.49532918698299, 127.0588025824463 37.49533341722605, 127.0588078847782 37.49443207656513, 127.0576766537651 37.49442784645899)))"
611,ㅼ궗599458,44.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0462661859649 37.5106090328985, 127.0462607297239 37.51151036953993, 127.0473922167346 37.51151471063086, 127.0473976593706 37.51061337384893, 127.0462661859649 37.5106090328985)))"
612,ㅼ궗616444,90.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0655743913359 37.49806259480718, 127.0655691696397 37.49896393572837, 127.0667004702711 37.49896809068537, 127.0667056783705 37.49806674962969, 127.0655743913359 37.49806259480718)))"
613,ㅼ궗602444,97.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0497363975479 37.4980032898224, 127.049730985498 37.49890462882392, 127.050862282818 37.49890893544823, 127.0508676812713 37.49800759630732, 127.0497363975479 37.4980032898224)))"
614,ㅼ궗632430,66.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.08374504604 37.48550895502454, 127.0837400450129 37.48641029999358, 127.0848711589812 37.48641427981083, 127.0848761464198 37.48551293471294, 127.08374504604 37.48550895502454)))"
615,ㅼ궗657417,116.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1120831989552 37.47388766104372, 127.1120785403411 37.474789010927, 127.1132094830753 37.47479271846581, 127.1132141281085 37.47389136846249, 127.1120831989552 37.47388766104372)))"
616,ㅼ궗576463,93.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0202135175957 37.51501286498213, 127.0202077471564 37.51591419760206, 127.0213392964569 37.51591878871296, 127.0213450532885 37.51501745594444, 127.0202135175957 37.51501286498213)))"
617,ㅼ궗591461,14.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0371977115323 37.51327792123117, 127.0371921457075 37.51417925632022, 127.0383236715755 37.5141836845466, 127.0383292237935 37.51328234931424, 127.0371977115323 37.51327792123117)))"
618,ㅼ궗590442,181.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0361721615144 37.49614809201488, 127.0361665868026 37.49704942959342, 127.0372978539975 37.49705386592995, 127.037303415114 37.49615252820782, 127.0361721615144 37.49614809201488)))"
619,ㅼ궗590468,53.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0360271382781 37.51958282401629, 127.0360215571065 37.52048415799145, 127.037153177991 37.52048859806279, 127.0371587455515 37.51958726394394, 127.0360271382781 37.51958282401629)))"
620,ㅼ궗639429,101.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0916676590314 37.48463523944734, 127.0916627533423 37.48553658544927, 127.0927938552644 37.48554048933958, 127.0927987473656 37.48463914321125, 127.0916676590314 37.48463523944734)))"
622,ㅼ궗584453,51.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0293224121791 37.50603594356372, 127.029316753124 37.50693727874865, 127.0304481684071 37.5069417816833, 127.0304538138603 37.50604044635261, 127.0293224121791 37.50603594356372)))"
623,ㅼ궗592434,190.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0384790402367 37.48894624565718, 127.0384734946919 37.48984758463109, 127.0396046536362 37.48985199815944, 127.0396101855906 37.48895065904266, 127.0384790402367 37.48894624565718)))"
624,ㅼ궗606468,86.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0541328840735 37.51965256189698, 127.0541275206796 37.52055389812907, 127.0552591454594 37.5205581647329, 127.0552644952421 37.51965682836275, 127.0541328840735 37.51965256189698)))"
625,ㅼ궗609449,27.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.057628801905 37.50253990618847, 127.0576234838474 37.50344124546583, 127.0587548508305 37.50344547694142, 127.0587601552883 37.5025441375271, 127.057628801905 37.50253990618847)))"
626,ㅼ궗619438,62.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0689993337245 37.49266697592569, 127.0689941542031 37.49356831808019, 127.0701253739568 37.49357243973628, 127.0701305398851 37.49267109744838, 127.0689993337245 37.49266697592569)))"
627,ㅼ궗581458,163.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.025899706808 37.5105290425229, 127.0258940056778 37.51143037657538, 127.0270254882211 37.51143491275307, 127.0270311757464 37.51053357855377, 127.025899706808 37.5105290425229)))"
628,ㅼ궗600469,99.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0473377770389 37.52052807082907, 127.0473323317355 37.52142940608675, 127.0484639686845 37.5214337378813, 127.0484694003762 37.52053240248344, 127.0473377770389 37.52052807082907)))"
629,ㅼ궗601460,130.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0485182747151 37.51242037766708, 127.0485128452005 37.51332171431205, 127.0496443599075 37.51332603400613, 127.0496497758158 37.51242469722137, 127.0485182747151 37.51242037766708)))"
630,ㅼ궗644410,50.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0974149791841 37.4675290377183, 127.097410145527 37.46843038697781, 127.0985409904642 37.468434234359, 127.0985458105448 37.46753288497491, 127.0974149791841 37.4675290377183)))"
632,ㅼ궗590449,21.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0361331333173 37.50245745215445, 127.0361275568671 37.50335878876291, 127.0372589192459 37.50336322610476, 127.0372644820965 37.50246188935266, 127.0361331333173 37.50245745215445)))"
633,ㅼ궗596445,33.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0429432066615 37.49887856157844, 127.0429377127875 37.49977989959762, 127.0440690222492 37.49978427136329, 127.044074502526 37.49888293320259, 127.0429432066615 37.49887856157844)))"
634,ㅼ궗597472,23.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0439264493359 37.52321901490496, 127.0439209624642 37.52412034932424, 127.0450526395224 37.52412471406873, 127.0450581127807 37.5232233795082, 127.0439264493359 37.52321901490496)))"
635,ㅼ궗589468,86.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0348955312532 37.51957837324732, 127.0348899364706 37.52047970707844, 127.0360215571065 37.52048415799145, 127.0360271382781 37.51958282401629, 127.0348955312532 37.51957837324732)))"
636,ㅼ궗596467,62.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.042822284887 37.51870796599173, 127.0428167856267 37.51960930096234, 127.043948394379 37.519613675842, 127.0439538800288 37.51871234072981, 127.042822284887 37.51870796599173)))"
637,ㅼ궗610446,162.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0587760672443 37.49984011845306, 127.0587707634952 37.50074145828293, 127.0599020899172 37.50074567851357, 127.0599073800683 37.49984433854711, 127.0587760672443 37.49984011845306)))"
638,ㅼ궗595437,68.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.041855961981 37.49166347111412, 127.0418504564719 37.49256481009992, 127.0429816569287 37.49256919156446, 127.0429871488455 37.49166785243683, 127.041855961981 37.49166347111412)))"
639,ㅼ궗596428,31.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0430365650902 37.48355579405357, 127.0430310753745 37.48445713442811, 127.0441621537669 37.48446150378862, 127.0441676298958 37.48356016327264, 127.0430365650902 37.48355579405357)))"
640,ㅼ궗646435,138.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0995564152707 37.49007041760679, 127.0995516034116 37.49097176365572, 127.100682788387 37.49097559249123, 127.1006875866544 37.49007424631836, 127.0995564152707 37.49007041760679)))"
641,ㅼ궗648402,34.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1019765330593 37.46033355879042, 127.1019717554108 37.46123490965291, 127.1031024926078 37.461238712762, 127.1031072566846 37.46033736177634, 127.1019765330593 37.46033355879042)))"
642,ㅼ궗608443,17.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0565294337155 37.49712762626582, 127.0565241034829 37.498028966237, 127.0576553886399 37.49803320772391, 127.0576607052764 37.49713186761544, 127.0565294337155 37.49712762626582)))"
643,ㅼ궗598423,147.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0453260040058 37.47905781630103, 127.0453205426802 37.47995915765074, 127.0464515536315 37.47996350465219, 127.0464570013732 37.47906216316173, 127.0453260040058 37.47905781630103)))"
644,ㅼ궗646401,71.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0997198910256 37.45942456960935, 127.0997150864477 37.46032592036285, 127.1008458096468 37.46032974498592, 127.1008506006536 37.45942839410856, 127.0997198910256 37.45942456960935)))"
645,ㅼ궗604425,81.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0521012319534 37.48088641932046, 127.0520958516519 37.4817877612323, 127.0532268912196 37.48179204355524, 127.0532322579359 37.48089070150476, 127.0521012319534 37.48088641932046)))"
646,ㅼ궗607430,115.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0554676105088 37.48540594364285, 127.0554622697736 37.48630728527704, 127.0565933779915 37.48631153580786, 127.0565987051386 37.48541019403606, 127.0554676105088 37.48540594364285)))"
647,ㅼ궗622438,113.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0723929528959 37.49267930800075, 127.072387814154 37.49358065055443, 127.0735190345962 37.49358473971647, 127.0735241597449 37.49268339703042, 127.0723929528959 37.49267930800075)))"
648,ㅼ궗576467,110.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0201904342962 37.51861819463001, 127.0201846628286 37.51951952669534, 127.0213162665665 37.5195241184006, 127.0213220244238 37.51862278618668, 127.0201904342962 37.51861819463001)))"
649,ㅼ궗594470,83.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0405425151564 37.52140318763602, 127.0405369879366 37.52230452190663, 127.0416686370334 37.52230891889586, 127.041674150641 37.52140758448294, 127.0405425151564 37.52140318763602)))"
650,ㅼ궗631440,20.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0825637896752 37.4945184066769, 127.0825587728256 37.4954197501324, 127.083690022489 37.49542374207031, 127.0836950257441 37.49452239848559, 127.0825637896752 37.4945184066769)))"
651,ㅼ궗618441,92.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0678525477568 37.49536686921873, 127.0678473539483 37.49626821082401, 127.0689786142544 37.49627234371279, 127.068983794468 37.49537100197373, 127.0678525477568 37.49536686921873)))"
652,ㅼ궗579467,46.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0235852054479 37.51863193677743, 127.0235794748111 37.51953326928751, 127.0247110793166 37.51953782846913, 127.0247167963431 37.5186364958115, 127.0235852054479 37.51863193677743)))"
653,ㅼ궗593449,65.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0395271803977 37.50247073124513, 127.0395216447461 37.50337206828343, 127.0406530078663 37.50337647312025, 127.0406585299184 37.50247513593938, 127.0395271803977 37.50247073124513)))"
654,ㅼ궗616463,9.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0654751393248 37.51518804862646, 127.0654699132076 37.51608938691609, 127.0666014722927 37.51609354442901, 127.0666066848017 37.51519220600483, 127.0654751393248 37.51518804862646)))"
655,ㅼ궗598434,65.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0452659160437 37.48897256352884, 127.0452604520417 37.48987390335471, 127.0463916124554 37.48987825190442, 127.0463970628668 37.48897691193778, 127.0452659160437 37.48897256352884)))"
656,ㅼ궗602443,268.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0497418093567 37.49710195068234, 127.0497363975479 37.4980032898224, 127.0508676812713 37.49800759630732, 127.0508730794841 37.49710625702787, 127.0497418093567 37.49710195068234)))"
657,ㅼ궗614463,63.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0632120490701 37.51517970135051, 127.0632067957363 37.51608103936999, 127.0643383543552 37.51608521856308, 127.0643435940808 37.51518388040835, 127.0632120490701 37.51517970135051)))"
658,ㅼ궗635436,65.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0871085829611 37.49092893165562, 127.0871036213737 37.4918302761796, 127.0882348175503 37.49183422427771, 127.0882397655456 37.49093287962592, 127.0871085829611 37.49092893165562)))"
659,ㅼ궗577461,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0213565661822 37.51321478999144, 127.0213508098635 37.51411612303726, 127.0224823322054 37.5141207030119, 127.0224880749174 37.51321936981785, 127.0213565661822 37.51321478999144)))"
660,ㅼ궗586464,81.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0315232516284 37.51595962091889, 127.0315176170169 37.51686095487027, 127.032649182463 37.51686543772784, 127.032654803466 37.5159641036314, 127.0315232516284 37.51595962091889)))"
661,ㅼ궗639410,100.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0917608256217 37.46750963911518, 127.0917559240822 37.46841098774657, 127.092886767937 37.46841488923617, 127.0928916559 37.46751354047844, 127.0917608256217 37.46750963911518)))"
662,ㅼ궗599419,64.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.046478789914 37.47545679581469, 127.0464733431427 37.47635813785923, 127.0476043000047 37.47636247347321, 127.0476097331945 37.47546113128831, 127.046478789914 37.47545679581469)))"
663,ㅼ궗628428,71.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0792307568404 37.48369023867256, 127.0792257019098 37.48459158339961, 127.0803567878072 37.48459560627084, 127.0803618291506 37.48369426141355, 127.0792307568404 37.48369023867256)))"
665,ㅼ궗597446,166.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0440690222492 37.49978427136329, 127.0440635417282 37.50068560938544, 127.0451948650318 37.50068997045863, 127.045200331955 37.49978863229532, 127.0440690222492 37.49978427136329)))"
666,ㅼ궗597464,128.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0439703355123 37.51600833456174, 127.0439648505955 37.51690967008967, 127.0450964187626 37.5169140337043, 127.0451018900707 37.51601269803514, 127.0439703355123 37.51600833456174)))"
667,ㅼ궗589454,26.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0349738320481 37.50695968505817, 127.0349682407533 37.50786102082971, 127.0360996708902 37.50786546972648, 127.0361052485825 37.50696413381094, 127.0349738320481 37.50695968505817)))"
669,ㅼ궗607429,38.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0554729510063 37.48450460187014, 127.0554676105088 37.48540594364285, 127.0565987051386 37.48541019403606, 127.0566040320484 37.48450885212578, 127.0554729510063 37.48450460187014)))"
670,ㅼ궗624441,154.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0746400314727 37.49539150326792, 127.0746349192341 37.49629284567062, 127.0757661809156 37.49629691356493, 127.0757712795591 37.49539557103056, 127.0746400314727 37.49539150326792)))"
671,ㅼ궗587462,9.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0326660447208 37.51416143502266, 127.0326604242186 37.51506276939634, 127.0337919626986 37.51506724112423, 127.0337975695935 37.51416590660583, 127.0326660447208 37.51416143502266)))"
672,ㅼ궗605459,48.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0530496554128 37.51153625351208, 127.0530442805629 37.51243759085268, 127.054175782625 37.51244186705257, 127.0541811438691 37.51154052957357, 127.0530496554128 37.51153625351208)))"
