,STAT_CDE,MGRNU,A062_KND_C,SPRT_STD_C,EVE_CDE,SPRT_HOTDI,CSS_CDE,ESB_YMD,CAE_YMD,OD_PE_CDE,GU_CDE,CTRL_YNO_C,DONG_CDE,JIBUN,RMK,NW_PE_CDE,WORK_CDE,VIEW_CDE,SPRT_MET_C,ROB_GBN_CD,TFC_BSS_CD,XGEO,SIXID,LINK_ID,HISID,CTK_MGRNU,SPRT_MGRNU,FRM_CDE,RN_CDE,MNG_AGEN,MGRNU_1,STAT_CDE_1,A057_KND_C,ASN_LENX_C,EVE_CDE_1,SNLP_KND_C,BSNLP_KND_,ESB_YMD_1,CAE_YMD_1,A062_MGRNU,SP_RN_CDE,MK_CPY,WORK_CDE_1,VIEW_CDE_1,SIXID_1,CTK_MGRNU_,ASN_MGRNU,HISID_1,A062_POS,XCE,YCE,FB_CDE,FRM_CDE_1,MNG_AGEN_1,XGEO_1,ASN_DRN,SNLP_QUA,BSNLP_QUA,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,gid,geometry
486,1,02-0000038405,1,6,1,2,1835.0,20000101,20020701,280.0,680,1.0,10500,172-53 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204823.422878013,545666.619073072,NULL),NULL,NULL),,1220029200.0,51455,2008-0201-004,02-038405,1.0,,,03-0000013593,1.0,3.0,9.0,1.0,2,,,,02-0000038405,2,,1,2,,2008-0201-004,03-013593,41135,,204823.422878013,545666.619073072,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204823.422878013,545666.619073072,204831.579648096,545670.422637428)),25.0,2,0.0,ㅼ궗606457,MULTIPOINT (127.0545555166882 37.51046154864539)
487,1,02-0000040406,1,7,1,2,628.0,20000101,20000101,410.0,680,1.0,11800,670 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204828.956117757,543476.120653369,NULL),NULL,NULL),5103343.0,,49552,2000-0000-000,02-040406,1.0,,,03-0000013972,1.0,3.0,11.0,1.0,2,,,,02-0000040406,2,,1,2,,2000-0000-000,03-013972,96564,,204828.956117757,543476.120653369,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204828.956117757,543476.120653369,204834.456117757,543466.594373927)),300.0,3,0.0,ㅼ궗606435,MULTIPOINT (127.0546037265502 37.49072500575204)
488,1,02-0000040237,1,7,1,2,1704.0,20000101,20000101,,680,,10800,627-13 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202835.50101984,546811.919765097,NULL),NULL,NULL),4260316.0,,51498,2004-0101-063,,1.0,,,03-0000013830,1.0,3.0,11.0,1.0,2,,,,02-0000040237,2,,1,2,,2008-0101-900,03-013830,18668,,202835.501019836,546811.919765227,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202835.501019836,546811.919765227,202831.026916762,546821.968765261)),114.0,2,0.0,ㅼ궗586469,MULTIPOINT (127.032075467904 37.5207889937539)
489,1,02-0000040237,1,7,1,2,1704.0,20000101,20000101,,680,,10800,627-13 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202835.50101984,546811.919765097,NULL),NULL,NULL),4260316.0,,51498,2004-0101-063,,1.0,,,03-0000013831,1.0,2.0,,1.0,7,,,,02-0000040237,2,,1,2,,2008-0101-900,03-013831,18669,,202835.501019836,546811.919765227,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202835.501019836,546811.919765227,202835.498986153,546811.924332954)),114.0,1,0.0,ㅼ궗586469,MULTIPOINT (127.032075467904 37.5207889937539)
490,1,02-0000040235,1,2,1,1,1704.0,20000101,20000101,,680,,10700,627-11 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202812.51372541,546843.554946417,NULL),NULL,NULL),4260214.0,,51499,2004-0101-063,,1.0,,,03-0000013827,1.0,2.0,999.0,1.0,7,,,,02-0000040235,2,,1,2,,2008-0101-900,03-013827,18670,,202812.513725412,546843.554946551,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202812.513725412,546843.554946551,202812.515598445,546843.550310632)),292.0,1,0.0,ㅼ궗586469,MULTIPOINT (127.031815554421 37.52107409795087)
491,1,02-0000040231,1,7,1,1,1704.0,20000101,20000101,280.0,680,1.0,10700,627-31 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202783.030673757,546831.93757063,NULL),NULL,NULL),4260213.0,,51501,2008-0101-900,02-040231,1.0,,,03-0000034715,1.0,3.0,9.0,1.0,2,,,,02-0000040231,2,,1,2,,2008-0101-900,03-034715,18671,,202783.030673757,546831.93757063,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202783.030673757,546831.93757063,202786.547253913,546823.653026949)),293.0,2,0.0,ㅼ궗585469,MULTIPOINT (127.0314819940235 37.52096951444076)
492,1,02-0000038140,1,7,1,2,1705.0,20041120,20041120,280.0,680,1.0,10800,647-23 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203170.695215741,546946.051059363,NULL),NULL,NULL),4260933.0,,51502,2004-0101-040,02-038140,4.0,,,03-0000034630,1.0,3.0,11.0,1.0,2,,,,02-0000038140,2,,1,2,,2008-0101-900,03-034630,18673,,203170.695215741,546946.051059363,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203170.695215741,546946.051059363,203166.574543213,546956.250081763)),112.0,2,0.0,ㅼ궗589470,MULTIPOINT (127.0358677956607 37.52199642970627)
493,1,02-0000038140,1,7,1,2,1705.0,20041120,20041120,280.0,680,1.0,10800,647-23 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203170.695215741,546946.051059363,NULL),NULL,NULL),4260933.0,,51502,2004-0101-040,02-038140,4.0,,,03-0000013400,1.0,2.0,999.0,1.0,7,,,,02-0000038140,2,,1,2,,2008-0101-900,03-013400,18672,,203170.695215741,546946.051059363,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203170.695215741,546946.051059363,203170.693342708,546946.055695282)),112.0,1,0.0,ㅼ궗589470,MULTIPOINT (127.0358677956607 37.52199642970627)
494,1,02-0000038640,1,4,1,2,1710.0,20050531,20050531,280.0,680,1.0,10400,139-25 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204656.620772646,547246.869295568,NULL),NULL,NULL),4290992.0,,50896,2004-0101-092,02-038640,1.0,,,03-0000013590,1.0,2.0,999.0,1.0,7,,,,02-0000038640,2,,1,2,,2004-0101-092,03-013590,30886,,204656.62077264604,547246.869295568,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204656.620772646,547246.869295568,204656.620598149,547246.874292522)),92.0,1,0.0,ㅼ궗604473,MULTIPOINT (127.0526789034948 37.52470050772315)
495,1,02-0000123637,1,2,1,2,1043.0,20031231,20031231,340.0,650,1.0,10800,1685 대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201131.437499999,544164.593749999,NULL),NULL,NULL),4124982.0,,48960,2003-1101-121,02-123637,1.0,,,03-0000041739,1.0,2.0,999.0,1.0,7,,,,02-0000123637,2,,1,2,,2008-0401-869,03-041739,35928,,201131.43749999898,544164.593749999,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201131.437499999,544164.593749999,201131.442424038,544164.59461824)),10.0,1,0.0,ㅼ궗569442,MULTIPOINT (127.0127948617347 37.49694012260842)
496,1,02-0000123612,1,6,1,2,5601.0,20031231,20031231,340.0,650,1.0,10800,1685 대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201159.578129999,544161.687499999,NULL),NULL,NULL),4124983.0,,48961,2003-1101-121,02-123612,1.0,,,03-0000041743,1.0,2.0,999.0,1.0,7,,,,02-0000123612,2,,1,2,,2008-0401-869,03-041743,35931,,201159.578129999,544161.687499999,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201159.578129999,544161.687499999,201159.578129999,544161.682499999)),270.0,1,0.0,ㅼ궗569442,MULTIPOINT (127.0131130854819 37.49691390221026)
497,1,02-0000123612,1,6,1,2,5601.0,20031231,20031231,340.0,650,1.0,10800,1685 대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201159.578129999,544161.687499999,NULL),NULL,NULL),4124983.0,,48961,2003-1101-121,02-123612,1.0,,,03-0000041719,1.0,3.0,999.0,1.0,7,,,,02-0000123612,2,,1,2,,2008-0401-869,03-041719,35930,,201159.578129999,544161.687499999,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201159.578129999,544161.687499999,201159.57320596,544161.686631758)),190.0,1,0.0,ㅼ궗569442,MULTIPOINT (127.0131130854819 37.49691390221026)
498,1,02-0000123612,1,6,1,2,5601.0,20031231,20031231,340.0,650,1.0,10800,1685 대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201159.578129999,544161.687499999,NULL),NULL,NULL),4124983.0,,48961,2003-1101-121,02-123612,1.0,,,03-0000041718,1.0,3.0,9.0,1.0,2,,,,02-0000123612,2,,1,2,,2008-0401-869,03-041718,35929,,201159.578129999,544161.687499999,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201159.578129999,544161.687499999,201150.774801592,544159.816294782)),192.0,2,0.0,ㅼ궗569442,MULTIPOINT (127.0131130854819 37.49691390221026)
499,1,02-0000039640,1,6,1,2,1769.0,20000101,20000101,280.0,680,1.0,10600,983-5 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205744.140630001,544514.593749999,NULL),NULL,NULL),,1220024300.0,50936,2003-1401-003,02-039640,1.0,,,03-0000013797,1.0,3.0,9.0,1.0,3,,,,02-0000039640,2,,1,2,,2003-1401-003,03-013797,84631,,205744.140630001,544514.593749999,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205744.140630001,544514.593749999,205740.76917066,544522.93840469)),112.0,2,0.0,ㅼ궗615446,MULTIPOINT (127.0649603315218 37.50007647710848)
500,1,02-0000109602,1,2,1,2,617.0,20000101,20040731,410.0,680,1.0,10600,1010-1 유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205931.885079434,544591.02692903,NULL),NULL,NULL),5125563.0,,50944,2003-0101-039,02-109602,1.0,,,03-0000013799,1.0,2.0,999.0,1.0,7,,,,02-0000109602,2,,1,2,,2006-0201-011,03-013799,56738,,205931.885079434,544591.02692903,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205931.885079434,544591.02692903,205931.883534349,544591.031684313)),108.0,1,0.0,ㅼ궗617446,MULTIPOINT (127.0670841432309 37.50076395760084)
501,1,02-0000109602,1,2,1,2,617.0,20000101,20040731,410.0,680,1.0,10600,1010-1 유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205931.885079434,544591.02692903,NULL),NULL,NULL),5125563.0,,50944,2003-0101-039,02-109602,1.0,,,03-0000054247,1.0,2.0,999.0,1.0,10,,,,02-0000109602,2,,1,2,,2010-0101-007,03-054247,9420,,205931.885079434,544591.02692903,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205931.885079434,544591.02692903,205931.88044351497,544591.025055997)),202.0,1,0.0,ㅼ궗617446,MULTIPOINT (127.0670841432309 37.50076395760084)
502,1,02-0000098958,1,2,1,2,1831.0,20000101,20011101,280.0,680,1.0,10400,77-56 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204325.856541445,546894.786136376,NULL),NULL,NULL),,1220034100.0,50950,2010-1101-070,02-098958,3.0,,,03-0000034718,1.0,2.0,999.0,1.0,7,,,,02-0000098958,2,,1,2,,2008-0201-004,03-034718,81447,,204325.85654144498,546894.786136376,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204325.856541445,546894.786136376,204325.852086412,546894.783866424)),207.0,1,0.0,ㅼ궗601470,MULTIPOINT (127.0489349998787 37.52152984019639)
503,1,02-0000040275,1,6,1,2,1831.0,20000101,20011101,280.0,680,1.0,10400,77 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204320.500000001,546912.0625,NULL),NULL,NULL),,1220034100.0,50951,2010-1101-070,02-040275,6.0,,,03-0000013844,1.0,3.0,7.0,1.0,2,,,,02-0000040275,2,,1,2,,2008-0201-004,03-013844,41122,,204320.5,546912.0625,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204320.500000001,546912.0625,204314.056466027,546909.327382101)),203.0,2,0.0,ㅼ궗601470,MULTIPOINT (127.0488745071104 37.52168552575318)
504,1,02-0000038139,1,7,1,2,1705.0,20041120,20041120,280.0,680,1.0,10700,647-18 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203145.842617293,546976.092764887,NULL),NULL,NULL),4260942.0,,50974,2004-0101-040,02-038139,2.0,,,03-0000050454,1.0,2.0,999.0,1.0,7,,,,02-0000038139,2,,1,2,,2008-0101-900,03-050454,32395,,203145.842617293,546976.092764887,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203145.842617293,546976.092764887,203145.844409133,546976.088096985)),291.0,1,0.0,ㅼ궗589470,MULTIPOINT (127.0355867846903 37.52226719128731)
505,1,02-0000038139,1,7,1,2,1705.0,20041120,20041120,280.0,680,1.0,10700,647-18 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203145.842617293,546976.092764887,NULL),NULL,NULL),4260942.0,,50974,2004-0101-040,02-038139,2.0,,,03-0000050453,1.0,3.0,11.0,1.0,2,,,,02-0000038139,2,,1,2,,2008-0101-900,03-050453,32394,,203145.842617293,546976.092764887,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203145.842617293,546976.092764887,203149.784664738,546965.823380196)),291.0,2,0.0,ㅼ궗589470,MULTIPOINT (127.0355867846903 37.52226719128731)
506,1,02-0000109109,1,2,1,2,1808.0,20000101,20020301,280.0,680,1.0,10800,279-160 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203252.533452649,545692.356058917,NULL),NULL,NULL),,1220029800.0,50976,2008-0101-507,02-109109,1.0,,,03-0000012377,1.0,2.0,999.0,1.0,7,,,,02-0000109109,2,,1,2,,2008-0201-004,03-012377,40815,,203252.53345264902,545692.356058917,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203252.533452649,545692.356058917,203252.529259296,545692.353335722)),213.0,1,0.0,ㅼ궗590458,MULTIPOINT (127.0367880272106 37.51070030985732)
507,1,02-0000039604,1,7,1,1,1803.0,20000101,20000101,280.0,680,1.0,10700,482 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202985.658931165,547579.099626485,NULL),NULL,NULL),4261663.0,,50979,2004-0101-063,02-039604,1.0,,,03-0000051788,1.0,2.0,999.0,1.0,7,,,,02-0000039604,2,대흥기업,1,2,,2008-0201-004,03-051788,40795,,202985.658931165,547579.099626485,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202985.658931165,547579.099626485,202985.65395855604,547579.100149127)),174.0,1,0.0,ㅼ궗588477,MULTIPOINT (127.0337771849979 37.52770082814434)
508,1,02-0000039604,1,7,1,1,1803.0,20000101,20000101,280.0,680,1.0,10700,482 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202985.658931165,547579.099626485,NULL),NULL,NULL),4261663.0,,50979,2004-0101-063,02-039604,1.0,,,03-0000013930,1.0,3.0,11.0,1.0,2,,,,02-0000039604,2,,1,2,,2008-0101-507,03-013930,40794,,202985.658931165,547579.099626485,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202985.658931165,547579.099626485,202974.700789486,547580.058339655)),175.0,2,0.0,ㅼ궗588477,MULTIPOINT (127.0337771849979 37.52770082814434)
509,1,02-0000040194,1,6,1,2,1791.0,20000101,20000101,280.0,680,1.0,10700,668-14 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202505.241934899,546911.200585134,NULL),NULL,NULL),,1220034500.0,51065,2008-0201-004,02-040194,1.0,,,03-0000013944,1.0,2.0,999.0,1.0,7,,,,02-0000040194,2,,1,2,,2008-0201-004,03-013944,41026,,202505.241934899,546911.200585134,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202505.241934899,546911.200585134,202505.236935661,546911.200497872)),181.0,1,0.0,ㅼ궗583470,MULTIPOINT (127.0283398832563 37.52168447217791)
510,1,02-0000040194,1,6,1,2,1791.0,20000101,20000101,280.0,680,1.0,10700,668-14 도,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202505.241934899,546911.200585134,NULL),NULL,NULL),,1220034500.0,51065,2008-0201-004,02-040194,1.0,,,03-0000013943,1.0,3.0,9.0,1.0,2,,,,02-0000040194,2,,1,2,,2008-0201-004,03-013943,41025,,202505.241934899,546911.200585134,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202505.241934899,546911.200585134,202496.241934899,546911.200585134)),180.0,2,0.0,ㅼ궗583470,MULTIPOINT (127.0283398832563 37.52168447217791)
511,1,02-0000041590,1,2,1,1,1815.0,20000101,20000101,410.0,680,1.0,10100,713-11 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204044.272393505,544144.484393575,NULL),NULL,NULL),4184774.0,,51239,2008-0101-507,02-041590,1.0,,,03-0000034842,1.0,2.0,999.0,1.0,7,,,,02-0000041590,2,,1,2,,2008-0101-900,03-034842,31331,,204044.272393505,544144.484393575,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204044.272393505,544144.484393575,204044.267725603,544144.482601735)),201.0,1,0.0,ㅼ궗598442,MULTIPOINT (127.0457345404581 37.49675077617099)
512,1,02-0000120313,1,6,1,2,1825.0,20030831,20030831,280.0,680,1.0,10600,1011-17 도,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204414.790967851,544818.509067734,NULL),NULL,NULL),,1220025900.0,51242,2002-1101-119,02-120313,1.0,,,03-0000038201,1.0,3.0,999.0,1.0,7,,,,02-0000120313,2,,1,2,,2008-0201-004,03-038201,25081,,204414.790967851,544818.509067734,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204414.790967851,544818.509067734,204414.786240258,544818.507439893)),199.0,1,0.0,ㅼ궗602449,MULTIPOINT (127.0499285813681 37.50282208129106)
513,1,02-0000120316,1,6,1,2,1825.0,20030831,20030831,280.0,680,1.0,10100,805-9 도,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204393.390977527,544818.609055889,NULL),NULL,NULL),,1220025800.0,51243,2002-1101-119,02-120316,1.0,,,03-0000038204,1.0,3.0,999.0,1.0,7,,,,02-0000120316,2,,1,2,,2008-0201-004,03-038204,25080,,204393.390977527,544818.609055889,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204393.390977527,544818.609055889,204393.395645429,544818.610847729)),21.0,1,0.0,ㅼ궗601449,MULTIPOINT (127.0496865612676 37.50282308423399)
514,1,02-0000120316,1,6,1,2,1825.0,20030831,20030831,280.0,680,1.0,10100,805-9 도,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204393.390977527,544818.609055889,NULL),NULL,NULL),,1220025800.0,51243,2002-1101-119,02-120316,1.0,,,03-0000038203,1.0,3.0,6.0,1.0,3,,,,02-0000120316,2,,1,2,,2008-0201-004,03-038203,25079,,204393.390977527,544818.609055889,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204393.390977527,544818.609055889,204398.992460086,544820.759263586)),21.0,2,0.0,ㅼ궗601449,MULTIPOINT (127.0496865612676 37.50282308423399)
515,1,02-0000039016,1,2,1,2,1754.0,20000101,20020701,,680,,10600,951-2 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205404.787861549,544947.459600644,NULL),NULL,NULL),,,51244,2008-0101-507,,1.0,,,03-0000013663,1.0,2.0,,1.0,7,,,,02-0000039016,2,,1,2,,2008-0101-900,03-013663,79399,,205404.787861549,544947.459600644,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205404.787861549,544947.459600644,205404.789602482,544947.454913518)),290.376436120035,1,0.0,ㅼ궗612450,MULTIPOINT (127.0611257816762 37.50397866937467)
516,1,02-0000039017,1,2,1,2,1754.0,20000101,20020701,,680,,10600,951-1 종,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205404.178385439,544929.871121725,NULL),NULL,NULL),5116433.0,,51245,2008-0101-507,,1.0,,,03-0000013664,1.0,2.0,,1.0,7,,,,02-0000039017,2,,1,2,,2008-0101-900,03-013664,79401,,205404.178385439,544929.871121725,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205404.178385439,544929.871121725,205404.176809602,544929.875866905)),108.370924024798,1,0.0,ㅼ궗612450,MULTIPOINT (127.0611187595873 37.50382019986399)
517,1,02-0000039020,1,6,1,2,1755.0,20000101,20021101,410.0,680,1.0,10600,1012-19 도,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205485.010726076,544979.482584882,NULL),NULL,NULL),5116643.0,,51246,2008-0101-507,02-039020,1.0,,,03-0000029797,1.0,3.0,6.0,1.0,2,,,,02-0000039020,2,,1,2,,2008-0101-900,03-029797,79405,,205485.010726076,544979.482584882,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205485.010726076,544979.482584882,205487.35511284697,544973.959555761)),293.0,2,0.0,ㅼ궗612450,MULTIPOINT (127.0620333053521 37.50426672509233)
518,1,02-0000039020,1,6,1,2,1755.0,20000101,20021101,410.0,680,1.0,10600,1012-19 도,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205485.010726076,544979.482584882,NULL),NULL,NULL),5116643.0,,51246,2008-0101-507,02-039020,1.0,,,03-0000013669,1.0,2.0,999.0,1.0,7,,,,02-0000039020,2,,1,2,,2008-0101-900,03-013669,79404,,205485.010726076,544979.482584882,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205485.010726076,544979.482584882,205485.012679732,544979.477982358)),293.0,1,0.0,ㅼ궗612450,MULTIPOINT (127.0620333053521 37.50426672509233)
