,STAT_CDE,MGRNU,A062_KND_C,SPRT_STD_C,EVE_CDE,SPRT_HOTDI,CSS_CDE,ESB_YMD,CAE_YMD,OD_PE_CDE,GU_CDE,CTRL_YNO_C,DONG_CDE,JIBUN,RMK,NW_PE_CDE,WORK_CDE,VIEW_CDE,SPRT_MET_C,ROB_GBN_CD,TFC_BSS_CD,XGEO,SIXID,LINK_ID,HISID,CTK_MGRNU,SPRT_MGRNU,FRM_CDE,RN_CDE,MNG_AGEN,MGRNU_1,STAT_CDE_1,A057_KND_C,ASN_LENX_C,EVE_CDE_1,SNLP_KND_C,BSNLP_KND_,ESB_YMD_1,CAE_YMD_1,A062_MGRNU,SP_RN_CDE,MK_CPY,WORK_CDE_1,VIEW_CDE_1,SIXID_1,CTK_MGRNU_,ASN_MGRNU,HISID_1,A062_POS,XCE,YCE,FB_CDE,FRM_CDE_1,MNG_AGEN_1,XGEO_1,ASN_DRN,SNLP_QUA,BSNLP_QUA,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,gid,geometry
0,1,02-0000178068,1,6,1,2,7850.0,20131229,20131229,410.0,680,1.0,10100,,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204221.148207307,544841.555068987,NULL),NULL,NULL),4196015.0,,229486,2013-0201-067,02-178068,1.0,,,03-0000064550,1.0,3.0,5.0,,1,,,20131229.0,02-0000178068,2,진우산전(주),6,2,4196012.0,2013-0201-067,03-064550,102624,,204221.148207307,544841.555068987,,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204221.148207307,544841.555068987,204219.603122335,544836.799786406)),252.0,2,0.0,ㅼ궗600449,MULTIPOINT (127.0477387332912 37.50303063231385)
1,1,02-0000178067,1,7,1,2,7850.0,20131229,20131229,410.0,680,1.0,10100,802-31 도,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204212.929621534,544827.997401945,NULL),NULL,NULL),4196016.0,,229485,2013-0201-067,02-178067,1.0,,,03-0000064549,1.0,3.0,5.0,,1,,,20131229.0,02-0000178067,2,진우산전(주),6,2,4196011.0,2013-0201-067,03-064549,102623,,204212.929621534,544827.997401945,,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204212.929621534,544827.997401945,204217.657214412,544829.625242717)),19.0,2,0.0,ㅼ궗600449,MULTIPOINT (127.0476457082662 37.50290851453272)
2,1,02-0000178067,1,7,1,2,7850.0,20131229,20131229,410.0,680,1.0,10100,802-31 도,,410,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204212.929621534,544827.997401945,NULL),NULL,NULL),4196016.0,,229485,2013-0201-067,02-178067,1.0,,,03-0000064551,1.0,3.0,5.0,,1,,,20131229.0,02-0000178067,2,진우산전(주),6,2,4196013.0,2013-0201-067,03-064551,102625,,204212.929621534,544827.997401945,,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204212.929621534,544827.997401945,204211.21952081696,544832.695865049)),110.0,2,0.0,ㅼ궗600449,MULTIPOINT (127.0476457082662 37.50290851453272)
3,1,02-0000109590,1,7,1,2,288.0,20131220,20131220,410.0,680,1.0,10600,973-12 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205374.987783456,544360.323502703,NULL),NULL,NULL),5115329.0,,146026,2013-0401-004,02-109590,1.0,,,03-0000013905,1.0,2.0,,1.0,7,,20131220.0,20131220.0,02-0000109590,2,,1,2,,2013-0401-004,03-013905,39704,,205374.987783456,544360.323502703,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205374.987783456,544360.323502703,205374.986073355,544360.328201166)),110.0,1,0.0,ㅼ궗611444,MULTIPOINT (127.0607844674366 37.49868871526149)
4,1,02-0000109590,1,7,1,2,288.0,20131220,20131220,410.0,680,1.0,10600,973-12 대,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205374.987783456,544360.323502703,NULL),NULL,NULL),5115329.0,,146026,2013-0401-004,02-109590,1.0,,,03-0000064354,1.0,3.0,11.0,1.0,3,,20131220.0,20131220.0,02-0000109590,2,,1,2,5115323.0,2013-0401-004,03-064354,102428,,205374.987783456,544360.323502703,2.0,1.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205374.987783456,544360.323502703,205371.045736011,544370.592887394)),111.0,3,0.0,ㅼ궗611444,MULTIPOINT (127.0607844674366 37.49868871526149)
5,1,02-0000177876,1,6,1,2,520.0,20131220,20131220,410.0,680,1.0,10100,712 공,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203974.418163787,544363.74478898,NULL),NULL,NULL),41855210.0,,229294,2013-0401-004,02-177876,4.0,,,03-0000064342,1.0,3.0,7.0,1.0,3,,20131220.0,20131220.0,02-0000177876,2,,6,2,4185621.0,2013-0401-004,03-064342,102416,,203974.418163787,544363.74478898,1.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203974.418163787,544363.74478898,203976.926739434,544357.209725995)),291.0,2,0.0,ㅼ궗597444,MULTIPOINT (127.0449457801026 37.49872662908675)
6,1,02-0000177876,1,6,1,2,520.0,20131220,20131220,410.0,680,1.0,10100,712 공,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203974.418163787,544363.74478898,NULL),NULL,NULL),41855210.0,,229294,2013-0401-004,02-177876,4.0,,,03-0000064343,1.0,2.0,999.0,1.0,7,,20131220.0,20131220.0,02-0000177876,2,,6,2,4185622.0,2013-0401-004,03-064343,102417,,203974.418163787,544363.74478898,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203974.418163787,544363.74478898,203974.42003682,544363.740153061)),292.0,1,0.0,ㅼ궗597444,MULTIPOINT (127.0449457801026 37.49872662908675)
7,1,02-0000178490,1,7,1,2,1734.0,20130903,20130903,280.0,680,1.0,10100,633-16 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202722.182394325,544404.931451717,NULL),NULL,NULL),4165036.0,,229908,2013-0101-103,02-178490,4.0,,,03-0000065097,1.0,2.0,999.0,1.0,7,,20130903.0,20130903.0,02-0000178490,2,명신전자,6,2,4165022.0,2014-0101-103,03-065097,103171,,202722.182394325,544404.931451717,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202722.182394325,544404.931451717,202722.184267358,544404.926815798)),292.0,1,0.0,ㅼ궗585445,MULTIPOINT (127.0307846886947 37.49910226251247)
8,1,02-0000178490,1,7,1,2,1734.0,20130903,20130903,280.0,680,1.0,10100,633-16 대,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202722.182394325,544404.931451717,NULL),NULL,NULL),4165036.0,,229908,2013-0101-103,02-178490,4.0,,,03-0000065096,1.0,3.0,9.0,1.0,2,,20130903.0,20130903.0,02-0000178490,2,명신전자,6,2,4165021.0,2013-0101-103,03-065096,103170,,202722.182394325,544404.931451717,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202722.182394325,544404.931451717,202725.553853666,544396.586797026)),292.0,3,0.0,ㅼ궗585445,MULTIPOINT (127.0307846886947 37.49910226251247)
9,1,02-0000041249,1,2,1,2,2064.0,20030529,20130419,280.0,680,1.0,10500,186-6천,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205839.814630053,546182.133438788,NULL),NULL,NULL),5128382.0,,44128,2013-0101-101,02-041249,1.0,,,03-0000014413,1.0,2.0,999.0,1.0,7,,,20130419.0,02-0000041249,2,,6,2,,2013-0101-101,03-014413,55364,,205839.814630053,546182.133438788,2.0,2.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205839.814630053,546182.133438788,205839.80964908,546182.133874567)),175.0,1,0.0,ㅼ궗616462,MULTIPOINT (127.0660555431177 37.51510048257193)
10,1,02-0000179938,1,6,1,2,2006.0,20141210,20141210,410.0,680,1.0,11400,306유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207108.136424041,544476.748468685,NULL),NULL,NULL),5145849.0,,231356,,02-179938,1.0,,,03-0000066954,1.0,2.0,999.0,1.0,7,,,20141113.0,02-0000179938,2,,6,2,5145844.0,2014-0101-081,03-066954,105027,,207108.13642404097,544476.748468685,2.0,1.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207108.136424041,544476.748468685,207108.137969126,544476.743713402)),288.0,1,0.0,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
11,1,02-0000179938,1,6,1,2,2006.0,20141210,20141210,410.0,680,1.0,11400,306유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207108.136424041,544476.748468685,NULL),NULL,NULL),5145849.0,,231356,,02-179938,1.0,,,03-0000066956,1.0,3.0,7.0,1.0,3,,20141113.0,20141113.0,02-0000179938,2,,1,2,5145846.0,2014-0101-081,03-066956,105029,,207108.13642404097,544476.748468685,2.0,1.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207108.136424041,544476.748468685,207110.183025974,544470.054335393)),287.0,2,0.0,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
12,1,02-0000179938,1,6,1,2,2006.0,20141210,20141210,410.0,680,1.0,11400,306유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207108.136424041,544476.748468685,NULL),NULL,NULL),5145849.0,,231356,,02-179938,1.0,,,03-0000066955,1.0,3.0,6.0,0.0,2,,,20141113.0,02-0000179938,2,,6,2,5145845.0,2014-0101-081,03-066955,105028,,207108.13642404097,544476.748468685,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207108.136424041,544476.748468685,207102.267538437,544475.50099854)),192.0,2,0.0,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
13,1,02-0000179939,1,4,1,2,2006.0,20141113,20141113,410.0,680,1.0,11400,306유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207154.707160305,544432.76478725,NULL),NULL,NULL),5145939.0,,231357,2014-0101-081,02-179939,1.0,,,03-0000066957,1.0,2.0,0.0,0.0,19,,,20141113.0,02-0000179939,2,,6,2,5145932.0,2014-0101-081,03-066957,105030,,207154.707160305,544432.76478725,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207154.707160305,544432.76478725,207154.707257335,544432.764763058)),346.0,1,0.0,ㅼ궗629445,MULTIPOINT (127.0809115817166 37.49932934487891)
14,1,02-0000180004,1,2,1,2,6779.0,20130611,20130611,340.0,650,1.0,11000,162-55구,,340,1,2,1,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204811.500996376,540033.755504038,NULL),NULL,NULL),50062510.0,,231420,2012-1101-057,02-180004,1.0,,,03-0000067016,1.0,2.0,,,7,,20130611.0,20130611.0,02-0000180004,2,,6,2,5006251.0,2012-1101-057,03-067016,105089,,204811.500996376,540033.755504038,,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204811.500996376,540033.755504038,204811.501692242,540033.760455378)),82.0,1,0.0,ㅼ궗605401,MULTIPOINT (127.0543838728145 37.45970905952421)
15,1,02-0000098826,1,4,1,2,617.0,20060131,20140212,410.0,680,1.0,10600,78-24유,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(205975.655047644,544590.745727418,NULL),NULL,NULL),5125564.0,,220959,2014-0101-114,02-098826,1.0,,,03-0000013682,1.0,2.0,999.0,1.0,7,,,20140212.0,02-0000098826,2,,6,2,,2014-0101-114,03-013682,68109,,205975.655047644,544590.745727418,2.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(205975.655047644,544590.745727418,205975.659502677,544590.74799737)),27.0,1,0.0,ㅼ궗617446,MULTIPOINT (127.0675791385603 37.50076114182543)
16,1,02-0000177539,1,4,1,2,6909.0,20131001,20131001,380.0,650,1.0,10100,821-1공,,380,1,2,1,2,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(198758.969995645,543106.006841315,NULL),NULL,NULL),31821710.0,,228957,2013-0101-081,02-177539,1.0,,,03-0000064233,1.0,2.0,0.0,,7,,20131001.0,20131001.0,02-0000177539,2,진우산전,6,2,3182171.0,2013-0101-081,03-064233,102307,,198758.969995645,543106.006841315,,1.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(198758.969995645,543106.006841315,198758.97009562998,543106.00683957)),359.0,1,0.0,ㅼ궗545432,MULTIPOINT (126.9859675958644 37.48740203660118)
17,1,02-0000180357,1,4,2,2,6558.0,20130301,20130301,280.0,680,1.0,11000,484천,,280,1,2,2,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203048.951789942,548378.177123905,NULL),NULL,NULL),4263727.0,,231773,,02-180357,1.0,,,03-0000068251,1.0,2.0,,,7,,,,02-0000180357,2,,1,2,4263725.0,,03-068251,106324,,203048.951789942,548378.177123905,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203048.951789942,548378.177123905,203048.947222215,548378.179157588)),156.0,1,0.0,ㅼ궗588485,MULTIPOINT (127.0344965417577 37.53490031883073)
18,1,02-0000180357,1,4,2,2,6558.0,20130301,20130301,280.0,680,1.0,11000,484천,,280,1,2,2,2,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203048.951789942,548378.177123905,NULL),NULL,NULL),4263727.0,,231773,,02-180357,1.0,,,03-0000068250,1.0,2.0,3.0,,2,2.0,,,02-0000180357,2,,1,2,4263724.0,,03-068250,106323,,203048.951789942,548378.177123905,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203048.951789942,548378.177123905,203046.255407803,548379.492237345)),154.0,1,1.0,ㅼ궗588485,MULTIPOINT (127.0344965417577 37.53490031883073)
19,1,02-0000177233,1,10,1,2,4684.0,20131125,20131125,340.0,650,1.0,10800,1412 도,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201675.229425487,544533.120018458,NULL),NULL,NULL),4135954.0,,228651,,02-177233,6.0,,,03-0000063765,1.0,2.0,,,7,,,,02-0000177233,2,,1,2,4145051.0,,03-063765,101839,,201675.229425487,544533.120018458,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201675.229425487,544533.120018458,201675.23406140596,544533.118145425)),338.0,1,0.0,ㅼ궗574446,MULTIPOINT (127.0189451716813 37.50025974139214)
20,1,02-0000177244,1,10,1,2,1061.0,20131126,20131126,340.0,650,1.0,10600,119제,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201240.409247887,546696.902681982,NULL),NULL,NULL),4139183.0,,228662,,02-177244,6.0,,,03-0000063802,1.0,3.0,9.0,1.0,2,,,,02-0000177244,2,,1,2,4139193.0,,03-063802,101876,,201240.409247887,546696.902681982,1.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201240.409247887,546696.902681982,201235.24705996,546704.275050381)),125.0,2,0.0,ㅼ궗570468,MULTIPOINT (127.0140314388165 37.51975620830527)
21,1,02-0000177244,1,10,1,2,1061.0,20131126,20131126,340.0,650,1.0,10600,119제,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(201240.409247887,546696.902681982,NULL),NULL,NULL),4139183.0,,228662,,02-177244,6.0,,,03-0000063803,1.0,3.0,6.0,,2,2.0,,,02-0000177244,2,,1,2,4139194.0,,03-063803,101877,,201240.409247887,546696.902681982,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(201240.409247887,546696.902681982,201245.65696613,546699.811539704)),29.0,2,1.0,ㅼ궗570468,MULTIPOINT (127.0140314388165 37.51975620830527)
22,1,02-0000177253,16,10,1,2,7103.0,20131127,20131127,340.0,650,1.0,10300,269-3전,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202004.156574804,540380.460219252,NULL),NULL,NULL),40476210.0,,228671,,02-177253,1.0,,,03-0000063819,1.0,3.0,7.0,,3,,,,02-0000177253,2,,1,2,4047624.0,,03-063819,101893,,202004.156574804,540380.460219252,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202004.156574804,540380.460219252,202009.019183397,540385.495597854)),46.0,1,0.0,ㅼ궗577405,MULTIPOINT (127.0226537101876 37.46284325289248)
23,1,02-0000177253,16,10,1,2,7103.0,20131127,20131127,340.0,650,1.0,10300,269-3전,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(202004.156574804,540380.460219252,NULL),NULL,NULL),40476210.0,,228671,,02-177253,1.0,,,03-0000063818,1.0,2.0,0.0,,7,,,,02-0000177253,2,,1,2,4047623.0,,03-063818,101892,,202004.156574804,540380.460219252,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(202004.156574804,540380.460219252,202004.15664427003,540380.460291186)),46.0,1,0.0,ㅼ궗577405,MULTIPOINT (127.0226537101876 37.46284325289248)
24,1,02-0000177269,1,10,1,2,7004.0,20131126,20131126,340.0,650,1.0,10800,967대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(200411.638734942,543265.620625509,NULL),NULL,NULL),4113405.0,,228687,,02-177269,6.0,,,03-0000063845,1.0,3.0,5.0,,2,,,,02-0000177269,2,,1,2,4113401.0,,03-063845,101919,,200411.638734942,543265.620625509,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(200411.638734942,543265.620625509,200406.687394598,543266.316491014)),172.0,1,0.0,ㅼ궗562434,MULTIPOINT (127.0046545142919 37.48884091110965)
25,1,02-0000177269,1,10,1,2,7004.0,20131126,20131126,340.0,650,1.0,10800,967대,,340,1,2,1,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(200411.638734942,543265.620625509,NULL),NULL,NULL),4113405.0,,228687,,02-177269,6.0,,,03-0000063848,1.0,2.0,,,7,,,,02-0000177269,2,,1,2,4113403.0,,03-063848,101922,,200411.638734942,543265.620625509,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(200411.638734942,543265.620625509,200411.633783602,543265.621321374)),172.0,1,0.0,ㅼ궗562434,MULTIPOINT (127.0046545142919 37.48884091110965)
26,1,02-0000177273,16,10,1,2,1157.0,20131127,20131127,340.0,650,1.0,10200,350-4대,,340,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(203690.831962351,540592.010066462,NULL),NULL,NULL),4087068.0,,228691,,02-177273,6.0,,,03-0000063854,1.0,3.0,7.0,,2,2.0,,,02-0000177273,2,,1,2,4087061.0,,03-063854,101928,,203690.831962351,540592.010066462,,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(203690.831962351,540592.010066462,203695.781709819,540587.060318994)),315.0,2,2.0,ㅼ궗594407,MULTIPOINT (127.0417198706399 37.4647441485217)
27,1,02-0000179847,11,10,1,2,389.0,20150108,20150108,220.0,590,1.0,10600,816대,,220,1,2,2,1,105,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(198680.188552092,544502.770865838,NULL),NULL,NULL),3185054.0,,231265,,02-179847,1.0,,,03-0000066851,1.0,2.0,1.0,1.0,3,3.0,20141105.0,20141105.0,02-0000179847,2,진우산전,6,2,3185051.0,2014-0101-099,03-066851,104924,,198680.188552092,544502.770865838,1.0,4.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(198680.188552092,544502.770865838,198680.857682698,544502.027721013)),312.0,1,1.0,ㅼ궗544446,MULTIPOINT (126.9850743049619 37.49998686990671)
28,1,02-0000180426,1,2,1,2,2007.0,20000101,20150114,410.0,680,1.0,11400,,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207017.799468922,543787.356471951,NULL),NULL,NULL),5144602.0,,231842,2013-1101-018,02-180426,1.0,,,03-0000068344,1.0,2.0,,,7,,,20150114.0,02-0000180426,2,,6,2,5144601.0,2013-1101-018,03-068344,106417,,207017.799468922,543787.356471951,,2.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207017.799468922,543787.356471951,207017.79775882096,543787.361170414)),110.0,1,0.0,ㅼ궗628438,MULTIPOINT (127.0793571595829 37.4935152287733)
29,1,02-0000180601,1,7,1,2,1149.0,20140730,20140730,340.0,650,1.0,10900,산 13-358 도,,340,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(207937.90625,540415.28125,NULL),NULL,NULL),5067537.0,,232017,2013-1101-019,02-180601,6.0,,,03-0000069498,1.0,3.0,12.0,1.0,3,,20150228.0,20150228.0,02-0000180601,2,관급,6,2,5067535.0,2014-0101-105,03-069498,107571,,207937.90625,540415.28125,1.0,2.0,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(207937.90625,540415.28125,207932.834830859,540426.156943444)),115.0,2,0.0,ㅼ궗637405,MULTIPOINT (127.0897253671994 37.46312510290696)
30,1,02-0000179122,1,2,1,2,453.0,20140612,20140612,280.0,680,1.0,10500,133 공,,280,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204339.065416508,545034.656215788,NULL),NULL,NULL),41963510.0,,230540,,02-179122,1.0,,,03-0000066124,1.0,2.0,999.0,1.0,7,,,,02-0000179122,2,,1,2,4196351.0,,03-066124,104198,,204339.065416508,545034.656215788,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204339.065416508,545034.656215788,204339.067763866,545034.65180105)),298.0,1,0.0,ㅼ궗601451,MULTIPOINT (127.0490734467297 37.50476993722975)
31,1,02-0000179123,1,2,1,2,453.0,20140612,20140612,410.0,680,1.0,10600,137 공,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204381.391883112,545002.049951565,NULL),NULL,NULL),4196458.0,,230541,,02-179123,1.0,,,03-0000066130,1.0,2.0,,1.0,7,,,,02-0000179123,2,,1,2,4196451.0,,03-066130,104204,,204381.391883112,545002.049951565,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204381.391883112,545002.049951565,204381.390173011,545002.054650028)),110.0,1,0.0,ㅼ궗601451,MULTIPOINT (127.0495519512417 37.50447595329778)
32,1,02-0000179123,1,2,1,2,453.0,20140612,20140612,410.0,680,1.0,10600,137 공,,410,1,2,1,1,106,MDSYS.SDO_GEOMETRY(2001,2093,MDSYS.SDO_POINT_TYPE(204381.391883112,545002.049951565,NULL),NULL,NULL),4196458.0,,230541,,02-179123,1.0,,,03-0000066131,1.0,2.0,0.0,1.0,10,,,,02-0000179123,2,,1,2,4196357.0,,03-066131,104205,,204381.391883112,545002.049951565,2.0,,,MDSYS.SDO_GEOMETRY(2002,2093,NULL,MDSYS.SDO_ELEM_INFO_ARRAY(1,2,1),MDSYS.SDO_ORDINATE_ARRAY(204381.391883112,545002.049951565,204381.391845651,545002.050044283)),112.0,1,0.0,ㅼ궗601451,MULTIPOINT (127.0495519512417 37.50447595329778)
