,Unnamed: 0,고정형CCTV지번주소,위도,경도,자치구,단속지점명,현장구분
1234,1234,삼성동 2,37.51727,127.04236,강남구,[삼성2-112] 강남구청역1번출구 주변,불법주정차구역
1235,1235,논현동 22,37.51521,127.02264,강남구,[논현1-109] 신동아논현아파트,불법주정차구역
1236,1236,논현동 207,37.51385,127.03107,강남구,[논현2-101] 학동역3번출구 주변,불법주정차구역
1237,1237,논현동 62-7,37.52097,127.03285,강남구,[논현2-109] 마포숯불갈비 주변,불법주정차구역
1238,1238,논현동 98-2,37.51976,127.03491,강남구,[논현2-112] 두산빌딩 주변,불법주정차구역
1239,1239,논현동 90-3,37.51625,127.03454,강남구,[논현2-116] 신한금융투자 주변,불법주정차구역
1240,1240,논현동 245,37.51519,127.03763,강남구,[논현2-119] 동양파라곤101동앞 주변,불법주정차구역
1241,1241,논현동 276-2,37.5102,127.03958,강남구,[논현2-121] 아크로힐스논현 주변,불법주정차구역
1242,1242,대치동 604,37.49381,127.06123,강남구,[대치1-101] 대치상가 주변,불법주정차구역
1243,1243,대치동 1021-3,37.49836,127.05978,강남구,[대치1-107] 덕산빌딩 주변,불법주정차구역
1244,1244,대치동 1027,37.49358,127.0591,강남구,[대치1-111] 래미안대치팰리스정문주변,불법주정차구역
1260,1260,양재2동 276-6,37.47694972,127.0454014,서초구,대신증권양재 주변,불법주정차구역
1261,1261,서초1동 1445-28,37.48388958,127.0191477,서초구,더샵아파트 102동 주변,불법주정차구역
1262,1262,방배2동 473-15,37.47737967,126.98521,서초구,덕산홈타운(아)주변,불법주정차구역
1263,1263,방배2동 산75-2,37.47938832,126.9876245,서초구,도구로일대1,불법주정차구역
1264,1264,방배2동 산75-2,37.48025258,126.9882586,서초구,도구로일대2,불법주정차구역
1265,1265,서초3동 1715-4,37.49410297,127.0128707,서초구,동구빌딩 주변,불법주정차구역
1266,1266,방배4동 851-1,37.49006838,126.9921869,서초구,동국한방병원 주변,불법주정차구역
1267,1267,양재2동 379,37.47119107,127.0454058,서초구,동산어린이공원주변,불법주정차구역
1268,1268,반포4동 48-2 ~ 47-1사이,37.49999341,127.0094369,서초구,대성유니드아파트주변,불법주정차구역
1269,1269,서초1동 1678-10,37.49482152,127.0193325,서초구,동아빌라트 주변,불법주정차구역
1270,1270,서초2동 1350-13,37.48510235,127.0266156,서초구,동원베네스트 101동주변,불법주정차구역
1271,1271,방배4동 821-1,37.49049069,126.98657,서초구,뒷벌공원아람어린이집주변,불법주정차구역
1272,1272,방배1동 905-1,37.4849525,126.9954202,서초구,디지털프라자주변,불법주정차구역
1273,1273,잠원동 14-17,37.51554735,127.0177635,서초구,라전빌딩 주변,불법주정차구역
1274,1274,방배본동 774-19,37.4947232,126.9882609,서초구,래미안 방배 에비뉴주변,불법주정차구역
1296,1296,서초2동 1331-3,37.49320248,127.0260247,서초구,레미안서초에스티지정문주변,불법주정차구역
1297,1297,서초4동 1688-4,37.49600819,127.0197353,서초구,롯데캐슬 아파트 입구 삼거리,불법주정차구역
1298,1298,서초4동 1688-6,37.49635056,127.0202103,서초구,롯데캐슬프레지던트주변,불법주정차구역
1299,1299,방배본동 754-1,37.49650244,126.9838612,서초구,롯데캐슬헤론주변,불법주정차구역
1300,1300,잠원동 7-2,37.51805983,127.0171075,서초구,리버사이드뒤경로당주변,불법주정차구역
1301,1301,잠원동 8-24,37.51839077,127.0186781,서초구,리버사이드호텔 주변,불법주정차구역
1302,1302,서초1동 1656-4,37.49137821,127.0148655,서초구,롯데캐슬메디치뒷길주변,불법주정차구역
1303,1303,잠원동 52-1,37.51845346,127.0148415,서초구,리오센트아파트 102동주변,불법주정차구역
1304,1304,잠원동 52-1,37.51770551,127.0133718,서초구,리오센트아파트 103동주변,불법주정차구역
1305,1305,잠원동 52,37.51910184,127.012947,서초구,리오센트아파트 105동주변,불법주정차구역
1306,1306,잠원동 52,37.51974342,127.0140807,서초구,리오센트아파트 106동주변,불법주정차구역
1307,1307,양재2동 261-9,37.47547034,127.0414904,서초구,마방로공원 주변,불법주정차구역
1332,1332,서초3동 1505-2,37.48949742,127.0046243,서초구,마제스타시티주변,불법주정차구역
1333,1333,양재2동 324-1,37.47033737,127.0423434,서초구,매헌초교앞 삼거리주변,불법주정차구역
1334,1334,서초3동 1529,37.48651881,127.0094266,서초구,맥도날드 삼거리 부근,불법주정차구역
1335,1335,양재2동 219-2,37.46332156,127.0347309,서초구,명연빌딩주변,불법주정차구역
1336,1336,서초1동 1666-17,37.49207216,127.0169,서초구,무궁화공영주차장 주변,불법주정차구역
1337,1337,서초4동 1309-9,37.50238073,127.0247037,서초구,바로세움 주변,불법주정차구역
1338,1338,반포4동 53-4,37.50092035,127.010043,서초구,반도빌딩주변,불법주정차구역
1339,1339,잠원동 72-2,37.50838388,127.0033099,서초구,반원상가 주변,불법주정차구역
1340,1340,반포본동 796,37.50353164,126.9859766,서초구,반포(아)66동주변,불법주정차구역
1341,1341,반포4동 49-8,37.5003308,127.0106396,서초구,미도APT구립주차장주변,불법주정차구역
1342,1342,반포4동 46,37.49959244,127.0099909,서초구,반포4동성당주변,불법주정차구역
1343,1343,반포1동 743,37.50414204,127.0191303,서초구,반포공영주차장입구주변,불법주정차구역
1344,1344,반포4동 19-10,37.50360112,127.0024225,서초구,반포대교 고가차도주변,불법주정차구역
1345,1345,잠원동 75-10,37.50520501,127.0011356,서초구,반포대로 고가차도 남단사거리주변,불법주정차구역
1346,1346,반포4동 63-7,37.50028829,127.0038829,서초구,반포도요다 주변,불법주정차구역
1347,1347,반포1동 32-5,37.50162752,127.0118745,서초구,반포래미안 아이파크 정문주변,불법주정차구역
1375,1375,반포2동 2-8,37.50522404,126.9938485,서초구,반포성당주변,불법주정차구역
1376,1376,반포2동 4-14,37.50428551,126.9945329,서초구,반포성모유치원주변,불법주정차구역
1377,1377,반포1동 30-18,37.50183972,127.0176171,서초구,반포센트럴푸르지오서밋주변,불법주정차구역
1378,1378,반포3동 75-15,37.50570351,127.0030712,서초구,반포쇼핑 2-3동사이주변,불법주정차구역
1379,1379,잠원동 76-7,37.50578633,127.0016379,서초구,반포쇼핑2동뒤 216동 주변,불법주정차구역
1380,1380,반포4동 551-13,37.49768083,127.0005544,서초구,반포서래어린이집주변,불법주정차구역
1381,1381,반포4동 55-6,37.5029453,127.0107475,서초구,반포쌍동빌딩 주변,불법주정차구역
1382,1382,반포2동 2-8,37.50587179,126.9948956,서초구,반포아크로리버파크주변,불법주정차구역
1383,1383,반포4동 103-1,37.49706833,126.9969334,서초구,반포어린이집주변,불법주정차구역
1413,1413,반포1동 20-46,37.50608347,127.0098858,서초구,반포자이아파트입구주변,불법주정차구역
1414,1414,반포2동 18-2,37.50195425,126.9956534,서초구,반포종합운동장입구주변,불법주정차구역
1415,1415,방배4동 807-3,37.49356272,126.9923542,서초구,방배4동성당 주변,불법주정차구역
1416,1416,방배4동 874-1,37.48858542,126.9921715,서초구,방배4동주민센터주변,불법주정차구역
1417,1417,방배2동 424-28,37.48389798,126.9842254,서초구,방배롯데캐슬106동주변,불법주정차구역
1418,1418,방배2동 424-28,37.48401248,126.985813,서초구,방배롯데캐슬110동주변,불법주정차구역
1419,1419,방배2동 424-28,37.48269302,126.9848883,서초구,방배롯데캐슬놀이터주변,불법주정차구역
1420,1420,방배본동 752-36,37.4975651,126.9852191,서초구,방배아크로리버주변,불법주정차구역
1421,1421,방배1동 923-6,37.4829894,126.9957831,서초구,방배아크로타워 주변,불법주정차구역
1422,1422,방배2동 424-28,37.48274398,126.983156,서초구,방배롯데캐슬101동주변,불법주정차구역
1423,1423,방배3동 995-22,37.47935885,127.0035806,서초구,방배아트자이 삼거리주변,불법주정차구역
1424,1424,방배3동 992-8,37.48055624,127.0020274,서초구,방배아트자이 정문입구주변,불법주정차구역
1425,1425,방배3동 993-8,37.47977795,127.0017907,서초구,방배아트자이 주차장입구주변,불법주정차구역
1426,1426,방배3동 984-4,37.48150533,126.9980683,서초구,방배역1번출구주변,불법주정차구역
1427,1427,방배1동 912-6,37.48117691,126.9966334,서초구,방배역3번출구 주변,불법주정차구역
1428,1428,방배4동 875-1,37.48891318,126.9929162,서초구,방배열린문화센터 주변,불법주정차구역
1457,1457,양재1동 72,37.47851634,127.0350485,서초구,방아다리공원 주변,불법주정차구역
1458,1458,서초3동 1707-4,37.49319481,127.008491,서초구,법원등기국우측주변,불법주정차구역
1459,1459,서초3동 1707-4,37.49340281,127.0091322,서초구,법원등기국좌측주변,불법주정차구역
1460,1460,방배4동 1397,37.4864187,126.9830817,서초구,방배한진로즈힐 주변,불법주정차구역
1461,1461,서초3동 1711,37.49390236,127.0105014,서초구,법원로중앙법원입구주변1,불법주정차구역
1462,1462,서초3동 1710-1,37.4940386,127.0106497,서초구,법원로중앙법원입구주변2,불법주정차구역
1463,1463,반포4동 82-13,37.49476047,127.002155,서초구,법학빌라주변,불법주정차구역
1464,1464,방배2동 450-1,37.47830154,126.9824706,서초구,복개도로호림수산주변,불법주정차구역
1465,1465,방배2동 445-1,37.47713325,126.9828215,서초구,복개로만남의광장주변,불법주정차구역
1499,1499,방배3동 981-40,37.48012221,126.9951182,서초구,브루운스톤효령아파트주변,불법주정차구역
1500,1500,서초1동 1603-1,37.48582072,127.0158163,서초구,블루핀타워 주변,불법주정차구역
1501,1501,서초3동 1587,37.48530165,127.0144744,서초구,비씨카드 주변,불법주정차구역
1502,1502,서초2동 1362-9,37.48567708,127.0323581,서초구,브니엘빌딩주변,불법주정차구역
1503,1503,방배2동 445-5,37.47724709,126.9818165,서초구,사당역13번출구 주변,불법주정차구역
1504,1504,방배2동 2525-1,37.47508151,126.9818975,서초구,사당역3번출구주변,불법주정차구역
1505,1505,서초2동 1359-12,37.48550755,127.0316306,서초구,사도감공원 주변,불법주정차구역
1541,1541,서초3동 1541-1,37.49002025,127.0077391,서초구,사랑의교회주차장입구주변,불법주정차구역
1542,1542,반포4동 58-7,37.5039641,127.0101721,서초구,삼공빌딩주변,불법주정차구역
1543,1543,서초4동 1308-1,37.5015011,127.0240071,서초구,삼미빌딩 주변,불법주정차구역
1544,1544,서초3동 1541-1,37.49083831,127.0080405,서초구,사랑의교회정문주변,불법주정차구역
1545,1545,양재1동 678,37.46592151,127.0226936,서초구,삼성RND2단지주변,불법주정차구역
1577,1577,서초1동 1641-1,37.49335778,127.0190191,서초구,삼성래미안(아)101동주변,불법주정차구역
1578,1578,양재2동 207-4,37.46500905,127.0354353,서초구,삼성빌리지주변,불법주정차구역
1579,1579,양재1동 686,37.46520227,127.0211774,서초구,삼성프라자주변,불법주정차구역
1580,1580,서초2동 1327-35,37.49446259,127.0285216,서초구,삼성화재후문 주변,불법주정차구역
1581,1581,방배3동 1024-6,37.4768356,127.0007757,서초구,삼원빌딩주변,불법주정차구역
1582,1582,방배3동 1018-1,37.47837276,127.0011837,서초구,삼익아파트주변,불법주정차구역
1883,1883,대치동 210,37.49665,127.06107,강남구,[대치1-112] 서울교회 주변,불법주정차구역
1884,1884,대치동 1014-3,37.49633,127.05991,강남구,[대치1-113] 삼성아파트 주변,불법주정차구역
1885,1885,대치동 1013,37.49682,127.0566,강남구,[대치1-114] 단대부고담장 주변,불법주정차구역
1886,1886,대치동 991,37.49961,127.06368,강남구,[대치2-107] 남성빌딩 주변,불법주정차구역
1887,1887,대치동 965-1,37.5036,127.06046,강남구,[대치2-110] 한탐학원 주변,불법주정차구역
1888,1888,대치동 966-4,37.50402,127.06181,강남구,[대치2-111] 휘문중고등학교 주변,불법주정차구역
1889,1889,대치동 1009,37.50262,127.06778,강남구,[대치2-113] 렉서스강남전시장 주변,불법주정차구역
1890,1890,대치동 996-16,37.50813,127.06534,강남구,[대치2-114] 육안빌딩 주변,불법주정차구역
1891,1891,대치동 936,37.49759,127.05247,강남구,[대치4-101] 올리브영 주변,불법주정차구역
1892,1892,대치동 941-18,37.49891,127.06052,강남구,[대치4-103] 은마아파트입구R 주변,불법주정차구역
1893,1893,대치동 889-11,37.50465,127.05021,강남구,[대치4-104] 선릉역1번출구 주변,불법주정차구역
1894,1894,대치동 907-7,37.50117,127.05256,강남구,[대치4-105] 성진빌딩 주변,불법주정차구역
1895,1895,대치동 910-5,37.50188,127.05518,강남구,[대치4-106] 풍림아이원아파트 주변,불법주정차구역
1896,1896,도곡동 902-4,37.48671,127.03934,강남구,[도곡1-103] 대림상가 주변,불법주정차구역
1897,1897,도곡동 953-1,37.48531,127.03467,강남구,[도곡1-106] 양재SK허브프리모 주변,불법주정차구역
1898,1898,도곡동 902-8,37.48732,127.03784,강남구,[도곡1-107] 쌍용예가아파트 주변,불법주정차구역
1899,1899,도곡동 467-6,37.48785,127.05172,강남구,[도곡2-101] 대림아크로빌 주변,불법주정차구역
1900,1900,도곡동 465,37.48635,127.0507,강남구,[도곡2-104] 개포우성4차A상가 주변,불법주정차구역
1901,1901,도곡동 467-29,37.48772,127.05315,강남구,[도곡2-105] 타워팰리스G동 주변,불법주정차구역
1902,1902,도곡동 527-5,37.49483,127.05345,강남구,[도곡2-106] 도곡렉슬아파트 주변,불법주정차구역
1903,1903,삼성동 159,37.50996,127.05841,강남구,[삼성1-104] 도심공항타워빌딩 주변,불법주정차구역
1904,1904,삼성동 159,37.51174,127.06121,강남구,[삼성1-109] 코엑스 주변,불법주정차구역
1905,1905,삼성동 159-9,37.50922,127.06259,강남구,[삼성1-111] 삼성역6번 출구 주변,불법주정차구역
1906,1906,삼성동 168-3,37.50996,127.0629,강남구,[삼성1-112] 삼성역7번 출구 주변,불법주정차구역
1907,1907,삼성동 168-12,37.50933,127.0639,강남구,[삼성1-113] 삼성역8번 출구 주변,불법주정차구역
1908,1908,삼성동 147-15,37.51251,127.05671,강남구,[삼성1-114] 흑돈가 주변,불법주정차구역
1909,1909,삼성동 167,37.51128,127.0622,강남구,[삼성1-116] 현대글로비스본사 주변,불법주정차구역
1910,1910,삼성동 55,37.51883,127.05282,강남구,[삼성1-123] 진흥상가 주변,불법주정차구역
1911,1911,삼성동 49-9,37.51235,127.05043,강남구,[삼성2-106] 영상빌딩 주변,불법주정차구역
1912,1912,삼성동 142-46,37.50589,127.05269,강남구,[삼성2-108] 암천빌딩 주변,불법주정차구역
1913,1913,삼성동 143-35,37.50631,127.05277,강남구,[삼성2-115] 현대타워 주변,불법주정차구역
1914,1914,삼성동 2,37.51676,127.04251,강남구,[삼성2-201] 서광아파트담장 주변,불법주정차구역
1915,1915,율현동 110,37.47091,127.11864,강남구,[세곡-101] 자동차매매시장4 주변,불법주정차구역
1916,1916,율현동 110,37.46986,127.11918,강남구,[세곡-105] 자동차매매시장5 주변,불법주정차구역
1917,1917,율현동 122-5,37.46774,127.12007,강남구,[세곡-106] 자동차매매시장6 주변,불법주정차구역
1918,1918,세곡동 529,37.4692,127.09164,강남구,[세곡-109] 세명초등학교 주변,불법주정차구역
1919,1919,율현동 185-1,37.47415,127.10925,강남구,[세곡-112] 율현초등학교 주변,불법주정차구역
1920,1920,세곡동 515,37.46327,127.10366,강남구,[세곡-114] 리엔파크프라자 주변,불법주정차구역
1921,1921,수서동 714,37.48846,127.10229,강남구,[수서-102] 로얄프라자빌딩 주변,불법주정차구역
1922,1922,신사동 539-10,37.48856,127.10053,강남구,[신사-103] 진우빌딩 주변,불법주정차구역
1923,1923,신사동 502-5,37.48523,127.10392,강남구,[신사-105] MI타워 주변,불법주정차구역
1924,1924,신사동 564,37.52169,127.02659,강남구,[신사-111] 신사7호공영주차장 주변,불법주정차구역
1925,1925,신사동 554,37.52151,127.02362,강남구,[신사-112] 정인빌딩 주변,불법주정차구역
1926,1926,신사동 548-4,37.5239,127.02316,강남구,[신사-114] 훈지빌딩 주변,불법주정차구역
1927,1927,신사동 550-11,37.52319,127.02332,강남구,[신사-214] 신구초등학교 주변,불법주정차구역
1928,1928,신사동 666-11,37.52341,127.039,강남구,[압구정-107] 학동사거리 주변,불법주정차구역
1929,1929,신사동 632,37.52397,127.03407,강남구,[압구정-119] 압구정하이츠파크입구 주변,불법주정차구역
1930,1930,역삼동 826-37,37.49521,127.03089,강남구,[역삼1-101] 쌍용플래티넘밸류 주변,불법주정차구역
1931,1931,역삼동 644-18,37.50124,127.03514,강남구,[역삼1-104] 머큐어쏘도베호텔 주변,불법주정차구역
1932,1932,역삼동 737,37.50025,127.03584,강남구,[역삼1-107] 강남파이낸스센터 주변,불법주정차구역
1933,1933,역삼동 738-9,37.49924,127.03749,강남구,[역삼1-108] 씨앤씨빌딩 주변,불법주정차구역
1934,1934,역삼동 688,37.50764,127.03921,강남구,[역삼1-110] GS칼텍스 주변,불법주정차구역
1935,1935,역삼동 701-14,37.50417,127.04367,강남구,[역삼1-114] 상록플라자 주변,불법주정차구역
1936,1936,역삼동 773-8,37.49675,127.04533,강남구,[역삼2-104] 유진약국 주변,불법주정차구역
1937,1937,역삼동 705-9,37.50436,127.04772,강남구,[역삼1-119] 선릉역5번출구 주변,불법주정차구역
1938,1938,역삼동 646-20,37.50036,127.03469,강남구,[역삼1-121] 역삼역4번출구 주변,불법주정차구역
1939,1939,역삼동 653-3,37.50843,127.03843,강남구,[역삼1-125] 경복아파트R 주변,불법주정차구역
1940,1940,역삼동 649-10,37.49921,127.02972,강남구,[역삼1-130] 서림빌딩 주변,불법주정차구역
1941,1941,역삼동 717,37.50009,127.03889,강남구,[역삼2-101] 금융결제원본사 주변,불법주정차구역
1942,1942,역삼동 755-10,37.50034,127.05076,강남구,[역삼2-103] 도성초교R 주변,불법주정차구역
1943,1943,삼성동 156-5,37.50857,127.05593,강남구,[삼성1-110] 리칭(삼성본점) 주변,불법주정차구역
1944,1944,역삼동 829-15,37.50875,127.06204,강남구,[역삼1-118] 역삼초교R 주변,불법주정차구역
1945,1945,역삼동 783-21,37.49445,127.04469,강남구,[역삼2-111] 강남세브란스교수연구동 주변,불법주정차구역
1946,1946,역삼동 719-9,37.50102,127.04022,강남구,[역삼2-115] 양자강 주변,불법주정차구역
1947,1947,일원동 687,37.48913,127.08178,강남구,[일원1-104] 삼성의료원앞R 주변,불법주정차구역
1948,1948,일원동 639-7,37.49554,127.0857,강남구,[일원1-105] 원일빌딩 주변,불법주정차구역
1949,1949,대치동 18-11,37.49805,127.07452,강남구,[일원2-105] 대치교동측 주변,불법주정차구역
1950,1950,수서동 590,37.48234,127.09441,강남구,[일원본-104] 그린프라자 주변,불법주정차구역
1951,1951,청담동 78-18,37.52743,127.0416,강남구,[청담-101] YBM청담빌딩 주변,불법주정차구역
1952,1952,청담동 47-4,37.51892,127.04987,강남구,[청담-105] 청담역8번출구 주변,불법주정차구역
1953,1953,역삼동 788,37.49345,127.04059,강남구,[역삼2-105] 역삼청소년수련관 주변,불법주정차구역
1954,1954,청담동 118-2,37.52627,127.0472,강남구,[청담-112] 송은아트스페이스 주변,불법주정차구역
1955,1955,청담동 134-21,37.52087,127.05899,강남구,[청담-118] 청담삼익아파트 주변,불법주정차구역
1956,1956,청담동 94,37.52573,127.04337,강남구,[청담-131] 이니그마빌 주변,불법주정차구역
1957,1957,청담동 4-1,37.52316,127.04475,강남구,[청담-133] 피엔폴루스뒷길 주변,불법주정차구역
1958,1958,청담동 141-1,37.52765,127.04414,강남구,[청담-134] 청담매스터빌 주변,불법주정차구역
1959,1959,청담동 91,37.52425,127.04134,강남구,[청담-135] 승원빌딩 주변,불법주정차구역
1960,1960,청담동 57-2,37.52389,127.05161,강남구,[청담-136] 아트인빌딩 주변,불법주정차구역
1961,1961,청담동 13-1,37.52315,127.04553,강남구,[청담-137] 새벽별비전센터 주변,불법주정차구역
1962,1962,청담동 66,37.52004,127.05243,강남구,[청담-138] 청담공원 주변,불법주정차구역
1963,1963,논현동 225-5,37.51143,127.0358,강남구,[논현2-120] 자동차전시장빌딩주변,불법주정차구역
1964,1964,논현동 225-3,37.51172,127.03564,강남구,[논현2-111] 서울비전 주변,불법주정차구역
1965,1965,개포동 12 주변,37.49565,127.07776,강남구,[일원2-107] 대청아파트 주변,불법주정차구역
1966,1966,역삼동666-2,37.50475,127.03659,강남구,[역삼1-132] 충현1공원 주변,불법주정차구역
1967,1967,도곡동 91,37.49052,127.0541,강남구,[도곡2-110] 숙명여고 정문 주변,불법주정차구역
1968,1968,역삼동 615-4,37.50449,127.02767,강남구,[역삼1-133] 르메르디앙호텔 주변,불법주정차구역
1969,1969,일원동 184-13,37.48673,127.08271,강남구,[일원본-105] 삼성서울병원 정문 주변,불법주정차구역
1970,1970,신월동 198-5,37.49058,127.0614,강남구,[대치1-115] 대치초등학교 정문 주변,불법주정차구역
1971,1971,청담동 35-48,37.51876,127.04558,강남구,[청담-139] 한신오페라하우스2차 주변,불법주정차구역
1972,1972,신사동 534-18,37.52075,127.02284,강남구,[신사-115] 태명빌딩 주변,불법주정차구역
1973,1973,역삼동 836,37.49201,127.03241,강남구,[역삼1-134] 역삼한스빌아파트 주변,불법주정차구역
1974,1974,대치동 989-10,37.49888,127.06287,강남구,[대치2-115] 은마아프트 북문앞 주변,불법주정차구역
1975,1975,청담동 23,37.5219,127.04135,강남구,[청담-129] 청담현대2차아파트 주변,불법주정차구역
1976,1976,역삼동 680-1,37.50835,127.04032,강남구,[역삼1-124] 라움 주변,불법주정차구역
1977,1977,일원동 683,37.49099,127.08099,강남구,[일원1-106] 영희초교앞R 주변,불법주정차구역
1978,1978,대치동986,37.50048879,127.0632232,강남구,[대치2-116] 하이캐슬아파트 주변,불법주정차구역
1979,1979,대치동986-4,37.50083274,127.0644844,강남구,[대치2-117] 대상빌딩 주변,불법주정차구역
1980,1980,역삼동 827-68,37.49573,127.03247,강남구,[역삼1-117] 장서는날(본점) 주변,불법주정차구역
1981,1981,역삼동 835-67,37.4915,127.03474,강남구,[역삼1-123] 어울림아파트 주변,불법주정차구역
1982,1982,청담동 120-3,37.52461,127.0487,강남구,[청담-108] 대신빌딩 주변,불법주정차구역
1983,1983,청담동 125-22,37.52481,127.05047,강남구,[청담-109] 모나미빌딩 주변,불법주정차구역
1984,1984,청담동 53-8,37.52462,127.05389,강남구,[청담-122] 영동대교남단R 주변,불법주정차구역
1985,1985,청담동 125-17,37.52542,127.05123,강남구,[청담-125] 한국마사회강남지사 주변,불법주정차구역
1986,1986,청담동 4,37.52291,127.04319,강남구,[청담-126] 더청담 주변,불법주정차구역
1987,1987,역삼동 689-7,37.50598,127.04138,강남구,[역삼1-111] 태승빌딩 주변,불법주정차구역
1988,1988,언주로 534,37.49857,127.03036,강남구,[역삼1-115] 역삼세무서 주변,불법주정차구역
1989,1989,역삼동 820-9,37.49902,127.02737,강남구,[역삼1-120] 강남역11번출구 주변,불법주정차구역
1990,1990,역삼동 716,37.50284,127.04964,강남구,[역삼2-108] 센트레빌아파트 주변,불법주정차구역
1991,1991,신사동 598-3,37.52315,127.02847,강남구,[압구정-115] 원방프라자 주변,불법주정차구역
1992,1992,수서동 707-4,37.48856,127.10053,강남구,[수서-103] 세종교고버스정류장,불법주정차구역
1993,1993,신사동 579,37.52608,127.02657,강남구,[신사-106] 카로시티2빌딩 주변,불법주정차구역
1994,1994,신사동 550-11,37.52268,127.02341,강남구,[신사-107] 신구초교공영주차장 주변,불법주정차구역
1995,1995,신사동 614,37.52751,127.02935,강남구,[압구정-110] 대언빌딩 주변,불법주정차구역
1996,1996,신사동 617-5,37.52843,127.03348,강남구,[압구정-111] 호산병원 주변,불법주정차구역
1997,1997,논현동 241-3,37.51699,127.04104,강남구,[논현2-107] 강남구청역2번출구 주변,불법주정차구역
1998,1998,논현동 275,37.51049,127.037,강남구,[논현2-113] 논현동부센트레빌 주변,불법주정차구역
1999,1999,대치동 1023,37.49731,127.05657,강남구,[대치1-106] 대치동함흥면옥 주변,불법주정차구역
2000,2000,대치동 947-3,37.50732,127.06361,강남구,[대치2-105] 삼탄빌딩 주변,불법주정차구역
2001,2001,삼성동 159-1,37.51077,127.06177,강남구,[삼성1-108] 트레이드타워 주변,불법주정차구역
2002,2002,삼성동 58-2,37.51982,127.05674,강남구,[삼성1-122] 청담역2번출구 주변,불법주정차구역
2003,2003,삼성동 52-1,37.51742,127.0508,강남구,[삼성2-102] 상아아파트담장 주변,불법주정차구역
2004,2004,논현동 128-9,37.5136,127.0299,강남구,[논현1-102] 학동역5번출구 주변,불법주정차구역
2005,2005,논현동 208-5,37.51425,127.0322,강남구,[논현2-102] 학동역2번출구 주변,불법주정차구역
2006,2006,삼성동 159,37.51237,127.0571,강남구,[삼성1-101] 인터컨티넨탈서울 주변,불법주정차구역
2007,2007,삼성동 159,37.51155,127.05754,강남구,[삼성1-102] 세븐럭카지노 주변,불법주정차구역
2008,2008,삼성동 159,37.51088,127.05791,강남구,[삼성1-103] 오크우드프리미어 주변,불법주정차구역
2009,2009,삼성동 52-1,37.5186,127.05014,강남구,[삼성2-101] 청담역7번출구 주변,불법주정차구역
2010,2010,삼성동 21,37.51659,127.05123,강남구,[삼성2-103] 한섬빌딩 주변,불법주정차구역
2011,2011,삼성동 44-18,37.51196,127.04909,강남구,[삼성2-105] 성우빌딩 주변,불법주정차구역
2012,2012,신사동 638-6,37.5289,127.03567,강남구,[압구정-102] 동건빌딩 주변,불법주정차구역
2013,2013,신사동 639-4,37.52864,127.0368,강남구,[압구정-103] 세진성형외과 주변,불법주정차구역
2014,2014,신사동 660-8,37.52828,127.03827,강남구,[압구정-104] 한양상가(로데오입구) 주변,불법주정차구역
2015,2015,청담동 76,37.51973,127.04995,강남구,[청담-106] 리임빌딩 주변,불법주정차구역
2016,2016,율현동 101-13,37.46973,127.11818,강남구,[세곡-102] 자동차매매시장3 주변,불법주정차구역
2017,2017,율현동 114-1,37.46927,127.12084,강남구,[세곡-103] 자동차매매시장2 주변,불법주정차구역
2018,2018,율현동 126-8,37.46874,127.11988,강남구,[세곡-104] 자동차매매시장1 주변,불법주정차구역
2019,2019,삼성동 159-6,37.50927,127.05877,강남구,[삼성1-105] 한국도심공항 주변,불법주정차구역
2020,2020,삼성동 11-7,37.515194,127.047202,강남구,[삼성2-117] 롯데캐슬아파트 주변,불법주정차구역
2021,2021,논현동 21-1,37.51475,127.02097,강남구,[논현1-112] 스튜디오뉴빌 주변,불법주정차구역
2022,2022,논현동 62,37.52068,127.03194,강남구,[논현2-105] 조일빌딩 주변,불법주정차구역
2023,2023,대치동 1024,37.496453,127.055233,강남구,[대치1-105] 디마크빌딩 주변,불법주정차구역
2024,2024,대치동 985,37.50033,127.06484,강남구,[대치2-103] 대치레미안하이스턴 주변,불법주정차구역
2025,2025,대치동 989-2,37.49924,127.06252,강남구,[대치2-104] 성창빌딩 주변,불법주정차구역
2026,2026,대치동 962-21,37.50141,127.05975,강남구,[대치2-108] 대치현대아파트상가 주변,불법주정차구역
2027,2027,대치동 940-3,37.49807,127.05793,강남구,[대치4-102] 쌍용자동차대치전시장 주변,불법주정차구역
2028,2028,수서동 724,37.48747,127.10266,강남구,[수서-101] 로즈데일오피스텔 주변,불법주정차구역
2029,2029,신사동 651-21,37.52284,127.03727,강남구,[압구정-101] 씨네시티빌딩 주변,불법주정차구역
2030,2030,신사동 630-3,37.52236,127.03569,강남구,[압구정-106] 도산공원입구 주변,불법주정차구역
2031,2031,역삼동 677-25,37.50236,127.04099,강남구,[역삼1-103] 큰길타워 주변,불법주정차구역
2032,2032,역삼동 700-6,37.50431,127.04221,강남구,[역삼1-113] 효림빌딩 주변,불법주정차구역
2033,2033,역삼동 826-14,37.49481,127.02942,강남구,[역삼1-122] KTB네트워크빌딩 주변,불법주정차구역
2034,2034,역삼동 722-9,37.50096,127.0418,강남구,[역삼2-107] 역삼동성당 주변,불법주정차구역
2035,2035,논현동 159-11,37.50936196,127.0260817,강남구,[논현1-115] 카페미드나잇 주변,불법주정차구역
2036,2036,도곡동 944-8,37.48664507,127.0357073,강남구,[도곡1-108] 대명아파트 주변,불법주정차구역
