ARS-ID,표준ID,정류소명,X좌표,Y좌표,6시승차총승객수,7시승차총승객수,8시승차총승객수,9시승차총승객수
22001,121000001,교육개발원입구,127.0383424487,37.4785138305,46.60504201680672,75.45378151260505,109.52941176470588,55.63025210084034
22002,121000002,교육개발원입구,127.0386756802,37.477766643,63.765151515151516,191.4848484848485,283.5833333333333,229.3939393939394
22003,121000003,양재역.서초문화예술회관,127.0358472562,37.4825218847,195.20833333333334,433.2013888888889,873.8333333333334,440.8263888888889
22004,121000004,양재역.서초문화예술회관,127.0368254772,37.4818709299,53.07051282051282,145.3846153846154,220.8846153846154,187.80769230769232
22005,121000005,뱅뱅사거리,127.0323668915,37.4875924092,94.74384236453201,155.11822660098522,197.30541871921181,115.60098522167488
22006,121000006,뱅뱅사거리,127.0329932458,37.4868970819,62.276041666666664,145.28125,223.20833333333334,207.0625
22007,121000007,래미안아파트.파이낸셜뉴스,127.0303401827,37.4918234471,68.44607843137256,191.4264705882353,238.37745098039215,131.58823529411765
22008,121000008,래미안아파트.파이낸셜뉴스,127.0310112315,37.4910427255,101.31770833333333,225.06770833333334,275.6302083333333,242.82291666666666
22009,121000009,신분당선강남역,127.0283494302,37.4960264799,168.50555555555556,306.28333333333336,456.60555555555555,283.53333333333336
22010,121000010,신분당선강남역,127.0291626566,37.4949565251,130.40625,335.65625,504.2239583333333,423.3489583333333
22011,121000011,지하철2호선강남역,127.0257282697,37.5016093307,125.90350877192982,270.2894736842105,448.13157894736844,340.4298245614035
22012,121000012,지하철2호선강남역,127.0264182006,37.5007569902,212.28333333333333,478.25416666666666,668.15,596.8708333333333
22013,121000013,논현역,127.0230119453,37.5072203243,135.1468253968254,247.1031746031746,412.8015873015873,320.17063492063494
22014,121000014,논현역,127.0237329243,37.5063685121,100.08333333333333,193.87121212121212,292.25757575757575,271.875
22015,121000015,신사역.푸른저축은행,127.019844,37.514627,123.70434782608696,226.16521739130434,385.61739130434785,305.33478260869566
22016,121000016,신사역,127.0206424089,37.5129301089,79.80092592592592,181.14814814814815,277.5833333333333,251.19907407407408
22017,121000017,반포역,127.0121019483,37.5084012467,113.70370370370371,318.30555555555554,344.55555555555554,249.2962962962963
22018,121000018,반포역,127.0110379812,37.5079080414,133.44166666666666,297.46666666666664,458.8333333333333,342.2916666666667
22019,121000019,고속터미널,127.0052627142,37.5063349939,164.2463054187192,403.81773399014776,579.7044334975369,441.807881773399
22020,121000020,고속터미널,127.0038414608,37.5056371202,242.00925925925927,430.8796296296296,623.7916666666666,621.6388888888889
22021,121000021,신반포역.세화여중고,126.9958082515,37.5034551594,42.083333333333336,103.96666666666667,150.86666666666667,108.38333333333334
22022,121000022,신반포역.세화여중고,126.9888861642,37.5016753064,60.72222222222222,174.73333333333332,195.32777777777778,159.9388888888889
22023,121000023,구반포역.세화고등학교,126.9899929686,37.5020434082,59.57222222222222,164.9111111111111,207.96666666666667,159.51666666666668
22024,121000024,구반포역.세화고등학교,126.986551,37.501138,131.15555555555557,307.40555555555557,373.45,325.1222222222222
22025,121900303,아리랑TV.국립국악원,127.009111162,37.4787981106,17.375,56.041666666666664,79.20833333333333,88.91666666666667
22026,120000671,남태령역,126.9881707204,37.4657132812,111.3425925925926,466.287037037037,611.8333333333334,320.77777777777777
22027,121000533,이수역,126.9820604091,37.4823321911,124.3,246.0611111111111,288.9111111111111,231.7888888888889
22028,121001315,사당역,126.981733,37.475853,259.74380165289256,497.7685950413223,727.1487603305785,638.6198347107438
22029,121000532,총신대입구역.남성시장입구앞,126.9823336799,37.4875327559,160.27777777777777,289.28333333333336,451.3611111111111,389.6611111111111
22031,121000531,경문고등학교,126.9827295523,37.4904376391,67.52222222222223,157.26111111111112,224.37222222222223,140.9
22033,121000530,정금마을,126.9828180395,37.4932521524,76.61904761904762,186.36904761904762,213.0654761904762,140.4702380952381
22068,121900317,서초포레스타5단지정문,127.0582054029,37.4512933373,9.833333333333334,53.25,19.0,47.25
22095,121900331,서초종합체육관,127.0414865726,37.4585014038,3.2083333333333335,7.083333333333333,18.958333333333332,10.083333333333334
22096,121900299,서울추모공원,127.0426835704,37.4541410996,0.5833333333333334,0.0,0.0,0.6666666666666666
22097,121900302,양재동화물터미널,127.0367509028,37.4600348322,4.083333333333333,13.5,7.166666666666667,4.25
22098,121900301,양재동화물터미널,127.0374906587,37.4598861698,20.333333333333332,38.5,38.666666666666664,52.75
22099,121900300,서울추모공원,127.0428019712,37.454225246,19.333333333333332,35.583333333333336,60.166666666666664,60.166666666666664
22100,121900002,한국소비자원,127.0436919184,37.4661489773,10.416666666666666,27.458333333333332,34.541666666666664,12.5
22101,121000025,지하철3호선교대역,127.0140972015,37.4917727254,24.533333333333335,49.46666666666667,138.81666666666666,81.3
22102,121000026,서울교대사거리,127.0149073993,37.4872736263,23.02777777777778,68.11111111111111,181.86111111111111,140.83333333333334
22103,121000027,지하철2호선교대역2,127.0151722537,37.4940263356,152.18032786885246,261.39344262295083,405.1475409836066,391.88524590163934
22104,121000028,서초동유원아파트,127.0202260349,37.4955757305,46.821917808219176,137.45205479452054,188.08219178082192,152.86301369863014
22105,121000029,창신교회앞.서리풀노리학교,127.0213662544,37.4905140641,67.8125,265.9375,299.6875,204.5625
22106,121000030,창신교회.서리풀노리학교,127.0211892004,37.4902399015,58.138888888888886,257.9166666666667,345.19444444444446,253.77777777777777
22107,121000031,서울교대정문앞,127.0162439582,37.488862735,74.16666666666667,168.75,293.0416666666667,291.2916666666667
