,gid,geometry
0,ㅼ궗600449,MULTIPOINT (127.0477387332912 37.50303063231385)
1,ㅼ궗600449,MULTIPOINT (127.0476457082662 37.50290851453272)
2,ㅼ궗600449,MULTIPOINT (127.0476457082662 37.50290851453272)
3,ㅼ궗611444,MULTIPOINT (127.0607844674366 37.49868871526149)
4,ㅼ궗611444,MULTIPOINT (127.0607844674366 37.49868871526149)
5,ㅼ궗597444,MULTIPOINT (127.0449457801026 37.49872662908675)
6,ㅼ궗597444,MULTIPOINT (127.0449457801026 37.49872662908675)
7,ㅼ궗585445,MULTIPOINT (127.0307846886947 37.49910226251247)
8,ㅼ궗585445,MULTIPOINT (127.0307846886947 37.49910226251247)
9,ㅼ궗616462,MULTIPOINT (127.0660555431177 37.51510048257193)
10,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
11,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
12,ㅼ궗629445,MULTIPOINT (127.0803853450776 37.49972599972897)
13,ㅼ궗629445,MULTIPOINT (127.0809115817166 37.49932934487891)
14,ㅼ궗605401,MULTIPOINT (127.0543838728145 37.45970905952421)
15,ㅼ궗617446,MULTIPOINT (127.0675791385603 37.50076114182543)
16,ㅼ궗545432,MULTIPOINT (126.9859675958644 37.48740203660118)
17,ㅼ궗588485,MULTIPOINT (127.0344965417577 37.53490031883073)
18,ㅼ궗588485,MULTIPOINT (127.0344965417577 37.53490031883073)
19,ㅼ궗574446,MULTIPOINT (127.0189451716813 37.50025974139214)
20,ㅼ궗570468,MULTIPOINT (127.0140314388165 37.51975620830527)
21,ㅼ궗570468,MULTIPOINT (127.0140314388165 37.51975620830527)
22,ㅼ궗577405,MULTIPOINT (127.0226537101876 37.46284325289248)
23,ㅼ궗577405,MULTIPOINT (127.0226537101876 37.46284325289248)
24,ㅼ궗562434,MULTIPOINT (127.0046545142919 37.48884091110965)
25,ㅼ궗562434,MULTIPOINT (127.0046545142919 37.48884091110965)
26,ㅼ궗594407,MULTIPOINT (127.0417198706399 37.4647441485217)
27,ㅼ궗544446,MULTIPOINT (126.9850743049619 37.49998686990671)
28,ㅼ궗628438,MULTIPOINT (127.0793571595829 37.4935152287733)
29,ㅼ궗637405,MULTIPOINT (127.0897253671994 37.46312510290696)
30,ㅼ궗601451,MULTIPOINT (127.0490734467297 37.50476993722975)
31,ㅼ궗601451,MULTIPOINT (127.0495519512417 37.50447595329778)
32,ㅼ궗601451,MULTIPOINT (127.0495519512417 37.50447595329778)
33,ㅼ궗628439,MULTIPOINT (127.0793562167208 37.49370602983083)
34,ㅼ궗628439,MULTIPOINT (127.0793562167208 37.49370602983083)
35,ㅼ궗611445,MULTIPOINT (127.0609883233618 37.49910269232878)
36,ㅼ궗613445,MULTIPOINT (127.0623549420033 37.49950467593384)
37,ㅼ궗613445,MULTIPOINT (127.0623549420033 37.49950467593384)
38,ㅼ궗613441,MULTIPOINT (127.0626908754039 37.49586633687564)
39,ㅼ궗613441,MULTIPOINT (127.0626908754039 37.49586633687564)
40,ㅼ궗613441,MULTIPOINT (127.0624199601764 37.49571838402094)
41,ㅼ궗613441,MULTIPOINT (127.0624199601764 37.49571838402094)
42,ㅼ궗616456,MULTIPOINT (127.0664580107161 37.50967727225608)
43,ㅼ궗616456,MULTIPOINT (127.0664580107161 37.50967727225608)
44,ㅼ궗605474,MULTIPOINT (127.0540706756214 37.52531683520213)
45,ㅼ궗605474,MULTIPOINT (127.0540706756214 37.52531683520213)
46,ㅼ궗587456,MULTIPOINT (127.0329495545953 37.50901506579767)
47,ㅼ궗587456,MULTIPOINT (127.0329495545953 37.50901506579767)
48,ㅼ궗602459,MULTIPOINT (127.0497762812661 37.51190482921315)
49,ㅼ궗602459,MULTIPOINT (127.0497762812661 37.51190482921315)
50,ㅼ궗601459,MULTIPOINT (127.0496099500106 37.51208659483985)
51,ㅼ궗601459,MULTIPOINT (127.0496099500106 37.51208659483985)
52,ㅼ궗615452,MULTIPOINT (127.065052280776 37.50544557490691)
53,ㅼ궗615452,MULTIPOINT (127.065052280776 37.50544557490691)
54,ㅼ궗612444,MULTIPOINT (127.0611807367559 37.498732900143)
55,ㅼ궗612444,MULTIPOINT (127.0611807367559 37.498732900143)
56,ㅼ궗611445,MULTIPOINT (127.0610233434957 37.49909483656401)
57,ㅼ궗611445,MULTIPOINT (127.0610233434957 37.49909483656401)
58,ㅼ궗597444,MULTIPOINT (127.0444800762827 37.49851730676375)
59,ㅼ궗597444,MULTIPOINT (127.0446121234102 37.49828813107789)
60,ㅼ궗597444,MULTIPOINT (127.0448020381683 37.49879100446559)
61,ㅼ궗597444,MULTIPOINT (127.04445364902 37.4986162078708)
62,ㅼ궗597444,MULTIPOINT (127.04445364902 37.4986162078708)
63,ㅼ궗587456,MULTIPOINT (127.0331601395815 37.50915768930098)
64,ㅼ궗587456,MULTIPOINT (127.0331601395815 37.50915768930098)
65,ㅼ궗630440,MULTIPOINT (127.0821570831429 37.49462288269312)
66,ㅼ궗633441,MULTIPOINT (127.0855100105279 37.49565377453261)
67,ㅼ궗633441,MULTIPOINT (127.0855100105279 37.49565377453261)
68,ㅼ궗634441,MULTIPOINT (127.0860069919029 37.4958230666213)
69,ㅼ궗634441,MULTIPOINT (127.0860069919029 37.4958230666213)
70,ㅼ궗634441,MULTIPOINT (127.0860069919029 37.4958230666213)
71,ㅼ궗588485,MULTIPOINT (127.0343893043071 37.53490683619631)
72,ㅼ궗588485,MULTIPOINT (127.0343893043071 37.53490683619631)
73,ㅼ궗628439,MULTIPOINT (127.0793733933759 37.49379141904616)
74,ㅼ궗601450,MULTIPOINT (127.0492246687679 37.50429979934822)
75,ㅼ궗590447,MULTIPOINT (127.0366752158026 37.50074057437978)
76,ㅼ궗590447,MULTIPOINT (127.0366752158026 37.50074057437978)
77,ㅼ궗578466,MULTIPOINT (127.0233612806459 37.51834817524929)
78,ㅼ궗596426,MULTIPOINT (127.0431352375442 37.48192562190005)
79,ㅼ궗596426,MULTIPOINT (127.0431352375442 37.48192562190005)
80,ㅼ궗596426,MULTIPOINT (127.0431352375442 37.48192562190005)
81,ㅼ궗596426,MULTIPOINT (127.0431352375442 37.48192562190005)
82,ㅼ궗581456,MULTIPOINT (127.0269226075606 37.508774235488)
83,ㅼ궗581456,MULTIPOINT (127.0269226075606 37.508774235488)
84,ㅼ궗585444,MULTIPOINT (127.0309387606005 37.49881477189358)
85,ㅼ궗610428,MULTIPOINT (127.0594954997306 37.48368063673856)
86,ㅼ궗612458,MULTIPOINT (127.0620686328468 37.51145499014157)
87,ㅼ궗612458,MULTIPOINT (127.0613921700226 37.5114829982612)
88,ㅼ궗612459,MULTIPOINT (127.0616738932752 37.51157842858115)
89,ㅼ궗612459,MULTIPOINT (127.0616738932752 37.51157842857995)
90,ㅼ궗608400,MULTIPOINT (127.0572292182412 37.45846760704579)
91,ㅼ궗611444,MULTIPOINT (127.0608901586471 37.49861999908101)
92,ㅼ궗612444,MULTIPOINT (127.0611786982021 37.49880678225484)
93,ㅼ궗612444,MULTIPOINT (127.0611786982021 37.49880678225484)
94,ㅼ궗614462,MULTIPOINT (127.0643009347004 37.51484310160208)
95,ㅼ궗610427,MULTIPOINT (127.0596707150979 37.4835319075522)
96,ㅼ궗589436,MULTIPOINT (127.035287229567 37.49079771659462)
97,ㅼ궗607400,MULTIPOINT (127.0558739340049 37.45904212891327)
98,ㅼ궗607400,MULTIPOINT (127.0558739340049 37.45904212891327)
99,ㅼ궗542439,MULTIPOINT (126.982499996177 37.49362063196379)
100,ㅼ궗542439,MULTIPOINT (126.982499996177 37.49362063196379)
101,ㅼ궗570449,MULTIPOINT (127.0140707633527 37.50263069634631)
102,ㅼ궗570449,MULTIPOINT (127.0140707633527 37.50263069634631)
103,ㅼ궗569449,MULTIPOINT (127.0124458992472 37.5026979020051)
104,ㅼ궗569449,MULTIPOINT (127.0125687058346 37.502745453919)
105,ㅼ궗569449,MULTIPOINT (127.0125687058346 37.502745453919)
106,ㅼ궗662408,MULTIPOINT (127.1182095994188 37.4662929172101)
107,ㅼ궗610419,MULTIPOINT (127.0593510987881 37.47578493728951)
108,ㅼ궗609419,MULTIPOINT (127.05873858231 37.47630692266372)
109,ㅼ궗605401,MULTIPOINT (127.0542673622203 37.45980978387091)
110,ㅼ궗605401,MULTIPOINT (127.0542673622203 37.45980978387091)
111,ㅼ궗590457,MULTIPOINT (127.0364822888779 37.51054584240403)
112,ㅼ궗589484,MULTIPOINT (127.0348015984491 37.53482374752391)
113,ㅼ궗589484,MULTIPOINT (127.0348015984491 37.53482374752391)
114,ㅼ궗637405,MULTIPOINT (127.0904564811785 37.46364938468878)
115,ㅼ궗637405,MULTIPOINT (127.0899801341869 37.46349263449049)
116,ㅼ궗637405,MULTIPOINT (127.0899801341869 37.46349263449049)
117,ㅼ궗637405,MULTIPOINT (127.0901851293895 37.46329847920008)
118,ㅼ궗637405,MULTIPOINT (127.0901851293895 37.46329847920008)
119,ㅼ궗637405,MULTIPOINT (127.0903504930007 37.4633490342522)
120,ㅼ궗637405,MULTIPOINT (127.0903504930007 37.4633490342522)
121,ㅼ궗637405,MULTIPOINT (127.0903504930007 37.4633490342522)
122,ㅼ궗640406,MULTIPOINT (127.0934425203294 37.46459437203567)
123,ㅼ궗570468,MULTIPOINT (127.0141290024879 37.52006041869451)
124,ㅼ궗569467,MULTIPOINT (127.0123484744659 37.51876067751628)
125,ㅼ궗567465,MULTIPOINT (127.0104535336432 37.51695635415586)
126,ㅼ궗567465,MULTIPOINT (127.0104535336432 37.51695635415586)
127,ㅼ궗578404,MULTIPOINT (127.023181217657 37.46270477899098)
128,ㅼ궗578404,MULTIPOINT (127.023181217657 37.46270477899098)
129,ㅼ궗578404,MULTIPOINT (127.0230482690951 37.46256102824995)
130,ㅼ궗578404,MULTIPOINT (127.0230482690951 37.46256102824995)
131,ㅼ궗581408,MULTIPOINT (127.0267545736576 37.46610115396626)
132,ㅼ궗545432,MULTIPOINT (126.9859624638077 37.48764121246595)
133,ㅼ궗545432,MULTIPOINT (126.9859624638077 37.48764121246595)
134,ㅼ궗563460,MULTIPOINT (127.0058751835292 37.51279388756913)
135,ㅼ궗589484,MULTIPOINT (127.0348979874262 37.53484182607892)
136,ㅼ궗610427,MULTIPOINT (127.059512282925 37.48346172088689)
137,ㅼ궗610427,MULTIPOINT (127.059512282925 37.48346172088689)
138,ㅼ궗631431,MULTIPOINT (127.0829981708833 37.48672164003686)
139,ㅼ궗631431,MULTIPOINT (127.0829981708833 37.48672164003686)
140,ㅼ궗606400,MULTIPOINT (127.0553532324319 37.4589279122808)
141,ㅼ궗601403,MULTIPOINT (127.0499272711825 37.46119370479298)
142,ㅼ궗622436,MULTIPOINT (127.0724680467915 37.49149069452134)
143,ㅼ궗631440,MULTIPOINT (127.0827102701806 37.49459979523272)
144,ㅼ궗610419,MULTIPOINT (127.0593900659277 37.47596444017042)
145,ㅼ궗611445,MULTIPOINT (127.0606683490685 37.49902390847161)
146,ㅼ궗611445,MULTIPOINT (127.0606683490685 37.49902390847161)
147,ㅼ궗619434,MULTIPOINT (127.0690281852706 37.48962850406767)
148,ㅼ궗555452,MULTIPOINT (126.9965236067192 37.50511168232143)
149,ㅼ궗546436,MULTIPOINT (126.9869203713401 37.49124395065338)
150,ㅼ궗546436,MULTIPOINT (126.9869203713401 37.49124395065338)
151,ㅼ궗545445,MULTIPOINT (126.9858374758637 37.49874244868075)
152,ㅼ궗553430,MULTIPOINT (126.9950486500467 37.4856912045351)
153,ㅼ궗553430,MULTIPOINT (126.9950486500467 37.4856912045351)
154,ㅼ궗545439,MULTIPOINT (126.9862435500101 37.49411574061909)
155,ㅼ궗545439,MULTIPOINT (126.9861644000716 37.49394269606238)
156,ㅼ궗545439,MULTIPOINT (126.9861644000716 37.49394269606238)
157,ㅼ궗546437,MULTIPOINT (126.9869511037429 37.49163802067911)
158,ㅼ궗546437,MULTIPOINT (126.9869511037429 37.49163802067911)
159,ㅼ궗546437,MULTIPOINT (126.9868311588731 37.49154537722322)
160,ㅼ궗548431,MULTIPOINT (126.9895482601284 37.4862754572611)
161,ㅼ궗599445,MULTIPOINT (127.046951558818 37.49938182194095)
162,ㅼ궗557421,MULTIPOINT (126.999992227401 37.47768486529993)
163,ㅼ궗565435,MULTIPOINT (127.0086607263686 37.49022518899026)
164,ㅼ궗619434,MULTIPOINT (127.0691815851583 37.4894136241022)
165,ㅼ궗619434,MULTIPOINT (127.0690444615498 37.48941431703752)
166,ㅼ궗614433,MULTIPOINT (127.0644950222791 37.48852792491454)
167,ㅼ궗614433,MULTIPOINT (127.0642420146797 37.48860765309634)
168,ㅼ궗637403,MULTIPOINT (127.0901345658865 37.46162073693933)
169,ㅼ궗637403,MULTIPOINT (127.0901345658865 37.46162073693933)
170,ㅼ궗567438,MULTIPOINT (127.0111434369729 37.49316914663714)
171,ㅼ궗567438,MULTIPOINT (127.0108143762112 37.49307097307125)
172,ㅼ궗567438,MULTIPOINT (127.0107154407781 37.49291479120959)
173,ㅼ궗567438,MULTIPOINT (127.0107154407781 37.49291479120959)
174,ㅼ궗545449,MULTIPOINT (126.9862320419444 37.50306833316262)
175,ㅼ궗545449,MULTIPOINT (126.9860323974941 37.50303554211973)
176,ㅼ궗545449,MULTIPOINT (126.9860323974941 37.50303554211973)
177,ㅼ궗545450,MULTIPOINT (126.9861223026142 37.50339326445206)
178,ㅼ궗545450,MULTIPOINT (126.9861223026142 37.50339326445206)
179,ㅼ궗545450,MULTIPOINT (126.9859295133469 37.50335296506449)
180,ㅼ궗545450,MULTIPOINT (126.9859251080902 37.50399807435194)
181,ㅼ궗545450,MULTIPOINT (126.9857297458774 37.50396323549099)
182,ㅼ궗567438,MULTIPOINT (127.011085268817 37.49274659050225)
183,ㅼ궗568467,MULTIPOINT (127.0120200003754 37.51879974628104)
184,ㅼ궗568467,MULTIPOINT (127.0120200003754 37.51879974628104)
185,ㅼ궗599402,MULTIPOINT (127.0466678333841 37.46016040774274)
186,ㅼ궗599401,MULTIPOINT (127.0465878722897 37.4599868188232)
187,ㅼ궗598455,MULTIPOINT (127.0454857609842 37.50811000708993)
188,ㅼ궗584416,MULTIPOINT (127.029764041655 37.4729716547424)
189,ㅼ궗581414,MULTIPOINT (127.0271634914253 37.4715299783751)
190,ㅼ궗584428,MULTIPOINT (127.0295662075765 37.48407289303484)
191,ㅼ궗592416,MULTIPOINT (127.0386658379054 37.473541214403)
192,ㅼ궗542420,MULTIPOINT (126.9827490275496 37.47662166676432)
193,ㅼ궗568446,MULTIPOINT (127.01236822978 37.5000263835797)
194,ㅼ궗568446,MULTIPOINT (127.0123166780536 37.50025443636324)
195,ㅼ궗568449,MULTIPOINT (127.0118759951612 37.50250119798863)
196,ㅼ궗558452,MULTIPOINT (127.000633615654 37.50544367259151)
197,ㅼ궗570461,MULTIPOINT (127.0134567752468 37.51387631293593)
198,ㅼ궗570461,MULTIPOINT (127.0134567752468 37.51387631293593)
199,ㅼ궗569461,MULTIPOINT (127.0133782046989 37.51359627042704)
200,ㅼ궗569461,MULTIPOINT (127.0132520112326 37.51366988197477)
201,ㅼ궗569461,MULTIPOINT (127.0132520112326 37.51366988197477)
202,ㅼ궗569461,MULTIPOINT (127.0132520112326 37.51366988197477)
203,ㅼ궗618397,MULTIPOINT (127.0686586395409 37.45655563175107)
204,ㅼ궗620398,MULTIPOINT (127.0704801601135 37.45680487800409)
205,ㅼ궗620398,MULTIPOINT (127.0711850203467 37.45741066669178)
206,ㅼ궗547423,MULTIPOINT (126.9886182000384 37.47931760479653)
207,ㅼ궗547423,MULTIPOINT (126.9880839444696 37.47929469342256)
208,ㅼ궗547424,MULTIPOINT (126.9880661861046 37.48018362677862)
209,ㅼ궗547424,MULTIPOINT (126.9883906305373 37.4803103573438)
210,ㅼ궗547424,MULTIPOINT (126.9885156971791 37.48048379628875)
211,ㅼ궗553429,MULTIPOINT (126.9952554394525 37.48509988981069)
212,ㅼ궗564458,MULTIPOINT (127.0071682191204 37.51100918869281)
213,ㅼ궗564458,MULTIPOINT (127.0071682191204 37.51100918869281)
214,ㅼ궗564458,MULTIPOINT (127.0069307205631 37.51083245620683)
215,ㅼ궗564458,MULTIPOINT (127.0069307205631 37.51083245620683)
216,ㅼ궗564458,MULTIPOINT (127.0070419825951 37.51067186757875)
217,ㅼ궗564458,MULTIPOINT (127.0070419825951 37.51067186757875)
218,ㅼ궗564458,MULTIPOINT (127.0072670879155 37.51096399942237)
219,ㅼ궗546424,MULTIPOINT (126.9876239805251 37.48009924910205)
220,ㅼ궗546424,MULTIPOINT (126.9874120443952 37.47993440751226)
221,ㅼ궗546423,MULTIPOINT (126.9873125999631 37.47971301308318)
222,ㅼ궗546423,MULTIPOINT (126.9873833750577 37.47950519902393)
223,ㅼ궗546423,MULTIPOINT (126.9875935110249 37.47933863237236)
224,ㅼ궗561446,MULTIPOINT (127.0043226335895 37.49969089610101)
225,ㅼ궗599399,MULTIPOINT (127.0474477749993 37.45775655508982)
226,ㅼ궗591403,MULTIPOINT (127.0376251907138 37.46156885476093)
227,ㅼ궗590403,MULTIPOINT (127.0374706579136 37.46145029478366)
228,ㅼ궗544445,MULTIPOINT (126.9844233429601 37.49904898290169)
229,ㅼ궗608385,MULTIPOINT (127.0577410040465 37.44486416574981)
230,ㅼ궗608385,MULTIPOINT (127.0577410040465 37.44486416574981)
231,ㅼ궗608384,MULTIPOINT (127.0575348032356 37.44471751630437)
232,ㅼ궗608384,MULTIPOINT (127.0575348032356 37.44471751630437)
233,ㅼ궗598454,MULTIPOINT (127.0457025917356 37.50777192645312)
234,ㅼ궗598455,MULTIPOINT (127.0454562889553 37.50791951272386)
235,ㅼ궗560450,MULTIPOINT (127.0025631118969 37.50330444198286)
236,ㅼ궗587435,MULTIPOINT (127.0331681129061 37.48992453198748)
237,ㅼ궗619398,MULTIPOINT (127.0697731441758 37.45691595825735)
238,ㅼ궗584413,MULTIPOINT (127.0305080351988 37.47066957714759)
239,ㅼ궗584413,MULTIPOINT (127.0305080351988 37.47066957714759)
240,ㅼ궗587435,MULTIPOINT (127.0329253935926 37.49006914544071)
241,ㅼ궗583476,MULTIPOINT (127.0283081833837 37.52741985674799)
242,ㅼ궗621398,MULTIPOINT (127.0725137844867 37.4574371717155)
243,ㅼ궗621398,MULTIPOINT (127.0725137844867 37.4574371717155)
244,ㅼ궗589478,MULTIPOINT (127.0352054606751 37.52925852675593)
245,ㅼ궗589478,MULTIPOINT (127.0354392468954 37.52898987504651)
246,ㅼ궗589478,MULTIPOINT (127.0354392468954 37.52898987504651)
247,ㅼ궗591478,MULTIPOINT (127.0371359875686 37.52862685864409)
248,ㅼ궗590478,MULTIPOINT (127.036883924962 37.52893534811864)
249,ㅼ궗590478,MULTIPOINT (127.0370437643645 37.52891181977589)
250,ㅼ궗595443,MULTIPOINT (127.0421362104999 37.49717859440049)
251,ㅼ궗595443,MULTIPOINT (127.0421362104999 37.49717859440049)
252,ㅼ궗588453,MULTIPOINT (127.0345182065628 37.50628652239804)
253,ㅼ궗588452,MULTIPOINT (127.034636314629 37.5060339344933)
254,ㅼ궗556451,MULTIPOINT (126.9976514333626 37.50481177362519)
255,ㅼ궗644430,MULTIPOINT (127.0979368027483 37.48558138851951)
256,ㅼ궗641428,MULTIPOINT (127.0944511257998 37.48427732414723)
257,ㅼ궗606426,MULTIPOINT (127.0551438998756 37.48217814356511)
258,ㅼ궗591456,MULTIPOINT (127.0381726367359 37.50878512135156)
259,ㅼ궗562433,MULTIPOINT (127.0046290220664 37.48863301779905)
260,ㅼ궗609383,MULTIPOINT (127.0584143196285 37.44338629968151)
261,ㅼ궗563440,MULTIPOINT (127.0065742733192 37.49448679958593)
262,ㅼ궗603414,MULTIPOINT (127.0510326442638 37.47164439918569)
263,ㅼ궗555446,MULTIPOINT (126.9970376725156 37.49975429194919)
264,ㅼ궗564461,MULTIPOINT (127.0067367005041 37.51336049818688)
265,ㅼ궗563461,MULTIPOINT (127.0066187924604 37.5132315426772)
266,ㅼ궗630403,MULTIPOINT (127.0818527685815 37.46152947092933)
267,ㅼ궗630403,MULTIPOINT (127.0820526682066 37.46175778393805)
268,ㅼ궗594430,MULTIPOINT (127.041093944408 37.48538375222798)
269,ㅼ궗594430,MULTIPOINT (127.041093944408 37.48538375222798)
270,ㅼ궗612426,MULTIPOINT (127.0613656137612 37.48190954072317)
271,ㅼ궗621398,MULTIPOINT (127.0715603992609 37.45705620031144)
272,ㅼ궗616373,MULTIPOINT (127.0659592582919 37.43491963317681)
273,ㅼ궗616373,MULTIPOINT (127.0660415226026 37.43465649688164)
274,ㅼ궗616373,MULTIPOINT (127.0660415226026 37.43465649688164)
275,ㅼ궗616373,MULTIPOINT (127.0661651917193 37.43472077470231)
276,ㅼ궗598429,MULTIPOINT (127.0463442492737 37.48512675534786)
277,ㅼ궗598429,MULTIPOINT (127.0463442492737 37.48512675534786)
278,ㅼ궗599429,MULTIPOINT (127.0465098712387 37.48470498955768)
279,ㅼ궗599429,MULTIPOINT (127.0465098712387 37.48470498955768)
280,ㅼ궗599429,MULTIPOINT (127.0465098712387 37.48470498955768)
281,ㅼ궗604441,MULTIPOINT (127.0531146286838 37.49608377223335)
282,ㅼ궗605440,MULTIPOINT (127.0536205582956 37.49512682950625)
283,ㅼ궗578454,MULTIPOINT (127.023497721776 37.50706165130979)
284,ㅼ궗578454,MULTIPOINT (127.023497721776 37.50706165130979)
285,ㅼ궗593454,MULTIPOINT (127.0399842971013 37.50737138752694)
286,ㅼ궗593439,MULTIPOINT (127.040438025979 37.49369567863693)
287,ㅼ궗593439,MULTIPOINT (127.040438025979 37.49369567863693)
288,ㅼ궗644430,MULTIPOINT (127.0981417580307 37.48572918820454)
289,ㅼ궗597431,MULTIPOINT (127.0450736288114 37.48636289097333)
290,ㅼ궗597431,MULTIPOINT (127.0450736288114 37.48636289097333)
291,ㅼ궗597431,MULTIPOINT (127.0452713583211 37.48644056001219)
292,ㅼ궗598430,MULTIPOINT (127.0453524684646 37.48613356857736)
293,ㅼ궗575401,MULTIPOINT (127.0198728034446 37.45981989722682)
294,ㅼ궗575401,MULTIPOINT (127.0199049972923 37.45976746191719)
295,ㅼ궗598430,MULTIPOINT (127.0454321279902 37.48615202592912)
296,ㅼ궗598431,MULTIPOINT (127.0456213704435 37.48627900263617)
297,ㅼ궗598431,MULTIPOINT (127.0456213704435 37.48627900263617)
298,ㅼ궗559439,MULTIPOINT (127.0017486345743 37.49347284945813)
299,ㅼ궗609429,MULTIPOINT (127.0579600997621 37.48455716457237)
300,ㅼ궗609429,MULTIPOINT (127.0579600997621 37.48455716457237)
301,ㅼ궗609429,MULTIPOINT (127.057795482419 37.4846306703912)
302,ㅼ궗609429,MULTIPOINT (127.057795482419 37.4846306703912)
303,ㅼ궗611439,MULTIPOINT (127.0610460509008 37.49367986822508)
304,ㅼ궗611439,MULTIPOINT (127.0610460509008 37.49367986822508)
305,ㅼ궗610395,MULTIPOINT (127.0599034407639 37.45399183431828)
306,ㅼ궗610395,MULTIPOINT (127.0599034407639 37.45399183431828)
307,ㅼ궗593454,MULTIPOINT (127.0399304616391 37.50743149194581)
308,ㅼ궗593454,MULTIPOINT (127.0397950272499 37.50712856492398)
309,ㅼ궗593454,MULTIPOINT (127.0397950272499 37.50712856492398)
310,ㅼ궗599445,MULTIPOINT (127.0473702322819 37.4993094333567)
311,ㅼ궗599445,MULTIPOINT (127.0473702322819 37.4993094333567)
312,ㅼ궗572471,MULTIPOINT (127.0163671462019 37.52305683995117)
313,ㅼ궗572471,MULTIPOINT (127.0164226277674 37.52292211555748)
314,ㅼ궗572471,MULTIPOINT (127.0163706564106 37.52293684977715)
315,ㅼ궗595462,MULTIPOINT (127.0424954138736 37.51423495687679)
316,ㅼ궗619442,MULTIPOINT (127.0696257038553 37.49656320879117)
317,ㅼ궗619442,MULTIPOINT (127.0696257038553 37.49656320879117)
318,ㅼ궗619442,MULTIPOINT (127.0696257038553 37.49656320879117)
319,ㅼ궗616459,MULTIPOINT (127.0657418583989 37.5121312042081)
320,ㅼ궗592455,MULTIPOINT (127.0387365120782 37.50866021513985)
321,ㅼ궗592455,MULTIPOINT (127.0387365120782 37.50866021513985)
322,ㅼ궗592456,MULTIPOINT (127.0386290607127 37.50887751838845)
323,ㅼ궗593437,MULTIPOINT (127.0406313989522 37.49247677627775)
324,ㅼ궗593437,MULTIPOINT (127.0406313989522 37.49247677627775)
325,ㅼ궗594431,MULTIPOINT (127.0411362619931 37.48640587933109)
326,ㅼ궗590448,MULTIPOINT (127.0363615842419 37.50237391781037)
327,ㅼ궗590448,MULTIPOINT (127.0363615842419 37.50237391781037)
328,ㅼ궗604427,MULTIPOINT (127.0528428444445 37.48312423233493)
329,ㅼ궗604427,MULTIPOINT (127.0528428444445 37.48312423233493)
330,ㅼ궗604427,MULTIPOINT (127.0526974521268 37.48339350801695)
331,ㅼ궗556457,MULTIPOINT (126.9984117166892 37.50981909874705)
332,ㅼ궗573450,MULTIPOINT (127.0173571089912 37.50346147969874)
333,ㅼ궗617460,MULTIPOINT (127.0670475414249 37.51251255355725)
334,ㅼ궗583477,MULTIPOINT (127.028195005816 37.52815697825485)
335,ㅼ궗583477,MULTIPOINT (127.0284514394279 37.52815742348333)
336,ㅼ궗608427,MULTIPOINT (127.0569065528526 37.48348171290503)
337,ㅼ궗595438,MULTIPOINT (127.042208145179 37.49294885417772)
338,ㅼ궗595438,MULTIPOINT (127.0425471531969 37.49303890925552)
339,ㅼ궗587445,MULTIPOINT (127.0332308903326 37.49951780986008)
340,ㅼ궗587445,MULTIPOINT (127.0332308903326 37.49951780986008)
341,ㅼ궗587446,MULTIPOINT (127.0329871776263 37.49977799892744)
342,ㅼ궗583437,MULTIPOINT (127.0284295744762 37.49249253793828)
343,ㅼ궗580451,MULTIPOINT (127.0248115346853 37.5043487027985)
344,ㅼ궗580451,MULTIPOINT (127.0248115346853 37.5043487027985)
345,ㅼ궗578454,MULTIPOINT (127.023046472771 37.50701559416938)
346,ㅼ궗578454,MULTIPOINT (127.023046472771 37.50701559416938)
347,ㅼ궗590448,MULTIPOINT (127.0362835973596 37.50186516816291)
348,ㅼ궗572470,MULTIPOINT (127.0163197428064 37.52177936367416)
349,ㅼ궗570429,MULTIPOINT (127.0146608721986 37.48478897356343)
350,ㅼ궗570429,MULTIPOINT (127.0146608721986 37.48478897356343)
351,ㅼ궗570429,MULTIPOINT (127.0145119267618 37.48475689469953)
352,ㅼ궗570429,MULTIPOINT (127.0147414017786 37.48452234698178)
353,ㅼ궗590447,MULTIPOINT (127.0366710008244 37.50105219691424)
354,ㅼ궗590447,MULTIPOINT (127.0366710008244 37.50105219691424)
355,ㅼ궗601433,MULTIPOINT (127.0497394709486 37.4881955693602)
356,ㅼ궗582438,MULTIPOINT (127.0280253755579 37.49253190604045)
357,ㅼ궗582438,MULTIPOINT (127.0280253755579 37.49253190604045)
358,ㅼ궗582437,MULTIPOINT (127.0281527318697 37.49240684873105)
359,ㅼ궗595420,MULTIPOINT (127.0427994557049 37.47712827325765)
360,ㅼ궗595420,MULTIPOINT (127.0426948126404 37.47700360469392)
361,ㅼ궗620435,MULTIPOINT (127.0707002817817 37.49023031338443)
362,ㅼ궗620435,MULTIPOINT (127.0709852764026 37.49019627607117)
363,ㅼ궗572429,MULTIPOINT (127.0164464063899 37.48515520567125)
364,ㅼ궗572429,MULTIPOINT (127.0165512797524 37.48493256763304)
365,ㅼ궗572429,MULTIPOINT (127.0165512797524 37.48493256763304)
366,ㅼ궗572429,MULTIPOINT (127.0165512797524 37.48493256763304)
367,ㅼ궗572429,MULTIPOINT (127.0159995214032 37.48505572836478)
368,ㅼ궗572429,MULTIPOINT (127.0159995214032 37.48505572836478)
