gid,acci_cnt,2030val,과속방지턱,무인카메라,신호등,버스아침승차,버스아침하차,버스저녁승차,버스저녁하차,관광여가오락,부동산,생활서비스,소매점,숙박,스포츠,음식점,학교,교육,출근시간자전거,퇴근시간자전거,지하철아침승차,지하철아침하차,지하철저녁승차,지하철저녁하차
다사588485,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211340206185567,0.23691215616681455,0.0,0.0,0.0,0.0
다사635432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06443298969072164,0.03371783496007098,0.0,0.0,0.0,0.0
다사568475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13659793814432988,0.13842058562555457,0.0,0.0,0.0,0.0
다사650406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015463917525773196,0.005323868677905946,0.0,0.0,0.0,0.0
다사620424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02577319587628866,0.01464063886424135,0.0,0.0,0.0,0.0
다사656404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.0008873114463176575,0.0,0.0,0.0,0.0
다사618444,0.0,0.0,0.0,0.0,0.1,0.02108434488688058,0.04737262848135449,0.08882655655221895,0.21296458699920223,0.07692307692307693,0.0,0.0784313725490196,0.011661807580174927,0.0,0.0,0.03585657370517928,0.0,0.019230769230769232,0.0979381443298969,0.0554569653948536,0.0,0.0,0.0,0.0
다사636416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.006211180124223603,0.0,0.0,0.0,0.0
다사643433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10824742268041238,0.0616681455190772,0.0,0.0,0.0,0.0
다사610454,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0,0.0,0.00796812749003984,0.0,0.0,0.39690721649484534,0.14285714285714285,0.0,0.0,0.0,0.0
다사629439,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.19072164948453607,0.05767524401064774,0.0,0.0,0.0,0.0
다사574482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14432989690721648,0.14108251996450755,0.0,0.0,0.0,0.0
다사570475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06443298969072164,0.06743566992014197,0.0,0.0,0.0,0.0
다사607418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023195876288659795,0.013753327417923691,0.0,0.0,0.0,0.0
다사642439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32216494845360827,0.16903283052351376,0.0,0.0,0.0,0.0
다사658403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0022182786157941437,0.0,0.0,0.0,0.0
다사640434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13659793814432988,0.06876663708961846,0.0,0.0,0.0,0.0
다사622424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865979381443299,0.022626441881100266,0.0,0.0,0.0,0.0
다사634419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01288659793814433,0.00709849157054126,0.0,0.0,0.0,0.0
다사605454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.058823529411764705,0.0058309037900874635,0.0,0.0,0.06772908366533864,0.0,0.0,0.08247422680412371,0.042590949423247565,0.0,0.0,0.0,0.0
다사608475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15979381443298968,0.14995563442768411,0.0,0.0,0.0,0.0
다사644437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216494845360824,0.03948535936113576,0.0,0.0,0.0,0.0
다사653419,0.0,0.0,0.0,0.5,0.13333333333333333,0.012086226502808418,0.017985220889034932,0.01575347596198034,0.06664738891757782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134020618556701,0.038154392191659274,0.0,0.0,0.0,0.0
