,gid,pre,경도,위도
0,다사584438,0.6012636836706721,127.02997004239266,37.49296881902994
1,다사583441,0.332130390003666,127.02882185064576,37.49566832388762
2,다사580448,0.236570166418379,127.02538818511927,37.50196409026068
3,다사591477,0.21070399319693106,127.03767171210986,37.528152148587324
4,다사590447,0.156494827624457,127.0367071616902,37.50110766635886
5,다사575464,0.15019891835549698,127.01963908388844,37.516362563733516
6,다사568455,0.12006513468092,127.01177104353447,37.50821809616093
7,다사607455,0.112836513720808,127.0558970680559,37.50839223988349
8,다사578453,0.110502854381051,127.02309684055746,37.5064616512686
9,다사594430,0.107617721705993,127.04132619264428,37.48580256959978
10,다사608468,0.101312388000304,127.05695924779215,37.520113875570324
11,다사598429,0.0979863885725167,127.0458560438511,37.484918707370866
12,다사580413,0.0928295792210367,127.0255877182275,37.470417267586676
13,다사595463,0.0899526943938091,127.04227575670987,37.515551100848086
14,다사545441,0.0862015900483734,126.98583472633526,37.49548904936643
15,다사562459,0.083215889648204,127.00495864856705,37.5117951674928
16,다사597472,0.0827020381487294,127.0444895410296,37.52367186535516
17,다사576450,0.080125548265427,127.02085130919922,37.503748490973045
18,다사580407,0.07918847568380499,127.02562189268264,37.46500922379652
19,다사554425,0.0775884018890196,126.99611273121066,37.48111158664136
20,다사579451,0.0767568662990994,127.02423968766281,37.50466354440251
21,다사610438,0.0728419215785076,127.05938144323679,37.49308217573418
22,다사585436,0.0689831435332746,127.03111251631128,37.49117063904867
23,다사542430,0.0680426691879913,126.98250942788418,37.485559586151346
24,다사580447,0.0656348745192583,127.02539389038301,37.501062754826215
25,다사551454,0.0652096145261127,126.99254284645636,37.507235698985795
26,다사598420,0.0636659268868139,127.04590513793433,37.4768066364599
27,다사580441,0.0631782347692071,127.02542811662909,37.495654739308584
28,다사585477,0.0625180953283594,127.03088129548759,37.52812537069478
29,다사592441,0.0615313780380519,127.03900306625074,37.49570849269787
30,다사597422,0.0605513395312806,127.04476323938454,37.47860496765119
31,다사556458,0.0552289222334537,126.99817578143873,37.510865189070216
32,다사583440,0.0515029491444099,127.02882751334815,37.494766987043164
33,다사548448,0.0491840121617185,126.98918545554163,37.50181308802803
34,다사583476,0.0486200864142021,127.0286234970753,37.52721502611943
35,다사541420,0.0465298657827008,126.98144063681181,37.476541300936546
36,다사549438,0.0454791511925882,126.99037804253321,37.49280466148505
37,다사568449,0.0439172096838601,127.01180626126033,37.50281009804248
38,다사542436,0.0422455464121366,126.98247212000436,37.49096757576523
