,gid,acci_cnt,lm_nb.step
575,다사604447,0.0,0.00463971106815166
576,다사612435,0.0,0.00462236483696144
577,다사587471,0.5,0.00460822140855402
578,다사548422,0.0,0.00460628767722176
579,다사612444,0.5,0.00458494268469641
580,다사596417,0.0,0.00457165712112162
581,다사609468,0.0,0.00455484036745005
582,다사543422,0.0,0.00455224972827848
583,다사563440,0.0,0.00455171282208374
584,다사592419,0.0,0.0045330847941501
585,다사578472,0.0,0.00453006588061266
586,다사600458,0.0,0.00452780903596609
587,다사604433,0.0,0.0045209363397573
588,다사584417,0.0,0.00451133341767449
589,다사565435,0.0,0.004503831312387
590,다사566433,0.0,0.00447750147876201
591,다사648416,0.0,0.00447429455741999
592,다사573471,0.0,0.00446411124831077
593,다사559426,0.0,0.00446181106892393
594,다사578459,0.0,0.00445608265367896
595,다사608384,0.0,0.00444941867523607
596,다사571469,0.0,0.0044478195849166
597,다사566454,0.0,0.00444769295901094
598,다사581475,0.0,0.00442493844202983
599,다사586413,0.0,0.00442197744331902
600,다사589440,0.0,0.00441420546273941
601,다사612458,0.0,0.00440296902630587
602,다사605419,0.0,0.00439512260745669
603,다사612395,0.0,0.00437049709557087
604,다사608385,0.0,0.00436468516871348
605,다사599445,0.0,0.00435418026454042
606,다사617434,0.0,0.00434099700032076
607,다사569463,0.0,0.00433861683310319
608,다사607386,0.0,0.00433508370865802
609,다사590418,0.0,0.00432808064953303
610,다사588454,0.0,0.00432399212711671
611,다사598439,0.0,0.00431368312030595
612,다사557422,0.0,0.00431154015741572
613,다사662408,0.0,0.0043035782046183
614,다사601459,0.0,0.00429877724504968
615,다사616452,0.0,0.0042899740029187
616,다사592463,0.0,0.00428395023669246
617,다사584416,0.0,0.00427636214115769
618,다사653419,0.0,0.00427118830594277
619,다사586458,0.0,0.00426604812731865
620,다사578401,0.0,0.00425906811105121
621,다사594418,0.0,0.00425313495183427
622,다사648407,0.0,0.00425006131466532
623,다사591441,0.0,0.00424477455202633
624,다사570465,0.0,0.00423842353576622
625,다사664412,0.0,0.00423587857847269
626,다사612459,0.0,0.0042187610455513
627,다사596444,0.0,0.00421846053789502
628,다사601403,0.0,0.00420915881451084
629,다사602446,0.0,0.00419944443141922
630,다사616451,0.0,0.00419912173472148
631,다사591418,0.0,0.00418683152704803
632,다사556424,0.0,0.00418578970179885
633,다사592415,0.0,0.00418079343521432
634,다사582443,0.0,0.00418046808118265
635,다사592455,0.0,0.00416510642428764
636,다사587439,0.0,0.00414152712305935
637,다사613440,0.0,0.00413675718042932
638,다사548439,0.0,0.00413419586054454
639,다사639413,0.0,0.00413061504609968
640,다사609444,0.0,0.00412546811173544
641,다사578404,0.0,0.00412262712220406
642,다사571398,0.0,0.00411519335992505
643,다사595462,0.0,0.00411486571970736
644,다사595425,0.0,0.0041129961771144
645,다사628445,0.0,0.00410601791521657
646,다사598475,0.0,0.00409178752373688
647,다사613424,0.0,0.00408827197581942
648,다사613376,0.0,0.00408805301592584
649,다사582467,0.0,0.00408458790562433
650,다사578445,0.0,0.00407726041601503
651,다사659420,0.0,0.00407338899392493
652,다사565462,0.0,0.00405957360998538
653,다사589449,0.0,0.00404433999613512
654,다사634438,0.0,0.0040413241796758
655,다사615396,0.0,0.00404040849711636
656,다사541425,0.0,0.0040035843180482
657,다사631429,0.0,0.00398721542775938
658,다사610461,0.0,0.00398602572646996
659,다사593437,0.0,0.0039856358387231
660,다사595413,0.0,0.0039775426780744
661,다사556450,0.0,0.00397034834480906
662,다사614451,0.0,0.00396735114020276
663,다사598450,0.0,0.00396426468998607
664,다사617452,0.0,0.00396177246405198
665,다사590412,0.0,0.00396001924576706
666,다사561449,0.0,0.00395040267881134
667,다사613432,0.0,0.00394176963223655
668,다사607448,0.0,0.00393954304409278
669,다사573427,0.0,0.00393901613495868
670,다사620435,0.0,0.00393558007666724
671,다사572471,0.0,0.00393118151838361
672,다사620442,0.0,0.0039138526743547
673,다사563441,0.0,0.00391348978503124
674,다사577405,0.0,0.00390905638094141
675,다사587476,0.0,0.00390800998196447
676,다사561445,0.0,0.00390745493876701
677,다사585444,0.0,0.00390152366625404
678,다사610419,0.0,0.00389896336216118
679,다사561436,0.0,0.00388949506418
680,다사560453,0.0,0.00388787389253119
681,다사609461,0.0,0.00388044198834663
682,다사548452,0.0,0.00387580969193781
683,다사628427,0.0,0.00386582557175823
684,다사608391,0.0,0.00385952679262191
685,다사603444,0.0,0.00385819016676219
686,다사604430,0.0,0.00385346370541343
687,다사610428,0.0,0.00384863752408336
688,다사573440,0.5,0.00382672207709555
689,다사603446,0.0,0.00381749645942348
690,다사614422,0.0,0.00380985695918638
691,다사634427,0.0,0.00380695571184403
692,다사590458,0.0,0.00380665884186763
693,다사653417,0.0,0.00380530839308843
694,다사602395,0.0,0.00380520156936094
695,다사587478,0.0,0.00380351275863579
696,다사596460,0.0,0.00379145512782128
