"","gid","acci_cnt","X2030val","과속방지턱","무인카메라","신호등","버스아침승차","버스아침하차","버스저녁승차","버스저녁하차","관광여가오락","부동산","생활서비스","소매점","숙박","스포츠","음식점","학교","교육","출근시간자전거","퇴근시간자전거","지하철아침승차","지하철아침하차","지하철저녁승차","지하철저녁하차","geometry","lm_nb.step"
"1","다사542434",0.5,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0.00583090379008746,0,0,0,0,0,0.118556701030928,0.0891748003549246,0,0,0,0,list(list(c(126.981922100065, 126.981915875013, 126.983047020866, 126.983053232328, 126.981922100065, 37.4887117690582, 37.4896131004416, 37.489618055448, 37.4887167239043, 37.4887117690582))),0.00211414232955382
"2","다사547430",0.5,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.0145772594752187,0,0,0,0,0,0.13659793814433,0.0607808340727595,0,0,0,0,list(list(c(126.987602389807, 126.987596233801, 126.988727326675, 126.988733469093, 126.987602389807, 37.4851311048836, 37.4860324376203, 37.4860373378453, 37.48513600495, 37.4851311048836))),0.0014513500310368
"3","다사549419",0.5,0.0672690763052209,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0.00515463917525773,0.00443655723158829,0,0,0,0,list(list(c(126.989931947778, 126.989925821949, 126.99105676594, 126.991062878188, 126.989931947778, 37.4752262214443, 37.4761275560236, 37.4761324328555, 37.4752310981183, 37.4752262214443))),0.00107964061795169
"4","다사551417",0.5,0.0261044176706827,0,0,0,0.0800094020409221,0.268384677892125,0.186547784197061,0.430229202853861,0,0.107142857142857,0.0196078431372549,0.00583090379008746,0,0,0.00398406374501992,0,0,0.0077319587628866,0.00399290150842946,0,0,0,0,list(list(c(126.99220600539, 126.992199907266, 126.99333082464, 126.993336909185, 126.99220600539, 37.4734332937629, 37.474334628935, 37.4743394838042, 37.4734381484749, 37.4734332937629))),0.00484023844720459
"5","다사564435",0.5,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0.0119521912350598,0,0,0.0412371134020619,0.0239574090505768,0,0,0,0,list(list(c(127.006801146747, 127.00679522041, 127.0079263858, 127.007932298546, 127.006801146747, 37.4897196089867, 37.4906209436792, 37.4906256605903, 37.4897243257452, 37.4897196089867))),0.00287780846710184
"6","다사566432",0.5,0.00903614457831325,0,0,0.1,0,0,0,0,0,0.0357142857142857,0,0.0145772594752187,0,0,0,0,0,0.0231958762886598,0.0177462289263531,0,0,0,0,list(list(c(127.009081146498, 127.009075248131, 127.010206373277, 127.010212258055, 127.009081146498, 37.4870250258496, 37.4879263612631, 37.4879310560585, 37.487029720493, 37.4870250258496))),0.00140514448843242
"7","다사567450",0.5,0,0,0,0,0,0,0,0,0.0769230769230769,0,0.0196078431372549,0.00291545189504373,0,0,0.0239043824701195,0,0.0576923076923077,0.0463917525773196,0.0527950310559006,0,0,0,0,list(list(c(127.010106291938, 127.010100402441, 127.011231772553, 127.011237648451, 127.010106291938, 37.5032537394576, 37.5041550725273, 37.5041597592238, 37.5032584260024, 37.5032537394576))),0.00306522387827906
"8","다사568465",0.5,0.0522088353413655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398406374501992,0.5,0,0.201030927835052,0.275510204081633,0,0,0,0,list(list(c(127.011149482493, 127.011143602668, 127.012275177113, 127.012281043329, 127.011149482493, 37.5167784097627, 37.517679740904, 37.5176844190359, 37.5167830877432, 37.5167784097627))),0.00303085040433248
"9","다사569441",0.5,0,0,0,0.233333333333333,0,0,0,0,0,0,0.0196078431372549,0.00291545189504373,0,0,0.00796812749003984,0,0,0.0283505154639175,0.0239574090505768,0,0,0,0,list(list(c(127.01242175416, 127.012415894211, 127.01354714247, 127.013552988824, 127.01242175416, 37.4951510951186, 37.4960524297392, 37.4960570934065, 37.4951557586349, 37.4951510951186))),0.0059260638054285
"10","다사570474",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216494845360825,0.246672582076309,0,0,0,0,list(list(c(127.013359921573, 127.013354066619, 127.014485764093, 127.014491605433, 127.013359921573, 37.5248997328849, 37.5258010630805, 37.5258057208879, 37.5249043905415, 37.5248997328849))),0.00346487474595289
"11","다사572430",0.5,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0,0,0,0.0119521912350598,0,0.0192307692307692,0.0644329896907216,0.0244010647737356,0,0,0,0,list(list(c(127.015879452647, 127.015873636332, 127.017004735864, 127.017010538591, 127.015879452647, 37.4852503582263, 37.4861516948237, 37.4861563243461, 37.4852549875988, 37.4852503582263))),0.00260104620030618
"12","다사572439",0.5,0.0833333333333333,0,0,0,0,0,0,0,0,0.0357142857142857,0.0392156862745098,0.0087463556851312,0.2,0,0.0756972111553785,0,0.0192307692307692,0.0670103092783505,0.0314995563442768,0,0,0,0,list(list(c(127.015827096485, 127.015821277838, 127.016952499688, 127.016958304741, 127.015827096485, 37.4933623826118, 37.4942637179615, 37.4942683488329, 37.4933670133333, 37.4933623826118))),0.00402842821767226
"13","다사573440",0.5,0,0,0,0.133333333333333,0,0,0,0,0.0769230769230769,0,0,0.00583090379008746,0.4,0,0.0199203187250996,0,0,0.0670103092783505,0.0314995563442768,0,0,0,0,list(list(c(127.016952499688, 127.016946694375, 127.018077930077, 127.018083721795, 127.016952499688, 37.4942683488329, 37.4951696841938, 37.4951743043834, 37.4942729688729, 37.4942683488329))),0.00382672207709555
