gid,pre,acci_cnt
다사596414,-5.986092455,0
다사553429,-5.988809597,0
다사597414,-5.989924619,0
다사555417,-5.993104299,0
다사631440,-5.993261109,0
다사651406,-5.993368236,0
다사545419,-5.995213351,0
다사596465,-5.997321885,0
다사663413,-5.997644719,0
다사594476,-5.997909305,0
다사564457,-5.999380072,0
다사582428,-6.000076087,0
다사594423,-6.001646517,0
다사588438,-6.002666848,0
다사614437,-6.003948232,0
다사602447,-6.004561897,0
다사580436,-6.006420223,0
다사576400,-6.008585873,0
다사542416,-6.009052257,0
다사593448,-6.010827844,0
다사577436,-6.011079479,0.5
다사607392,-6.012899488,0
다사569455,-6.012899488,0
다사624431,-6.014664292,0
다사630440,-6.014930009,0
다사564428,-6.018311343,0
다사607472,-6.019180268,0
다사649411,-6.020742711,0
다사620426,-6.020742711,0
다사663410,-6.021958395,0
다사577428,-6.022755773,0
다사615446,-6.024549648,0
다사544422,-6.024732209,0
다사592456,-6.025015629,0
다사651407,-6.025605446,0
다사660417,-6.025605446,0
다사603428,-6.026762959,0
다사582482,-6.027022441,0
다사599402,-6.028088979,0
다사614456,-6.029214279,0
다사655407,-6.029252498,0
다사547435,-6.030484369,0
다사585453,-6.031684953,0
다사611417,-6.032899549,0
다사561435,-6.033165266,0
다사542415,-6.034115233,0
다사555416,-6.034115233,0
다사638412,-6.034271805,0
다사590402,-6.035330916,0
다사553453,-6.036045332,0
다사573401,-6.041409335,0
다사618398,-6.041409335,0
다사556430,-6.041868095,0
다사641414,-6.041918912,0
다사614439,-6.042082541,0
다사619397,-6.042625019,0
다사547400,-6.042625019,0
다사637403,-6.04345128,0
다사582437,-6.044941847,0
다사619407,-6.045056387,0
다사554450,-6.045838395,0
다사577429,-6.048539161,0
다사548441,-6.048710298,0
다사572456,-6.049754659,0
다사647435,-6.050064957,0
다사546424,-6.050756344,0
다사579408,-6.053973662,0
다사594467,-6.054178551,0.5
다사562442,-6.055047574,0
다사618446,-6.065367578,0
다사579414,-6.066721962,0
다사563424,-6.068100651,0
다사571397,-6.076105123,0
다사580414,-6.077698879,0
다사608386,-6.078060648,0
다사550417,-6.079147698,0
다사606472,-6.081401373,0
다사568456,-6.08274991,0
다사618428,-6.085348649,0
다사642437,-6.085439669,0
다사625437,-6.091283511,0
다사580439,-6.093029498,0
다사553425,-6.095895631,0
다사591403,-6.097596507,0
다사576401,-6.097596507,0
다사576449,-6.098797618,0
다사609391,-6.098812191,0
다사584465,-6.099713217,0
다사635438,-6.10489061,0
다사639428,-6.106106293,0
다사599437,-6.107321977,0
다사546423,-6.107984973,0
다사583420,-6.108537661,0
다사633430,-6.110969029,0
다사602396,-6.112184712,0
다사608396,-6.11461608,0
다사588451,-6.116323649,0
다사569445,-6.12434155,0
다사654413,-6.12533221,0
다사590457,-6.125880759,0
다사575446,-6.126772918,0
다사601433,-6.128715764,0
다사546434,-6.129262491,0
다사620431,-6.131635653,0
다사606391,-6.136134687,0
다사586445,-6.139515653,0
다사629433,-6.141361123,0
다사630439,-6.141871363,0
다사623435,-6.145008175,0
다사624434,-6.145008175,0
다사635430,-6.14987091,0
다사582414,-6.151086594,0
다사601416,-6.151620326,0
다사608400,-6.152302277,0
다사603418,-6.152379007,0
다사593439,-6.15344906,0
다사561433,-6.153517961,0
다사596426,-6.159363622,0
다사563459,-6.16062737,0
다사579426,-6.160812064,0
다사594431,-6.16101758,0
다사608421,-6.163243431,0
다사609422,-6.163243431,0
다사609423,-6.163243431,0
다사604424,-6.163380334,0
다사585437,-6.163623417,0
다사584477,-6.164758119,0
다사634425,-6.165685991,0
다사582470,-6.168979426,0
다사549417,-6.16932185,0
다사606400,-6.16932185,0
다사614423,-6.170537534,0
다사654419,-6.170814444,0
다사602441,-6.171753407,0
다사660416,-6.172968902,0
다사606420,-6.174773873,0
다사550418,-6.176387016,0
다사639414,-6.176615953,0
다사663409,-6.176615953,0
다사614395,-6.176912548,0
다사619398,-6.178661484,0
다사590440,-6.178733398,0
다사661408,-6.179047321,0
다사575403,-6.180263004,0
다사617441,-6.180795502,0
다사546409,-6.181478688,0
다사578408,-6.183910056,0
다사645433,-6.184203004,0
다사640406,-6.186341423,0
다사547406,-6.186341423,0
다사555451,-6.187273705,0
다사564462,-6.188533672,0
다사547405,-6.188772791,0
다사587472,-6.189803735,0
다사546402,-6.189988475,0
다사630401,-6.191204159,0
다사628402,-6.191204159,0
다사631402,-6.191204159,0
다사629402,-6.192419842,0
다사625387,-6.193635526,0
다사558419,-6.196263505,0
다사591478,-6.19702156,0
다사560419,-6.203518547,0
다사545421,-6.204622411,0
다사582452,-6.207843663,0
다사543427,-6.209433084,0
다사603445,-6.210236873,0
다사634428,-6.211875969,0
다사579431,-6.217406724,0
다사610427,-6.218811026,0
다사611450,-6.220320157,0
다사596449,-6.221625007,0.5
다사573441,-6.221879499,0
다사647436,-6.222488951,0
다사607443,-6.227096752,0
다사572449,-6.228082656,0
다사572450,-6.228082656,0
다사567463,-6.22940816,0
다사561428,-6.235325041,0
다사597438,-6.236349549,0
다사602430,-6.237953962,0
다사579415,-6.238016762,0
다사558418,-6.238133563,0
다사551453,-6.239203223,0
다사598466,-6.241701979,0
다사574426,-6.242098415,0
다사619444,-6.249839421,0
다사641425,-6.254809559,0
다사584436,-6.255591443,0
다사599404,-6.263980723,0
다사601416,-6.267190584,0
다사612442,-6.270640495,0
다사580459,-6.271361101,0
다사572470,-6.273809819,0
다사555447,-6.27733342,0
다사616396,-6.279025893,0
다사615437,-6.280776236,0
다사610441,-6.287512652,0
다사589436,-6.289377232,0
다사599399,-6.292812829,0
다사571456,-6.298621838,0
다사593468,-6.300667216,0
다사554449,-6.301214897,0
다사619426,-6.30153322,0
다사653414,-6.302198841,0
다사585462,-6.303497224,0
다사598404,-6.309151884,0
다사606390,-6.311958831,0
다사609451,-6.313027397,0
다사582480,-6.327798696,0
다사596413,-6.343455162,0
다사609397,-6.356842237,0
다사580460,-6.364053028,0
다사545434,-6.365419802,0
다사655416,-6.371905799,0
다사641407,-6.375720288,0
다사587432,-6.379817315,0
다사588435,-6.386184145,0
다사567432,-6.388338508,0
다사556429,-6.390831013,0
다사599415,-6.397720462,0
다사597431,-6.398913925,0
다사581442,-6.408432016,0
다사606448,-6.41138507,0
다사601469,-6.411804976,0
다사545431,-6.414403334,0
다사600470,-6.426842832,0
다사581438,-6.432973198,0
다사607420,-6.433235499,0
다사570398,-6.443990788,0
다사580438,-6.449541772,0
다사611438,-6.459863783,0
다사606441,-6.461435711,0
다사598465,-6.463212671,0
다사555428,-6.466819621,0
다사573450,-6.470229864,0
다사553439,-6.471668984,0
다사614424,-6.474020565,0
다사601440,-6.474856404,0
다사636428,-6.476196098,0
다사543415,-6.482593563,0
다사630429,-6.482896238,0
다사651414,-6.484558993,0
다사588477,-6.486938457,0
다사561429,-6.488892179,0
다사591433,-6.491821611,0
다사569456,-6.498465705,0
다사602433,-6.500123857,0
다사610395,-6.501506577,0
다사557440,-6.505154828,0
다사589435,-6.512093292,0
다사547434,-6.5172593,0
다사596476,-6.531786306,0
다사598454,-6.534437891,0
다사574398,-6.542869159,0
다사551426,-6.548996526,0
다사597465,-6.561366564,0
다사566432,-6.567615143,0.5
다사593467,-6.573710087,0
다사562433,-6.578440482,0
다사609396,-6.580871849,0
다사574400,-6.581574428,0
다사613395,-6.592068684,0
다사582460,-6.593848535,0
다사590436,-6.597083337,0
다사604431,-6.63789942,0
다사626435,-6.645248746,0
다사631427,-6.650180327,0
다사573454,-6.6531901,0
다사555449,-6.656284959,0
다사603415,-6.670384764,0
다사573455,-6.672012119,0
다사602468,-6.675819225,0
다사574428,-6.691510068,0
다사593438,-6.693144217,0
다사608387,-6.695524755,0
다사639429,-6.702061766,0
다사572445,-6.702586064,0
다사579436,-6.712288606,0
다사620432,-6.716715509,0
다사578400,-6.716732896,0
다사545427,-6.717070426,0
다사547441,-6.717266478,0
다사604441,-6.719400889,0
다사557421,-6.737814035,0
다사582438,-6.743928065,0
다사592458,-6.769071994,0
다사611444,-6.773633357,0
다사543436,-6.778476361,0
다사555429,-6.796159384,0
다사547431,-6.80652377,0
다사605447,-6.809753545,0
다사591443,-6.818514027,0
다사600437,-6.822756908,0
다사605434,-6.826078653,0
다사562425,-6.828940615,0
다사588437,-6.829636631,0
다사605448,-6.843594427,0
다사563423,-6.845584799,0
다사611396,-6.848231923,0
다사569398,-6.869983157,0
다사599472,-6.870149051,0
다사629429,-6.871487384,0
다사596459,-6.875758574,0
다사559439,-6.910778774,0
다사606438,-6.94198541,0
다사566428,-6.963927053,0
다사655406,-6.977960945,0
다사593434,-7.003753951,0
다사555434,-7.065333838,0
다사589451,-7.077380692,0
다사629435,-7.15388184,0
다사560426,-7.169947288,0
다사649417,-7.171355731,0
다사583437,-7.180052815,0
다사626440,-7.18661833,0
다사573449,-7.320198842,0
다사585437,-7.462412985,0
다사630403,-7.574464147,0
다사578446,-7.650871996,0
다사546448,-7.761012259,0
다사663411,-8.366174684,0
다사605432,-10.34491557,0
다사592411,-10.82381171,0
다사590404,-14.00281891,0
다사582444,-18.3253011,0
다사610455,-21.13938958,0
다사562453,-23.95853685,0
다사560450,-42.0372299,0
