gid,acci_cnt,2030val,과속방지턱,무인카메라,신호등,버스아침승차,버스아침하차,버스저녁승차,버스저녁하차,관광여가오락,부동산,생활서비스,소매점,숙박,스포츠,음식점,학교,교육,출근시간자전거,퇴근시간자전거,지하철아침승차,지하철아침하차,지하철저녁승차,지하철저녁하차
다사609449,0.0,27.0,0.0,0.0,8.0,532.75,1345.6111111111113,1648.7777777777778,538.6111111111111,2.0,0.0,3.0,4.0,0.0,0.0,6.0,0.0,2.0,32,86,0.0,0.0,0.0,0.0
다사619438,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,541,0.0,0.0,0.0,0.0
다사581458,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,15,98,0.0,0.0,0.0,0.0
다사600469,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,22,163,0.0,0.0,0.0,0.0
다사601460,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,58,298,0.0,0.0,0.0,0.0
다사644410,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,11,0.0,0.0,0.0,0.0
다사648405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9,19,0.0,0.0,0.0,0.0
다사590449,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,9.0,0.0,1.0,30.0,0.0,1.0,18,59,0.0,0.0,0.0,0.0
다사596445,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,11.0,0.0,0.0,72,116,0.0,0.0,0.0,0.0
다사597472,0.0,23.0,0.0,0.0,4.0,1834.375,10617.458333333332,8741.958333333334,3918.9583333333335,0.0,0.0,4.0,5.0,0.0,0.0,23.0,0.0,0.0,55,355,0.0,0.0,0.0,0.0
다사589468,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,60,303,0.0,0.0,0.0,0.0
다사596467,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,118,0.0,0.0,0.0,0.0
다사610446,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,82,286,0.0,0.0,0.0,0.0
다사595437,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,58,158,0.0,0.0,0.0,0.0
다사596428,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,32,84,0.0,0.0,0.0,0.0
다사646435,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,190,0.0,0.0,0.0,0.0
다사648402,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0
다사608443,0.0,17.0,0.0,0.0,0.0,780.1833333333333,771.1166666666667,936.8833333333332,558.7166666666667,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,15.0,29,95,0.0,0.0,0.0,0.0
다사598423,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,147,410,0.0,0.0,0.0,0.0
다사646401,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0
다사604425,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,205,0.0,0.0,0.0,0.0
다사607430,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,320,0.0,0.0,0.0,0.0
