,gid,geometry
3931,다사628431,"MULTIPOLYGON (((127.0792155913733 37.48639427243842, 127.0792105357673 37.48729561675017, 127.08034166243 37.48729964001213, 127.080346704447 37.48639829557013, 127.0792155913733 37.48639427243842)))"
3932,다사613413,"MULTIPOLYGON (((127.0623435525057 37.47010844066608, 127.0623382972803 37.4710097854747, 127.0634691759946 37.47101396873165, 127.063474417642 37.47011262378758, 127.0623435525057 37.47010844066608)))"
3933,다사584463,"MULTIPOLYGON (((127.0292658102831 37.51504928917549, 127.0292601487068 37.51595062297428, 127.0303917000418 37.51595512736651, 127.0303973480102 37.51505379342196, 127.0292658102831 37.51504928917549)))"
3934,다사588471,"MULTIPOLYGON (((127.0337470985473 37.52227791228142, 127.0337414894042 37.52317924555231, 127.0348731506274 37.52318370774015, 127.0348787461577 37.52228237432486, 127.0337470985473 37.52227791228142)))"
3935,다사622420,"MULTIPOLYGON (((127.0724854111224 37.4764551183577, 127.0724802764986 37.4773564634036, 127.0736112523558 37.47736055018351, 127.0736163733972 37.4764592050053, 127.0724854111224 37.4764551183577)))"
3936,다사617415,"MULTIPOLYGON (((127.0668566123908 37.47192779877701, 127.0668514110141 37.47282914384839, 127.0679823178165 37.4728332840832, 127.067987505614 37.47193193887777, 127.0668566123908 37.47192779877701)))"
3937,다사613431,"MULTIPOLYGON (((127.0622489226282 37.48633262603495, 127.062243663188 37.48723396835099, 127.0633747864094 37.48723815404644, 127.0633800322607 37.48633681159491, 127.0622489226282 37.48633262603495)))"
3938,다사640426,"MULTIPOLYGON (((127.0928134223617 37.4819351039959, 127.0928085309142 37.48283645053942, 127.0939395922921 37.48284034322332, 127.0939444701535 37.48193899655379, 127.0928134223617 37.4819351039959)))"
3939,다사611419,"MULTIPOLYGON (((127.0600501251186 37.47550810709951, 127.0600448413255 37.47640945080535, 127.0611758010515 37.47641365652429, 127.0611810712631 37.47551231268228, 127.0600501251186 37.47550810709951)))"
3940,다사622443,"MULTIPOLYGON (((127.0723672568973 37.49718601938455, 127.0723621170108 37.49808736124589, 127.0734934054282 37.49809145106982, 127.0734985317184 37.49719010907609, 127.0723672568973 37.49718601938455)))"
3941,다사596476,"MULTIPOLYGON (((127.0427727827243 37.52681997573811, 127.0427672812589 37.52772130946141, 127.0438990125329 37.52772568561546, 127.0439045003824 37.52682435175053, 127.0427727827243 37.52681997573811)))"
3942,다사658414,"MULTIPOLYGON (((127.1132280619671 37.47118731762254, 127.1132234175544 37.47208866804085, 127.1143543197548 37.47209236439637, 127.1143589505884 37.47119101385837, 127.1132280619671 37.47118731762254)))"
3943,다사660421,"MULTIPOLYGON (((127.115457514315 37.47750415096778, 127.1154528956207 37.4784055006568, 127.1165838933034 37.47840917619885, 127.1165884984144 37.47750782639084, 127.115457514315 37.47750415096778)))"
3944,다사642430,"MULTIPOLYGON (((127.0950560597616 37.48554826463521, 127.0950511946197 37.48644961087685, 127.0961823107822 37.48645348240749, 127.0961871623356 37.48555213604052, 127.0950560597616 37.48554826463521)))"
3945,다사591455,"MULTIPOLYGON (((127.0372311012756 37.50786990778649, 127.0372255369381 37.50877124370707, 127.0383569811744 37.50877567107363, 127.0383625319088 37.50787433500975, 127.0372311012756 37.50786990778649)))"
3946,다사625436,"MULTIPOLYGON (((127.0757967693705 37.49088885628183, 127.0757916718623 37.4917901995085, 127.0769228658017 37.49179425591378, 127.0769279497178 37.49089291255581, 127.0757967693705 37.49088885628183)))"
3947,다사651434,"MULTIPOLYGON (((127.1052170180101 37.48918810605982, 127.1052122743206 37.49008945286334, 127.1063434467668 37.49009322742423, 127.1063481768652 37.48919188049852, 127.1052170180101 37.48918810605982)))"
3948,다사568473,"MULTIPOLYGON (((127.0111024365571 37.52398905501001, 127.0110965546361 37.52489038504184, 127.0122282379739 37.524895064385, 127.0122341062811 37.52399373420174, 127.0111024365571 37.52398905501001)))"
3949,다사608465,"MULTIPOLYGON (((127.0564121137373 37.51695707363217, 127.0564067782789 37.51785841055568, 127.0575383627029 37.51786265506384, 127.0575436845519 37.51696131800296, 127.0564121137373 37.51695707363217)))"
3950,다사640414,"MULTIPOLYGON (((127.0928721027417 37.47111893467907, 127.0928672139079 37.47202028288327, 127.0939981122922 37.47202417405511, 127.0940029875472 37.47112282572493, 127.0928721027417 37.47111893467907)))"
3951,다사616441,"MULTIPOLYGON (((127.0655900550291 37.49535857121264, 127.0655848340306 37.49625991254931, 127.0667160938734 37.49626406710284, 127.066721301277 37.49536272563169, 127.0655900550291 37.49535857121264)))"
3952,다사642408,"MULTIPOLYGON (((127.0951630380798 37.46571861230727, 127.0951581777027 37.46661996159335, 127.0962889950564 37.46662383036738, 127.0962938418582 37.46572248095603, 127.0951630380798 37.46571861230727)))"
3953,다사651418,"MULTIPOLYGON (((127.1052928883144 37.47476653838559, 127.1052881480042 37.47566788740295, 127.1064191030658 37.47567166000917, 127.1064238297945 37.47477031086968, 127.1052928883144 37.47476653838559)))"
3954,다사608427,"MULTIPOLYGON (((127.0566146851564 37.4827061678897, 127.056609358721 37.48360751007699, 127.0577404264134 37.48361174936761, 127.0577457392624 37.48271040704309, 127.0566146851564 37.4827061678897)))"
3955,다사571479,"MULTIPOLYGON (((127.0144623961325 37.52941104088656, 127.0144565534916 37.53031237053951, 127.0155883193075 37.5303170182552, 127.0155941483309 37.52941568845185, 127.0144623961325 37.52941104088656)))"
3956,다사621427,"MULTIPOLYGON (((127.0713184068183 37.48276043237062, 127.0713132570069 37.48366177631469, 127.0724443277284 37.48366587484836, 127.0724494639532 37.4827645307716, 127.0713184068183 37.48276043237062)))"
3957,다사618454,"MULTIPOLYGON (((127.0677850101972 37.50708429928532, 127.0677798133804 37.50798563909024, 127.0689112504763 37.50798977371842, 127.0689164336904 37.5070884337797, 127.0677850101972 37.50708429928532)))"
3958,다사660415,"MULTIPOLYGON (((127.1154852221613 37.47209604992872, 127.1154806047011 37.47299740044772, 127.116611520893 37.47300107527585, 127.1166161247736 37.47209972463786, 127.1154852221613 37.47209604992872)))"
3959,다사644398,"MULTIPOLYGON (((127.0974729662809 37.45671283581189, 127.0974681352065 37.45761418673172, 127.0985988172657 37.45761803261826, 127.0986036347709 37.45671668157388, 127.0974729662809 37.45671283581189)))"
3960,다사571477,"MULTIPOLYGON (((127.0144740806334 37.5276083811646, 127.0144682385131 37.52850971109492, 127.0155999770947 37.52851435850983, 127.0156058055988 37.52761302842912, 127.0144740806334 37.5276083811646)))"
3961,다사648438,"MULTIPOLYGON (((127.1018044035851 37.49278210267404, 127.10179961827 37.49368344855534, 127.1029308444508 37.49368725609965, 127.1029356161725 37.49278591009509, 127.1018044035851 37.49278210267404)))"
3962,다사611471,"MULTIPOLYGON (((127.0597750555727 37.52237779615265, 127.0597697595273 37.52327913265598, 127.06090142633 37.52328334545982, 127.0609067087624 37.52238200882016, 127.0597750555727 37.52237779615265)))"
3963,다사649436,"MULTIPOLYGON (((127.1029451589783 37.49098321767082, 127.1029403876817 37.49188456395214, 127.1040715868887 37.49188836041912, 127.1040763445931 37.49098701401491, 127.1029451589783 37.49098321767082)))"
3964,다사638435,"MULTIPOLYGON (((127.0905070519669 37.49003939803057, 127.0905021313751 37.49094074307531, 127.0916333146189 37.4909446585544, 127.0916382216192 37.4900433133829, 127.0905070519669 37.49003939803057)))"
3965,다사661402,"MULTIPOLYGON (((127.1166759565647 37.46038215375718, 127.116671355349 37.46128350619327, 127.1178020952572 37.46128716865587, 127.1178066829011 37.46038581610119, 127.1166759565647 37.46038215375718)))"
3966,다사643407,"MULTIPOLYGON (((127.0962986884442 37.46482113140635, 127.0962938418582 37.46572248095603, 127.0974246458525 37.46572633878417, 127.0974294788638 37.46482498910957, 127.0962986884442 37.46482113140635)))"
3967,다사633420,"MULTIPOLYGON (((127.0849260085901 37.47649947612115, 127.0849210233724 37.47740082260318, 127.0860520017053 37.47740479030707, 127.0860569733406 37.47650344369658, 127.0849260085901 37.47649947612115)))"
3968,다사656414,"MULTIPOLYGON (((127.1109662853457 37.47117989268235, 127.110961613775 37.47208124286026, 127.112092515561 37.47208496086214, 127.1120971735527 37.47118361056386, 127.1109662853457 37.47117989268235)))"
3969,다사611459,"MULTIPOLYGON (((127.0598385897205 37.51156174730693, 127.0598332965052 37.51246308547267, 127.060964799991 37.51246729664075, 127.0609700796005 37.51156595833874, 127.0598385897205 37.51156174730693)))"
3970,다사633416,"MULTIPOLYGON (((127.0849459472408 37.47289408880886, 127.0849409629111 37.47379543584454, 127.0860718869179 37.47379940303462, 127.0860768576676 37.47289805587049, 127.0849459472408 37.47289408880886)))"
3971,다사600445,"MULTIPOLYGON (((127.0474683915818 37.49889598307531, 127.0474629520965 37.49979732165843, 127.0485942625309 37.49980165008949, 127.0485996884191 37.49890031136627, 127.0474683915818 37.49889598307531)))"
3972,다사636433,"MULTIPOLYGON (((127.0882546082092 37.48822884484006, 127.088249660875 37.4891301899071, 127.0893808164974 37.48913412679211, 127.0893857502413 37.48823278159762, 127.0882546082092 37.48822884484006)))"
3973,다사596485,"MULTIPOLYGON (((127.0427232607121 37.53493197425833, 127.0427177570406 37.53583330673423, 127.0438496108854 37.53583768416291, 127.0438551009354 37.53493635154537, 127.0427232607121 37.53493197425833)))"
3974,다사647438,"MULTIPOLYGON (((127.1006731912109 37.49277828442179, 127.1006683923023 37.49367963017951, 127.10179961827 37.49368344855534, 127.1018044035851 37.49278210267404, 127.1006731912109 37.49277828442179)))"
3975,다사661403,"MULTIPOLYGON (((127.116671355349 37.46128350619327, 127.1166667539284 37.46218485849104, 127.1177975074091 37.46218852107224, 127.1178020952572 37.46128716865587, 127.116671355349 37.46128350619327)))"
3976,다사612438,"MULTIPOLYGON (((127.0610808970939 37.49263782199953, 127.0610756224206 37.49353916321027, 127.0622068405466 37.49354336068562, 127.0622121016269 37.49264201933902, 127.0610808970939 37.49263782199953)))"
3977,다사617460,"MULTIPOLYGON (((127.0666223209355 37.51248818990122, 127.0666171091231 37.51338952874093, 127.0677486276173 37.51339367501117, 127.0677538258233 37.51249233603727, 127.0666223209355 37.51248818990122)))"
3978,다사590473,"MULTIPOLYGON (((127.0359992299339 37.52408949250601, 127.0359936475191 37.52499082578814, 127.0371253364678 37.52499526657797, 127.0371309052685 37.52409393315215, 127.0359992299339 37.52408949250601)))"
3979,다사616432,"MULTIPOLYGON (((127.0656370335525 37.4872464929508, 127.0656318146465 37.48814783553382, 127.0667629521566 37.48815198887716, 127.066768157473 37.48725064615967, 127.0656370335525 37.4872464929508)))"
3980,다사658413,"MULTIPOLYGON (((127.1132327061729 37.47028596706588, 127.1132280619671 37.47118731762254, 127.1143589505884 37.47119101385837, 127.1143635812157 37.47028966318206, 127.1132327061729 37.47028596706588)))"
3981,다사583473,"MULTIPOLYGON (((127.0280775095879 37.52405810437781, 127.0280718318751 37.52495943664418, 127.0292035190703 37.52496395333775, 127.0292091831692 37.52406262092522, 127.0280775095879 37.52405810437781)))"
3982,다사614447,"MULTIPOLYGON (((127.0632960705945 37.50075827420093, 127.0632908210034 37.50165961443658, 127.0644221619628 37.50166379146602, 127.0644273979554 37.50076245109516, 127.0632960705945 37.50075827420093)))"
3983,다사621438,"MULTIPOLYGON (((127.0712617462757 37.49267520814006, 127.0712565939406 37.49357655056104, 127.072387814154 37.49358065055443, 127.0723929528959 37.49267930800075, 127.0712617462757 37.49267520814006)))"
3984,다사640412,"MULTIPOLYGON (((127.0928818797563 37.46931623785552, 127.0928769913579 37.47021758633648, 127.0940078625851 37.47022147725637, 127.0940127374058 37.46932012864941, 127.0928818797563 37.46931623785552)))"
3985,다사603411,"MULTIPOLYGON (((127.0510456954039 37.4682633269466, 127.0510403048795 37.46916467065851, 127.0521711540708 37.46916896186262, 127.0521765310186 37.46826761801178, 127.0510456954039 37.4682633269466)))"
3986,다사608413,"MULTIPOLYGON (((127.0566892303469 37.47008736272591, 127.0566839072318 37.47098870685206, 127.0578147847697 37.47099294422163, 127.0578200943069 37.47009159995828, 127.0566892303469 37.47008736272591)))"
3987,다사600433,"MULTIPOLYGON (((127.0475336465115 37.4880799092717, 127.0475282099327 37.48898124951727, 127.0486593572407 37.4889855762673, 127.0486647802296 37.48808423588167, 127.0475336465115 37.4880799092717)))"
3988,다사629432,"MULTIPOLYGON (((127.08034166243 37.48729964001213, 127.0803366201884 37.48820098431567, 127.0814677606653 37.48820499687855, 127.0814727893172 37.48730365244511, 127.08034166243 37.48729964001213)))"
3989,다사636421,"MULTIPOLYGON (((127.0883139590347 37.47741269323944, 127.0883090143441 37.47831403996739, 127.0894400069225 37.47831797532328, 127.0894449380301 37.47741662846791, 127.0883139590347 37.47741269323944)))"
3990,다사603430,"MULTIPOLYGON (((127.0509432343747 37.48538883378897, 127.0509378392867 37.48629017486926, 127.0520689465495 37.48629446871386, 127.0520743280493 37.48539312749458, 127.0509432343747 37.48538883378897)))"
3991,다사656427,"MULTIPOLYGON (((127.110905538694 37.4828974342046, 127.1109008644176 37.48379878258403, 127.112031942786 37.48380250215109, 127.1120366034755 37.48290115365123, 127.110905538694 37.4828974342046)))"
3992,다사618423,"MULTIPOLYGON (((127.067945996764 37.47914269664446, 127.0679408071177 37.48004404074222, 127.0690718228069 37.48004817122346, 127.0690769988691 37.47914682699196, 127.067945996764 37.47914269664446)))"
3993,다사649414,"MULTIPOLYGON (((127.1030500737565 37.47115356447321, 127.1030453071329 37.47205491379867, 127.1041762074497 37.4720587075626, 127.1041809604944 37.47115735811433, 127.1030500737565 37.47115356447321)))"
3994,다사607441,"MULTIPOLYGON (((127.0554088493352 37.49532069400092, 127.0554035059826 37.49622203411149, 127.0565347637106 37.49622628615614, 127.0565400934684 37.49532494590794, 127.0554088493352 37.49532069400092)))"
3995,다사620426,"MULTIPOLYGON (((127.0701925130806 37.48185497919297, 127.0701873499127 37.48275632314247, 127.0713184068183 37.48276043237062, 127.0713235564003 37.48185908828809, 127.0701925130806 37.48185497919297)))"
3996,다사599429,"MULTIPOLYGON (((127.0464243112829 37.48447021002661, 127.0464188620851 37.4853715506859, 127.0475499547949 37.48537588770376, 127.0475553904052 37.48447454690407, 127.0464243112829 37.48447021002661)))"
3997,다사616426,"MULTIPOLYGON (((127.0656683421076 37.4818384345447, 127.0656631245961 37.48273977795856, 127.0667941805782 37.48274393049523, 127.0667993845038 37.48184258694694, 127.0656683421076 37.4818384345447)))"
3998,다사625446,"MULTIPOLYGON (((127.0757457840704 37.49990228231779, 127.0757406842912 37.50080362415984, 127.0768720141842 37.50080768187839, 127.0768771003652 37.499906339905, 127.0757457840704 37.49990228231779)))"
3999,다사628430,"MULTIPOLYGON (((127.0792206467542 37.48549292798823, 127.0792155913733 37.48639427243842, 127.080346704447 37.48639829557013, 127.0803517462394 37.4854969509897, 127.0792206467542 37.48549292798823)))"
4000,다사625430,"MULTIPOLYGON (((127.0758273496519 37.48548079401439, 127.0758222535058 37.48638213807176, 127.0769533659022 37.48638619368924, 127.0769584484598 37.48548484950057, 127.0758273496519 37.48548079401439)))"
4001,다사602478,"MULTIPOLYGON (((127.0495522525466 37.52864873814685, 127.0495468322941 37.52955007243741, 127.0506785922596 37.52955438380327, 127.0506839988948 37.5286530493732, 127.0495522525466 37.52864873814685)))"
4002,다사657405,"MULTIPOLYGON (((127.1121390861437 37.46307145165437, 127.1121344300187 37.46397280319762, 127.1132652098226 37.46397650929618, 127.1132698523739 37.46307515763294, 127.1121390861437 37.46307145165437)))"
4003,다사623432,"MULTIPOLYGON (((127.0735549058437 37.48727533800636, 127.0735497820645 37.48817668152318, 127.0746809211848 37.48818075906181, 127.0746860313745 37.48727941541298, 127.0735549058437 37.48727533800636)))"
4004,다사569472,"MULTIPOLYGON (((127.0122399743268 37.5230924038798, 127.0122341062811 37.52399373420174, 127.0133657762665 37.52399840255058, 127.013371630699 37.52309707207757, 127.0122399743268 37.5230924038798)))"
4005,다사601481,"MULTIPOLYGON (((127.0484042041045 37.53134841811194, 127.0483987695086 37.53224975184689, 127.0495305700879 37.5322540744776, 127.0495359910648 37.53135274060278, 127.0484042041045 37.53134841811194)))"
4006,다사584444,"MULTIPOLYGON (((127.0293733323339 37.49792392066207, 127.0293676755469 37.49882525709444, 127.0304989684351 37.49882975871752, 127.0305046116256 37.49792842213943, 127.0293733323339 37.49792392066207)))"
4007,다사663409,"MULTIPOLYGON (((127.1189053866592 37.4666989334326, 127.1189008111609 37.46760028513737, 127.120031646497 37.46760392678731, 127.1200362084192 37.46670257496461, 127.1189053866592 37.4666989334326)))"
4008,다사595480,"MULTIPOLYGON (((127.0416190035118 37.53042092237532, 127.0416134874477 37.53132225540225, 127.0427452729464 37.53132664296868, 127.0427507753922 37.53042530979976, 127.0416190035118 37.53042092237532)))"
4009,다사654407,"MULTIPOLYGON (((127.108737394799 37.46486297102464, 127.1087326975349 37.46576432192912, 127.1098635038637 37.46576806072985, 127.109868187553 37.46486670970432, 127.108737394799 37.46486297102464)))"
4010,다사619454,"MULTIPOLYGON (((127.0689164336904 37.5070884337797, 127.0689112504763 37.50798977371842, 127.0700426878032 37.50799389750967, 127.0700478574144 37.50709255743747, 127.0689164336904 37.5070884337797)))"
4011,다사635440,"MULTIPOLYGON (((127.0870887352854 37.49453430892096, 127.087083772814 37.49543565289124, 127.0882150233651 37.49543960150059, 127.0882199722421 37.49453825740251, 127.0870887352854 37.49453430892096)))"
4012,다사617434,"MULTIPOLYGON (((127.0667577466082 37.48905333145614, 127.066752540828 37.48995467389666, 127.0678837057507 37.48995881667899, 127.0678888979402 37.48905747410436, 127.0667577466082 37.48905333145614)))"
4013,다사628419,"MULTIPOLYGON (((127.0792762410851 37.47557812989957, 127.0792711881805 37.47647947587249, 127.0804021518147 37.47648349757174, 127.0804071911376 37.47558215146859, 127.0792762410851 37.47557812989957)))"
4014,다사586438,"MULTIPOLYGON (((127.0316696634686 37.49252488953294, 127.0316640353787 37.49342622708789, 127.0327952471994 37.49343070617456, 127.0328008616965 37.49252936847461, 127.0316696634686 37.49252488953294)))"
4015,다사659412,"MULTIPOLYGON (((127.1143682116369 37.46938831236741, 127.1143635812157 37.47028966318206, 127.1154944564648 37.47029334847575, 127.1154990733081 37.46939199754177, 127.1143682116369 37.46938831236741)))"
4016,다사588483,"MULTIPOLYGON (((127.0336797723365 37.53309390238311, 127.0336741601943 37.53399523399051, 127.0348059848186 37.53399969791143, 127.0348115833408 37.53309836615958, 127.0336797723365 37.53309390238311)))"
4017,다사570477,"MULTIPOLYGON (((127.0133423559283 37.52760372305576, 127.0133365001917 37.52850505283535, 127.0144682385131 37.52850971109492, 127.0144740806334 37.5276083811646, 127.0133423559283 37.52760372305576)))"
4018,다사590458,"MULTIPOLYGON (((127.0360829363228 37.51056947664153, 127.0360773576367 37.5114708120027, 127.0372088424383 37.5114752506373, 127.0372144075194 37.51057391513248, 127.0360829363228 37.51056947664153)))"
4019,다사599456,"MULTIPOLYGON (((127.0462770977179 37.50880635919995, 127.0462716419629 37.5097076961185, 127.0474031017642 37.50971203692844, 127.0474085439153 37.5088106998694, 127.0462770977179 37.50880635919995)))"
4020,다사602457,"MULTIPOLYGON (((127.0496660220933 37.50972068603577, 127.0496606069086 37.51062202323619, 127.0507920810398 37.51062633167299, 127.0507974826199 37.50972499433313, 127.0496660220933 37.50972068603577)))"
4021,다사666410,"MULTIPOLYGON (((127.1222933177782 37.46761117762274, 127.1222887828062 37.4685125295419, 127.1234196323267 37.46851613884426, 127.123424153722 37.46761478680826, 127.1222933177782 37.46761117762274)))"
4022,다사643434,"MULTIPOLYGON (((127.0961677548255 37.48915752067802, 127.0961629024077 37.49005886649142, 127.0972940731467 37.49006272769331, 127.0972989119735 37.48916138175493, 127.0961677548255 37.48915752067802)))"
4023,다사648431,"MULTIPOLYGON (((127.1018378948241 37.48647267763014, 127.1018331110007 37.48737402448013, 127.1029642420399 37.48737783116172, 127.1029690122741 37.48647648418851, 127.1018378948241 37.48647267763014)))"
4024,다사642423,"MULTIPOLYGON (((127.0950901096884 37.47923883706876, 127.0950852460631 37.48014018427914, 127.0962162671183 37.48014405493252, 127.0962211171593 37.47924270759683, 127.0950901096884 37.47923883706876)))"
4025,다사610412,"MULTIPOLYGON (((127.0589562542268 37.46919448182983, 127.0589509585034 37.47009582636849, 127.0600818229358 37.47010004195653, 127.0600871050818 37.46919869728137, 127.0589562542268 37.46919448182983)))"
4026,다사609413,"MULTIPOLYGON (((127.0578200943069 37.47009159995828, 127.0578147847697 37.47099294422163, 127.0589456625442 37.47099717076868, 127.0589509585034 37.47009582636849, 127.0578200943069 37.47009159995828)))"
4027,다사646440,"MULTIPOLYGON (((127.0995323538319 37.49457714646749, 127.0995275409011 37.49547849182445, 127.1006587938437 37.49548232127972, 127.1006635931799 37.49458097579881, 127.0995323538319 37.49457714646749)))"
4028,다사604432,"MULTIPOLYGON (((127.0520635648099 37.48719580979462, 127.0520581828307 37.48809715073688, 127.0531893175113 37.48810143403036, 127.0531946859012 37.48720009294945, 127.0520635648099 37.48719580979462)))"
4029,다사575464,"MULTIPOLYGON (((127.019076198113 37.51590959565137, 127.0190704138082 37.51681092798373, 127.0202019764601 37.51681553008335, 127.0202077471564 37.51591419760206, 127.019076198113 37.51590959565137)))"
4030,다사662414,"MULTIPOLYGON (((127.1177516176872 37.47120203762888, 127.1177470275908 37.47210338852381, 127.1188779306125 37.47210704158654, 127.1188825071298 37.47120569057333, 127.1177516176872 37.47120203762888)))"
4031,다사640440,"MULTIPOLYGON (((127.0927449222668 37.49455394301053, 127.0927400277682 37.49545528761637, 127.0938712794155 37.49545918206488, 127.0938761603195 37.49455783733298, 127.0927449222668 37.49455394301053)))"
4032,다사664415,"MULTIPOLYGON (((127.1200088338381 37.47211068382607, 127.1200042706967 37.47301203481889, 127.1211351877051 37.47301566635277, 127.1211397372669 37.47211431524237, 127.1200088338381 37.47211068382607)))"
4033,다사618455,"MULTIPOLYGON (((127.0677798133804 37.50798563909024, 127.0677746163319 37.50888697875664, 127.0689060670314 37.50889111351866, 127.0689112504763 37.50798977371842, 127.0677798133804 37.50798563909024)))"
4034,다사628438,"MULTIPOLYGON (((127.079180197402 37.49270367971337, 127.0791751402194 37.49360502305601, 127.0803063620223 37.49360904722973, 127.0803114056116 37.49270770375684, 127.079180197402 37.49270367971337)))"
4035,다사600435,"MULTIPOLYGON (((127.0475227731118 37.48988258962433, 127.0475173360487 37.49078392959284, 127.0486485105384 37.49078825662302, 127.0486539340104 37.48988691651443, 127.0475227731118 37.48988258962433)))"
4036,다사646407,"MULTIPOLYGON (((127.0996910603483 37.46483267205511, 127.0996862544863 37.46573402197849, 127.1008170591245 37.46573784734468, 127.1008218514118 37.46483649729744, 127.0996910603483 37.46483267205511)))"
4037,다사565474,"MULTIPOLYGON (((127.0077015061972 37.52487628195291, 127.0076955831711 37.52577761138965, 127.0088272793355 37.525782323415, 127.0088331887471 37.52488099382579, 127.0077015061972 37.52487628195291)))"
4038,다사651422,"MULTIPOLYGON (((127.1052739258068 37.47837193362486, 127.1052691846521 37.47927328208878, 127.1064001940453 37.47927705518359, 127.1064049216162 37.47837570659753, 127.1052739258068 37.47837193362486)))"
4039,다사618429,"MULTIPOLYGON (((127.067914855419 37.48455075915415, 127.0679096643857 37.48545210242112, 127.0690407615921 37.48545623370475, 127.0690459390377 37.48455489030403, 127.067914855419 37.48455075915415)))"
4040,다사641441,"MULTIPOLYGON (((127.0938712794155 37.49545918206488, 127.0938663982941 37.49636052665836, 127.094997663754 37.4963644104004, 127.0950025312802 37.4954630656812, 127.0938712794155 37.49545918206488)))"
4041,다사659408,"MULTIPOLYGON (((127.1143867312592 37.46578290772557, 127.1143821016629 37.4666842590935, 127.1155129226042 37.46668794390993, 127.115517538625 37.46578659242267, 127.1143867312592 37.46578290772557)))"
4042,다사594468,"MULTIPOLYGON (((127.0405535688575 37.51960051867898, 127.04054804213 37.52050185322679, 127.0416796640029 37.52050624993143, 127.0416851771193 37.51960491524134, 127.0405535688575 37.51960051867898)))"
4043,다사600434,"MULTIPOLYGON (((127.0475282099327 37.48898124951727, 127.0475227731118 37.48988258962433, 127.0486539340104 37.48988691651443, 127.0486593572407 37.4889855762673, 127.0475282099327 37.48898124951727)))"
4044,다사645437,"MULTIPOLYGON (((127.0984155929849 37.49186926977598, 127.0984107671043 37.49277061542382, 127.0995419790504 37.4927744553384, 127.0995467913382 37.49187310956625, 127.0984155929849 37.49186926977598)))"
4045,다사604451,"MULTIPOLYGON (((127.0519612662014 37.50432126400978, 127.0519558796656 37.50522260231999, 127.0530872726594 37.50522688824861, 127.0530926455943 37.50432554979967, 127.0519612662014 37.50432126400978)))"
4046,다사582442,"MULTIPOLYGON (((127.0271221417069 37.49611221251318, 127.0271164582334 37.49701354893029, 127.0282477234249 37.49701807192694, 127.0282533933032 37.49611673536342, 127.0271221417069 37.49611221251318)))"
4047,다사642435,"MULTIPOLYGON (((127.0950317318849 37.49005499445941, 127.0950268656593 37.49095634000906, 127.0961580497738 37.4909602121664, 127.0961629024077 37.49005886649142, 127.0950317318849 37.49005499445941)))"
4048,다사613419,"MULTIPOLYGON (((127.0623120176422 37.47551650744079, 127.0623067610123 37.47641785141859, 127.0634377212072 37.47642203548825, 127.0634429642555 37.475520691375, 127.0623120176422 37.47551650744079)))"
4049,다사570474,"MULTIPOLYGON (((127.0133599215732 37.5248997328849, 127.013354066619 37.52580106308054, 127.0144857640935 37.52580572088791, 127.0144916054332 37.52490439054154, 127.0133599215732 37.5248997328849)))"
4050,다사645440,"MULTIPOLYGON (((127.0984011146982 37.4945733063043, 127.0983962881728 37.49547465153696, 127.0995275409011 37.49547849182445, 127.0995323538319 37.49457714646749, 127.0984011146982 37.4945733063043)))"
4051,다사589486,"MULTIPOLYGON (((127.0347947870262 37.53580236099923, 127.0347891877558 37.53670369233519, 127.0359210534935 37.53670814584148, 127.035926639142 37.53580681436142, 127.0347947870262 37.53580236099923)))"
4052,다사572476,"MULTIPOLYGON (((127.0156116338432 37.52671169820974, 127.0156058055988 37.52761302842912, 127.0167375308237 37.52761766484932, 127.0167433454525 37.52671633447989, 127.0156116338432 37.52671169820974)))"
4053,다사595464,"MULTIPOLYGON (((127.0417072271292 37.51599957509506, 127.041701714995 37.51690091033951, 127.0428332826728 37.51690529563474, 127.0428387811983 37.51600396024838, 127.0417072271292 37.51599957509506)))"
4054,다사651433,"MULTIPOLYGON (((127.1052217614883 37.48828675911793, 127.1052170180101 37.48918810605982, 127.1063481768652 37.48919188049852, 127.106352906753 37.48829053343444, 127.1052217614883 37.48828675911793)))"
4055,다사632415,"MULTIPOLYGON (((127.0838200347231 37.47198876387854, 127.083815037036 37.47289011092384, 127.0849459472408 37.47289408880886, 127.0849509313485 37.47199274163476, 127.0838200347231 37.47198876387854)))"
4056,다사615469,"MULTIPOLYGON (((127.0643121522264 37.52059190725891, 127.0643069111003 37.52149324458252, 127.065438551615 37.521497413745, 127.0654437791292 37.52059607628647, 127.0643121522264 37.52059190725891)))"
4057,다사585485,"MULTIPOLYGON (((127.0302730345693 37.5348831081797, 127.0302673810632 37.53578443907439, 127.0313992321777 37.53578893582701, 127.0314048720625 37.53488760478681, 127.0302730345693 37.5348831081797)))"
4058,다사622416,"MULTIPOLYGON (((127.0725059473306 37.47284973678966, 127.0725008136215 37.47375108238933, 127.073631735153 37.47375516864002, 127.0736368552822 37.47285382290804, 127.0725059473306 37.47284973678966)))"
4059,다사636419,"MULTIPOLYGON (((127.0883238477553 37.47560999936832, 127.0883189035052 37.47651134637309, 127.0894498689181 37.47651528147414, 127.0894547995864 37.47561393434196, 127.0883238477553 37.47560999936832)))"
4060,다사659423,"MULTIPOLYGON (((127.1143172656599 37.47930316372042, 127.1143126329696 37.48020451301342, 127.115443657615 37.48020819961984, 127.1154482767207 37.47930685020748, 127.1143172656599 37.47930316372042)))"
