,gid,저녁총승객수
224,다사574446,274.0833333333333
225,다사574466,0.0
226,다사575435,636.4166666666666
227,다사575441,1038.1682710107368
228,다사575442,151.25
229,다사575449,1125.5277777777778
230,다사575457,2725.628703703703
231,다사575462,3133.54347826087
232,다사575463,1398.770833333333
233,다사575464,1316.75
234,다사575465,398.7777777777778
235,다사576430,253.5
236,다사576431,1365.5083333333332
237,다사576435,2878.111111111111
238,다사576437,737.5833333333334
239,다사576438,1477.3333333333333
240,다사576443,100.33333333333333
241,다사576450,243.86666666666667
242,다사576451,460.58333333333337
243,다사576460,1073.8240740740741
244,다사576471,1821.15625
245,다사576472,767.71875
246,다사577399,4.333333333333334
247,다사577404,726.9305555555555
248,다사577405,821.3333333333333
249,다사577408,216.08333333333334
250,다사577427,680.3888888888889
251,다사577446,47.75
252,다사577447,1231.0625
253,다사577448,9.583333333333334
254,다사577456,1165.0833333333333
255,다사577457,6067.083333333332
256,다사577458,863.7704918032787
257,다사577465,3639.6857142857143
258,다사578399,804.5833333333333
259,다사578402,1488.5
260,다사578405,1173.0555555555554
261,다사578431,242.49999999999997
262,다사578442,271.8783783783784
263,다사578446,400.58333333333337
264,다사578453,3179.804054054054
265,다사578454,1522.4007936507935
266,다사578459,660.4754098360656
267,다사578473,0.0
268,다사579401,55.16666666666667
269,다사579432,444.5833333333333
270,다사579441,143.25
271,다사579442,402.7808219178082
272,다사579443,743.8819444444445
273,다사579451,439.1388888888889
274,다사579452,2164.333333333333
275,다사579453,1391.1060606060607
276,다사579474,646.6354166666667
277,다사580402,1203.3333333333333
278,다사580407,3476.041666666667
279,다사580413,4257.638888888889
280,다사580432,625.0416666666666
281,다사580437,2562.472222222222
282,다사580438,444.5833333333333
283,다사580440,477.24999999999994
284,다사580447,0.0
285,다사580448,4002.1754385964914
286,다사580449,6246.225352112677
287,다사580451,251.66666666666669
288,다사580474,794.5312499999999
289,다사581407,403.5
290,다사581412,964.5416666666666
291,다사581432,137.66666666666666
292,다사581433,834.125
293,다사581436,118.87499999999999
294,다사581438,611.3611111111111
295,다사581443,7354.991176470588
296,다사581445,495.75
297,다사581446,6407.504166666667
298,다사581447,2010.2458333333336
299,다사581451,891.5
300,다사581467,2335.7999999999997
301,다사582410,1154.3333333333335
302,다사582415,2670.9444444444443
303,다사582434,230.54166666666666
304,다사582435,269.125
305,다사582442,6568.514999999999
306,다사582445,1398.6666666666665
307,다사582452,0.0
308,다사582475,0.0
309,다사583431,681.0
310,다사583434,531.7333333333333
311,다사583438,1715.5555555555557
312,다사583440,2880.333333333333
313,다사583441,1650.322222222222
314,다사583444,885.0309278350514
315,다사583466,2014.0958333333333
316,다사583471,443.81666666666666
317,다사583472,1658.7666666666669
318,다사583475,3810.366666666667
319,다사584413,98.97222222222223
320,다사584414,37.0
321,다사584415,27.000000000000004
322,다사584428,752.9583333333333
323,다사584434,2066.7708333333335
324,다사584437,1531.733660130719
325,다사584438,986.9666666666667
326,다사584439,1926.833333333333
327,다사584440,988.3333333333335
328,다사584444,1466.9381443298969
329,다사584461,1642.1639344262296
330,다사584462,2775.9166666666665
331,다사584463,4824.333333333334
332,다사585414,96.04166666666667
333,다사585428,1115.1666666666665
334,다사585436,1866.6927083333333
335,다사585453,0.0
336,다사585468,1190.3888888888887
337,다사585469,862.5277777777778
338,다사585477,2294.7569444444443
339,다사586412,23.583333333333332
340,다사586413,86.66666666666666
341,다사586418,2748.6319444444443
342,다사586428,3721.75
343,다사586432,1526.92118226601
344,다사586433,1366.9
345,다사586453,653.0416666666667
346,다사586457,1200.2622950819673
347,다사586458,1123.2040816326532
348,다사587407,616.7083333333334
349,다사587411,41.833333333333336
350,다사587418,114.38888888888889
351,다사587431,401.93229166666674
352,다사587435,2144.3458333333333
353,다사587445,568.9896907216494
354,다사587455,2115.6326530612246
355,다사587470,1707.9166666666667
356,다사587471,749.9722222222222
357,다사587474,469.8888888888889
358,다사587475,501.95833333333326
359,다사588402,549.25
360,다사588405,30.458333333333336
361,다사588407,32.75
362,다사588410,529.75
363,다사588427,1154.408333333333
364,다사588428,6197.625
365,다사588439,2447.75
366,다사588452,2671.7837837837837
367,다사588454,780.8333333333334
368,다사588463,399.125
369,다사588470,548.8166666666666
370,다사588479,982.6875
371,다사589402,1401.3333333333335
372,다사589404,668.2916666666666
373,다사589419,462.07142857142856
374,다사589420,520.8888888888889
375,다사589426,706.3749999999999
376,다사589427,2574.9583333333335
377,다사589429,0.0
378,다사589436,413.49999999999994
379,다사589446,539.6082474226804
380,다사589461,669.6388888888889
381,다사589462,1225.75
382,다사589465,1568.9166666666665
383,다사589470,1159.75
384,다사590401,188.33333333333331
385,다사590404,91.25
386,다사590421,332.83333333333337
387,다사590426,1982.2435897435898
388,다사590429,6405.468749999999
389,다사590447,4648.783783783784
390,다사590448,3865.2432432432433
391,다사590458,1279.3333333333335
392,다사590463,968.201388888889
393,다사590478,1597.1090909090908
394,다사591412,299.9166666666667
395,다사591413,101.05555555555557
396,다사591416,40.25
397,다사591417,799.2083333333333
398,다사591421,633.4166666666666
399,다사591422,805.5598421186656
400,다사591423,1995.0875
401,다사591429,1693.0342592592592
402,다사591444,876.0
403,다사591455,278.29166666666663
404,다사591471,2699.083333333333
405,다사592399,133.08333333333334
406,다사592411,1001.9583333333334
407,다사592412,1243.8750000000002
408,다사592414,388.5277777777777
409,다사592416,315.01666666666665
410,다사592421,710.7651515151515
411,다사592422,1125.7499999999998
412,다사592437,2739.625
413,다사592443,739.9791666666667
414,다사592447,1263.8703703703704
415,다사592455,720.4444444444443
416,다사592477,1025.931818181818
417,다사593440,2105.6805555555557
418,다사593442,1249.2222222222224
419,다사593454,356.0416666666667
420,다사593456,1261.75
421,다사593464,1358.4791666666667
422,다사593469,1903.2833333333335
423,다사593470,972.5499999999998
424,다사593473,2433.6499999999996
425,다사593477,1588.6166666666668
426,다사594400,23.625
427,다사594412,1371.3125
428,다사594415,765.75
429,다사594423,719.9999999999999
430,다사594424,489.54166666666663
431,다사594430,1332.0833333333333
432,다사594431,722.8611111111111
433,다사594434,602.7222222222222
434,다사594435,247.875
435,다사594436,1063.4722222222222
436,다사594438,1214.1333333333332
437,다사594442,735.125
438,다사594451,921.4444444444445
439,다사594466,5483.2
440,다사595395,11.999999999999998
441,다사595413,2085.083333333333
442,다사595425,1097.3333333333333
443,다사595427,2843.784722222222
444,다사595438,2058.4333333333334
445,다사595451,439.4444444444445
446,다사595457,543.4166666666666
447,다사595460,588.4375
448,다사595463,1691.8541666666665
449,다사595465,601.202380952381
450,다사596408,228.43150684931507
451,다사596417,378.0
452,다사596426,319.2916666666667
453,다사596427,217.5
454,다사596444,1271.6111111111113
455,다사596446,910.4583333333334
456,다사596449,416.5520833333333
457,다사596457,271.3333333333333
458,다사596460,652.375
459,다사596465,976.3809523809523
460,다사596476,0.0
461,다사597405,512.6071428571429
462,다사597406,619.3690476190477
463,다사597420,342.19047619047615
464,다사597422,2627.541666666667
465,다사597428,185.16666666666666
466,다사597430,1570.425925925926
467,다사597438,380.75
468,다사597443,1523.4166666666667
469,다사597444,873.3333333333333
470,다사597445,384.91666666666663
471,다사597449,533.3125
472,다사597456,2749.8541666666665
473,다사597472,3918.9583333333335
474,다사598402,164.625
475,다사598415,4980.597222222223
476,다사598420,6131.930555555556
477,다사598428,1504.0833333333333
478,다사598429,7364.291666666668
479,다사598439,787.5
480,다사598441,840.7777777777778
481,다사598442,464.36111111111114
482,다사598458,554.4444444444446
483,다사598475,953.1111111111111
484,다사599399,105.625
485,다사599411,28.916666666666668
486,다사599422,2904.3749999999995
487,다사599438,438.5
488,다사599439,662.0
489,다사599440,666.6666666666666
490,다사599445,798.1666666666666
491,다사599458,665.1666666666667
492,다사600398,29.624999999999993
493,다사600417,3537.2192460317465
494,다사600422,553.0833333333334
495,다사600440,2433.0
496,다사600445,585.8125
497,다사600452,2721.7833333333333
498,다사600458,718.9166666666665
499,다사600466,1554.2619047619046
500,다사600471,728.0
501,다사600472,628.1944444444443
502,다사601403,381.44398907103823
503,다사601413,399.3846153846154
504,다사601420,415.95833333333326
505,다사601422,2306.6388888888887
506,다사601432,684.6071428571429
507,다사601468,726.0416666666667
508,다사601473,1605.904761904762
509,다사602395,182.375
510,다사602414,1678.2708333333333
511,다사602415,559.3125
512,다사602418,1262.9166666666665
513,다사602431,799.8888888888888
514,다사602446,1224.4166666666665
515,다사602447,1745.3333333333333
516,다사602448,973.9722222222223
517,다사602449,1420.8055555555557
518,다사602451,1877.0347222222222
519,다사602466,0.0
520,다사602467,471.6388888888889
521,다사603394,599.625
522,다사603415,163.5277777777778
523,다사603423,303.69444444444446
524,다사603441,3504.7569444444443
525,다사603445,967.1770833333333
526,다사603446,553.5694444444445
527,다사603447,1072.25
528,다사603452,1106.5833333333335
529,다사603460,1801.7222222222222
530,다사603465,375.7916666666667
531,다사603473,1411.0416666666667
532,다사604415,342.86111111111114
533,다사604418,636.6666666666665
534,다사604424,749.6666666666667
535,다사604426,1150.3722222222223
536,다사604434,460.60980392156864
537,다사604443,942.1666666666667
538,다사604444,647.8690476190476
539,다사604462,510.75
540,다사604463,1646.4444444444443
541,다사604467,4269.083333333334
542,다사605389,4516.166666666667
543,다사605390,335.83333333333337
544,다사605394,82.75000000000001
545,다사605395,3.5833333333333335
546,다사605419,1040.08
547,다사605424,361.24074074074076
548,다사605435,0.0
549,다사605440,694.8999999999999
550,다사605442,2178.375
551,다사606389,767.25
552,다사606393,107.00000000000001
553,다사606401,68.83333333333334
554,다사606417,538.7222222222222
555,다사606420,562.2916666666667
556,다사606424,264.0357142857143
557,다사606426,454.83333333333337
558,다사606435,0.0
559,다사606437,565.4361111111111
560,다사606453,501.16666666666663
561,다사606457,1235.2888888888888
562,다사606471,0.0
563,다사607387,581.3333333333334
564,다사607393,6.583333333333334
565,다사607400,623.2499999999999
566,다사607422,59.733333333333334
567,다사607435,1709.8402777777776
568,다사607436,651.4693775100401
569,다사607448,632.625
570,다사607453,716.2407407407408
571,다사607454,1099.5333333333333
572,다사607455,320.5
573,다사607471,410.47727272727275
574,다사608384,691.0833333333333
575,다사608385,300.25
576,다사608427,87.33333333333333
577,다사608428,295.75000000000006
578,다사608430,724.8055555555555
579,다사608443,558.7166666666667
580,다사608448,587.7916666666666
581,다사608454,247.04166666666666
582,다사608468,3813.9999999999995
583,다사608469,1634.4453703703703
584,다사609392,61.666666666666664
585,다사609419,310.29166666666663
586,다사609420,458.9722222222222
587,다사609428,483.3680555555556
588,다사609437,199.91666666666669
589,다사609449,538.6111111111111
590,다사609450,1042.625
591,다사609454,624.1666666666666
592,다사609461,358.41666666666663
593,다사609467,1046.2777777777776
594,다사610394,98.08333333333333
595,다사610396,1952.9999999999998
596,다사610398,95.29166666666666
597,다사610430,127.66666666666666
598,다사610438,391.76041666666674
599,다사610444,2812.088888888889
600,다사610447,750.6333333333334
601,다사610448,1240.2666666666664
602,다사610461,305.375
603,다사610462,1564.8000000000002
604,다사611398,1250.9583333333335
605,다사611426,798.4444444444445
606,다사611460,887.0833333333333
607,다사611462,1047.5238095238094
608,다사612395,707.7916666666666
609,다사612397,318.91666666666663
610,다사612425,505.66666666666663
611,다사612432,65.16666666666666
612,다사612439,1170.5291005291006
613,다사612442,553.4814814814815
614,다사612443,1754.9768518518522
615,다사612450,1379.5958333333333
616,다사612455,933.2916666666666
617,다사612457,0.0
618,다사612459,647.0833333333334
619,다사613376,268.3333333333333
620,다사613395,500.875
621,다사613396,2051.083333333333
622,다사613397,127.91666666666667
623,다사613421,290.8055555555556
624,다사613432,269.16666666666663
625,다사613441,345.0625
626,다사613445,1667.0833333333335
627,다사613457,3199.7990196078435
628,다사613462,857.5
629,다사614376,52.333333333333336
630,다사614395,33.83333333333333
631,다사614396,508.45
632,다사614422,28.041666666666664
633,다사614424,1297.0083333333332
634,다사614427,663.875
635,다사614428,142.72222222222223
636,다사614437,414.09375
637,다사614438,166.30208333333331
638,다사614446,1211.4166666666665
639,다사614454,7015.1261904761905
640,다사615373,370.75
641,다사615429,106.91666666666667
642,다사615433,544.6666666666666
643,다사615462,746.9166666666667
644,다사616373,13.0
645,다사616429,601.4166666666667
646,다사616433,1379.0648148148148
647,다사616448,1580.6666666666667
648,다사616450,1100.009523809524
649,다사616456,539.1166666666667
650,다사616460,32.333333333333336
651,다사617430,488.69791666666663
652,다사617431,296.7037037037037
653,다사617441,761.8571428571429
654,다사617448,245.72619047619048
655,다사617457,253.99999999999997
656,다사617460,32.666666666666664
657,다사618428,357.04255319148933
658,다사618431,321.16666666666663
659,다사618434,937.3749999999999
660,다사618441,0.0
661,다사618444,1568.3333333333335
662,다사618447,1908.7500000000002
663,다사619398,32.208333333333336
664,다사619427,156.4
665,다사619443,561.7833333333333
666,다사620369,2761.083333333333
667,다사620398,154.72916666666666
668,다사620435,715.9583333333333
669,다사621399,262.875
670,다사621431,150.25000000000003
671,다사621437,1125.4437908496734
672,다사621442,122.08333333333333
673,다사621443,534.6666666666667
674,다사622432,213.41666666666666
675,다사623433,403.2013888888889
676,다사624437,2260.0
677,다사625444,708.25
678,다사627438,867.75
679,다사628401,59.2
680,다사628426,1310.3254332313966
681,다사628438,3720.541666666666
682,다사629396,284.0
683,다사629434,664.8095238095237
684,다사629436,2767.7499999999995
685,다사630400,32.16666666666667
686,다사630402,74.66666666666666
687,다사630427,285.0464912280701
688,다사630431,116.24999999999999
689,다사630434,564.3333333333333
690,다사630437,432.91666666666663
691,다사631428,1358.5
692,다사631429,171.91666666666666
693,다사631430,178.99999999999997
694,다사631431,949.7083333333333
695,다사631433,2606.9444444444443
696,다사631437,1217.0
697,다사631440,800.4999999999999
698,다사632403,31.08333333333333
699,다사632427,546.6416666666667
700,다사632432,1139.0833333333333
701,다사632437,2626.5
702,다사633427,306.525
703,다사634401,17.958333333333332
704,다사634434,878.75
705,다사634438,2127.035714285714
706,다사634439,1986.2500000000002
707,다사635433,317.4166666666667
708,다사635435,4206.177419354839
709,다사635436,3878.2499999999995
710,다사635437,2710.1666666666665
711,다사636405,48.8125
712,다사636425,1468.3333333333333
713,다사636428,183.71074380165288
714,다사637403,1.0
715,다사637425,1084.8333333333335
716,다사638405,155.70833333333331
717,다사638413,3107.6875
718,다사638428,253.275
719,다사639413,588.9180327868853
720,다사639425,1716.7499999999998
721,다사640409,935.0624999999999
722,다사640410,551.672131147541
723,다사640428,624.0591036414565
724,다사641407,53.833333333333336
725,다사641409,1335.9166666666665
726,다사641426,1150.6666666666665
727,다사641427,552.9166666666666
728,다사642407,440.75
729,다사642415,1984.7500000000002
730,다사643409,327.16666666666663
731,다사643416,289.9672131147541
732,다사643429,169.59090909090907
733,다사644409,303.25
734,다사644429,216.06060606060603
735,다사645407,24.888888888888893
736,다사646407,931.6666666666666
737,다사646409,924.9166666666665
738,다사646432,248.63829787234044
739,다사646433,3451.816666666666
740,다사647402,785.4583333333334
741,다사647405,10.375
742,다사647406,659.3333333333333
743,다사647407,923.8958333333334
744,다사647408,3162.666666666667
745,다사647409,415.54166666666674
746,다사647410,1133.3333333333333
747,다사647417,1771.3620218579235
748,다사647431,1870.992424242424
749,다사648407,702.84375
750,다사648431,4211.263888888889
751,다사648432,1545.020833333333
752,다사649402,427.5833333333333
753,다사649405,547.4166666666667
754,다사649429,65.59574468085106
755,다사650411,1069.333333333333
756,다사650418,2859.2441939890705
757,다사650426,461.9106060606061
758,다사650428,535.0
759,다사650432,43.708333333333336
760,다사651406,73.41666666666666
761,다사651413,423.0
762,다사651418,2402.966666666667
763,다사651433,115.58333333333333
764,다사652406,192.13888888888889
765,다사652407,93.4054054054054
766,다사652415,1421.9222222222222
767,다사652419,1687.4864864864867
768,다사653405,0.0
769,다사653407,1154.3333333333333
770,다사653411,291.5637755102041
771,다사653419,490.8108108108108
772,다사654407,327.5555555555556
773,다사655406,301.33333333333337
774,다사655420,1905.9452347083927
775,다사658421,1263.2447447447448
776,다사660408,58.083333333333336
777,다사662409,63.138888888888886
778,다사664410,253.24999999999994
