,gid,저녁총승객수
355,다사587470,2307.5833333333335
356,다사587471,1298.7222222222222
357,다사587474,853.0277777777777
358,다사587475,1342.7499999999998
359,다사588402,2038.8333333333337
360,다사588405,1920.1666666666667
361,다사588407,544.5
362,다사588410,19.41666666666667
363,다사588427,4089.791666666667
364,다사588428,1460.9791666666665
365,다사588439,3191.75
366,다사588452,3193.675675675676
367,다사588454,740.75
368,다사588463,738.0416666666665
369,다사588470,2352.416666666666
370,다사588479,1917.3680555555554
371,다사589402,4067.833333333333
372,다사589404,191.91666666666669
373,다사589419,253.1785714285714
374,다사589420,2180.8055555555557
375,다사589426,1493.0694444444446
376,다사589427,882.8333333333333
377,다사589429,0.0
378,다사589436,417.16666666666674
379,다사589446,929.5360824742269
380,다사589461,838.8611111111112
381,다사589462,775.4166666666666
382,다사589465,2391.75
383,다사589470,2589.9375
384,다사590401,234.33333333333331
385,다사590404,3509.9583333333335
386,다사590421,314.3888888888889
387,다사590426,986.5064102564102
388,다사590429,10264.572916666666
389,다사590447,4546.459459459459
390,다사590448,2600.8378378378375
391,다사590458,1698.8333333333335
392,다사590463,1806.6111111111109
393,다사590478,2277.6833333333334
394,다사591412,130.66666666666669
395,다사591413,557.2222222222222
396,다사591416,75.33333333333334
397,다사591417,303.2
398,다사591421,743.5833333333333
399,다사591422,1109.942195059842
400,다사591423,1280.6208333333332
401,다사591429,2123.9
402,다사591444,692.7083333333334
403,다사591455,320.70833333333326
404,다사591471,6888.6
405,다사592399,2.083333333333333
406,다사592411,1325.5
407,다사592412,2451.866666666667
408,다사592414,242.5277777777778
409,다사592416,1054.725
410,다사592421,1506.621212121212
411,다사592422,662.3333333333334
412,다사592437,4805.991666666667
413,다사592443,1921.7083333333333
414,다사592447,1462.8703703703704
415,다사592455,293.30555555555554
416,다사592477,1499.7575757575758
417,다사593440,5563.111111111111
418,다사593442,944.8333333333334
419,다사593454,1396.375
420,다사593456,1212.75
421,다사593464,1172.7291666666665
422,다사593469,4719.9
423,다사593470,862.4166666666665
424,다사593473,6578.55
425,다사593477,2564.75
426,다사594400,95.41666666666666
427,다사594412,2363.75
428,다사594415,350.5833333333333
429,다사594423,250.16666666666666
430,다사594424,2774.708333333333
431,다사594430,458.5833333333333
432,다사594431,391.47222222222223
433,다사594434,143.97222222222223
434,다사594435,471.6666666666667
435,다사594436,706.3888888888889
436,다사594438,2729.1000000000004
437,다사594442,1122.9166666666665
438,다사594451,471.8333333333333
439,다사594466,2100.7333333333336
440,다사595395,141.33333333333331
441,다사595413,1331.0833333333333
442,다사595425,1593.0833333333333
443,다사595427,3405.145833333333
444,다사595438,2342.8166666666666
445,다사595451,2152.9166666666665
446,다사595457,703.0416666666665
447,다사595460,614.4791666666666
448,다사595463,1714.0
449,다사595465,1031.8809523809523
450,다사596408,560.7711187214611
451,다사596417,1182.0833333333333
452,다사596426,1084.9583333333335
453,다사596427,236.04166666666666
454,다사596444,3009.486111111111
455,다사596446,616.9166666666666
456,다사596449,1469.53125
457,다사596457,157.83333333333334
458,다사596460,686.0833333333334
459,다사596465,340.9642857142857
460,다사596476,0.0
461,다사597405,4861.321428571428
462,다사597406,1928.7142857142856
463,다사597420,4273.761904761905
464,다사597422,5302.416666666666
465,다사597428,378.75
466,다사597430,9120.579861111111
467,다사597438,660.0
468,다사597443,1572.0
469,다사597444,2399.0
470,다사597445,2106.4166666666665
471,다사597449,651.1041666666666
472,다사597456,2080.6291666666666
473,다사597472,8741.958333333334
474,다사598402,204.45833333333334
475,다사598415,4158.73611111111
476,다사598420,1102.9444444444443
477,다사598428,217.58333333333334
478,다사598429,148.29166666666666
479,다사598439,959.3333333333333
480,다사598441,588.3333333333333
481,다사598442,1574.8333333333335
482,다사598458,497.86111111111103
483,다사598475,3296.3611111111113
484,다사599399,20.708333333333332
485,다사599411,300.0972222222222
486,다사599422,3158.7499999999995
487,다사599438,1371.1666666666665
488,다사599439,626.5
489,다사599440,987.3333333333333
490,다사599445,724.5277777777777
491,다사599458,498.77777777777777
492,다사600398,64.875
493,다사600417,2588.520833333333
494,다사600422,2168.9166666666665
495,다사600440,2557.616666666667
496,다사600445,1007.2500000000001
497,다사600452,3496.0333333333333
498,다사600458,863.1666666666666
499,다사600466,2670.1785714285716
500,다사600471,3202.458333333333
501,다사600472,813.5277777777779
502,다사601403,665.5109289617486
503,다사601413,14.846153846153847
504,다사601420,2248.375
505,다사601422,1294.9444444444443
506,다사601432,767.8928571428572
507,다사601468,551.3333333333333
508,다사601473,2708.6666666666665
509,다사602395,82.91666666666666
510,다사602414,664.3645833333333
511,다사602415,246.83333333333334
512,다사602418,2125.416666666667
513,다사602431,1029.7222222222222
514,다사602446,882.75
515,다사602447,366.8333333333333
516,다사602448,1767.1249999999998
517,다사602449,995.9722222222223
518,다사602451,1752.244212962963
519,다사602466,0.0
520,다사602467,608.2777777777777
521,다사603394,214.16666666666669
522,다사603415,254.6388888888889
523,다사603423,224.6388888888889
524,다사603441,2135.0416666666665
525,다사603445,764.2604166666666
526,다사603446,886.1250000000001
527,다사603447,1209.4166666666667
528,다사603452,406.25
529,다사603460,1947.2777777777778
530,다사603465,731.9166666666667
531,다사603473,3532.0625
532,다사604415,11.86111111111111
533,다사604418,967.5
534,다사604424,503.1388888888889
535,다사604426,619.0888888888888
536,다사604434,1566.756862745098
537,다사604443,1036.8194444444446
538,다사604444,1187.4404761904761
539,다사604462,848.3333333333333
540,다사604463,377.11111111111114
541,다사604467,1687.8055555555557
542,다사605389,1582.5833333333333
543,다사605390,740.0
544,다사605394,7.083333333333333
545,다사605395,28.833333333333332
546,다사605419,395.8
547,다사605424,627.5
548,다사605435,0.0
549,다사605440,588.9861111111111
550,다사605442,3959.1222222222223
551,다사606389,351.6666666666667
552,다사606393,5.75
553,다사606401,84.5
554,다사606417,306.3611111111111
555,다사606420,409.0
556,다사606424,74.46428571428571
557,다사606426,290.91666666666674
558,다사606435,0.0
559,다사606437,825.2055555555555
560,다사606453,1041.3148148148148
561,다사606457,1932.572222222222
562,다사606471,0.0
563,다사607387,1362.25
564,다사607393,27.833333333333336
565,다사607400,30.575000000000003
566,다사607422,51.53333333333333
567,다사607435,2560.1041666666665
568,다사607436,633.7501673360107
569,다사607448,1024.125
570,다사607453,2714.2314814814818
571,다사607454,5118.141666666666
572,다사607455,238.33333333333337
573,다사607471,653.5795454545455
574,다사608384,239.58333333333331
575,다사608385,1727.916666666667
576,다사608427,140.33333333333334
577,다사608428,252.36111111111114
578,다사608430,280.6388888888889
579,다사608443,936.8833333333333
580,다사608448,977.9166666666667
581,다사608454,994.0833333333333
582,다사608468,1293.3888888888891
583,다사608469,2248.6175925925927
584,다사609392,30.916666666666664
585,다사609419,99.375
586,다사609420,197.90277777777777
587,다사609428,462.5902777777777
588,다사609437,517.2037037037037
589,다사609449,1648.7777777777778
590,다사609450,1009.5416666666666
591,다사609454,501.70833333333326
592,다사609461,368.9166666666667
593,다사609467,121.71296296296296
594,다사610394,40.58333333333333
595,다사610396,1204.4166666666667
596,다사610398,477.04166666666663
597,다사610430,50.66666666666667
598,다사610438,348.29166666666663
599,다사610444,5171.247222222222
600,다사610447,1508.6499999999999
601,다사610448,989.3499999999999
602,다사610461,864.5
603,다사610462,664.3277777777777
604,다사611398,185.16666666666666
605,다사611426,1074.1284722222222
606,다사611460,4872.5
607,다사611462,2289.434523809524
608,다사612395,358.50000000000006
609,다사612397,1073.7291666666667
610,다사612425,4.416666666666667
611,다사612432,242.58333333333331
612,다사612439,1852.4748677248679
613,다사612442,378.33333333333337
614,다사612443,2921.509259259259
615,다사612450,2721.8124999999995
616,다사612455,2541.570833333333
617,다사612457,0.0
618,다사612459,966.411111111111
619,다사613376,33.41666666666667
620,다사613395,26.625
621,다사613396,1777.6666666666663
622,다사613397,331.375
623,다사613421,87.08333333333333
624,다사613432,78.83333333333333
625,다사613441,1484.0
626,다사613445,3227.5833333333335
627,다사613457,5357.57843137255
628,다사613462,1732.7499999999998
629,다사614376,245.91666666666669
630,다사614395,831.1666666666669
631,다사614396,494.23333333333335
632,다사614422,52.25
633,다사614424,1175.43125
634,다사614427,109.93749999999999
635,다사614428,711.3333333333334
636,다사614437,355.86458333333326
637,다사614438,306.1666666666667
638,다사614446,1998.3333333333333
639,다사614454,6147.410714285715
640,다사615373,7.416666666666667
641,다사615429,293.6666666666667
642,다사615433,121.91666666666666
643,다사615462,4184.333333333333
644,다사616373,261.16666666666663
645,다사616429,61.97916666666667
646,다사616433,1545.4814814814818
647,다사616448,1173.4583333333333
648,다사616450,1313.4547619047617
649,다사616456,1792.5989583333335
650,다사616460,615.8333333333333
651,다사617430,279.23958333333337
652,다사617431,340.69444444444446
653,다사617441,819.3095238095239
654,다사617448,1790.4999999999998
655,다사617457,982.3229166666665
656,다사617460,116.5
657,다사618428,93.31914893617021
658,다사618431,62.08333333333332
659,다사618434,1580.25
660,다사618441,0.0
661,다사618444,911.7666666666667
662,다사618447,2734.8333333333335
663,다사619398,155.45833333333331
664,다사619427,211.04999999999998
665,다사619443,1056.0333333333335
666,다사620369,3649.166666666667
667,다사620398,306.3333333333333
668,다사620435,492.8749999999999
669,다사621399,799.5625
670,다사621431,100.58333333333331
671,다사621437,791.4235294117648
672,다사621442,848.6666666666666
673,다사621443,111.50000000000001
674,다사622432,171.0
675,다사623433,219.00694444444446
676,다사624437,1646.5208333333333
677,다사625444,414.91666666666674
678,다사627438,1976.4583333333335
679,다사628401,78.23333333333332
680,다사628426,868.0722052327558
681,다사628438,3845.5833333333335
682,다사629396,281.0416666666667
683,다사629434,547.4285714285714
684,다사629436,1843.875
685,다사630400,26.125
686,다사630402,301.6041666666667
687,다사630427,207.15087719298245
688,다사630431,1117.7916666666665
689,다사630434,1653.5
690,다사630437,464.3333333333333
691,다사631428,3317.0
692,다사631429,295.625
693,다사631430,250.16666666666669
694,다사631431,433.125
695,다사631433,3475.666666666667
696,다사631437,588.4166666666666
697,다사631440,212.33333333333334
698,다사632403,96.58333333333333
699,다사632427,423.60833333333335
700,다사632432,3755.083333333333
701,다사632437,1792.5
702,다사633427,417.60833333333335
703,다사634401,47.166666666666664
704,다사634434,2228.3333333333335
705,다사634438,1331.9523809523812
706,다사634439,319.5
707,다사635433,3025.916666666667
708,다사635435,8251.881720430109
709,다사635436,1990.5
710,다사635437,2569.0
711,다사636405,428.52083333333326
712,다사636425,855.25
713,다사636428,152.6446280991736
714,다사637403,78.25
715,다사637425,82.91666666666666
716,다사638405,228.91666666666666
717,다사638413,376.83333333333337
718,다사638428,216.69166666666666
719,다사639413,774.7377049180329
720,다사639425,657.25
721,다사640409,178.75
722,다사640410,565.1147540983605
723,다사640428,518.4433473389356
724,다사641407,127.14583333333334
725,다사641409,432.5
726,다사641426,603.6666666666666
727,다사641427,544.25
728,다사642407,37.43750000000001
729,다사642415,407.5
730,다사643409,6.333333333333333
731,다사643416,904.9508196721313
732,다사643429,127.44696969696972
733,다사644409,744.7499999999999
734,다사644429,208.22727272727272
735,다사645407,142.70833333333334
736,다사646407,32.0
737,다사646409,31.666666666666668
738,다사646432,1664.723404255319
739,다사646433,567.9666666666667
740,다사647402,468.8333333333334
741,다사647405,65.70833333333333
742,다사647406,76.95833333333334
743,다사647407,1400.0833333333333
744,다사647408,44.25
745,다사647409,1523.6666666666667
746,다사647410,383.91666666666663
747,다사647417,1916.3763661202183
748,다사647431,7174.810606060606
749,다사648407,845.21875
750,다사648431,2835.2569444444443
751,다사648432,3284.010416666666
752,다사649402,136.58333333333331
753,다사649405,11.958333333333332
754,다사649429,248.82978723404256
755,다사650411,308.0
756,다사650418,1526.156762295082
757,다사650426,229.52196969696968
758,다사650428,409.35643564356434
759,다사650432,395.08333333333337
760,다사651406,389.77777777777777
761,다사651413,37.916666666666664
762,다사651418,1173.8333333333335
763,다사651433,39.08333333333334
764,다사652406,196.55555555555554
765,다사652407,221.48648648648648
766,다사652415,892.1444444444445
767,다사652419,619.4864864864865
768,다사653405,0.0
769,다사653407,482.77777777777777
770,다사653411,203.96938775510205
771,다사653419,161.70270270270274
772,다사654407,223.02777777777777
773,다사655406,480.08333333333337
774,다사655420,678.7802275960171
775,다사658421,635.6599099099099
776,다사660408,74.44444444444444
777,다사662409,145.80555555555557
778,다사664410,629.3055555555557
