,gid,아침총승객수
362,다사588410,29.833333333333336
363,다사588427,6901.416666666667
364,다사588428,1312.7708333333333
365,다사588439,2245.0
366,다사588452,2082.027027027027
367,다사588454,663.4166666666665
368,다사588463,130.66666666666666
369,다사588470,271.9
370,다사588479,827.1875
371,다사589402,897.3333333333333
372,다사589404,31.541666666666664
373,다사589419,58.476190476190474
374,다사589420,555.75
375,다사589426,1943.0694444444446
376,다사589427,1244.0625
377,다사589429,0.0
378,다사589436,591.9166666666666
379,다사589446,265.4123711340206
380,다사589461,1631.0
381,다사589462,359.25
382,다사589465,1258.8333333333335
383,다사589470,461.125
384,다사590401,179.25
385,다사590404,300.625
386,다사590421,199.97222222222223
387,다사590426,607.1474358974359
388,다사590429,14306.78125
389,다사590447,6858.864864864865
390,다사590448,4123.621621621622
391,다사590458,1164.6388888888887
392,다사590463,526.1875
393,다사590478,1227.1128787878788
394,다사591412,195.33333333333337
395,다사591413,365.72222222222223
396,다사591416,50.58333333333333
397,다사591417,194.1
398,다사591421,148.27777777777777
399,다사591422,541.529093455564
400,다사591423,844.2666666666667
401,다사591429,1483.2962962962963
402,다사591444,670.9166666666667
403,다사591455,171.04166666666669
404,다사591471,1041.6416666666667
405,다사592399,3.25
406,다사592411,2312.141666666667
407,다사592412,1523.85
408,다사592414,542.1388888888889
409,다사592416,697.825
410,다사592421,768.2272727272727
411,다사592422,500.91666666666663
412,다사592437,3059.383333333333
413,다사592443,825.5208333333335
414,다사592447,808.1018518518517
415,다사592455,255.9722222222222
416,다사592477,1306.4772727272727
417,다사593440,3147.7361111111113
418,다사593442,478.19444444444446
419,다사593454,758.4583333333333
420,다사593456,970.5416666666665
421,다사593464,1985.5833333333335
422,다사593469,859.5833333333333
423,다사593470,543.6166666666667
424,다사593473,754.7333333333333
425,다사593477,1038.475
426,다사594400,39.33333333333333
427,다사594412,2851.9791666666665
428,다사594415,942.7499999999998
429,다사594423,203.83333333333334
430,다사594424,1193.2916666666665
431,다사594430,457.4166666666666
432,다사594431,725.8611111111111
433,다사594434,456.4166666666667
434,다사594435,1186.2083333333335
435,다사594436,591.8611111111112
436,다사594438,1514.6833333333336
437,다사594442,604.2916666666666
438,다사594451,427.3333333333333
439,다사594466,6441.150000000001
440,다사595395,176.49999999999997
441,다사595413,814.0
442,다사595425,826.3333333333333
443,다사595427,2141.5625
444,다사595438,1335.85
445,다사595451,767.9722222222224
446,다사595457,1849.875
447,다사595460,399.64583333333337
448,다사595463,1751.4791666666667
449,다사595465,2142.321428571429
450,다사596408,172.0810502283105
451,다사596417,1183.25
452,다사596426,173.41666666666666
453,다사596427,65.0
454,다사596444,970.3472222222223
455,다사596446,270.04166666666663
456,다사596449,502.2604166666667
457,다사596457,90.08333333333331
458,다사596460,632.9374999999999
459,다사596465,591.9642857142858
460,다사596476,0.0
461,다사597405,544.5
462,다사597406,301.89285714285717
463,다사597420,2107.261904761905
464,다사597422,1454.583333333333
465,다사597428,114.125
466,다사597430,15973.368055555555
467,다사597438,353.25
468,다사597443,999.3333333333333
469,다사597444,1481.9166666666667
470,다사597445,830.0
471,다사597449,346.84375000000006
472,다사597456,3616.133333333333
473,다사597472,1834.375
474,다사598402,107.83333333333333
475,다사598415,7235.597222222223
476,다사598420,858.4375
477,다사598428,105.25
478,다사598429,139.79166666666666
479,다사598439,524.5
480,다사598441,589.8333333333333
481,다사598442,1383.277777777778
482,다사598458,520.1111111111111
483,다사598475,315.5055555555556
484,다사599399,7.041666666666667
485,다사599411,733.3749999999999
486,다사599422,2596.2083333333335
487,다사599438,712.25
488,다사599439,448.66666666666663
489,다사599440,676.75
490,다사599445,589.4444444444446
491,다사599458,896.8888888888889
492,다사600398,35.666666666666664
493,다사600417,2224.2480158730154
494,다사600422,1710.6666666666665
495,다사600440,2088.275
496,다사600445,950.2708333333334
497,다사600452,3707.3499999999995
498,다사600458,910.75
499,다사600466,1844.7261904761904
500,다사600471,812.125
501,다사600472,199.0
502,다사601403,602.2881147540984
503,다사601413,33.23076923076923
504,다사601420,2963.2499999999995
505,다사601422,1335.9722222222222
506,다사601432,519.0833333333333
507,다사601468,201.33333333333331
508,다사601473,1391.0
509,다사602395,179.33333333333334
510,다사602414,947.7291666666666
511,다사602415,508.4166666666666
512,다사602418,1628.333333333333
513,다사602431,838.8611111111111
514,다사602446,739.1666666666666
515,다사602447,196.00000000000003
516,다사602448,1199.5416666666667
517,다사602449,743.5694444444445
518,다사602451,5281.052083333333
519,다사602466,0.0
520,다사602467,1678.222222222222
521,다사603394,202.29166666666669
522,다사603415,272.0
523,다사603423,342.75
524,다사603441,4097.3125
525,다사603445,485.6354166666667
526,다사603446,959.3333333333333
527,다사603447,661.0416666666666
528,다사603452,138.08333333333334
529,다사603460,2427.6944444444443
530,다사603465,3791.2916666666665
531,다사603473,996.96875
532,다사604415,20.611111111111107
533,다사604418,1412.1666666666667
534,다사604424,492.55555555555554
535,다사604426,1218.7555555555557
536,다사604434,779.9392156862745
537,다사604443,357.77777777777777
538,다사604444,877.3690476190477
539,다사604462,600.5
540,다사604463,333.0833333333333
541,다사604467,7565.25
542,다사605389,1694.4999999999998
543,다사605390,1682.5
544,다사605394,19.0
545,다사605395,120.83333333333331
546,다사605419,829.0
547,다사605424,605.8425925925925
548,다사605435,0.0
549,다사605440,641.7805555555556
550,다사605442,1866.8444444444442
551,다사606389,466.41666666666674
552,다사606393,13.333333333333332
553,다사606401,132.84166666666667
554,다사606417,587.9166666666667
555,다사606420,239.70833333333334
556,다사606424,76.16071428571428
557,다사606426,242.36111111111114
558,다사606435,0.0
559,다사606437,801.8999999999999
560,다사606453,229.49074074074076
561,다사606457,1083.911111111111
562,다사606471,0.0
563,다사607387,2032.4166666666665
564,다사607393,153.75
565,다사607400,32.4
566,다사607422,47.05
567,다사607435,1380.4027777777778
568,다사607436,320.5269410977242
569,다사607448,635.4166666666665
570,다사607453,545.574074074074
571,다사607454,665.9333333333334
572,다사607455,124.83333333333331
573,다사607471,226.95454545454544
574,다사608384,131.5
575,다사608385,740.8333333333333
576,다사608427,128.36111111111111
577,다사608428,175.33333333333331
578,다사608430,254.6041666666667
579,다사608443,780.1833333333333
580,다사608448,733.875
581,다사608454,155.625
582,다사608468,4166.472222222222
583,다사608469,2576.9796296296295
584,다사609392,135.41666666666669
585,다사609419,331.9583333333333
586,다사609420,433.0555555555555
587,다사609428,536.15625
588,다사609437,229.08333333333331
589,다사609449,532.75
590,다사609450,552.0416666666666
591,다사609454,57.04166666666667
592,다사609461,73.33333333333333
593,다사609467,123.82407407407406
594,다사610394,234.99999999999997
595,다사610396,2826.666666666667
596,다사610398,904.1944444444445
597,다사610430,101.58333333333333
598,다사610438,119.84375
599,다사610444,1793.3722222222223
600,다사610447,1316.95
601,다사610448,617.9333333333333
602,다사610461,450.20833333333337
603,다사610462,822.4277777777777
604,다사611398,172.23611111111111
605,다사611426,1005.8784722222223
606,다사611460,1973.7916666666665
607,다사611462,1732.7916666666667
608,다사612395,1050.2916666666667
609,다사612397,1089.5416666666667
610,다사612425,1.0
611,다사612432,264.0
612,다사612439,530.5013227513227
613,다사612442,125.5462962962963
614,다사612443,1238.8263888888887
615,다사612450,975.7458333333332
616,다사612455,1427.2583333333332
617,다사612457,0.0
618,다사612459,162.53333333333333
619,다사613376,11.083333333333332
620,다사613395,15.125
621,다사613396,3244.833333333333
622,다사613397,180.33333333333331
623,다사613421,198.97222222222226
624,다사613432,87.66666666666667
625,다사613441,1154.15625
626,다사613445,831.4166666666667
627,다사613457,5003.320261437908
628,다사613462,1699.4166666666665
629,다사614376,104.66666666666669
630,다사614395,1076.2916666666667
631,다사614396,358.91666666666663
632,다사614422,121.12499999999999
633,다사614424,2324.1729166666664
634,다사614427,56.583333333333336
635,다사614428,706.9722222222223
636,다사614437,113.03124999999999
637,다사614438,347.66666666666663
638,다사614446,968.8333333333333
639,다사614454,5254.396428571428
640,다사615373,2.75
641,다사615429,618.2777777777777
642,다사615433,110.08333333333331
643,다사615462,2162.583333333333
644,다사616373,559.1666666666666
645,다사616429,83.5625
646,다사616433,1370.638888888889
647,다사616448,499.1666666666667
648,다사616450,166.88095238095235
649,다사616456,461.86145833333336
650,다사616460,93.375
651,다사617430,281.18749999999994
652,다사617431,747.064814814815
653,다사617441,828.4761904761906
654,다사617448,644.452380952381
655,다사617457,84.71875
656,다사617460,65.20833333333333
657,다사618428,144.531914893617
658,다사618431,71.0
659,다사618434,517.9583333333333
660,다사618441,0.0
661,다사618444,655.3166666666666
662,다사618447,982.75
663,다사619398,72.08333333333334
664,다사619427,379.3666666666667
665,다사619443,1813.05
666,다사620369,1576.5
667,다사620398,111.375
668,다사620435,903.3333333333335
669,다사621399,376.74999999999994
670,다사621431,173.66666666666663
671,다사621437,1486.3357298474943
672,다사621442,546.6666666666666
673,다사621443,152.08333333333337
674,다사622432,298.58333333333337
675,다사623433,366.62847222222223
676,다사624437,1622.0625
677,다사625444,183.66666666666666
678,다사627438,1434.5
679,다사628401,19.666666666666668
680,다사628426,1365.4476724430851
681,다사628438,1911.9166666666667
682,다사629396,332.49999999999994
683,다사629434,333.28571428571433
684,다사629436,1577.125
685,다사630400,15.125
686,다사630402,52.229166666666664
687,다사630427,216.77719298245614
688,다사630431,441.00000000000006
689,다사630434,2046.3333333333333
690,다사630437,387.41666666666663
691,다사631428,10289.583333333334
692,다사631429,166.16666666666669
693,다사631430,155.33333333333331
694,다사631431,243.87499999999997
695,다사631433,1724.2222222222222
696,다사631437,339.9166666666667
697,다사631440,568.6666666666666
698,다사632403,17.566666666666666
699,다사632427,390.7916666666667
700,다사632432,1106.5833333333333
701,다사632437,3386.9999999999995
702,다사633427,209.99999999999997
703,다사634401,40.75
704,다사634434,236.58333333333334
705,다사634438,2632.511904761905
706,다사634439,887.4166666666665
707,다사635433,736.5
708,다사635435,6686.532258064516
709,다사635436,5287.25
710,다사635437,2961.9166666666665
711,다사636405,324.1041666666667
712,다사636425,2414.416666666667
713,다사636428,198.38016528925618
714,다사637403,48.41666666666666
715,다사637425,193.33333333333331
716,다사638405,27.854166666666668
717,다사638413,1107.8125
718,다사638428,557.8750000000001
719,다사639413,3149.9016393442625
720,다사639425,2067.9999999999995
721,다사640409,294.75
722,다사640410,1230.1967213114754
723,다사640428,406.8966386554622
724,다사641407,608.6666666666667
725,다사641409,1236.25
726,다사641426,972.8333333333334
727,다사641427,185.33333333333331
728,다사642407,49.64583333333333
729,다사642415,313.75
730,다사643409,3.5
731,다사643416,1034.344262295082
732,다사643429,212.5
733,다사644409,308.5
734,다사644429,129.96969696969697
735,다사645407,142.93055555555557
736,다사646407,100.89583333333333
737,다사646409,9.666666666666668
738,다사646432,1290.723404255319
739,다사646433,370.13095238095235
740,다사647402,1303.0
741,다사647405,339.5416666666667
742,다사647406,49.50000000000001
743,다사647407,1927.2958333333336
744,다사647408,15.666666666666668
745,다사647409,2783.0416666666665
746,다사647410,1866.7499999999998
747,다사647417,2095.5758196721313
748,다사647431,3254.848484848485
749,다사648407,1230.6666666666665
750,다사648431,1179.9305555555554
751,다사648432,1483.4062500000002
752,다사649402,169.33333333333334
753,다사649405,17.5
754,다사649429,67.87234042553192
755,다사650411,1660.4999999999998
756,다사650418,2665.9497950819673
757,다사650426,165.9598484848485
758,다사650428,189.05940594059408
759,다사650432,146.29166666666663
760,다사651406,537.8888888888889
761,다사651413,133.58333333333334
762,다사651418,2560.65
763,다사651433,37.0
764,다사652406,130.41666666666669
765,다사652407,604.3783783783783
766,다사652415,1383.4833333333331
767,다사652419,570.3243243243244
768,다사653405,0.0
769,다사653407,506.6666666666667
770,다사653411,88.0875850340136
771,다사653419,375.64864864864865
772,다사654407,261.55555555555554
773,다사655406,176.25
774,다사655420,1901.5042674253202
775,다사658421,1662.3903903903906
776,다사660408,25.27777777777778
777,다사662409,47.888888888888886
778,다사664410,234.88888888888886
