,gid,2030val
2056,다사612443,0.0
2057,다사651411,0.0
2058,다사653405,0.0
2059,다사646413,0.0
2060,다사580448,0.0
2061,다사639438,0.0
2062,다사601425,0.0
2063,다사657421,0.0
2064,다사650421,0.0
2065,다사569474,0.0
2066,다사578480,0.0
2067,다사574468,0.0
2068,다사577474,0.0
2069,다사621441,0.0
2070,다사571480,0.0
2071,다사596450,0.0
2072,다사644419,0.0
2073,다사638427,0.0
2074,다사620428,0.0
2075,다사610438,0.0
2076,다사640436,0.0
2077,다사658411,0.0
2078,다사660408,0.0
2079,다사646398,0.0
2080,다사659401,0.0
2081,다사574474,0.0
2082,다사597483,0.0
2083,다사626424,0.0
2084,다사631419,0.0
2085,다사590471,0.0
2086,다사607440,0.0
2087,다사661415,0.0
2088,다사617466,0.0
2089,다사639433,0.0
2090,다사643400,0.0
2091,다사614454,0.0
2092,다사599455,0.0
2093,다사655421,0.0
2094,다사636422,0.0
2095,다사647439,0.0
2096,다사642434,0.0
2097,다사615413,0.0
2098,다사607422,0.0
2099,다사589479,0.0
2100,다사608425,0.0
2101,다사575473,0.0
2102,다사635420,0.0
2103,다사619452,0.0
2104,다사614471,0.0
2105,다사616472,0.0
2106,다사639430,0.0
2107,다사613461,0.0
2108,다사601427,0.0
2109,다사590436,0.0
2110,다사615452,0.0
2111,다사612474,0.0
2112,다사612475,0.0
2113,다사640425,0.0
2114,다사583440,0.0
2115,다사628443,0.0
2116,다사655404,0.0
2117,다사655426,0.0
2118,다사636434,0.0
2119,다사628429,0.0
2120,다사574483,0.0
2121,다사583474,0.0
2122,다사620427,0.0
2123,다사627447,0.0
2124,다사608461,0.0
2125,다사632416,0.0
2126,다사612470,0.0
2127,다사659403,0.0
2128,다사605412,0.0
2129,다사605436,0.0
2130,다사640420,0.0
2131,다사625447,0.0
2132,다사648415,0.0
2133,다사605460,0.0
2134,다사639423,0.0
2135,다사580485,0.0
2136,다사615458,0.0
2137,다사616467,0.0
2138,다사609460,0.0
2139,다사601473,0.0
2140,다사606478,0.0
2141,다사641404,0.0
2142,다사577477,0.0
2143,다사640413,0.0
2144,다사608411,0.0
2145,다사600413,0.0
2146,다사607456,0.0
2147,다사629418,0.0
2148,다사609476,0.0
2149,다사596482,0.0
2150,다사618420,0.0
2151,다사612431,0.0
2152,다사606436,0.0
2153,다사634443,0.0
2154,다사630431,0.0
2155,다사663406,0.0
2156,다사611474,0.0
2157,다사639420,0.0
2158,다사625432,0.0
2159,다사602450,0.0
2160,다사586469,0.0
2161,다사662405,0.0
2162,다사606432,0.0
2163,다사608466,0.0
2164,다사616471,0.0
2165,다사618457,0.0
2166,다사635427,0.0
2167,다사647432,0.0
2168,다사576477,0.0
2169,다사643417,0.0
2170,다사650427,0.0
2171,다사634413,0.0
2172,다사652428,0.0
2173,다사583439,0.0
2174,다사624421,0.0
2175,다사600483,0.0
2176,다사614421,0.0
2177,다사616460,0.0
2178,다사640404,0.0
2179,다사574480,0.0
2180,다사614412,0.0
2181,다사652433,0.0
2182,다사663408,0.0
2183,다사643435,0.0
2184,다사659421,0.0
2185,다사608424,0.0
2186,다사622421,0.0
2187,다사581455,0.0
2188,다사646431,0.0
2189,다사574479,0.0
2190,다사614459,0.0
2191,다사635444,0.0
2192,다사635410,0.0
2193,다사655420,0.0
2194,다사612430,0.0
2195,다사611457,0.0
2196,다사615428,0.0
2197,다사657408,0.0
2198,다사644401,0.0
2199,다사610415,0.0
2200,다사638422,0.0
2201,다사613420,0.0
2202,다사629419,0.0
2203,다사618464,0.0
2204,다사613467,0.0
2205,다사645401,0.0
2206,다사605437,0.0
2207,다사574484,0.0
2208,다사622436,0.0
2209,다사659415,0.0
2210,다사586445,0.0
2211,다사614427,0.0
2212,다사617455,0.0
2213,다사649421,0.0
2214,다사591471,0.0
2215,다사656410,0.0
2216,다사618450,0.0
2217,다사615440,0.0
2218,다사609454,0.0
2219,다사599484,0.0
2220,다사624426,0.0
2221,다사654424,0.0
2222,다사623420,0.0
2223,다사581485,0.0
2224,다사606413,0.0
2225,다사624447,0.0
2226,다사586463,0.0
2227,다사624429,0.0
2228,다사598478,0.0
2229,다사617416,0.0
2230,다사618425,0.0
2231,다사575478,0.0
2232,다사589472,0.0
2233,다사608426,0.0
2234,다사660409,0.0
2235,다사611458,0.0
2236,다사622418,0.0
2237,다사576475,0.0
2238,다사622415,0.0
2239,다사653422,0.0
2240,다사585435,0.0
2241,다사614431,0.0
2242,다사602454,0.0
2243,다사615451,0.0
2244,다사577465,0.0
2245,다사577478,0.0
2246,다사653412,0.0
2247,다사604479,0.0
2248,다사602464,0.0
2249,다사656409,0.0
2250,다사622432,0.0
2251,다사606463,0.0
2252,다사646423,0.0
2253,다사621445,0.0
2254,다사642397,0.0
2255,다사658415,0.0
2256,다사635416,0.0
2257,다사661410,0.0
2258,다사629421,0.0
2259,다사618460,0.0
2260,다사608423,0.0
2261,다사653431,0.0
2262,다사612461,0.0
2263,다사647429,0.0
2264,다사642428,0.0
2265,다사659416,0.0
2266,다사653433,0.0
2267,다사611454,0.0
2268,다사633415,0.0
2269,다사640423,0.0
2270,다사652409,0.0
2271,다사625434,0.0
2272,다사655424,0.0
2273,다사622425,0.0
2274,다사619451,0.0
2275,다사614430,0.0
2276,다사631433,0.0
2277,다사584486,0.0
2278,다사591429,0.0
2279,다사610433,0.0
2280,다사641423,0.0
2281,다사585434,0.0
2282,다사602410,0.0
2283,다사619436,0.0
2284,다사599474,0.0
2285,다사616431,0.0
2286,다사647399,0.0
2287,다사661408,0.0
2288,다사625448,0.0
2289,다사645409,0.0
2290,다사615429,0.0
2291,다사643425,0.0
2292,다사573478,0.0
2293,다사607475,0.0
2294,다사597456,0.0
2295,다사638419,0.0
2296,다사575471,0.0
2297,다사609471,0.0
2298,다사610458,0.0
2299,다사646420,0.0
2300,다사602412,0.0
2301,다사634433,0.0
2302,다사611424,0.0
2303,다사581478,0.0
2304,다사619450,0.0
2305,다사646403,0.0
2306,다사617472,0.0
2307,다사604430,0.0
2308,다사569478,0.0
2309,다사588454,0.0
2310,다사611461,0.0
2311,다사575462,0.0
2312,다사587438,0.0
2313,다사650409,0.0
2314,다사613417,0.0
2315,다사652408,0.0
2316,다사616448,0.0
2317,다사630418,0.0
2318,다사665409,0.0
2319,다사604436,0.0
2320,다사627443,0.0
2321,다사624432,0.0
2322,다사655425,0.0
2323,다사577475,0.0
2324,다사580480,0.0
2325,다사617461,0.0
2326,다사597480,0.0
2327,다사644403,0.0
2328,다사626447,0.0
2329,다사655405,0.0
2330,다사642399,0.0
2331,다사626433,0.0
2332,다사650404,0.0
2333,다사582475,0.0
2334,다사634434,0.0
2335,다사571478,0.0
2336,다사614462,0.0
2337,다사599438,0.0
2338,다사613454,0.0
2339,다사658402,0.0
2340,다사616427,0.0
2341,다사644405,0.0
2342,다사626420,0.0
2343,다사579485,0.0
2344,다사657410,0.0
2345,다사631418,0.0
2346,다사616440,0.0
2347,다사584461,0.0
2348,다사644413,0.0
2349,다사601454,0.0
2350,다사623448,0.0
2351,다사645420,0.0
2352,다사640439,0.0
2353,다사597477,0.0
2354,다사609415,0.0
2355,다사611475,0.0
2356,다사656412,0.0
2357,다사639428,0.0
2358,다사638436,0.0
2359,다사598447,0.0
2360,다사626430,0.0
2361,다사591481,0.0
2362,다사596434,0.0
2363,다사573480,0.0
2364,다사644427,0.0
2365,다사618458,0.0
2366,다사603413,0.0
2367,다사631444,0.0
2368,다사602456,0.0
2369,다사600428,0.0
2370,다사628442,0.0
2371,다사582468,0.0
2372,다사655429,0.0
2373,다사609477,0.0
2374,다사610467,0.0
2375,다사650426,0.0
2376,다사580484,0.0
2377,다사614432,0.0
2378,다사620419,0.0
2379,다사646432,0.0
2380,다사649428,0.0
2381,다사645400,0.0
2382,다사605478,0.0
2383,다사634444,0.0
2384,다사661413,0.0
2385,다사639441,0.0
2386,다사587483,0.0
2387,다사630421,0.0
2388,다사577479,0.0
2389,다사638426,0.0
2390,다사613421,0.0
2391,다사617470,0.0
2392,다사647415,0.0
2393,다사663405,0.0
2394,다사657423,0.0
2395,다사624418,0.0
2396,다사599450,0.0
2397,다사638409,0.0
2398,다사654430,0.0
2399,다사589460,0.0
2400,다사653425,0.0
2401,다사635430,0.0
2402,다사584476,0.0
2403,다사618453,0.0
2404,다사595426,0.0
2405,다사611456,0.0
2406,다사639443,0.0
2407,다사613451,0.0
2408,다사588473,0.0
2409,다사577473,0.0
2410,다사626438,0.0
2411,다사595448,0.0
2412,다사614413,0.0
2413,다사645405,0.0
2414,다사575483,0.0
2415,다사606434,0.0
2416,다사571473,0.0
2417,다사650429,0.0
2418,다사665406,0.0
2419,다사596435,0.0
2420,다사614414,0.0
2421,다사614457,0.0
2422,다사643421,0.0
2423,다사641399,0.0
2424,다사593477,0.0
2425,다사648422,0.0
2426,다사655423,0.0
2427,다사639426,0.0
2428,다사600455,0.0
2429,다사639414,0.0
2430,다사653417,0.0
2431,다사636411,0.0
2432,다사576460,0.0
2433,다사656421,0.0
2434,다사645439,0.0
2435,다사629438,0.0
2436,다사585468,0.0
2437,다사573477,0.0
2438,다사616434,0.0
2439,다사663413,0.0
2440,다사627439,0.0
2441,다사644404,0.0
2442,다사611411,0.0
2443,다사621437,0.0
2444,다사631442,0.0
2445,다사577455,0.0
2446,다사570473,0.0
2447,다사648423,0.0
2448,다사664412,0.0
2449,다사599447,0.0
2450,다사635431,0.0
2451,다사568474,0.0
2452,다사645415,0.0
2453,다사625433,0.0
2454,다사644441,0.0
2455,다사606437,0.0
2456,다사637440,0.0
2457,다사637410,0.0
2458,다사603454,0.0
2459,다사624436,0.0
2460,다사642422,0.0
2461,다사571475,0.0
2462,다사612414,0.0
2463,다사644435,0.0
2464,다사632420,0.0
2465,다사643440,0.0
2466,다사615422,0.0
2467,다사601447,0.0
2468,다사569471,0.0
2469,다사617471,0.0
2470,다사659402,0.0
2471,다사589446,0.0
2472,다사639431,0.0
2473,다사638441,0.0
2474,다사608430,0.0
2475,다사616423,0.0
2476,다사602425,0.0
2477,다사604478,0.0
2478,다사587478,0.0
2479,다사643413,0.0
2480,다사613447,0.0
2481,다사649422,0.0
2482,다사594481,0.0
2483,다사608474,0.0
2484,다사608454,0.0
2485,다사661419,0.0
2486,다사578467,0.0
2487,다사607425,0.0
2488,다사568476,0.0
2489,다사660413,0.0
2490,다사656424,0.0
2491,다사617448,0.0
2492,다사575484,0.0
2493,다사630444,0.0
2494,다사656426,0.0
2495,다사589433,0.0
2496,다사597481,0.0
2497,다사617467,0.0
2498,다사642404,0.0
2499,다사581447,0.0
2500,다사640405,0.0
2501,다사609431,0.0
2502,다사654423,0.0
2503,다사594429,0.0
2504,다사604437,0.0
2505,다사570481,0.0
2506,다사603414,0.0
2507,다사652422,0.0
2508,다사638411,0.0
2509,다사610472,0.0
2510,다사636432,0.0
2511,다사605410,0.0
2512,다사642417,0.0
2513,다사606412,0.0
2514,다사610461,0.0
2515,다사655410,0.0
2516,다사636442,0.0
2517,다사598419,0.0
2518,다사633434,0.0
2519,다사575463,0.0
2520,다사611469,0.0
2521,다사603412,0.0
2522,다사641428,0.0
2523,다사644397,0.0
2524,다사606464,0.0
2525,다사645423,0.0
2526,다사643438,0.0
2527,다사625423,0.0
2528,다사580449,0.0
2529,다사653406,0.0
2530,다사614458,0.0
2531,다사629444,0.0
2532,다사622442,0.0
2533,다사619418,0.0
2534,다사626423,0.0
2535,다사603410,0.0
2536,다사595449,0.0
2537,다사593430,0.0
2538,다사580473,0.0
2539,다사588428,0.0
2540,다사625429,0.0
2541,다사642441,0.0
2542,다사662410,0.0
2543,다사641440,0.0
2544,다사623418,0.0
2545,다사594477,0.0
2546,다사569477,0.0
2547,다사630422,0.0
2548,다사589467,0.0
2549,다사640402,0.0
2550,다사650419,0.0
2551,다사658408,0.0
2552,다사623434,0.0
2553,다사624428,0.0
2554,다사633419,0.0
2555,다사613441,0.0
2556,다사599434,0.0
2557,다사618414,0.0
2558,다사622440,0.0
2559,다사602481,0.0
2560,다사588468,0.0
2561,다사583442,0.0
2562,다사566475,0.0
2563,다사615435,0.0
2564,다사609422,0.0
2565,다사641442,0.0
2566,다사569476,0.0
2567,다사608476,0.0
2568,다사626442,0.0
2569,다사630430,0.0
2570,다사599473,0.0
2571,다사628447,0.0
2572,다사651429,0.0
2573,다사572479,0.0
2574,다사625418,0.0
2575,다사569479,0.0
2576,다사645398,0.0
2577,다사583444,0.0
2578,다사599436,0.0
2579,다사609474,0.0
2580,다사621421,0.0
2581,다사660420,0.0
2582,다사623417,0.0
2583,다사576458,0.0
2584,다사631441,0.0
2585,다사583441,0.0
2586,다사620431,0.0
2587,다사614441,0.0
2588,다사614472,0.0
2589,다사614428,0.0
2590,다사656406,0.0
2591,다사627430,0.0
2592,다사602480,0.0
2593,다사640428,0.0
2594,다사644414,0.0
2595,다사657412,0.0
2596,다사655415,0.0
2597,다사617423,0.0
2598,다사650430,0.0
2599,다사639422,0.0
2600,다사616419,0.0
2601,다사598438,0.0
2602,다사573470,0.0
2603,다사624416,0.0
2604,다사657425,0.0
2605,다사637431,0.0
2606,다사637441,0.0
2607,다사624430,0.0
2608,다사656428,0.0
2609,다사631432,0.0
2610,다사593473,0.0
2611,다사642442,0.0
2612,다사593482,0.0
2613,다사623424,0.0
2614,다사636435,0.0
2615,다사617424,0.0
2616,다사587473,0.0
2617,다사608459,0.0
2618,다사646427,0.0
2619,다사591447,0.0
2620,다사612472,0.0
2621,다사619424,0.0
2622,다사600480,0.0
2623,다사635433,0.0
2624,다사648418,0.0
2625,다사629443,0.0
2626,다사590446,0.0
2627,다사624419,0.0
2628,다사571474,0.0
2629,다사594484,0.0
2630,다사611437,0.0
2631,다사619441,0.0
2632,다사651419,0.0
2633,다사593484,0.0
2634,다사619420,0.0
2635,다사586484,0.0
2636,다사616449,0.0
2637,다사595433,0.0
2638,다사635434,0.0
2639,다사608434,0.0
2640,다사613458,0.0
2641,다사619457,0.0
2642,다사623426,0.0
2643,다사611429,0.0
2644,다사656425,0.0
2645,다사638433,0.0
2646,다사582443,0.0
2647,다사629420,0.0
2648,다사612418,0.0
2649,다사645433,0.0
2650,다사642402,0.0
2651,다사573479,0.0
2652,다사657413,0.0
2653,다사578485,0.0
2654,다사644426,0.0
2655,다사625424,0.0
2656,다사652410,0.0
2657,다사617468,0.0
2658,다사651424,0.0
2659,다사646414,0.0
2660,다사575481,0.0
2661,다사623433,0.0
2662,다사603409,0.0
2663,다사572478,0.0
2664,다사629423,0.0
2665,다사570480,0.0
2666,다사613429,0.0
2667,다사654428,0.0
2668,다사663411,0.0
2669,다사606431,0.0
2670,다사648411,0.0
2671,다사617431,0.0
2672,다사602432,0.0
2673,다사592484,0.0
2674,다사633445,0.0
2675,다사619430,0.0
2676,다사652426,0.0
2677,다사594437,0.0
2678,다사621439,0.0
2679,다사625417,0.0
2680,다사654432,0.0
2681,다사632431,0.0
2682,다사646404,0.0
2683,다사612452,0.0
2684,다사654405,0.0
2685,다사646422,0.0
2686,다사650416,0.0
2687,다사599439,0.0
2688,다사643431,0.0
2689,다사646426,0.0
2690,다사638428,0.0
2691,다사639425,0.0
2692,다사576478,0.0
2693,다사609475,0.0
2694,다사652407,0.0
2695,다사650403,0.0
2696,다사577482,0.0
2697,다사596449,0.0
2698,다사566476,0.0
2699,다사636430,0.0
2700,다사642403,0.0
2701,다사645427,0.0
2702,다사578482,0.0
2703,다사639436,0.0
2704,다사636418,0.0
2705,다사596480,0.0
2706,다사569475,0.0
2707,다사639416,0.0
2708,다사641403,0.0
2709,다사648419,0.0
2710,다사576486,0.0
2711,다사666408,0.0
2712,다사628440,0.0
2713,다사646439,0.0
2714,다사574467,0.0
2715,다사660401,0.0
2716,다사615467,0.0
2717,다사583486,0.0
2718,다사602455,0.0
2719,다사612451,0.0
2720,다사652430,0.0
2721,다사637426,0.0
2722,다사636427,0.0
2723,다사573475,0.0
2724,다사623446,0.0
2725,다사587485,0.0
2726,다사642401,0.0
2727,다사609473,0.0
2728,다사624420,0.0
2729,다사570472,0.0
2730,다사612459,0.0
2731,다사600412,0.0
2732,다사608417,0.0
2733,다사579482,0.0
2734,다사601412,0.0
2735,다사629430,0.0
2736,다사653429,0.0
2737,다사661411,0.0
2738,다사652421,0.0
2739,다사633430,0.0
2740,다사629431,0.0
2741,다사591446,0.0
2742,다사573476,0.0
2743,다사599435,0.0
2744,다사621417,0.0
2745,다사640422,0.0
2746,다사614474,0.0
2747,다사617463,0.0
2748,다사577480,0.0
2749,다사605433,0.0
2750,다사626429,0.0
2751,다사620435,0.0
2752,다사649438,0.0
2753,다사620421,0.0
2754,다사639442,0.0
2755,다사637432,0.0
2756,다사604452,0.0
2757,다사654406,0.0
2758,다사582476,0.0
2759,다사619456,0.0
2760,다사592486,0.0
2761,다사640427,0.0
2762,다사581446,0.0
2763,다사633417,0.0
2764,다사656422,0.0
2765,다사610469,0.0
2766,다사574475,0.0
2767,다사627432,0.0
2768,다사654425,0.0
2769,다사568477,0.0
2770,다사641405,0.0
2771,다사627422,0.0
2772,다사603456,0.0
2773,다사592446,0.0
2774,다사567477,0.0
2775,다사603424,0.0
2776,다사609429,0.0
2777,다사653430,0.0
2778,다사599425,0.0
2779,다사614422,0.0
2780,다사587468,0.0
2781,다사605477,0.0
2782,다사570478,0.0
2783,다사592485,0.0
2784,다사611460,0.0
2785,다사613423,0.0
2786,다사617417,0.0
2787,다사646421,0.0
2788,다사662417,0.0
2789,다사632414,0.0
2790,다사609462,0.0
2791,다사596433,0.0
2792,다사643436,0.0
2793,다사638431,0.0
2794,다사605414,0.0
2795,다사651406,0.0
2796,다사615415,0.0
2797,다사599437,0.0
2798,다사616461,0.0
2799,다사612429,0.0
2800,다사621430,0.0
2801,다사569480,0.0
2802,다사624424,0.0
2803,다사627419,0.0
2804,다사576459,0.0
2805,다사659413,0.0
2806,다사644428,0.0
2807,다사619415,0.0
2808,다사626446,0.0
2809,다사643441,0.0
2810,다사629437,0.0
2811,다사611472,0.0
2812,다사628423,0.0
2813,다사591463,0.0
2814,다사614449,0.0
2815,다사574466,0.0
2816,다사628424,0.0
2817,다사634414,0.0
2818,다사601479,0.0
2819,다사638430,0.0
2820,다사656408,0.0
2821,다사651420,0.0
2822,다사644433,0.0
2823,다사657403,0.0
2824,다사643415,0.0
2825,다사653427,0.0
2826,다사640421,0.0
2827,다사578486,0.0
2828,다사596457,0.0
2829,다사615471,0.0
2830,다사616466,0.0
2831,다사583443,0.0
2832,다사589449,0.0
2833,다사623428,0.0
2834,다사641402,0.0
2835,다사611413,0.0
2836,다사654426,0.0
2837,다사610416,0.0
2838,다사608433,0.0
2839,다사617458,0.0
2840,다사609419,0.0
2841,다사662412,0.0
2842,다사592483,0.0
2843,다사641434,0.0
2844,다사581462,0.0
2845,다사641427,0.0
2846,다사617469,0.0
2847,다사625435,0.0
2848,다사606424,0.0
2849,다사628418,0.0
2850,다사588481,0.0
2851,다사611418,0.0
2852,다사617453,0.0
2853,다사578479,0.0
2854,다사612434,0.0
2855,다사654421,0.0
2856,다사615433,0.0
2857,다사576473,0.0
2858,다사596436,0.0
2859,다사623445,0.0
2860,다사611416,0.0
2861,다사608462,0.0
2862,다사615456,0.0
2863,다사623443,0.0
2864,다사637439,0.0
2865,다사656429,0.0
2866,다사590483,0.0
2867,다사635418,0.0
2868,다사598425,0.0
2869,다사658422,0.0
2870,다사644402,0.0
2871,다사627445,0.0
2872,다사649437,0.0
2873,다사656423,0.0
2874,다사633432,0.0
2875,다사650436,0.0
2876,다사621424,0.0
2877,다사631420,0.0
2878,다사638442,0.0
2879,다사588466,0.0
2880,다사611414,0.0
2881,다사572472,0.0
2882,다사657414,0.0
2883,다사604420,0.0
2884,다사620414,0.0
2885,다사634432,0.0
2886,다사651436,0.0
2887,다사593448,0.0
2888,다사613474,0.0
2889,다사625444,0.0
2890,다사615442,0.0
2891,다사648414,0.0
2892,다사609435,0.0
2893,다사645397,0.0
2894,다사637421,0.0
2895,다사637427,0.0
2896,다사610434,0.0
2897,다사612415,0.0
2898,다사626439,0.0
2899,다사582467,0.0
2900,다사659400,0.0
2901,다사647407,0.0
2902,다사642398,0.0
2903,다사606426,0.0
2904,다사637420,0.0
2905,다사612435,0.0
2906,다사604427,0.0
2907,다사614415,0.0
2908,다사604435,0.0
2909,다사600427,0.0
2910,다사593429,0.0
2911,다사616412,0.0
2912,다사643411,0.0
2913,다사575480,0.0
2914,다사617439,0.0
2915,다사575482,0.0
2916,다사649432,0.0
2917,다사608452,0.0
2918,다사645402,0.0
2919,다사632423,0.0
2920,다사633433,0.0
2921,다사643419,0.0
2922,다사623447,0.0
2923,다사623419,0.0
2924,다사634417,0.0
2925,다사619435,0.0
2926,다사609427,0.0
2927,다사654422,0.0
2928,다사567473,0.0
2929,다사585445,0.0
2930,다사584447,0.0
2931,다사637417,0.0
2932,다사632443,0.0
2933,다사649401,0.0
2934,다사664409,0.0
2935,다사595481,0.0
2936,다사637411,0.0
2937,다사608412,0.0
2938,다사567472,0.0
2939,다사647430,0.0
2940,다사625438,0.0
2941,다사664414,0.0
2942,다사586431,0.0
2943,다사665407,0.0
2944,다사608473,0.0
2945,다사643404,0.0
2946,다사592441,0.0
2947,다사644409,0.0
2948,다사620413,0.0
2949,다사610456,0.0
2950,다사622417,0.0
2951,다사617464,0.0
2952,다사654420,0.0
2953,다사598456,0.0
2954,다사615426,0.0
2955,다사626448,0.0
2956,다사660414,0.0
2957,다사645408,0.0
2958,다사607465,0.0
2959,다사609465,0.0
2960,다사665408,0.0
2961,다사596483,0.0
2962,다사654427,0.0
2963,다사594430,0.0
2964,다사583467,0.0
2965,다사615412,0.0
2966,다사611473,0.0
2967,다사665411,0.0
2968,다사626443,0.0
2969,다사618459,0.0
2970,다사632419,0.0
2971,다사634415,0.0
2972,다사660416,0.0
2973,다사625420,0.0
2974,다사577456,0.0
2975,다사608468,0.0
2976,다사618415,0.0
2977,다사634431,0.0
2978,다사641433,0.0
2979,다사644440,0.0
2980,다사650423,0.0
2981,다사610427,0.0
2982,다사661414,0.0
2983,다사612419,0.0
2984,다사645406,0.0
2985,다사651408,0.0
2986,다사627423,0.0
2987,다사620440,0.0
2988,다사638420,0.0
2989,다사638440,0.0
2990,다사653421,0.0
2991,다사574470,0.0
2992,다사581460,0.0
2993,다사578453,0.0
2994,다사624427,0.0
2995,다사606471,0.0
2996,다사618417,0.0
2997,다사607431,0.0
2998,다사653423,0.0
2999,다사633414,0.0
3000,다사574465,0.0
3001,다사656413,0.0
3002,다사600466,0.0
3003,다사628444,0.0
3004,다사621446,0.0
3005,다사626422,0.0
3006,다사603437,0.0
3007,다사647421,0.0
3008,다사651425,0.0
3009,다사645438,0.0
3010,다사658423,0.0
3011,다사666407,0.0
3012,다사659404,0.0
3013,다사595482,0.0
3014,다사610420,0.0
3015,다사615427,0.0
3016,다사599482,0.0
3017,다사595483,0.0
3018,다사578483,0.0
3019,다사644400,0.0
3020,다사619453,0.0
3021,다사618461,0.0
3022,다사661406,0.0
3023,다사588478,0.0
3024,다사597484,0.0
3025,다사609411,0.0
3026,다사603478,0.0
3027,다사661418,0.0
3028,다사598474,0.0
3029,다사602411,0.0
3030,다사624417,0.0
3031,다사610476,0.0
3032,다사659405,0.0
3033,다사592472,0.0
3034,다사652419,0.0
3035,다사612441,0.0
3036,다사575477,0.0
3037,다사640430,0.0
3038,다사638439,0.0
3039,다사635421,0.0
3040,다사619425,0.0
3041,다사588485,0.0
3042,다사635432,0.0
3043,다사568475,0.0
3044,다사650406,0.0
3045,다사620424,0.0
3046,다사656404,0.0
3047,다사618444,0.0
3048,다사636416,0.0
3049,다사643433,0.0
3050,다사610454,0.0
3051,다사629439,0.0
3052,다사574482,0.0
3053,다사570475,0.0
3054,다사607418,0.0
3055,다사642439,0.0
3056,다사658403,0.0
3057,다사640434,0.0
3058,다사622424,0.0
3059,다사634419,0.0
3060,다사605454,0.0
3061,다사608475,0.0
3062,다사644437,0.0
3063,다사653419,0.0
3064,다사593481,0.0
3065,다사574478,0.0
3066,다사615455,0.0
3067,다사653407,0.0
3068,다사581476,0.0
3069,다사573482,0.0
3070,다사657402,0.0
3071,다사627421,0.0
3072,다사572475,0.0
3073,다사588469,0.0
3074,다사588467,0.0
3075,다사595469,0.0
3076,다사607464,0.0
3077,다사588470,0.0
3078,다사658424,0.0
3079,다사656415,0.0
3080,다사615450,0.0
3081,다사601446,0.0
3082,다사619449,0.0
3083,다사579466,0.0
3084,다사583469,0.0
3085,다사607471,0.0
3086,다사649403,0.0
3087,다사639427,0.0
3088,다사641435,0.0
3089,다사614434,0.0
3090,다사603479,0.0
3091,다사609466,0.0
3092,다사606477,0.0
3093,다사616420,0.0
3094,다사633413,0.0
3095,다사626431,0.0
3096,다사610475,0.0
3097,다사588465,0.0
3098,다사633442,0.0
3099,다사621425,0.0
3100,다사598481,0.0
3101,다사641413,0.0
3102,다사645419,0.0
3103,다사647423,0.0
3104,다사611417,0.0
3105,다사605411,0.0
3106,다사587467,0.0
3107,다사635415,0.0
3108,다사611430,0.0
3109,다사613472,0.0
3110,다사579481,0.0
3111,다사631422,0.0
3112,다사623431,0.0
3113,다사628441,0.0
3114,다사611421,0.0
3115,다사631446,0.0
3116,다사608416,0.0
3117,다사651423,0.0
3118,다사630445,0.0
3119,다사643408,0.0
3120,다사597436,0.0
3121,다사587430,0.0
3122,다사599483,0.0
3123,다사627438,0.0
3124,다사605430,0.0
3125,다사651421,0.0
3126,다사643427,0.0
3127,다사586486,0.0
3128,다사632418,0.0
3129,다사595434,0.0
3130,다사610460,0.0
3131,다사640442,0.0
3132,다사589461,0.0
3133,다사639419,0.0
3134,다사620439,0.0
3135,다사607424,0.0
3136,다사661417,0.0
3137,다사645421,0.0
3138,다사610413,0.0
3139,다사641409,0.0
3140,다사608414,0.0
3141,다사617445,0.0
3142,다사627420,0.0
3143,다사639404,0.0
3144,다사658410,0.0
3145,다사644408,0.0
3146,다사599418,0.0
3147,다사633441,0.0
3148,다사602424,0.0
3149,다사635438,0.0
3150,다사612436,0.0
3151,다사633421,0.0
3152,다사637433,0.0
3153,다사617473,0.0
3154,다사611476,0.0
3155,다사615468,0.0
3156,다사618436,0.0
3157,다사613459,0.0
3158,다사607434,0.0
3159,다사601415,0.0
3160,다사649430,0.0
3161,다사607413,0.0
3162,다사616455,0.0
3163,다사637434,0.0
3164,다사618418,0.0
3165,다사627431,0.0
3166,다사660418,0.0
3167,다사653408,0.0
3168,다사658400,0.0
3169,다사623441,0.0
3170,다사588453,0.0
3171,다사581483,0.0
3172,다사618413,0.0
3173,다사618424,0.0
3174,다사641412,0.0
3175,다사636439,0.0
3176,다사641401,0.0
3177,다사648428,0.0
3178,다사600451,0.0
3179,다사592429,0.0
3180,다사612445,0.0
3181,다사590470,0.0
3182,다사602465,0.0
3183,다사619447,0.0
3184,다사618466,0.0
3185,다사616415,0.0
3186,다사610457,0.0
3187,다사651407,0.0
3188,다사610423,0.0
3189,다사639411,0.0
3190,다사660412,0.0
3191,다사613469,0.0
3192,다사595431,0.0
3193,다사622448,0.0
3194,다사605416,0.0
3195,다사600472,0.0
3196,다사614456,0.0
3197,다사644425,0.0
3198,다사617421,0.0
3199,다사607435,0.0
3200,다사646405,0.0
3201,다사608432,0.0
3202,다사629445,0.0
3203,다사630419,0.0
3204,다사644439,0.0
3205,다사586476,0.0
3206,다사614423,0.0
3207,다사591482,0.0
3208,다사624442,0.0
3209,다사597437,0.0
3210,다사597479,0.0
3211,다사628420,0.0
3212,다사635412,0.0
3213,다사649411,0.0
3214,다사629433,0.0
3215,다사660419,0.0
3216,다사620418,0.0
3217,다사642421,0.0
3218,다사613439,0.0
3219,다사618467,0.0
3220,다사649402,0.0
3221,다사620430,0.0
