,gid,TL_cnt
354,다사590456,2
355,다사590457,1
356,다사590469,3
357,다사591420,1
358,다사591426,2
359,다사591428,7
360,다사591429,1
361,다사591430,1
362,다사591435,1
363,다사591440,1
364,다사591444,1
365,다사591448,2
366,다사591449,5
367,다사591452,1
368,다사591453,1
369,다사591456,1
370,다사591458,1
371,다사591466,1
372,다사591468,1
373,다사591469,1
374,다사591470,1
375,다사591473,1
376,다사591476,7
377,다사591477,1
378,다사592413,1
379,다사592415,2
380,다사592422,3
381,다사592426,1
382,다사592431,1
383,다사592437,7
384,다사592440,3
385,다사592441,3
386,다사592442,3
387,다사592443,2
388,다사592449,1
389,다사592462,1
390,다사592465,3
391,다사592473,2
392,다사592475,1
393,다사593411,3
394,다사593412,2
395,다사593417,1
396,다사593422,1
397,다사593426,1
398,다사593436,1
399,다사593437,2
400,다사593440,1
401,다사593442,1
402,다사593446,1
403,다사593450,2
404,다사593452,1
405,다사593453,1
406,다사593455,1
407,다사593456,3
408,다사593464,2
409,다사593466,1
410,다사593473,1
411,다사593475,1
412,다사594410,1
413,다사594411,1
414,다사594412,4
415,다사594421,1
416,다사594424,1
417,다사594426,1
418,다사594429,1
419,다사594441,2
420,다사594446,3
421,다사594447,1
422,다사594448,1
423,다사594463,5
424,다사594464,5
425,다사594475,2
426,다사594476,1
427,다사595409,1
428,다사595410,1
429,다사595419,1
430,다사595426,1
431,다사595438,1
432,다사595439,1
433,다사595442,1
434,다사595451,1
435,다사595452,1
436,다사595461,1
437,다사595462,1
438,다사595463,1
439,다사595464,1
440,다사595466,2
441,다사595472,1
442,다사596419,3
443,다사596420,3
444,다사596428,2
445,다사596429,2
446,다사596448,1
447,다사596451,4
448,다사596458,1
449,다사596459,1
450,다사596466,1
451,다사596472,1
452,다사596473,1
453,다사597419,2
454,다사597426,1
455,다사597429,1
456,다사597430,1
457,다사597442,3
458,다사597450,2
459,다사597451,2
460,다사597460,1
461,다사597468,1
462,다사597475,1
463,다사597476,1
464,다사598417,2
465,다사598418,2
466,다사598419,1
467,다사598420,1
468,다사598428,1
469,다사598429,1
470,다사598430,1
471,다사598440,1
472,다사598450,1
473,다사598452,1
474,다사598454,1
475,다사598461,1
476,다사599416,2
477,다사599417,2
478,다사599419,1
479,다사599422,2
480,다사599427,1
481,다사599449,1
482,다사599450,1
483,다사599451,1
484,다사599452,1
485,다사599467,1
486,다사599475,1
487,다사600418,1
488,다사600421,1
489,다사600422,2
490,다사600423,5
491,다사600437,1
492,다사600451,3
493,다사600452,1
494,다사600469,1
495,다사601418,1
496,다사601421,1
497,다사601449,1
498,다사601452,1
499,다사601463,1
500,다사601471,1
501,다사601472,3
502,다사601473,1
