,gid,TL_cnt
948,다사583446,19
949,다사583447,8
950,다사583449,3
951,다사583450,6
952,다사583451,1
953,다사583452,9
954,다사583453,8
955,다사583454,6
956,다사583457,1
957,다사583458,1
958,다사583459,8
959,다사583460,6
960,다사583461,7
961,다사583462,8
962,다사583463,1
963,다사583464,4
964,다사583465,5
965,다사583466,5
966,다사583467,5
967,다사583468,6
968,다사583469,21
969,다사583470,6
970,다사583471,3
971,다사583472,6
972,다사583474,20
973,다사583475,7
974,다사583476,1
975,다사583482,9
976,다사583483,11
977,다사584428,8
978,다사584429,11
979,다사584430,10
980,다사584431,2
981,다사584432,1
982,다사584433,14
983,다사584434,5
984,다사584435,9
985,다사584436,9
986,다사584437,3
987,다사584438,8
988,다사584439,3
989,다사584440,19
990,다사584441,55
991,다사584442,34
992,다사584443,37
993,다사584445,15
994,다사584446,5
995,다사584449,1
996,다사584450,4
997,다사584451,1
998,다사584452,27
999,다사584453,6
1000,다사584455,3
1001,다사584456,1
1002,다사584457,2
1003,다사584460,1
1004,다사584461,1
1005,다사584462,12
1006,다사584463,7
1007,다사584464,11
1008,다사584466,22
1009,다사584467,14
1010,다사584468,4
1011,다사584469,7
1012,다사584470,11
1013,다사584471,3
1014,다사584472,16
1015,다사584473,6
1016,다사584474,1
1017,다사584475,8
1018,다사584476,18
1019,다사584477,3
1020,다사584481,4
1021,다사584482,6
1022,다사585429,23
1023,다사585430,12
1024,다사585431,15
1025,다사585432,12
1026,다사585433,4
1027,다사585434,3
1028,다사585435,6
1029,다사585436,7
1030,다사585437,17
1031,다사585438,9
1032,다사585439,11
1033,다사585440,47
1034,다사585441,15
1035,다사585442,19
1036,다사585443,10
1037,다사585444,7
1038,다사585445,23
1039,다사585446,3
1040,다사585447,2
1041,다사585448,1
1042,다사585449,1
1043,다사585452,7
1044,다사585453,4
1045,다사585454,6
1046,다사585455,4
1047,다사585456,1
1048,다사585457,4
1049,다사585458,6
1050,다사585459,2
1051,다사585460,1
1052,다사585461,1
1053,다사585462,6
1054,다사585463,2
1055,다사585464,3
1056,다사585465,5
1057,다사585466,4
1058,다사585467,8
1059,다사585468,13
1060,다사585469,6
1061,다사585470,20
1062,다사585471,6
1063,다사585472,13
1064,다사585473,1
1065,다사585474,3
1066,다사585475,15
1067,다사585476,31
1068,다사585477,26
1069,다사586412,1
1070,다사586418,5
1071,다사586428,1
1072,다사586429,19
1073,다사586430,14
1074,다사586431,9
1075,다사586432,8
1076,다사586433,5
1077,다사586434,3
1078,다사586435,22
1079,다사586436,26
1080,다사586437,40
1081,다사586438,2
1082,다사586439,17
1083,다사586440,14
1084,다사586441,9
1085,다사586442,6
1086,다사586443,8
1087,다사586444,17
1088,다사586445,2
1089,다사586446,23
1090,다사586447,10
1091,다사586448,1
1092,다사586452,2
1093,다사586453,1
1094,다사586454,12
1095,다사586455,16
1096,다사586456,11
1097,다사586458,6
1098,다사586459,4
1099,다사586460,18
1100,다사586461,4
1101,다사586462,4
1102,다사586463,13
1103,다사586464,4
1104,다사586465,3
1105,다사586466,2
1106,다사586467,4
1107,다사586468,12
1108,다사586470,14
1109,다사586471,20
1110,다사586472,6
1111,다사586473,2
1112,다사586474,3
1113,다사586477,9
1114,다사587404,8
1115,다사587411,5
1116,다사587417,1
1117,다사587418,2
1118,다사587429,3
1119,다사587430,2
1120,다사587431,6
