,gid,TL_cnt
354,다사571438,2
355,다사571440,3
356,다사571441,3
357,다사571442,3
358,다사571446,1
359,다사571450,1
360,다사571452,1
361,다사571463,5
362,다사571466,10
363,다사571467,12
364,다사571469,4
365,다사571470,1
366,다사572398,1
367,다사572430,1
368,다사572431,1
369,다사572433,2
370,다사572437,3
371,다사572438,1
372,다사572439,1
373,다사572449,1
374,다사572450,1
375,다사572458,1
376,다사572461,1
377,다사572462,1
378,다사572464,1
379,다사573399,2
380,다사573402,1
381,다사573429,2
382,다사573432,3
383,다사573433,1
384,다사573434,1
385,다사573438,3
386,다사573441,2
387,다사573446,11
388,다사573456,2
389,다사573457,3
390,다사573459,1
391,다사573460,1
392,다사573461,1
393,다사573462,1
394,다사573465,2
395,다사574406,1
396,다사574427,1
397,다사574428,1
398,다사574429,3
399,다사574430,1
400,다사574437,1
401,다사574438,1
402,다사574439,3
403,다사574440,1
404,다사574441,2
405,다사574443,8
406,다사574447,2
407,다사574455,1
408,다사574457,6
409,다사574460,1
410,다사574461,1
411,다사574463,1
412,다사574464,2
413,다사574465,1
414,다사574466,2
415,다사574473,1
416,다사575428,1
417,다사575430,1
418,다사575437,1
419,다사575439,2
420,다사575440,2
421,다사575442,3
422,다사575450,2
423,다사575457,1
424,다사575458,2
425,다사575460,2
426,다사575466,1
427,다사575467,2
428,다사575471,1
429,다사575473,2
430,다사576405,1
431,다사576408,1
432,다사576423,1
433,다사576428,2
434,다사576429,1
435,다사576430,3
436,다사576433,1
437,다사576438,3
438,다사576445,1
439,다사576447,2
440,다사576450,2
441,다사576452,1
442,다사576455,1
443,다사576456,2
444,다사576458,1
445,다사576461,4
446,다사576464,1
447,다사576468,2
448,다사576471,1
449,다사576472,2
450,다사577399,3
451,다사577428,1
452,다사577429,4
453,다사577434,1
454,다사577448,9
455,다사577449,2
456,다사577452,1
457,다사577454,2
458,다사577456,3
459,다사577457,1
460,다사577459,1
461,다사577460,1
462,다사577463,1
463,다사577465,1
464,다사577466,1
465,다사577469,1
466,다사577472,1
467,다사578403,1
468,다사578404,1
469,다사578412,1
470,다사578416,2
471,다사578425,1
472,다사578430,1
473,다사578431,1
474,다사578433,1
475,다사578443,2
476,다사578446,2
477,다사578448,3
478,다사578451,1
479,다사578452,1
480,다사578455,1
481,다사578457,2
482,다사578458,2
483,다사578463,1
484,다사578466,1
485,다사578467,1
486,다사578472,1
487,다사578473,1
488,다사579399,2
489,다사579400,1
490,다사579414,2
491,다사579429,2
492,다사579430,1
493,다사579431,1
494,다사579432,1
495,다사579437,1
496,다사579442,1
497,다사579443,2
498,다사579444,5
499,다사579447,1
500,다사579448,5
501,다사579452,2
502,다사579456,1
503,다사579458,1
504,다사579464,2
505,다사579467,1
506,다사579468,3
507,다사579472,4
508,다사579473,4
509,다사579474,2
510,다사580406,6
511,다사580413,8
512,다사580414,2
513,다사580417,1
514,다사580423,2
515,다사580435,1
516,다사580437,3
517,다사580441,1
518,다사580442,2
519,다사580443,1
520,다사580446,1
521,다사580447,3
522,다사580448,3
523,다사580450,3
524,다사580451,1
525,다사580452,1
526,다사580454,3
527,다사580455,2
528,다사580457,3
529,다사580458,1
530,다사580460,1
531,다사580461,1
532,다사580464,1
533,다사580465,4
534,다사580467,3
535,다사580468,1
536,다사580470,1
537,다사580471,1
538,다사580472,6
539,다사580473,3
540,다사580474,2
541,다사581403,1
542,다사581408,4
543,다사581415,1
544,다사581416,1
545,다사581431,1
546,다사581432,6
547,다사581435,2
548,다사581438,1
549,다사581441,2
550,다사581442,1
551,다사581444,10
552,다사581445,1
553,다사581446,3
554,다사581447,3
555,다사581449,1
556,다사581450,2
557,다사581452,4
558,다사581453,1
559,다사581454,4
560,다사581456,3
561,다사581460,1
562,다사581465,1
563,다사581466,1
564,다사581469,1
565,다사581470,3
566,다사581471,2
567,다사581473,4
568,다사581474,5
569,다사582406,1
570,다사582432,1
571,다사582439,2
572,다사582440,1
573,다사582441,3
574,다사582442,3
575,다사582445,5
576,다사582446,1
577,다사582447,1
578,다사582448,2
579,다사582450,1
580,다사582452,1
581,다사582453,2
582,다사582455,1
583,다사582456,1
584,다사582466,1
585,다사582468,1
586,다사582469,2
587,다사582470,3
588,다사582471,7
589,다사582472,3
590,다사582473,4
591,다사582474,3
592,다사582481,2
593,다사583406,2
594,다사583428,2
595,다사583430,1
596,다사583431,1
597,다사583432,1
598,다사583433,1
599,다사583436,2
600,다사583438,7
601,다사583439,1
602,다사583440,2
603,다사583441,1
604,다사583442,3
605,다사583443,1
606,다사583444,2
607,다사583445,12
608,다사583446,6
609,다사583447,3
610,다사583451,1
611,다사583453,2
612,다사583459,1
613,다사583463,1
614,다사583465,1
615,다사583468,1
616,다사583469,2
617,다사583470,2
618,다사583471,1
619,다사583472,1
620,다사583475,1
621,다사583482,5
622,다사584429,1
623,다사584440,4
624,다사584441,5
625,다사584442,10
626,다사584443,2
627,다사584445,6
628,다사584446,4
629,다사584454,2
630,다사584460,2
631,다사584462,1
632,다사584466,1
633,다사584469,1
634,다사584470,3
635,다사584471,1
636,다사584472,7
637,다사584475,10
638,다사584476,3
639,다사584481,1
640,다사584482,4
641,다사585417,1
642,다사585418,1
643,다사585429,2
644,다사585430,1
