newsname
전동킥보드 헬멧 안쓰면 범칙금 2만원…현장에선?
안전모 없이 횡단보도 '쌩쌩'…전동킥보드 단속 첫날
오늘부터 '무면허 전동킥보드 운전' 범칙금…헬멧 필수
헬멧 안쓰고, 인도로 쌩쌩… 전동킥보드 탄 21명중 규정 준수 ‘0’
전동 킥보드 단속 첫날…"헬멧 안썼네요"
전동킥보드 '면허·안전모' 없이 타다 적발되면 범칙금
무면허 전동 킥보드 단속 첫날…여전히 '노 헬멧'으로 쌩쌩
"안전모 착용 몰랐어요" 전동 킥보드 규정 강화 첫날
"헬멧 없이 전동킥보드 타면 안된다고?" 법 개정 첫날 시민들 혼란
도로교통법 개정 첫날 전동 킥보드 타던 20대 승용차 충돌
전동킥보드, 이젠 무면허 운전 안된다…범칙금 10만원
오늘부터 '무면허 전동킥보드 운전' 범칙금 10만 원
전동 킥보드 단속 첫날…'헬멧 벗고 킥보드' 속출
[친절한 경제] "내일부터 전동 킥보드 무면허 안 돼요"
오늘부터 전동킥보드 이렇게 타면 단속
전동킥보드 몰던 20대, 단속 첫날 승용차와 '쾅'
오늘부터 전동킥보드 탈 때 '면허·헬멧' 필수…인도 주행도 금지
무면허 전동 킥보드 등 단속, 헬멧 착용 필수
[르포]"인도는 안돼, 찻길선 빵빵"…전동킥보드, '도로 위 민폐'
오늘부터 '전동킥보드 규제 강화'…도로교통공단, 교육자료 개발·배포
"면허증·안전모 필수"…전동킥보드 '딱' 걸린 현장들
“전동 킥보드 안 타고 말지”…업계는 ‘울상’
[팩트맨]면허 없이 못 탄다…전동 킥보드 Q&A
전동킥보드 단속 첫날…"안전모에 속도 제한, 규제 과해요"
무면허 전동 킥보드 범칙금 10만 원 음주 라이딩 10만 원
"킥보드 헬멧 쓰라고? '따릉이' 탈게요"
헬멧 · 면허증 전동 킥보드 단속 첫날, 곳곳 적발 속출
"헬멧 안 쓰셨네요"…전동킥보드 단속 첫날, 위반 '수두룩'
전동킥보드 범칙금 첫날…‘헬멧 착용’ 두고는 실효성 의문
전동킥보드 규정 강화… 경찰, 한 달 집중 계도기간 운영
오늘부터 전동킥보드 탈때 면허 필수
오늘(13일)부터 면허 없으면 킥보드 못 타는데… 거리는 여전히 '무법천지'
[포토]전동킥보드 운전 단속하는 경찰
[포토]전동킥보드 운전 시 면허 소지
헬멧 공짜로 줘야하나…위기의 공유킥보드 대응책은?
전동킥보드 법 강화 첫날...천안 대학가 "헬멧 써야 되는 줄 몰랐다"
오늘부터 ‘무면허 전동킥보드 운전’ 범칙금 10만 원…헬멧 필수
헬멧 미착용 등 전동 킥보드 위반 단속, 운전면허증 소지자만 운행
무면허 전동킥보드 운전 '범칙금 10만원'
헬멧 미착용 등 전동 킥보드 위반 단속, 운전면허증 소지자만 운행
오늘부터 헬멧 · 면허 없이 전동 킥보드 타면 범칙금
전동킥보드와 공유자전거 '헬멧은?'
[포토]전동킥보드 이용 규제 강화 도로교통법 시행
전동킥보드 규정 강화 '안전모 딜레마'
전동킥보드 규제 강화…'무면허 운전' 범칙금 10만원｜강지영의 현장 브리핑
"킥보드에 헬멧 필수" 규정 강화, 사고 줄까?
헬멧 없이 인도주행하는 전동킥보드
전동킥보드, 횡단보도에서는 이렇게
전동킥보드 안정규정 강화…실효성은 의문
내일부터 법 개정되는데…강남은 여전히 전동킥보드 ‘무법천지’
‘법시행 D-1’ 킥보드 이용자 88.5% “헬멧 착용할 것”
전북대 전동킥보드 안전관리 만전
횡단보도 위 전동킥보드
‘무면허’ 전동킥보드, 13일부터 범칙금 10만 원
전동킥보드 안전수칙 강화
13일부터 공유킥보드 탈 때 꼭 알아야 할 안전수칙 6개
전동킥보드 ‘면허 필수’ 위반 땐 벌금 10만 원
인도 여기저기 전동킥보드
창원서 전동킥보드, 정차 중인 승용차와 '쾅'
킥보드 주정차 민원 60분 내 처리...'씽씽 패트롤' 출범
따릉이와 킥보드 '헬멧 없는 만남'
헬멧 없이 만난 킥보드와 따릉이
전동킥보드, 면허 없이 타면 '벌금 10만원'
13일부터 전동킥보드 운전자 면허 필수…위반시 범칙금 10만원
면허 없이 전동킥보드 몰면 범칙금 10만원…2명 이상 타면 4만원
개정 도로교통법 시행 첫날…“킥보드 타려고 헬멧 지참? 너무해”
전동킥보드 "오늘부터 무면허 운전...범칙금 10만원"
모레부터 전동 킥보드 면허·헬멧 '필수', 잘 될까?
13일부터 전동킥보드에 2명 이상 타면 범칙금 4만원
내일부터 전동킥보드 헬멧 착용 필수
전동 킥보드 면허 없이 타면 범칙금 '10만 원'
'면허 있어야 전동 킥보드 운전 가능'
'면허 있어야 전동 킥보드 운전 가능'
'면허 있어야 전동 킥보드 운전 가능'
'면허 있어야 전동 킥보드 운전 가능'
'면허 있어야 전동 킥보드 운전 가능'
'면허 있어야 전동 킥보드 운전 가능'
전동킥보드 개정안 시행 첫 날…'개인 vs 공유' 갈렸다
오늘부터 '무면허 전동킥보드 운전' 범칙금
'면허·헬멧 필수' … 13일부터 전동킥보드 범칙금 물린다
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
'13일부터 면허 있어야 전동 킥보드 운전 가능'
[포토]무면허 전동킥보드, 내일부터 10만 원 범칙금 부과
전동킥보드 동승금지·헬멧 의무화…실효성 글쎄
[쿠키포토] 13일부터 무면허 전동킥보드 운전 '범칙금 10만 원'
모레(13일)부터 면허 없이 전동 킥보드 타면 범칙금 10만 원
전동킥보드 범칙금 첫날… 운행 멈춘 전동킥보드
오늘부터 무면허 전동킥보드 운행 시 '범칙금 10만원'
