newsname
"헬멧 쓰느니 안 타고 말죠"…킥보드 규제 첫날, 홍대역 가보니
전동킥보드 사고 대처 및 예방법은?
전동킥보드 문제, 근본적인 개선을 생각할 때
전동킥보드 규제 강화…'무면허 운전' 범칙금 10만원｜강지영의 현장 브리핑
배달 · 킥보드 느는데…헬멧 80% 충격 흡수 '미흡'
대구서 전동킥보드 또 화재
"충전 중 갑자기 펑"…10배 늘어난 전동킥보드 화재
'건당 수당' 배달 경쟁이 부추긴 무법 질주…사망사고도 늘어
내일부터 전동킥보드 무면허 운전 안된다고?… 과태료 10만원 부과
전동 킥보드 규제 시작됐지만...피해자 보상은 여전히 사각지대
전동킥보드 배터리 폭발 화재…주민 50여명 긴급 대피
만취상태로 '전동킥보드 역주행' 개그맨…법 바뀌어 벌금 '1/30' 감형
무개념 전동킥보드 민폐주차… 속타는 서울시
무면허 전동 킥보드 단속 첫날…여전히 '노 헬멧'으로 쌩쌩
[오늘 이 뉴스] 킥보드도 견인…'내멋대로 주차' 사라지나?
"무면허 전동 킥보드 안돼요"…13일부터 벌금 10만원
전동 킥보드 단속 첫날…"헬멧 안썼네요"
전동 킥보드 단속 첫날, 전동 킥보드 승용차와 충돌...처벌될까?
'단속 강화' 첫날…20대가 몰던 전동 킥보드, 승용차와 충돌
공유킥보드 빔모빌리티, 노원·고양·분당·광주 등 추가 진출
군산서, “ 전동킥보드 등 PM 개정법률 위반 계도·홍보 활동”
“면허ㆍ헬멧 필수인지 몰랐다”…강화된 전동킥보드 단속 첫날
[앵커리포트] "無헬멧 2만 원, 인도주행 3만 원"...킥라니 오명 벗을까
대전시 개인 전동킥보드 보험 제공…업체-지자체 협업 필요성
‘안전 위협’ 전동킥보드 처벌 강화…면허 없이 타면 범칙금
전북대 전동킥보드 안전관리 만전
“헬멧이요? 잠깐 타는데?” 전동 킥보드 단속 첫날
충전 중 전동킥보드 갑자기 '펑'…화재 주의
전동 킥보드 면허·헬멧 필수…실효성 논란도
"킥보드 헬멧 쓰라고? '따릉이' 탈게요"
[B tv 대구뉴스] 전동킥보드 무면허 NO·헬멧 범칙금
전동킥보드 ‘무법지대’ 대학 캠퍼스 어쩌나?
전동 킥보드 이용 강화했지만 현장은 실감 '無'
전동킥보드 이용자 절반 '뚝' ... 헬멧 착용·차도 주행 등 불편
[B tv 대구뉴스] 전동킥보드 무면허 NO·헬멧 범칙금
전동킥보드 ‘무법지대’ 대학 캠퍼스 어쩌나?
전동 킥보드 이용 강화했지만 현장은 실감 '無'
전동킥보드법 확 바뀐다…"무면허·2인주행, 전부 범칙금"
오늘부터 면허없이 킥보드 타면 10만원 범칙금 입니다
"전동킥보드는 미래 혁신산업···현실성 있는 규제와 육성안 동반돼야" 퍼스...
[사람과 차가 안전한 경기, 속도보다는 안전이 우선] ③ 경기남부청, PM ...
"안전모 안 쓰면 2만 원"...전동 킥보드 단속 첫날
공유 킥보드업계 "헬멧 착용 동의하나 전용도로 마련이 더 현실적"
공유 킥보드업계 "헬멧 착용 동의하나 전용도로 마련이 더 현실적"
충전 중 전동킥보드 갑자기 '펑'…화재 주의
전동 킥보드 법 개정해도 위험 여전
개정 전동킥보드法 단속 첫날…'헬멧 미착용·보도 주행' 무더기 적발
1시간 만에 78건 적발...전동 킥보드 규정 강화 첫날
공유킥보드 빔모빌리티, 노원·고양·분당·광주광역시 추가 진출
전동 킥보드 면허 없이 타면 범칙금 '10만 원'
전동 킥보드 탈 때 안전사항 꼭 지켜야
전동킥보드 화재 원인 대부분 '배터리'...소방당국 "충전 시 주의"
전동킥보드, 이젠 무면허 운전 안된다…범칙금 10만원
전동 킥보드 탈 때 안전사항 꼭 지켜야
전동킥보드 화재 원인 대부분 '배터리'...소방당국 "충전 시 주의"
전동킥보드, 이젠 무면허 운전 안된다…범칙금 10만원
13일부터 면허 없이 전동 킥보드 못 탄다…헬멧 안쓰면 벌금 2만원
오늘부터 전동킥보드 법 강화…실효성은 의문
불법주정차 전동킥보드 견인료 부과한다…서울시 조례 65건 공포
전동 킥보드 법 개정해도 위험 여전
R]"헬멧 안 쓰면 2만 원"..전동킥보드 사고 위험 여전
오늘부터 안전모 안 쓰면 단속...전동킥보드 규정 강화
[르포]'노헬멧 킥라니' 사라질까…오늘부터 단속 강화
오늘부터 전동 킥보드 규정 강화...경찰도 단속 시작
충전 중 전동킥보드 갑자기 '펑'…화재 주의
"헬멧 없이 전동킥보드 타면 안된다고?" 법 개정 첫날 시민들 혼란
전동킥보드 단속 첫날…보호구 미착용 20대 승용차와 '쾅'
오늘부터 전동킥보드 법 강화…실효성은 의문
"뭐가 이렇게 많아?” 킥보드 도로교통법 총정리
헬멧 안쓰고 전동킥보드 '쌩쌩'… 대학캠퍼스 누비는 무법자 킥라니
[팩트맨]면허 없이 못 탄다…전동 킥보드 Q&A
‘전동킥보드’ 내일부터 무면허 처벌…실효성은?
[르포]전동킥보드 범칙금 시행 첫날…"헬멧 미착용 단속? 전혀 몰랐다"
[르포]전동킥보드 범칙금 시행 첫날…"헬멧 미착용 단속? 전혀 몰랐다"
전동킥보드 배터리 폭발 건물에 혼자 있던 8개월 여아 구조
오늘(13일)부터 면허·헬멧 없으면 '전동킥보드' 못 탄다…범칙금 최대 '20만...
전동 킥보드, 면허 없으면 처벌
전동킥보드, 면허 없이 타면 '벌금 10만원'
대구서 주행 중이던 전동킥보드 화재…원인 조사 중
"킥보드에 헬멧 필수" 규정 강화, 사고 줄까?
전동킥보드 운전면허 없이 못탄다
‘전동킥보드’ 오늘부터 무면허 처벌…실효성은?
[르포] 전동킥보드 이용자 지켜보니… 운전 중 휴대폰 보다 '꽈당'
[현안점검] 전동킥보드 '쌩쌩' 안전은 타지못했다… 3년새 사고 11배 증가
[IT돋보기] 신사업 성장 역행 vs 안전 위한 조치…킥보드 규제 '갑론을박'
충전중 전동킥보드 화재… 과충전으로 인한 발열이 원인
배달 · 킥보드 느는데…헬멧 80% 충격 흡수 미흡
‘전동킥보드’ 내일부터 무면허 처벌…실효성은?
전동킥보드 단속 첫 날 … 여전히 '헬멧없이' 쌩쌩
[취재파일7] ‘전동킥보드’ 내일부터 무면허 처벌…실효성은?
창원서 전동킥보드, 정차 중인 승용차와 '쾅'
13일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 전동킥보드 탈때 '면허·헬멧' 필수…인도 주행도 금지
13일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 전동킥보드 탈때 '면허·헬멧' 필수…인도 주행도 금지
"헬멧 안쓰면 범칙금 2만원"…확 바뀐 킥보드법, 5분에 1명씩 '적발'
강화된 ‘전동킥보드’ 관련 규정 13일부터 시행
경찰, 13일부터 '전동킥보드' 등 개인형 이동장치 단속
오늘부터 전동킥보드 운전시 면허 필수… 어기면 10만원 범칙금
전동킥보드 ‘면허 필수’ 위반 땐 벌금 10만 원
[현안점검] 전동킥보드 안전 강화한다더니… 현실은 '땜질식 처방' 불과
"안전모 무상 대여"…전북대, 전동킥보드 안전관리 강화
오늘부터 '전동킥보드 규제 강화'…도로교통공단, 교육자료 개발·배포
"안전모 무상 대여"…전북대, 전동킥보드 안전관리 강화
오늘부터 면허 없이 전동 킥보드 타면 범칙금 10만원
오늘부터 '전동킥보드 규제 강화'…도로교통공단, 교육자료 개발·배포
전동킥보드, 13일부터 '면허 필수'…위반 시 10만원 범칙금
13일부터 공유킥보드 탈 때 꼭 알아야 할 안전수칙 6개
"헬멧소지 불편" vs "안전이 우선"…'전동킥보드 단속' 첫날 반응
무면허 전동킥보드 단속 첫날 부산은?…헬멧 안 쓰고 '쌩쌩'
헬멧 미착용·인도 운행…전동킥보드 단속 적발 잇따라(종합)
오늘부터 '무면허 전동 킥보드' 범칙금…헬멧도 필수
13일부터 전동킥보드에 2명 이상 타면 범칙금 4만원
13일부터 전동킥보드에 2명 이상 타면 범칙금 4만원
(현장+)"전동킥보드, 헬멧 갖고 다니라면 안타죠"
[충청로2] 킥보드 막 타지마슈
충남소방, 충전 중 전동킥보드 갑자기 ‘펑’…화재 주의
전동 킥보드, 단속 첫날 표정은?
"헬멧 안 쓰셨습니다"…전동킥보드 단속 첫날
"헬멧 없어 못 타겠네요" 규제에 이용자 줄은 '공유 킥보드'
전동 킥보드, 면허있는 만16세 이상만 운전 가능…13일부터 시행
'면허·헬멧 없어도, 인도로 가도'…전동킥보드 오늘부터 범칙금
'노헬맷 전동킥보드' 얼마나 많았으면…단속 첫날 1분마다 걸렸다
전동 킥보드, 면허있는 만16세 이상만 운전 가능…13일부터 시행
'면허·헬멧 없어도, 인도로 가도'…전동킥보드 오늘부터 범칙금
'노헬맷 전동킥보드' 얼마나 많았으면…단속 첫날 1분마다 걸렸다
급증하는 전동킥보드 사고, 현실적 대책 필요
전동킥보드 공유 플랫폼 빔모빌리티, 고양. 분당. 성남 등 4개 지역 신규 진출
진주시, 전동킥보드 개인형 이동장치 안전 조례 제정
대구 수성구 사월동 도로 달리던 전동킥보드 화재...원인은 '배터리' 추정
오늘부터 전동킥보드 면허·헬멧 필수···도로에서만 주행해야
전동 킥보드, 13일부터 면허 있어야 탄다
(기자의 눈) 탁상행정 그만, 현실적 전동킥보드 정책 필요하다
[사설] 오늘부터 전동킥보드 규제, 안전 경각심 가져야
전동킥보드 운행 규제한다고 사고 줄어들까
경남경찰청, '전동킥보드' 등 개인형 이동장치 13일부터 단속
광주 북부경찰서, 전동킥보드 헬멧 착용 등 안전수칙 홍보
13일부터 '무면허 전동킥보드 운전' 10만원 범칙금···"지난해 사망자만 10...
전동킥보드 충전중 과열로 '펑'...화재 주의보
[B tv 한빛뉴스]전동킥보드 안전 강화...2% 부족하다
오늘부터 ‘무면허 전동킥보드 운전’ 범칙금 10만 원…헬멧 필수
13일부터 전동킥보드 운전자 면허 필수…위반시 범칙금 10만원
[기고]“전동킥보드” 처벌강화 개정 도로교통법 조기정착 시급
13일부터 전동킥보드 운전자 면허 필수…위반시 범칙금 10만원
개정 도로교통법 시행.. '전동킥보드' 이용 제한 강화
[기고]“전동킥보드” 처벌강화 개정 도로교통법 조기정착 시급
헬멧 · 면허증 전동 킥보드 단속 첫날, 곳곳 적발 속출
전동킥보드 단속 첫날 '쾅'... "안전모 착용 몰라"
면허 없이 전동킥보드 타면 범칙금 10만원
13일부터 ‘무면허 전동킥보드 운전’ 10만 원 범칙금
전동킥보드 ‘2인 탑승’ 13일부터 범칙금
[김필수 교수의 으랏車車車] "전동킥보드, 속도줄여 인도주행 허용해야"
술 취해 킥보드 타다 사람 친 20대 남성 입건
술 취해 킥보드 타다 사람 친 20대 남성 입건
여수시 '전동 킥보드 안전 이용문화 확산' 나서
13일부터 '공유킥보드 헬멧' 의무화…업계 "개인이 준비해야"
"면허 없으면 NO"…전동킥보드 단속 강화
내일부터 ‘킥라니’ 과태료 아시나요… 무면허 땐 10만원·헬멧 안 쓰면 2만...
모레(13일)부터 면허 없이 전동 킥보드 타면 범칙금 10만 원
“헬멧 꼭 써야 해요?”…전동킥보드 규제강화 단속 첫 날
'단속 첫날' 안전모 없이 사고난 20대...병원으로 이송
"한층 엄격해진 전동킥보드 안전수칙, 반드시 숙지한 후 타야"
13일부터 헬멧 안쓰고 킥보드 타면 범칙금 무는데… 현장은 ‘준비부족'
13일부터 헬멧 안쓰고 킥보드 타면 범칙금 무는데… 현장은 ‘준비부족'
전동킥보드, 오늘부터 면허 없어도 헬멧 안 써도 범칙금
[도로위 무법자] ① 시속 90㎞까지 쌩쌩…전동킥보드의 위험한 질주
“전동 킥보드, 인도 통행 안돼요”
오늘부터 운전면허 없이 타면 전동킥보드 ‘벌금 10만 원’
[집중토론] 전동킥보드, 안전 주행 대책은
전동 킥보드 위험천만 질주, 13일부터는 범칙금
도시 흉물 된 전동킥보드, 규제 늘자 고객 이탈 '이중고'...현실적 보완책은 ...
전동킥보드, 13일부터 도로교통법 개정…2인탑승·안전모 미착용 시 범칙금
헬멧 안쓰고 인도 쌩쌩…이틀뒤 범칙금? 비웃는 '무법 전동킥보드'
"헬멧 쓰느니 안 타고 말죠"…킥보드 규제 첫날, 홍대역 가보니
전동킥보드 사고 대처 및 예방법은?
전동킥보드 문제, 근본적인 개선을 생각할 때
[친절한 뉴스] 달라진 전동킥보드법, 알고 탑시다!
"안전모 안 쓰면 2만 원"...전동 킥보드 단속 첫날
전동킥보드 규제 강화…'무면허 운전' 범칙금 10만원｜강지영의 현장 브리핑
경남경찰, 전동킥보드 집중단속·현장계도 활동 강화
배달 · 킥보드 느는데…헬멧 80% 충격 흡수 '미흡'
전동킥보드 면허 없이 타면 ‘10만 원’ 범칙금…13일부터 처벌 규정 강화
“헬멧 꼭 써야 해요?”…킥보드 규제강화 단속 첫 날
오늘부터 전동킥보드 규제 “면허·헬멧·차로 지키세요”
대구서 전동킥보드 또 화재
전동킥보드 안전모 미착용, 13일부터 범칙금 대상입니다
전동킥보드 법 강화 첫날...천안 대학가 "헬멧 써야 되는 줄 몰랐다"
"충전 중 갑자기 펑"…10배 늘어난 전동킥보드 화재
'건당 수당' 배달 경쟁이 부추긴 무법 질주…사망사고도 늘어
내일부터 전동킥보드 무면허 운전 안된다고?… 과태료 10만원 부과
전동 킥보드 규제 시작됐지만...피해자 보상은 여전히 사각지대
전동킥보드 몰던 20대 승용차와 충돌
전동킥보드 배터리 폭발 화재…주민 50여명 긴급 대피
부산경찰, 6월 14일부터 전동킥보드 집중단속
“전동 킥보드 둘이 같이 타면 안 돼요”…13일부터 범칙금 4만원
전동 킥보드 사고, 보상은 어떡하나
전동킥보드 규정 강화 '안전모 딜레마'
내일부터 범칙금 무는데… 면허·헬멧없이 전동킥 ‘휙휙’
[르포]전동킥보드 안전관리 강화 첫날…"범칙금 내도 헬멧 착용은 글쎄"
만취상태로 '전동킥보드 역주행' 개그맨…법 바뀌어 벌금 '1/30' 감형
[김필수칼럼]전동킥보드, 근본적인 개선을 생각해야 한다
내일모레부터 헬멧 안쓰고 킥보드 타면 범칙금 2만원
무개념 전동킥보드 민폐주차… 속타는 서울시
13일부터 전동킥보드 면허없이 타면 범칙금 10만원
'술 취한 채 전동 킥보드 주행'…코빅 개그맨, 2심서 벌금 20만 원으로 감형
[김필수 칼럼] 근본적인 개선이 요구되는 전동킥보드..과연 해결책은?
[카드뉴스]전동킥보드 사용 관련 법 개정… “변경된 면허·처벌 규정 알고탑...
면허없이 못타는 전동킥보드…법 개정 시행 첫 날 반응은?
[육군2신속대응사단] 전동킥보드 사고자 구조 도와
13일부터 전동 킥보드 무면허 운전 범칙금 ‘10만원’
전동킥보드 안전수칙 강화된다
무면허 전동킥보드 운전자, 13일부터 벌금 10만원
전동킥보드 규정 강화…경찰, 한 달 집중 계도기간 운영
전동킥보드 규정 강화…경찰, 한 달 집중 계도기간 운영
13일부터 면허없이 전동킥보드 타면 범칙금 10만원…강화된 도로교통법 시행
전동킥보드 사고 매년 2배 느는데… 개인 전용 보험 ‘전무’
내일부터 면허소지만 전동킥보드 주행 가능…헬멧 착용도 필수
13일부터 면허 없으면 전동 킥보드 못탄다
"헬멧을 누가 들고 다니나요"···전동킥보드 규제, 현장과 온도차
"배터리 과충전 조심"…전동킥보드 화재 잇따라 주의 당부
[스토리 포토]공유경제의 선봉장 킥보드 '위기'
매년 사고는 늘고 보상은 '불분명'…'보험 사각지대'에 놓은 전동킥보드
위험천만 곡예 질주…전동킥보드 단속 나선다
전동킥보드 운행 안전 강화…무면허 시 10만 원
"헬멧 안쓰셨네요"…전동킥보드 단속 첫 날 "잘 몰랐어요" 속출
운행·충전중 '펑' … 전동킥보드 화재 증가
"고출력 배터리용 니켈(Ni) 때문에?"…천안서 킥보드 폭발, 주민 대피
13일부터 전동킥보드 무면허로 타면 범칙금 10만원
오늘부터 면허없으면 전동킥보드 못타
전남경찰, 전동킥보드 등 개인형이동장치 안전수칙 집중 홍보
다음주부터 헬멧없이 타면 범칙금… 고심하는 킥보드 업계
"헬멧 없이, 술 마시고 전동킥보드 못 탄다"
"헬멧 어쩌나"… 현실 못 따라잡는 전동킥보드 개정안
[독자투고]강화된 전동킥보드 처벌 규정, 꼭 확인하자
판교서 전동킥보드 타다 '으악~'… "개인용 타면 보험 처리 못 받는다"
충전 중 순식간에 ‘펑’…전동킥보드 화재 4년새 10배 ‘껑충’
13일부터 공유킥보드 헬멧 미착용 단속…시민 88% "헬멧 착용할 것"
전동킥보드, 안전수칙 숙지 후 이용해야
13일부터 면허 있어야 전동 킥보드 운전 가능
전동킥보드 규제 이후 이용률 '뚝'…자전거ㆍ택시 이용 늘듯
집 안 전동킥보드 배터리 폭발…혼자 있던 8개월 여아 구조
전동킥보드, 호버보드 탄 후 나타나는 허리 통증… 이유는?
[기고] 개정 강화된 전동킥보드 처벌규정 아시나요?
전동 킥보드 타고 달리다 고장나 '꽈당'...전치 2주에도 보상은 언감생심
올해 전동킥보드 사고 135%↑…머리·얼굴 부상 많아
전동킥보드 2인 이상 탑승 금지된다…원동기 면허도 의무
“여기도 안 된다고요?”...전동킥보드 주차문제 ‘여전’
전동 킥보드 이용 규제 '시행 첫날'…"이제 안 탈 거예요"
“헬멧 공짜로라도 나눠줘야 하나요?” 위기의 공유 킥보드업체 ‘하소연’
전동킥보드, 오늘부터 헬멧 의무화... 다른 나라는?
모레부터 면허 없이 전동 킥보드 타면 '벌금 10만원'
[SR모빌리티] 공유 킥보드 업계, 규제 강화에 반대 목소리
무면허 운전 범칙금 10만원 등 '전동킥보드' 규정 강화
무면허 운전 범칙금 10만원 등 '전동킥보드' 규정 강화
중학생도 타는데…전동킥보드 안전사고 줄이려면
운전면허 없이, 헬멧 안쓰고 전동 킥보드 타면 '벌금'
전동킥보드 법 강화됐지만 여전히 '무법천지'
아슬아슬 전동 킥보드…사망 사고까지
13일부터 ‘전동킥보드’ 관련 규정 강화된다
13일부터 전동킥보드 헬멧 안 쓰면 범칙금 '2만원'
전동킥보드 규제 강화에도…관련 보험은 全無
‘땜질 또 땜질’…갈팡질팡 ‘킥보드法’에 운전자도 보행자도 ‘공포’
허가·신고 불필요 킥보드, 막 타면 걸린다…제주도 단속
허가·신고 불필요 킥보드, 막 타면 걸린다…제주도 단속
[헬로 이슈토크]전동킥보드 규제…안전하게 이용하려면?
[독자기고] 날로 위험해지는 전동킥보드…이제는 단속·제재한다
'킥라니' 13일부터…無헬멧 2만, 둘 타면 4만, 음주땐 10만원
올해 전동킥보드 사고 135% 급증…대부분 '운전 미숙·과속'
오는 13일부터 전동킥보드 안전수칙 강화
누가 쓴지 모르는 헬멧 써라? 뻔히 안먹힐 전동킥보드 단속
"무면허 10만원, 헬멧 2만원"…13일부터 '킥라니' 단속
10대에 허용하니…전동 킥보드 사고 57% 늘었다
전동킥보드 무면허 운전시 범칙금 10만원
10대에 허용하니…전동 킥보드 사고 57% 늘었다
전동킥보드 무면허 운전시 범칙금 10만원
전동 킥보드, 안전하게 알고 타야 하는 '개인형 이동장치'
불법 주정차 전동킥보드, 즉각 견인한다
올해 전동킥보드 사고 571건…전년 대비 135% 급증
"전동킥보드, 안전·무단방치 등 제도개선 필요"
충전 중 '펑'…충남도, 최근 5년간 도내 전동킥보드 화재 7건
전동킥보드 음주운전 개그맨 2심서 벌금 20만원으로 감형
13일부터 전동킥보드 무면허운전 시 범칙금 10만원
"대학 내 전동킥보드 최고속도 제한하고 전용거치구역 설치해야"
13일부터 '전동킥보드' 무면허 운전 10만원 처벌
"대학 내 전동킥보드 최고속도 제한하고 전용거치구역 설치해야"
[핫키워드 4] 무면허 킥보드 범칙금
전동킥보드 사고 2배 급증…'소비자안전주의보' 발령
1년 새 벌금이 30분의 1로?… 법 개정 거듭하던 전동킥보드, ‘규제 공백’ 논...
무헬맷·무면허 범칙금 부과…'전동킥보드법' 13일 시행
광주·전남 전동킥보드 사고 매년 증가…머리·얼굴 부상 많아
강원경찰, 킥보드 무면허·안전모 미착용 등 계도기간 운영
전동킥보드 대여 만 18세 이상으로…불법개조 땐 과태료
인천시 부평구, 전동킥보드 안전사고예방 간담회
인천시 부평구, 전동킥보드 안전사고예방 간담회
전동킥보드, 이젠 무면허 운전 안된다…범칙금 10만원
13일부터 전동킥보드 무면허 운전 10만원 범칙금
"13일부터 전동킥보드 안전수칙 강화됩니다"
'만취 상태서 전동 킥보드'…개그맨, 항소심서 벌금형
"전동 킥보드(개인형 이동장치) 운전면허 없이 타면 불법"
도로교통공단, 변경된 '전동 킥보드' 도로교통법 자료배포
전동킥보드 헬멧없이 인도로 '휙'…내일부터 범칙금 폭탄
보드 인구 급증 속 아이들 안전사고 위험은 높아져
[MT시평]헬멧에 갇힌 전동킥보드 안전
전북대학교, '안전모 무상 대여' 등 전동킥보드 안전관리 강화
30도 무더위에 헬멧쓸까? '운명의 한 달' 맞는 킥보드 업계
전동킥보드 규정 강화...이용자·보행자 안전 중점
13일부터 원동기 면허 없으면 전동킥보드 못 탄다…위반 시 10만 원 범칙금
[소통광장-킥보드]⑤ 차두원 소장 "헬멧 단속? 미니스커트 길이 단속하는 꼴"
올해 전동킥보드 사고 135%↑…머리·얼굴 부상 많아
또 뒤집힌 전동킥보드법…“면허 있어야 탄다”
경남경찰청, 5월 13일 개정도로교통법시행… 전동킥보드 등 개인형이동장치 집...
‘만취 전동킥보드 역주행’ 개그맨, 2심서 벌금 20만원으로 감형
면허 없이 전동 킥보드로 할머니 친 대학생, 벌금폭탄?
개그맨 A씨, 음주 킥보드 운전 사고 혐의 2심서 감형
'전동 킥보드' 등 개인 이동장치 집중 단속!
제주경찰, 전동킥보드 등 개인형 이동장치 법규 위반 단속 강화
13일부터 면허 있어야 전동 킥보드 운전 가능
[전문가 기고] 전동킥보드 이용자 위한 '개인 모빌리티법' 만들자
오늘부터 무면허 전동킥보드 운행 시 '범칙금 10만원'
전동킥보드 배터리 폭발사고 신속한 현장진입으로 집안에 홀로 있던 생후 8개...
킥보드 사고 64% 운전미숙…내년 4월부턴 면허없이 못탄다
광주시, 전동킥보드 무질서 바로잡는다
