newsname
오리발형… 모르쇠형… 5분마다 ‘위법 킥보드’
전동킥보드 헬멧 안쓰면 범칙금 2만원…현장에선?
헬멧 안쓰고, 인도로 쌩쌩… 전동킥보드 탄 21명중 규정 준수 ‘0’
오늘부터 '무면허 전동킥보드 운전' 범칙금…헬멧 필수
전동 킥보드 단속 첫날…"헬멧 안썼네요"
전동킥보드 '면허·안전모' 없이 타다 적발되면 범칙금
오늘부터 '무면허 전동 킥보드' 범칙금...한 달 계도 기간
무면허 전동 킥보드 단속 첫날…여전히 '노 헬멧'으로 쌩쌩
킥보드 규제 첫 날…"안전모 안쓰셨네요" 수두룩 적발
공유킥보드 '씽씽', 주정차 민원 1시간내 처리한다
전동 킥보드 판매대리점 울상
오늘부터 '무면허 전동 킥보드' 범칙금...한 달 계도 기간
“헬멧 갖고 다녀야 탈 수 있다면, 전동킥보드 이용 말라는 말” 불만
"헬멧 없이 전동킥보드 타면 안된다고?" 법 개정 첫날 시민들 혼란
전동킥보드, 이젠 무면허 운전 안된다…범칙금 10만원
오늘부터 '무면허 전동킥보드 운전' 범칙금 10만 원
전동 킥보드 단속 첫날…'헬멧 벗고 킥보드' 속출
[친절한 경제] "내일부터 전동 킥보드 무면허 안 돼요"
오늘부터 전동킥보드 이렇게 타면 단속
전동킥보드 몰던 20대, 단속 첫날 승용차와 '쾅'
오늘부터 전동킥보드 탈 때 '면허·헬멧' 필수…인도 주행도 금지
'단속 강화' 첫날…20대가 몰던 전동 킥보드, 승용차와 충돌
무면허 전동 킥보드 등 단속, 헬멧 착용 필수
헬멧 미착용·인도 운행…전동킥보드 단속 첫날 적발 속출
[르포]"인도는 안돼, 찻길선 빵빵"…전동킥보드, '도로 위 민폐'
오늘부터 '전동킥보드 규제 강화'…도로교통공단, 교육자료 개발·배포
"면허증·안전모 필수"…전동킥보드 '딱' 걸린 현장들
“전동 킥보드 안 타고 말지”…업계는 ‘울상’
전동킥보드 단속 첫날…"안전모에 속도 제한, 규제 과해요"
[팩트맨]면허 없이 못 탄다…전동 킥보드 Q&A
오늘(13일)부터 면허 없으면 킥보드 못 타는데… 거리는 여전히 '무법천지'
헬멧 공짜로 줘야하나…위기의 공유킥보드 대응책은?
무면허 전동 킥보드 범칙금 10만 원 음주 라이딩 10만 원
'무면허 전동킥보드' 내일부터 범칙금 10만원
[포토]전동킥보드, 이용 규제 강화
전동킥보드, 오늘부터 면허 없어도 헬멧 안 써도 범칙금
오늘부터 전동킥보드 법 강화…실효성은 의문
씽씽, 공유킥보드 주정차 민원 관리 '씽씽 패트롤' 출범
"면허 없으면 NO"…전동킥보드 단속 강화
[B tv 한빛뉴스]전동킥보드 안전규정 강화..."몰랐어요"
[머니S포토] 전동킥보드 처벌 강화…면허 없이 타면 범칙금
13일부터 면허 없이 전동 킥보드 타면…10만 원 범칙금
‘전동킥보드’ 오늘부터 무면허 처벌…실효성은?
"헬멧 안쓰셨네요"…전동킥보드 단속 첫 날 "잘 몰랐어요" 속출
전동킥보드 단속 첫날…보호구 미착용 20대 승용차와 '쾅'
[포토]전동킥보드 헬멧 착용 안하면 범칙금 2만원
[포토]전동킥보드 등 개인형 PM의 이용 규제 강화
헬멧 없이 타는 킥보드-따릉이
[르포]전동킥보드 안전관리 강화 첫날…"범칙금 내도 헬멧 착용은 글쎄"
"헬멧 쓰느니 안 타고 말죠"…킥보드 규제 첫날, 홍대역 가보니
씽씽, 공유킥보드 주정차 민원 60분내 처리 '씽씽 패트롤' 출범
내일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 '무면허 전동킥보드 운전' 10만원 범칙금
내일부터 '무면허 전동킥보드 운전' 10만원 범칙금
전동 킥보드 헬멧 의무화 첫날 이용률 뚝 ... 업체 '울상'
전동킥보드 안정규정 강화…실효성은 의문
"헬멧 안쓰면 범칙금 2만원"…확 바뀐 킥보드법, 5분에 1명씩 '적발'
오늘부터 무면허로 전동킥보드 타면 범칙금 10만원
인도 여기저기 전동킥보드
창원서 전동킥보드, 정차 중인 승용차와 '쾅'
킥보드 주정차 민원 1시간 내 처리하는 '씽씽 패트롤'
전동킥보드 배터리 폭발 화재…주민 50여명 긴급 대피
'아슬아슬' 인도 위 전동킥보드
전동 킥보드 이용 규제 강화...면허 없거나 헬멧 미착용 등 벌금
횡단보도 위 달리는 전동킥보드
13일부터 전동킥보드 규정 강화
도로위 '씽씽' 전동킥보드, 오늘부터 무면허로 타면 범칙금 10만원
전동킥보드 규제 강화… 실효성 미지수
