,gid,COUNT
673,다사554419,1
674,다사554420,1
675,다사554421,2
676,다사554422,1
677,다사554423,1
678,다사554424,7
679,다사554425,6
680,다사554426,6
681,다사554427,6
682,다사554428,12
683,다사554429,6
684,다사554430,6
685,다사554431,24
686,다사554432,18
687,다사554433,18
688,다사554434,18
689,다사554435,25
690,다사554436,7
691,다사554437,7
692,다사554438,15
693,다사554439,8
694,다사554440,8
695,다사554441,8
696,다사554442,27
697,다사554443,19
698,다사554444,19
699,다사554445,47
700,다사554446,28
701,다사554447,28
702,다사554448,51
703,다사554449,23
704,다사554450,23
705,다사554451,23
706,다사554452,44
707,다사554453,21
708,다사554454,21
709,다사554455,157
710,다사554456,72
711,다사554457,72
712,다사554458,72
713,다사554459,190
714,다사554460,81
715,다사554461,81
716,다사554462,199
717,다사554463,76
718,다사554464,76
719,다사554465,76
720,다사555404,0
721,다사555405,0
722,다사555406,0
723,다사555407,0
724,다사555409,0
725,다사555410,0
726,다사555411,0
727,다사555412,0
728,다사555413,1
729,다사555414,3
730,다사555415,2
731,다사555416,2
732,다사555417,4
733,다사555418,2
734,다사555419,1
735,다사555420,2
736,다사555421,3
737,다사555422,1
738,다사555423,1
739,다사555424,12
740,다사555425,6
741,다사555426,6
742,다사555427,12
743,다사555428,18
744,다사555429,6
745,다사555430,6
746,다사555431,29
747,다사555432,18
748,다사555433,18
749,다사555434,33
750,다사555435,40
751,다사555436,7
752,다사555437,7
753,다사555438,19
754,다사555439,8
755,다사555440,8
756,다사555441,13
757,다사555442,32
758,다사555443,19
759,다사555444,19
760,다사555445,67
761,다사555446,28
762,다사555447,28
763,다사555448,72
764,다사555449,23
765,다사555450,23
766,다사555451,23
767,다사555452,84
768,다사555453,21
769,다사555454,21
770,다사555455,93
771,다사555456,72
772,다사555457,72
773,다사555458,72
774,다사555459,153
775,다사555460,81
776,다사555461,81
777,다사555462,157
778,다사555463,76
779,다사555464,76
780,다사555465,76
781,다사556409,0
782,다사556410,0
783,다사556411,0
784,다사556412,1
785,다사556413,1
786,다사556414,3
787,다사556415,3
788,다사556416,4
789,다사556417,3
790,다사556418,2
791,다사556419,3
792,다사556420,2
793,다사556421,2
794,다사556422,7
795,다사556423,6
796,다사556424,12
797,다사556425,11
798,다사556426,17
799,다사556427,12
800,다사556428,12
801,다사556429,17
802,다사556430,11
803,다사556431,29
804,다사556432,23
805,다사556433,38
806,다사556434,33
807,다사556435,22
808,다사556436,26
809,다사556437,11
810,다사556438,19
811,다사556439,12
812,다사556440,17
813,다사556441,13
814,다사556442,24
815,다사556443,44
816,다사556444,39
817,다사556445,67
818,다사556446,48
819,다사556447,69
820,다사556448,72
821,다사556449,44
822,다사556450,84
823,다사556451,63
824,다사556452,84
825,다사556453,61
826,다사556454,101
827,다사556455,133
828,다사556456,112
829,다사556457,212
830,다사556458,172
831,다사556459,253
832,다사556460,181
833,다사556461,122
834,다사556462,198
835,다사556463,117
836,다사556464,152
837,다사556465,111
838,다사556466,201
839,다사557409,0
840,다사557410,0
841,다사557411,0
842,다사557412,1
843,다사557413,1
844,다사557414,1
845,다사557415,1
846,다사557416,2
847,다사557417,1
848,다사557418,1
849,다사557419,2
850,다사557420,1
851,다사557421,1
852,다사557422,6
853,다사557423,5
854,다사557424,5
855,다사557425,5
856,다사557426,11
857,다사557427,6
858,다사557428,6
859,다사557429,11
860,다사557430,5
861,다사557431,5
862,다사557432,5
863,다사557433,20
864,다사557434,15
865,다사557435,15
866,다사557436,19
867,다사557437,4
868,다사557438,4
869,다사557439,4
870,다사557440,9
871,다사557441,5
872,다사557442,5
873,다사557443,25
874,다사557444,20
875,다사557445,20
876,다사557446,20
877,다사557447,41
878,다사557448,21
879,다사557449,21
880,다사557450,61
881,다사557451,40
882,다사557452,40
883,다사557453,40
884,다사557454,101
885,다사557455,40
886,다사557456,40
887,다사557457,212
888,다사557458,100
889,다사557459,100
890,다사557460,181
891,다사557461,222
892,다사557462,41
893,다사557463,41
894,다사557464,152
895,다사557465,35
896,다사557466,35
897,다사557467,199
898,다사558409,0
899,다사558410,0
900,다사558411,0
901,다사558412,2
902,다사558413,1
903,다사558414,1
904,다사558415,1
905,다사558416,2
906,다사558417,1
907,다사558418,1
908,다사558419,3
909,다사558420,1
910,다사558421,1
911,다사558422,6
912,다사558423,5
913,다사558424,5
914,다사558425,5
915,다사558426,19
916,다사558427,6
917,다사558428,6
918,다사558429,16
919,다사558430,10
920,다사558431,5
921,다사558432,5
922,다사558433,28
923,다사558434,15
924,다사558435,15
925,다사558436,33
926,다사558437,4
927,다사558438,4
928,다사558439,4
929,다사558440,14
930,다사558441,5
931,다사558442,5
932,다사558443,34
933,다사558444,20
934,다사558445,20
935,다사558446,20
936,다사558447,61
937,다사558448,21
938,다사558449,21
939,다사558450,93
940,다사558451,40
941,다사558452,40
942,다사558453,40
943,다사558454,80
944,다사558455,40
945,다사558456,40
946,다사558457,140
947,다사558458,100
948,다사558459,100
949,다사558460,100
950,다사558461,141
951,다사558462,41
952,다사558463,41
953,다사558464,76
954,다사558465,35
955,다사558466,35
956,다사558467,109
957,다사558468,74
958,다사559409,0
959,다사559410,1
960,다사559411,1
961,다사559412,2
962,다사559413,2
963,다사559414,2
964,다사559415,1
965,다사559416,1
966,다사559417,2
967,다사559418,2
968,다사559419,3
969,다사559420,2
970,다사559421,2
971,다사559422,1
972,다사559423,5
973,다사559424,13
974,다사559425,13
975,다사559426,19
976,다사559427,14
977,다사559428,19
978,다사559429,11
979,다사559430,10
980,다사559431,18
981,다사559432,13
982,다사559433,28
983,다사559434,23
984,다사559435,37
985,다사559436,33
986,다사559437,18
987,다사559438,23
988,다사559439,9
989,다사559440,14
990,다사559441,10
991,다사559442,19
992,다사559443,34
993,다사559444,29
994,다사559445,49
995,다사559446,40
996,다사559447,61
997,다사559448,73
998,다사559449,53
999,다사559450,93
1000,다사559451,72
1001,다사559452,115
1002,다사559453,83
1003,다사559454,123
1004,다사559455,127
1005,다사559456,84
1006,다사559457,184
1007,다사559458,144
1008,다사559459,219
1009,다사559460,175
1010,다사559461,216
1011,다사559462,175
1012,다사559463,100
1013,다사559464,135
1014,다사559465,94
1015,다사559466,122
1016,다사559467,137
1017,다사559468,102
1018,다사559469,164
1019,다사560409,0
1020,다사560410,1
1021,다사560411,1
1022,다사560412,1
1023,다사560413,1
1024,다사560414,1
1025,다사560415,0
1026,다사560416,0
1027,다사560417,1
1028,다사560418,1
1029,다사560419,1
1030,다사560420,1
1031,다사560421,1
1032,다사560422,0
1033,다사560423,0
1034,다사560424,8
1035,다사560425,8
1036,다사560426,8
1037,다사560427,8
1038,다사560428,13
1039,다사560429,5
1040,다사560430,5
1041,다사560431,13
1042,다사560432,8
1043,다사560433,8
1044,다사560434,8
1045,다사560435,22
1046,다사560436,14
1047,다사560437,14
1048,다사560438,19
1049,다사560439,5
1050,다사560440,5
1051,다사560441,5
1052,다사560442,14
1053,다사560443,9
1054,다사560444,9
1055,다사560445,29
1056,다사560446,20
1057,다사560447,20
1058,다사560448,52
1059,다사560449,32
1060,다사560450,32
1061,다사560451,32
1062,다사560452,75
1063,다사560453,43
1064,다사560454,43
1065,다사560455,127
1066,다사560456,44
1067,다사560457,44
1068,다사560458,44
1069,다사560459,219
1070,다사560460,75
1071,다사560461,75
1072,다사560462,175
1073,다사560463,59
1074,다사560464,59
1075,다사560465,59
1076,다사560466,122
1077,다사560467,28
1078,다사560468,28
1079,다사560469,164
1080,다사561406,0
1081,다사561407,0
1082,다사561408,0
1083,다사561409,0
1084,다사561410,2
1085,다사561411,2
1086,다사561412,1
1087,다사561413,1
1088,다사561414,1
1089,다사561415,0
1090,다사561416,0
1091,다사561417,1
1092,다사561418,1
1093,다사561419,1
1094,다사561420,3
1095,다사561421,3
1096,다사561422,0
1097,다사561423,0
1098,다사561424,10
1099,다사561425,8
1100,다사561426,8
1101,다사561427,17
1102,다사561428,22
1103,다사561429,5
1104,다사561430,5
1105,다사561431,18
1106,다사561432,8
1107,다사561433,8
1108,다사561434,24
1109,다사561435,38
1110,다사561436,14
1111,다사561437,14
1112,다사561438,37
1113,다사561439,5
1114,다사561440,5
1115,다사561441,23
1116,다사561442,23
1117,다사561443,9
1118,다사561444,9
1119,다사561445,35
1120,다사561446,20
1121,다사561447,20
1122,다사561448,64
1123,다사561449,32
1124,다사561450,32
1125,다사561451,32
1126,다사561452,96
1127,다사561453,43
1128,다사561454,43
1129,다사561455,87
1130,다사561456,44
1131,다사561457,44
1132,다사561458,44
1133,다사561459,119
1134,다사561460,75
1135,다사561461,75
1136,다사561462,134
1137,다사561463,59
1138,다사561464,59
1139,다사561465,59
1140,다사561466,87
1141,다사561467,28
1142,다사561468,28
1143,다사561469,90
1144,다사561470,62
1145,다사562404,0
1146,다사562405,0
1147,다사562406,0
1148,다사562407,0
1149,다사562408,0
1150,다사562409,1
1151,다사562410,1
1152,다사562411,2
1153,다사562412,2
1154,다사562413,1
1155,다사562414,0
1156,다사562415,0
1157,다사562416,0
1158,다사562417,0
1159,다사562418,1
1160,다사562419,3
1161,다사562420,3
1162,다사562421,2
1163,다사562422,4
1164,다사562423,2
1165,다사562424,10
1166,다사562425,10
1167,다사562426,19
1168,다사562427,17
1169,다사562428,14
1170,다사562429,19
1171,다사562430,10
1172,다사562431,18
1173,다사562432,13
1174,다사562433,29
1175,다사562434,24
1176,다사562435,30
1177,다사562436,48
1178,다사562437,32
1179,다사562438,37
1180,다사562439,23
1181,다사562440,32
1182,다사562441,14
1183,다사562442,18
1184,다사562443,24
1185,다사562444,15
1186,다사562445,35
1187,다사562446,26
1188,다사562447,38
1189,다사562448,64
1190,다사562449,44
1191,다사562450,65
1192,다사562451,53
1193,다사562452,96
1194,다사562453,64
1195,다사562454,88
1196,다사562455,111
1197,다사562456,68
1198,다사562457,103
1199,다사562458,79
1200,다사562459,154
1201,다사562460,110
1202,다사562461,143
1203,다사562462,202
1204,다사562463,127
1205,다사562464,198
1206,다사562465,130
1207,다사562466,158
1208,다사562467,99
1209,다사562468,54
1210,다사562469,116
1211,다사562470,88
1212,다사562471,122
1213,다사563402,0
1214,다사563403,0
1215,다사563404,0
1216,다사563405,0
1217,다사563406,0
1218,다사563407,0
1219,다사563408,0
1220,다사563409,1
1221,다사563410,1
1222,다사563411,1
1223,다사563412,1
1224,다사563413,0
1225,다사563414,0
1226,다사563415,0
1227,다사563416,0
1228,다사563417,0
1229,다사563418,0
1230,다사563419,2
1231,다사563420,2
1232,다사563421,2
1233,다사563422,4
1234,다사563423,2
1235,다사563424,2
1236,다사563425,2
1237,다사563426,11
1238,다사563427,9
1239,다사563428,9
1240,다사563429,14
1241,다사563430,5
1242,다사563431,5
1243,다사563432,5
1244,다사563433,21
1245,다사563434,16
1246,다사563435,16
1247,다사563436,34
1248,다사563437,18
1249,다사563438,18
1250,다사563439,18
1251,다사563440,27
1252,다사563441,9
1253,다사563442,9
1254,다사563443,15
1255,다사563444,6
1256,다사563445,6
1257,다사563446,6
1258,다사563447,18
1259,다사563448,12
1260,다사563449,12
1261,다사563450,33
1262,다사563451,21
1263,다사563452,21
1264,다사563453,21
1265,다사563454,88
1266,다사563455,24
1267,다사563456,24
1268,다사563457,103
1269,다사563458,35
1270,다사563459,35
1271,다사563460,110
1272,다사563461,178
1273,다사563462,68
1274,다사563463,68
1275,다사563464,198
1276,다사563465,71
1277,다사563466,71
1278,다사563467,125
1279,다사563468,54
1280,다사563469,26
1281,다사563470,26
1282,다사563471,122
1283,다사563472,34
1284,다사564401,0
1285,다사564402,0
1286,다사564403,0
1287,다사564404,0
1288,다사564405,0
1289,다사564406,0
1290,다사564407,0
1291,다사564408,1
1292,다사564409,2
1293,다사564410,1
1294,다사564411,1
1295,다사564412,1
1296,다사564413,0
1297,다사564414,0
1298,다사564415,0
1299,다사564416,0
1300,다사564417,0
1301,다사564418,0
1302,다사564419,2
1303,다사564420,2
1304,다사564421,2
1305,다사564422,7
1306,다사564423,5
1307,다사564424,2
1308,다사564425,2
1309,다사564426,17
1310,다사564427,9
1311,다사564428,9
1312,다사564429,27
1313,다사564430,18
1314,다사564431,5
1315,다사564432,5
1316,다사564433,30
1317,다사564434,16
1318,다사564435,16
1319,다사564436,57
1320,다사564437,18
1321,다사564438,18
1322,다사564439,18
1323,다사564440,37
1324,다사564441,9
1325,다사564442,9
1326,다사564443,21
1327,다사564444,6
1328,다사564445,6
1329,다사564446,6
1330,다사564447,23
1331,다사564448,12
1332,다사564449,12
1333,다사564450,51
1334,다사564451,21
1335,다사564452,21
1336,다사564453,21
1337,다사564454,45
1338,다사564455,24
1339,다사564456,24
1340,다사564457,59
1341,다사564458,35
1342,다사564459,35
1343,다사564460,35
1344,다사564461,103
1345,다사564462,68
1346,다사564463,68
1347,다사564464,139
1348,다사564465,71
1349,다사564466,71
1350,다사564467,97
1351,다사564468,26
1352,다사564469,26
1353,다사564470,26
1354,다사564471,60
1355,다사564472,34
1356,다사564473,34
1357,다사565398,2
1358,다사565399,2
1359,다사565400,2
1360,다사565401,0
1361,다사565402,0
1362,다사565403,0
1363,다사565404,0
1364,다사565405,0
1365,다사565406,0
1366,다사565407,1
1367,다사565408,1
1368,다사565409,2
1369,다사565410,2
1370,다사565411,1
1371,다사565412,1
1372,다사565413,0
1373,다사565414,0
1374,다사565415,0
1375,다사565416,0
1376,다사565417,0
1377,다사565418,0
1378,다사565419,2
1379,다사565420,2
1380,다사565421,5
1381,다사565422,5
1382,다사565423,5
1383,다사565424,11
1384,다사565425,8
1385,다사565426,17
1386,다사565427,15
1387,다사565428,28
1388,다사565429,22
1389,다사565430,18
1390,다사565431,27
1391,다사565432,14
1392,다사565433,30
1393,다사565434,25
1394,다사565435,48
1395,다사565436,57
1396,다사565437,41
1397,다사565438,51
1398,다사565439,28
1399,다사565440,37
1400,다사565441,25
1401,다사565442,15
1402,다사565443,21
1403,다사565444,12
1404,다사565445,17
1405,다사565446,11
1406,다사565447,23
1407,다사565448,35
1408,다사565449,30
1409,다사565450,51
1410,다사565451,39
1411,다사565452,59
1412,다사565453,41
1413,다사565454,65
1414,다사565455,63
1415,다사565456,43
1416,다사565457,78
1417,다사565458,54
1418,다사565459,84
1419,다사565460,65
1420,다사565461,133
1421,다사565462,146
1422,다사565463,116
1423,다사565464,187
1424,다사565465,119
1425,다사565466,176
1426,다사565467,154
1427,다사565468,83
1428,다사565469,139
1429,다사565470,82
1430,다사565471,116
1431,다사565472,90
1432,다사565473,62
1433,다사565474,272
1434,다사565475,102
1435,다사566397,2
1436,다사566398,2
1437,다사566399,2
1438,다사566400,2
1439,다사566401,0
1440,다사566402,0
1441,다사566403,0
1442,다사566404,0
1443,다사566405,0
1444,다사566406,0
1445,다사566407,1
1446,다사566408,1
1447,다사566409,1
1448,다사566410,1
1449,다사566411,0
1450,다사566412,0
1451,다사566413,0
1452,다사566414,0
1453,다사566415,0
1454,다사566416,0
1455,다사566417,0
1456,다사566418,0
1457,다사566419,0
1458,다사566420,0
1459,다사566421,3
1460,다사566422,3
1461,다사566423,3
1462,다사566424,9
1463,다사566425,6
1464,다사566426,6
1465,다사566427,6
1466,다사566428,19
1467,다사566429,13
1468,다사566430,13
1469,다사566431,22
1470,다사566432,9
1471,다사566433,9
1472,다사566434,9
1473,다사566435,32
1474,다사566436,23
1475,다사566437,23
1476,다사566438,33
1477,다사566439,10
1478,다사566440,10
1479,다사566441,16
1480,다사566442,6
1481,다사566443,6
1482,다사566444,6
1483,다사566445,11
1484,다사566446,5
1485,다사566447,5
1486,다사566448,23
1487,다사566449,18
1488,다사566450,18
1489,다사566451,18
1490,다사566452,38
1491,다사566453,20
1492,다사566454,20
1493,다사566455,63
1494,다사566456,19
1495,다사566457,19
1496,다사566458,19
