,gid,COUNT
2177,다사574459,391
2178,다사574460,284
2179,다사574461,306
2180,다사574462,493
2181,다사574463,353
2182,다사574464,527
2183,다사574465,722
2184,다사574466,1138
2185,다사574467,764
2186,다사574468,790
2187,다사574469,1312
2188,다사574470,896
2189,다사574471,704
2190,다사574472,517
2191,다사574473,925
2192,다사574474,664
2193,다사574475,830
2194,다사574476,1148
2195,다사574477,740
2196,다사574478,1129
2197,다사574479,707
2198,다사574480,869
2199,다사574481,551
2200,다사574482,318
2201,다사574483,566
2202,다사574484,404
2203,다사575397,34
2204,다사575398,65
2205,다사575399,31
2206,다사575400,31
2207,다사575401,31
2208,다사575402,42
2209,다사575403,11
2210,다사575404,11
2211,다사575405,15
2212,다사575406,4
2213,다사575407,4
2214,다사575408,4
2215,다사575409,6
2216,다사575410,2
2217,다사575411,2
2218,다사575412,4
2219,다사575413,2
2220,다사575414,2
2221,다사575415,6
2222,다사575416,4
2223,다사575417,4
2224,다사575418,4
2225,다사575419,8
2226,다사575420,4
2227,다사575421,4
2228,다사575422,18
2229,다사575423,14
2230,다사575424,14
2231,다사575425,14
2232,다사575426,46
2233,다사575427,32
2234,다사575428,32
2235,다사575429,60
2236,다사575430,28
2237,다사575431,28
2238,다사575432,28
2239,다사575433,61
2240,다사575434,33
2241,다사575435,33
2242,다사575436,72
2243,다사575437,39
2244,다사575438,39
2245,다사575439,39
2246,다사575440,112
2247,다사575441,73
2248,다사575442,73
2249,다사575443,128
2250,다사575444,55
2251,다사575445,55
2252,다사575446,55
2253,다사575447,178
2254,다사575448,123
2255,다사575449,123
2256,다사575450,220
2257,다사575451,97
2258,다사575452,97
2259,다사575453,97
2260,다사575454,187
2261,다사575455,90
2262,다사575456,90
2263,다사575457,341
2264,다사575458,144
2265,다사575459,144
2266,다사575460,450
2267,다사575461,612
2268,다사575462,332
2269,다사575463,332
2270,다사575464,1054
2271,다사575465,348
2272,다사575466,174
2273,다사575467,569
2274,다사575468,395
2275,다사575469,187
2276,다사575470,187
2277,다사575471,704
2278,다사575472,256
2279,다사575473,256
2280,다사575474,1086
2281,다사575475,830
2282,다사575476,422
2283,다사575477,422
2284,다사575478,1129
2285,다사575479,389
2286,다사575480,389
2287,다사575481,707
2288,다사575482,318
2289,다사575483,156
2290,다사575484,404
2291,다사575485,567
2292,다사576397,34
2293,다사576398,104
2294,다사576399,70
2295,다사576400,31
2296,다사576401,79
2297,다사576402,90
2298,다사576403,11
2299,다사576404,11
2300,다사576405,38
2301,다사576406,27
2302,다사576407,4
2303,다사576408,12
2304,다사576409,14
2305,다사576410,2
2306,다사576411,2
2307,다사576412,7
2308,다사576413,2
2309,다사576414,2
2310,다사576415,11
2311,다사576416,9
2312,다사576417,4
2313,다사576418,4
2314,다사576419,13
2315,다사576420,4
2316,다사576421,4
2317,다사576422,25
2318,다사576423,21
2319,다사576424,14
2320,다사576425,14
2321,다사576426,73
2322,다사576427,32
2323,다사576428,32
2324,다사576429,85
2325,다사576430,53
2326,다사576431,28
2327,다사576432,28
2328,다사576433,98
2329,다사576434,33
2330,다사576435,33
2331,다사576436,116
2332,다사576437,39
2333,다사576438,39
2334,다사576439,39
2335,다사576440,172
2336,다사576441,73
2337,다사576442,73
2338,다사576443,240
2339,다사576444,55
2340,다사576445,55
2341,다사576446,55
2342,다사576447,271
2343,다사576448,123
2344,다사576449,123
2345,다사576450,329
2346,다사576451,97
2347,다사576452,97
2348,다사576453,97
2349,다사576454,287
2350,다사576455,90
2351,다사576456,90
2352,다사576457,234
2353,다사576458,288
2354,다사576459,288
2355,다사576460,620
2356,다사576461,332
2357,다사576462,166
2358,다사576463,166
2359,다사576464,340
2360,다사576465,174
2361,다사576466,174
2362,다사576467,361
2363,다사576468,187
2364,다사576469,187
2365,다사576470,187
2366,다사576471,443
2367,다사576472,256
2368,다사576473,256
2369,다사576474,678
2370,다사576475,422
2371,다사576476,422
2372,다사576477,422
2373,다사576478,811
2374,다사576479,389
2375,다사576480,389
2376,다사576481,545
2377,다사576482,156
2378,다사576483,156
2379,다사576484,156
2380,다사576485,319
2381,다사576486,163
2382,다사577397,73
2383,다사577398,73
2384,다사577399,70
2385,다사577400,118
2386,다사577401,79
2387,다사577402,59
2388,다사577403,82
2389,다사577404,34
2390,다사577405,34
2391,다사577406,27
2392,다사577407,35
2393,다사577408,12
2394,다사577409,10
2395,다사577410,13
2396,다사577411,5
2397,다사577412,7
2398,다사577413,5
2399,다사577414,10
2400,다사577415,7
2401,다사577416,9
2402,다사577417,14
2403,다사577418,9
2404,다사577419,13
2405,다사577420,9
2406,다사577421,16
2407,다사577422,11
2408,다사577423,21
2409,다사577424,48
2410,다사577425,41
2411,다사577426,73
2412,다사577427,59
2413,다사577428,84
2414,다사577429,57
2415,다사577430,53
2416,다사577431,90
2417,다사577432,65
2418,다사577433,98
2419,다사577434,114
2420,다사577435,77
2421,다사577436,116
2422,다사577437,83
2423,다사577438,143
2424,다사577439,99
2425,다사577440,172
2426,다사577441,245
2427,다사577442,185
2428,다사577443,240
2429,다사577444,167
2430,다사577445,260
2431,다사577446,148
2432,다사577447,271
2433,다사577448,325
2434,다사577449,232
2435,다사577450,329
2436,다사577451,206
2437,다사577452,306
2438,다사577453,197
2439,다사577454,287
2440,다사577455,602
2441,다사577456,402
2442,다사577457,690
2443,다사577458,510
2444,다사577459,390
2445,다사577460,445
2446,다사577461,301
2447,다사577462,457
2448,다사577463,322
2449,다사577464,496
2450,다사577465,330
2451,다사577466,494
2452,다사577467,525
2453,다사577468,351
2454,다사577469,524
2455,다사577470,360
2456,다사577471,616
2457,다사577472,429
2458,다사577473,484
2459,다사577474,906
2460,다사577475,650
2461,다사577476,873
2462,다사577477,645
2463,다사577478,1034
2464,다사577479,612
2465,다사577480,786
2466,다사577481,942
2467,다사577482,553
2468,다사577483,696
2469,다사577484,299
2470,다사577485,462
2471,다사577486,306
2472,다사578398,39
2473,다사578399,39
2474,다사578400,87
2475,다사578401,48
2476,다사578402,48
2477,다사578403,71
2478,다사578404,23
2479,다사578405,23
2480,다사578406,23
2481,다사578407,31
2482,다사578408,8
2483,다사578409,8
2484,다사578410,11
2485,다사578411,3
2486,다사578412,3
2487,다사578413,3
2488,다사578414,8
2489,다사578415,5
2490,다사578416,5
2491,다사578417,10
2492,다사578418,5
2493,다사578419,5
2494,다사578420,5
2495,다사578421,12
2496,다사578422,7
2497,다사578423,7
2498,다사578424,34
2499,다사578425,27
2500,다사578426,27
2501,다사578427,27
2502,다사578428,52
2503,다사578429,25
2504,다사578430,25
2505,다사578431,62
2506,다사578432,37
2507,다사578433,37
2508,다사578434,81
2509,다사578435,44
2510,다사578436,44
2511,다사578437,44
2512,다사578438,104
2513,다사578439,60
2514,다사578440,60
2515,다사578441,172
2516,다사578442,112
2517,다사578443,112
2518,다사578444,112
2519,다사578445,205
2520,다사578446,93
2521,다사578447,93
2522,다사578448,202
2523,다사578449,109
2524,다사578450,109
2525,다사578451,109
2526,다사578452,209
2527,다사578453,200
2528,다사578454,200
2529,다사578455,602
2530,다사578456,111
2531,다사578457,111
2532,다사578458,111
2533,다사578459,390
2534,다사578460,135
2535,다사578461,135
2536,다사578462,457
2537,다사578463,156
2538,다사578464,156
2539,다사578465,156
2540,다사578466,494
2541,다사578467,164
2542,다사578468,164
2543,다사578469,524
2544,다사578470,173
2545,다사578471,173
2546,다사578472,429
2547,다사578473,657
2548,다사578474,228
2549,다사578475,228
2550,다사578476,873
2551,다사578477,223
2552,다사578478,223
2553,다사578479,1009
2554,다사578480,1009
2555,다사578481,397
2556,다사578482,397
2557,다사578483,696
2558,다사578484,143
2559,다사578485,143
2560,다사578486,458
2561,다사579399,95
2562,다사579400,143
2563,다사579401,48
2564,다사579402,48
2565,다사579403,171
2566,다사579404,123
2567,다사579405,23
2568,다사579406,92
2569,다사579407,100
2570,다사579408,8
2571,다사579409,8
2572,다사579410,81
2573,다사579411,73
2574,다사579412,3
2575,다사579413,38
2576,다사579414,43
2577,다사579415,5
2578,다사579416,5
2579,다사579417,29
2580,다사579418,5
2581,다사579419,5
2582,다사579420,31
2583,다사579421,38
2584,다사579422,7
2585,다사579423,7
2586,다사579424,66
2587,다사579425,27
2588,다사579426,27
2589,다사579427,65
2590,다사579428,90
2591,다사579429,25
2592,다사579430,25
2593,다사579431,116
2594,다사579432,37
2595,다사579433,37
2596,다사579434,129
2597,다사579435,92
2598,다사579436,44
2599,다사579437,44
2600,다사579438,166
2601,다사579439,60
2602,다사579440,60
2603,다사579441,258
2604,다사579442,198
2605,다사579443,112
2606,다사579444,112
2607,다사579445,281
2608,다사579446,93
2609,다사579447,93
2610,다사579448,262
2611,다사579449,109
2612,다사579450,218
2613,다사579451,218
2614,다사579452,536
2615,다사579453,200
2616,다사579454,100
2617,다사579455,211
2618,다사579456,111
2619,다사579457,111
2620,다사579458,111
2621,다사579459,246
2622,다사579460,135
2623,다사579461,135
2624,다사579462,291
2625,다사579463,156
2626,다사579464,156
2627,다사579465,156
2628,다사579466,320
2629,다사579467,164
2630,다사579468,164
2631,다사579469,337
2632,다사579470,173
2633,다사579471,173
2634,다사579472,173
2635,다사579473,401
2636,다사579474,228
2637,다사579475,228
2638,다사579476,451
2639,다사579477,223
2640,다사579478,223
2641,다사579479,620
2642,다사579480,397
2643,다사579481,397
2644,다사579482,397
2645,다사579483,540
2646,다사579484,143
2647,다사579485,143
2648,다사579486,295
2649,다사580399,95
2650,다사580400,104
2651,다사580401,104
2652,다사580402,204
2653,다사580403,148
2654,다사580404,123
2655,다사580405,192
2656,다사580406,92
2657,다사580407,77
2658,다사580408,147
2659,다사580409,147
2660,다사580410,78
2661,다사580411,73
2662,다사580412,108
2663,다사580413,38
2664,다사580414,40
2665,다사580415,59
2666,다사580416,24
2667,다사580417,29
2668,다사580418,24
2669,다사580419,50
2670,다사580420,31
2671,다사580421,33
2672,다사580422,65
2673,다사580423,39
2674,다사580424,66
2675,다사580425,59
2676,다사580426,97
2677,다사580427,65
2678,다사580428,63
2679,다사580429,117
2680,다사580430,79
2681,다사580431,116
2682,다사580432,91
2683,다사580433,139
2684,다사580434,85
2685,다사580435,92
2686,다사580436,154
2687,다사580437,106
2688,다사580438,166
2689,다사580439,122
2690,다사580440,208
2691,다사580441,146
2692,다사580442,198
2693,다사580443,274
2694,다사580444,188
2695,다사580445,281
2696,다사580446,169
2697,다사580447,458
2698,다사580448,524
2699,다사580449,338
2700,다사580450,456
2701,다사580451,168
2702,다사580452,268
2703,다사580453,159
2704,다사580454,226
2705,다사580455,278
2706,다사580456,178
2707,다사580457,276
2708,다사580458,209
2709,다사580459,344
2710,다사580460,233
2711,다사580461,263
2712,다사580462,419
2713,다사580463,284
2714,다사580464,436
2715,다사580465,308
2716,다사580466,472
2717,다사580467,472
2718,다사580468,320
2719,다사580469,493
2720,다사580470,329
2721,다사580471,509
2722,다사580472,353
2723,다사580473,581
2724,다사580474,620
2725,다사580475,440
2726,다사580476,663
2727,다사580477,435
2728,다사580478,631
2729,다사580479,816
2730,다사580480,593
2731,다사580481,972
2732,다사580482,776
2733,다사580483,919
2734,다사580484,522
2735,다사580485,265
2736,다사580486,417
2737,다사581399,56
2738,다사581400,56
2739,다사581401,56
2740,다사581402,156
2741,다사581403,100
2742,다사581404,100
2743,다사581405,169
2744,다사581406,69
2745,다사581407,69
2746,다사581408,139
2747,다사581409,70
2748,다사581410,70
2749,다사581411,70
2750,다사581412,105
2751,다사581413,35
2752,다사581414,35
2753,다사581415,54
2754,다사581416,19
2755,다사581417,19
2756,다사581418,19
2757,다사581419,45
2758,다사581420,26
2759,다사581421,26
2760,다사581422,58
2761,다사581423,32
2762,다사581424,32
2763,다사581425,32
2764,다사581426,70
2765,다사581427,38
2766,다사581428,38
2767,다사581429,92
2768,다사581430,54
2769,다사581431,54
2770,다사581432,54
2771,다사581433,102
2772,다사581434,48
2773,다사581435,48
2774,다사581436,110
2775,다사581437,62
2776,다사581438,62
2777,다사581439,62
2778,다사581440,148
2779,다사581441,86
2780,다사581442,86
2781,다사581443,162
2782,다사581444,76
2783,다사581445,152
2784,다사581446,152
2785,다사581447,272
2786,다사581448,60
2787,다사581449,60
2788,다사581450,119
2789,다사581451,59
2790,다사581452,59
2791,다사581453,59
2792,다사581454,126
2793,다사581455,67
2794,다사581456,67
2795,다사581457,276
2796,다사581458,98
2797,다사581459,98
2798,다사581460,361
2799,다사581461,263
2800,다사581462,128
2801,다사581463,128
2802,다사581464,436
2803,다사581465,152
2804,다사581466,152
2805,다사581467,472
2806,다사581468,156
2807,다사581469,156
2808,다사581470,156
2809,다사581471,509
2810,다사581472,180
2811,다사581473,180
2812,다사581474,620
2813,다사581475,212
2814,다사581476,212
2815,다사581477,212
2816,다사581478,631
2817,다사581479,196
2818,다사581480,196
2819,다사581481,972
2820,다사581482,379
2821,다사581483,379
2822,다사581484,522
2823,다사581485,644
2824,다사581486,122
2825,다사582401,67
2826,다사582402,167
2827,다사582403,100
2828,다사582404,100
2829,다사582405,267
2830,다사582406,69
2831,다사582407,69
2832,다사582408,235
2833,다사582409,166
2834,다사582410,70
2835,다사582411,70
2836,다사582412,218
2837,다사582413,35
2838,다사582414,35
2839,다사582415,177
2840,다사582416,142
2841,다사582417,19
2842,다사582418,19
2843,다사582419,89
2844,다사582420,26
2845,다사582421,26
2846,다사582422,81
2847,다사582423,55
2848,다사582424,32
2849,다사582425,32
2850,다사582426,100
2851,다사582427,38
2852,다사582428,38
2853,다사582429,154
2854,다사582430,54
2855,다사582431,54
2856,다사582432,54
2857,다사582433,192
2858,다사582434,48
2859,다사582435,48
2860,다사582436,214
2861,다사582437,62
2862,다사582438,62
2863,다사582439,62
2864,다사582440,238
2865,다사582441,86
2866,다사582442,172
2867,다사582443,468
2868,다사582444,152
2869,다사582445,152
2870,다사582446,76
2871,다사582447,202
2872,다사582448,60
2873,다사582449,60
2874,다사582450,173
2875,다사582451,59
2876,다사582452,59
2877,다사582453,124
2878,다사582454,191
2879,다사582455,67
2880,다사582456,67
2881,다사582457,165
2882,다사582458,98
2883,다사582459,98
2884,다사582460,226
2885,다사582461,128
2886,다사582462,128
2887,다사582463,128
2888,다사582464,280
2889,다사582465,152
2890,다사582466,152
2891,다사582467,308
2892,다사582468,156
2893,다사582469,156
2894,다사582470,156
2895,다사582471,336
2896,다사582472,180
2897,다사582473,180
2898,다사582474,392
2899,다사582475,212
2900,다사582476,212
2901,다사582477,212
2902,다사582478,408
2903,다사582479,196
2904,다사582480,196
2905,다사582481,575
2906,다사582482,379
2907,다사582483,379
2908,다사582484,379
2909,다사582485,501
2910,다사582486,122
2911,다사583403,209
2912,다사583404,198
2913,다사583405,267
2914,다사583406,167
2915,다사583407,263
2916,다사583408,165
2917,다사583409,166
2918,다사583410,279
2919,다사583411,183
2920,다사583412,218
2921,다사583413,148
2922,다사583414,271
2923,다사583415,158
2924,다사583416,142
2925,다사583417,186
2926,다사583418,63
2927,다사583419,89
2928,다사583420,70
2929,다사583421,93
2930,다사583422,49
2931,다사583423,55
2932,다사583424,85
2933,다사583425,62
2934,다사583426,100
2935,다사583427,68
2936,다사583428,130
2937,다사583429,154
2938,다사583430,116
2939,다사583431,206
2940,다사583432,144
2941,다사583433,192
2942,다사583434,242
2943,다사583435,152
2944,다사583436,214
2945,다사583437,166
2946,다사583438,256
2947,다사583439,304
2948,다사583440,476
2949,다사583441,496
2950,다사583442,316
2951,다사583443,234
2952,다사583444,148
2953,다사583445,214
2954,다사583446,142
2955,다사583447,202
2956,다사583448,180
2957,다사583449,114
2958,다사583450,173
2959,다사583451,113
2960,다사583452,178
2961,다사583453,124
2962,다사583454,132
2963,다사583455,207
2964,다사583456,142
2965,다사583457,240
2966,다사583458,173
2967,다사583459,303
2968,다사583460,356
2969,다사583461,258
2970,다사583462,399
2971,다사583463,269
2972,다사583464,421
2973,다사583465,293
2974,다사583466,441
2975,다사583467,456
2976,다사583468,304
2977,다사583469,465
2978,다사583470,317
2979,다사583471,497
2980,다사583472,341
2981,다사583473,367
2982,다사583474,579
2983,다사583475,399
2984,다사583476,585
2985,다사583477,398
2986,다사583478,594
2987,다사583479,382
2988,다사583480,385
2989,다사583481,764
2990,다사583482,568
2991,다사583483,941
2992,다사583484,752
2993,다사583485,874
2994,다사583486,495
2995,다사584405,98
2996,다사584406,98
2997,다사584407,194
2998,다사584408,96
2999,다사584409,96
3000,다사584410,209
3001,다사584411,113
3002,다사584412,113
3003,다사584413,113
3004,다사584414,236
3005,다사584415,123
3006,다사584416,123
3007,다사584417,167
3008,다사584418,44
3009,다사584419,44
3010,다사584420,44
3011,다사584421,67
3012,다사584422,23
3013,다사584423,23
3014,다사584424,53
3015,다사584425,30
3016,다사584426,30
3017,다사584427,30
3018,다사584428,92
3019,다사584429,62
3020,다사584430,62
3021,다사584431,152
3022,다사584432,90
3023,다사584433,90
3024,다사584434,194
3025,다사584435,104
3026,다사584436,104
3027,다사584437,208
3028,다사584438,388
3029,다사584439,180
3030,다사584440,90
3031,다사584441,162
3032,다사584442,72
3033,다사584443,72
3034,다사584444,72
3035,다사584445,138
3036,다사584446,66
3037,다사584447,66
3038,다사584448,120
3039,다사584449,54
3040,다사584450,54
3041,다사584451,54
3042,다사584452,119
3043,다사584453,65
3044,다사584454,65
3045,다사584455,207
3046,다사584456,75
3047,다사584457,75
3048,다사584458,75
3049,다사584459,303
3050,다사584460,130
3051,다사584461,130
3052,다사584462,399
3053,다사584463,141
3054,다사584464,141
3055,다사584465,141
3056,다사584466,441
3057,다사584467,148
3058,다사584468,148
3059,다사584469,465
3060,다사584470,161
3061,다사584471,161
3062,다사584472,341
3063,다사584473,528
3064,다사584474,187
3065,다사584475,187
3066,다사584476,585
3067,다사584477,186
3068,다사584478,186
3069,다사584479,571
3070,다사584480,385
3071,다사584481,189
3072,다사584482,189
3073,다사584483,941
3074,다사584484,373
3075,다사584485,373
3076,다사584486,630
3077,다사585408,96
3078,다사585409,96
3079,다사585410,338
3080,다사585411,242
3081,다사585412,113
3082,다사585413,244
3083,다사585414,367
3084,다사585415,123
3085,다사585416,123
3086,다사585417,303
3087,다사585418,44
3088,다사585419,44
3089,다사585420,93
3090,다사585421,116
3091,다사585422,23
3092,다사585423,23
3093,다사585424,108
3094,다사585425,30
3095,다사585426,30
3096,다사585427,162
3097,다사585428,224
3098,다사585429,62
3099,다사585430,62
3100,다사585431,235
3101,다사585432,90
3102,다사585433,90
3103,다사585434,550
3104,다사585435,370
3105,다사585436,208
3106,다사585437,208
3107,다사585438,255
3108,다사585439,90
3109,다사585440,90
3110,다사585441,210
3111,다사585442,72
3112,다사585443,72
3113,다사585444,72
3114,다사585445,195
3115,다사585446,66
3116,다사585447,66
3117,다사585448,168
3118,다사585449,54
3119,다사585450,54
3120,다사585451,54
3121,다사585452,189
3122,다사585453,65
3123,다사585454,65
3124,다사585455,140
3125,다사585456,75
3126,다사585457,75
3127,다사585458,75
3128,다사585459,205
3129,다사585460,130
3130,다사585461,130
3131,다사585462,271
3132,다사585463,141
3133,다사585464,141
3134,다사585465,141
3135,다사585466,289
3136,다사585467,148
3137,다사585468,148
3138,다사585469,309
3139,다사585470,161
3140,다사585471,161
3141,다사585472,161
3142,다사585473,348
3143,다사585474,187
3144,다사585475,187
3145,다사585476,373
3146,다사585477,186
3147,다사585478,186
3148,다사585479,375
3149,다사585480,189
3150,다사585481,189
3151,다사585482,189
3152,다사585483,562
3153,다사585484,373
3154,다사585485,373
3155,다사585486,508
3156,다사586407,158
3157,다사586408,287
3158,다사586409,225
3159,다사586410,225
3160,다사586411,242
3161,다사586412,373
3162,다사586413,244
3163,다사586414,254
3164,다사586415,390
3165,다사586416,259
3166,다사586417,303
3167,다사586418,180
3168,다사586419,229
3169,다사586420,93
3170,다사586421,72
3171,다사586422,127
3172,다사586423,78
3173,다사586424,108
3174,다사586425,85
3175,다사586426,217
3176,다사586427,162
3177,다사586428,194
3178,다사586429,277
3179,다사586430,145
3180,다사586431,470
3181,다사586432,346
3182,다사586433,508
3183,다사586434,342
3184,다사586435,185
3185,다사586436,246
3186,다사586437,165
3187,다사586438,255
3188,다사586439,151
3189,다사586440,199
3190,다사586441,210
3191,다사586442,120
3192,다사586443,177
3193,다사586444,129
3194,다사586445,195
3195,다사586446,123
3196,다사586447,171
3197,다사586448,168
3198,다사586449,102
3199,다사586450,172
3200,다사586451,124
3201,다사586452,189
3202,다사586453,220
3203,다사586454,150
3204,다사586455,225
3205,다사586456,160
3206,다사586457,259
3207,다사586458,174
3208,다사586459,304
3209,다사586460,357
3210,다사586461,258
3211,다사586462,399
3212,다사586463,269
3213,다사586464,412
3214,다사586465,284
3215,다사586466,432
3216,다사586467,455
3217,다사586468,312
3218,다사586469,473
3219,다사586470,325
3220,다사586471,493
3221,다사586472,329
3222,다사586473,516
3223,다사586474,552
3224,다사586475,384
3225,다사586476,570
3226,다사586477,383
3227,다사586478,595
3228,다사586479,587
3229,다사586480,401
3230,다사586481,791
3231,다사586482,579
3232,다사586483,952
3233,다사586484,763
3234,다사586485,517
3235,다사586486,652
3236,다사587402,15
3237,다사587403,11
3238,다사587404,11
3239,다사587406,62
3240,다사587407,62
3241,다사587408,191
3242,다사587409,129
3243,다사587410,129
3244,다사587411,129
3245,다사587412,260
3246,다사587413,131
3247,다사587414,131
3248,다사587415,267
3249,다사587416,136
3250,다사587417,136
3251,다사587418,136
3252,다사587419,185
3253,다사587420,49
3254,다사587421,49
3255,다사587422,104
3256,다사587423,55
3257,다사587424,55
3258,다사587425,55
3259,다사587426,187
3260,다사587427,132
3261,다사587428,132
3262,다사587429,430
3263,다사587430,166
3264,다사587431,166
3265,다사587432,83
3266,다사587433,164
3267,다사587434,81
3268,다사587435,81
3269,다사587436,142
3270,다사587437,61
3271,다사587438,61
3272,다사587439,61
3273,다사587440,109
3274,다사587441,48
3275,다사587442,48
3276,다사587443,105
3277,다사587444,57
3278,다사587445,57
3279,다사587446,57
3280,다사587447,105
3281,다사587448,48
3282,다사587449,48
3283,다사587450,118
3284,다사587451,70
3285,다사587452,70
3286,다사587453,155
3287,다사587454,85
3288,다사587455,85
3289,다사587456,85
3290,다사587457,259
3291,다사587458,99
3292,다사587459,99
3293,다사587460,357
3294,다사587461,128
3295,다사587462,128
3296,다사587463,128
3297,다사587464,412
3298,다사587465,143
3299,다사587466,143
3300,다사587467,455
3301,다사587468,164
3302,다사587469,164
3303,다사587470,164
3304,다사587471,493
3305,다사587472,168
3306,다사587473,168
3307,다사587474,552
3308,다사587475,197
3309,다사587476,197
3310,다사587477,197
3311,다사587478,595
3312,다사587479,212
3313,다사587480,212
3314,다사587481,791
3315,다사587482,390
3316,다사587483,390
3317,다사587484,763
3318,다사587485,907
3319,다사587486,144
3320,다사588379,0
3321,다사588380,0
3322,다사588393,0
3323,다사588394,0
3324,다사588399,6
3325,다사588400,4
3326,다사588401,13
3327,다사588402,24
3328,다사588403,11
3329,다사588404,11
3330,다사588405,108
3331,다사588406,62
3332,다사588407,62
3333,다사588408,271
3334,다사588409,209
3335,다사588410,129
3336,다사588411,129
3337,다사588412,441
3338,다사588413,131
3339,다사588414,131
3340,다사588415,514
3341,다사588416,383
3342,다사588417,136
3343,다사588418,136
3344,다사588419,413
3345,다사588420,49
3346,다사588421,49
3347,다사588422,266
3348,다사588423,217
3349,다사588424,55
3350,다사588425,55
3351,다사588426,325
3352,다사588427,132
3353,다사588428,264
3354,다사588429,570
3355,다사588430,83
3356,다사588431,83
3357,다사588432,121
3358,다사588433,202
3359,다사588434,81
3360,다사588435,81
3361,다사588436,200
3362,다사588437,61
3363,다사588438,61
3364,다사588439,113
3365,다사588440,161
3366,다사588441,48
3367,다사588442,48
3368,다사588443,146
3369,다사588444,57
3370,다사588445,57
3371,다사588446,121
3372,다사588447,169
3373,다사588448,48
3374,다사588449,48
3375,다사588450,177
3376,다사588451,70
3377,다사588452,70
3378,다사588453,232
3379,다사588454,85
3380,다사588455,85
3381,다사588456,85
3382,다사588457,184
3383,다사588458,99
3384,다사588459,99
3385,다사588460,227
3386,다사588461,128
3387,다사588462,128
3388,다사588463,128
3389,다사588464,271
3390,다사588465,143
3391,다사588466,143
3392,다사588467,307
3393,다사588468,164
3394,다사588469,164
3395,다사588470,164
3396,다사588471,332
3397,다사588472,168
3398,다사588473,168
3399,다사588474,365
3400,다사588475,197
3401,다사588476,197
3402,다사588477,197
3403,다사588478,409
3404,다사588479,212
3405,다사588480,212
3406,다사588481,602
3407,다사588482,390
3408,다사588483,390
3409,다사588484,390
3410,다사588485,534
3411,다사588486,144
3412,다사589378,0
3413,다사589379,0
3414,다사589380,0
3415,다사589381,0
3416,다사589392,0
3417,다사589393,0
3418,다사589394,0
3419,다사589395,0
3420,다사589398,2
3421,다사589399,6
3422,다사589400,15
3423,다사589401,13
3424,다사589402,20
3425,다사589403,55
3426,다사589404,46
3427,다사589405,108
3428,다사589406,97
3429,다사589407,177
3430,다사589408,142
3431,다사589409,209
3432,다사589410,390
3433,다사589411,310
3434,다사589412,441
3435,다사589413,312
3436,다사589414,559
3437,다사589415,378
3438,다사589416,383
3439,다사589417,611
3440,다사589418,364
3441,다사589419,413
3442,다사589420,277
3443,다사589421,439
3444,다사589422,211
3445,다사589423,217
3446,다사589424,355
3447,다사589425,193
3448,다사589426,325
3449,다사589427,340
3450,다사589428,202
3451,다사589429,570
3452,다사589430,153
3453,다사589431,191
3454,다사589432,121
3455,다사589433,119
3456,다사589434,177
3457,다사589435,139
3458,다사589436,200
3459,다사589437,119
3460,다사589438,171
3461,다사589439,113
3462,다사589440,100
3463,다사589441,141
3464,다사589442,89
3465,다사589443,146
3466,다사589444,98
3467,다사589445,162
3468,다사589446,121
3469,다사589447,112
3470,다사589448,171
3471,다사589449,107
3472,다사589450,177
3473,다사589451,129
3474,다사589452,206
3475,다사589453,232
3476,다사589454,162
3477,다사589455,253
3478,다사589456,176
3479,다사589457,275
3480,다사589458,190
3481,다사589459,295
3482,다사589460,332
3483,다사589461,233
3484,다사589462,357
3485,다사589463,252
3486,다사589464,395
3487,다사589465,267
3488,다사589466,282
3489,다사589467,446
3490,다사589468,303
3491,다사589469,469
3492,다사589470,330
3493,다사589471,498
3494,다사589472,334
3495,다사589473,340
3496,다사589474,537
3497,다사589475,369
3498,다사589476,581
3499,다사589477,409
3500,다사589478,621
3501,다사589479,424
3502,다사589480,571
3503,다사589481,961
3504,다사589482,749
3505,다사589483,874
3506,다사589484,515
3507,다사589485,659
3508,다사589486,269
3509,다사590377,0
3510,다사590378,0
3511,다사590379,0
3512,다사590380,0
3513,다사590381,0
3514,다사590382,0
3515,다사590383,0
3516,다사590384,0
3517,다사590386,0
3518,다사590387,0
3519,다사590388,0
3520,다사590389,0
3521,다사590390,0
3522,다사590391,0
3523,다사590392,0
3524,다사590393,0
3525,다사590394,0
3526,다사590395,0
3527,다사590396,2
3528,다사590397,2
3529,다사590398,2
3530,다사590399,2
3531,다사590400,11
3532,다사590401,9
3533,다사590402,9
3534,다사590403,44
3535,다사590404,35
3536,다사590405,35
3537,다사590406,35
3538,다사590407,115
3539,다사590408,80
3540,다사590409,80
3541,다사590410,261
3542,다사590411,181
3543,다사590412,181
3544,다사590413,181
3545,다사590414,428
3546,다사590415,247
3547,다사590416,247
3548,다사590417,475
3549,다사590418,228
3550,다사590419,228
3551,다사590420,228
3552,다사590421,390
3553,다사590422,162
3554,다사590423,162
3555,다사590424,300
3556,다사590425,138
3557,다사590426,138
3558,다사590427,208
3559,다사590428,70
3560,다사590429,140
3561,다사590430,70
3562,다사590431,108
3563,다사590432,38
3564,다사590433,38
3565,다사590434,96
3566,다사590435,58
3567,다사590436,58
3568,다사590437,58
3569,다사590438,110
3570,다사590439,52
3571,다사590440,52
3572,다사590441,93
3573,다사590442,41
3574,다사590443,41
